@relation problema-weka.filters.unsupervised.attribute.Remove-R1-5

@attribute duration_time numeric
@attribute user_time numeric
@attribute system_time numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}

@data
154533579,112468000,41802000,0
147359768,115480000,31856000,0
151667094,123538000,28122000,0
155180298,131110000,24020000,0
9744309,7747000,1936000,0
88621303,61430000,27190000,0
146768147,125815000,20969000,0
149280185,127221000,22038000,0
36614978,35583000,1016000,0
37603825,34647000,2969000,0
88611851,62729000,25888000,0
35381639,34422000,1012000,0
145700894,120803000,24959000,0
34938664,34926000,0,0
148405047,125369000,23067000,0
36176256,35171000,1004000,0
147920813,123874000,23975000,0
86186237,52126000,34082000,0
148593775,119720000,28932000,0
87159574,58114000,29057000,0
25700413,24475000,1019000,1
283012289,281023000,2000000,1
216454227,216402000,0,1
70168953,69201000,988000,1
65690610,64746000,1011000,1
67884443,65953000,1968000,1
85789032,85768000,0,1
33598010,31529000,1970000,1
176663169,174665000,2007000,1
67798501,66820000,997000,1
37981200,36027000,2001000,1
68076442,67061000,1016000,1
500876276,498808000,1999000,1
22548450,21596000,981000,1
64679315,63688000,995000,1
236130902,235203000,1000000,1
69729848,66826000,2948000,1
64702647,63731000,995000,1
557380105,555240000,2000000,1
42852257,41853000,996000,1
91747478,88496000,3016000,2
42987759,39032000,4003000,2
87390821,82417000,4964000,2
39031071,33993000,4999000,2
87251343,80303000,6939000,2
88723874,86742000,1994000,2
45787717,42617000,3044000,2
42798613,39695000,3053000,2
44035203,41037000,3002000,2
87933114,86962000,1011000,2
42594476,39670000,2975000,2
86798775,83807000,2993000,2
87068129,82113000,5006000,2
89543440,86474000,3016000,2
42430706,40483000,1974000,2
85815378,84799000,1009000,2
88822268,85814000,2993000,2
85784748,82803000,2992000,2
44839802,39746000,5095000,2
42062056,41070000,1001000,2
140744040,135436000,5016000,3
199189736,189190000,9957000,3
237143389,180108000,57034000,3
121228658,116274000,4968000,3
191552874,187521000,4011000,3
305954930,253002000,53000000,3
314272179,260222000,54046000,3
227939740,177707000,50199000,3
309703986,251465000,58107000,3
120251748,112359000,7954000,3
308388538,259540000,48913000,3
240039351,195830000,44187000,3
117273398,113196000,4006000,3
317649168,260569000,57124000,3
122054133,114032000,8002000,3
317206558,273177000,44028000,3
130545727,124585000,6028000,3
223661949,175706000,47919000,3
328810879,263688000,65170000,3
111094611,106010000,5000000,3
259266910,87633000,20115000,4
303024856,171356000,13947000,4
221160488,93050000,11228000,4
303534517,169549000,14045000,4
224995661,92740000,12963000,4
311055906,179503000,12452000,4
135184674,131072000,4002000,4
221726766,95663000,7048000,4
153156117,143100000,10007000,4
218781540,212754000,5993000,4
223135974,94068000,10216000,4
221334608,91081000,11009000,4
220555628,88864000,12593000,4
144931157,136895000,7993000,4
225173359,98140000,7311000,4
517585331,381808000,16674000,4
212986993,82584000,10896000,4
220253074,87709000,14782000,4
305985613,169142000,17230000,4
211472677,204500000,6982000,4
342873192,172521000,14137000,5
310603474,181855000,11051000,5
191658216,178650000,12974000,5
223259092,96063000,8005000,5
308794970,179183000,11073000,5
220166743,92104000,10011000,5
211146646,89725000,11089000,5
381411612,241300000,21026000,5
304372213,170990000,14390000,5
220482874,89996000,11999000,5
226607977,89580000,17110000,5
344216294,213130000,12461000,5
197275186,185211000,12013000,5
221298862,90362000,12048000,5
276775302,261728000,15041000,5
258335757,125591000,14418000,5
226024331,93502000,14920000,5
303952489,176940000,9440000,5
186074384,178009000,8000000,5
305226664,179144000,8051000,5
286040981,224644000,59640000,6
381030973,364022000,17001000,6
79712633,74730000,4982000,6
449507542,272058000,17199000,6
98122403,94073000,4003000,6
337266097,321342000,15967000,6
218859655,92155000,8013000,6
108436028,103462000,5022000,6
267624189,264591000,2995000,6
97159923,91143000,6009000,6
98761326,88789000,9976000,6
92543332,84531000,8050000,6
342319118,331290000,11009000,6
381910435,365905000,15995000,6
163113553,155104000,8005000,6
145185845,137169000,8009000,6
265431046,256271000,9009000,6
265705828,260588000,4992000,6
218764805,92240000,8109000,6
282823725,277790000,4996000,6
128306460,127181000,1001000,7
153427558,3650000,5294000,7
348784154,196723000,151786000,7
127117707,126108000,1000000,7
147429457,11207000,19358000,7
274871454,127916000,146904000,7
352700057,228343000,124186000,7
359972772,222528000,137326000,7
350392725,197034000,153026000,7
198017092,195057000,2985000,7
97268904,96324000,1003000,7
320242597,165145000,155136000,7
126840240,125830000,998000,7
392708188,248656000,143801000,7
197047015,195894000,999000,7
307924182,179902000,127931000,7
358065336,207847000,149889000,7
357237312,206016000,151011000,7
142112890,141105000,1000000,7
97771230,95766000,2016000,7
247732374,231349000,15955000,8
229839933,223846000,5995000,8
301932277,241929000,59982000,8
119445566,108471000,10946000,8
430204648,377129000,53018000,8
265669457,260636000,4993000,8
164161904,154079000,10005000,8
153053755,143030000,10002000,8
195808107,179711000,16063000,8
165683582,156664000,9038000,8
198359307,189335000,9015000,8
192004124,181030000,11001000,8
187016605,173064000,14005000,8
617447526,610344000,6992000,8
192061219,180030000,12002000,8
291307818,283306000,8008000,8
149427375,138398000,11031000,8
427946605,360945000,66989000,8
188386044,178363000,10020000,8
149601351,142595000,6980000,8
20070559,17923000,1886000,9
5664948,2837000,2837000,9
64193459,62170000,2005000,9
5184290,3481000,1740000,9
24756163,21772000,2969000,9
148706799,2258000,6431000,9
21682826,17737000,3941000,9
18039143,16038000,2004000,9
57632764,51707000,5966000,9
21027704,16016000,5005000,9
28286079,26260000,2020000,9
27793694,25795000,1984000,9
56673386,55732000,995000,9
6040006,3026000,3026000,9
19234000,15194000,4051000,9
19329949,17401000,1933000,9
55956981,51071000,4910000,9
18675957,15714000,2946000,9
27625421,23633000,3938000,9
7035268,6028000,1004000,9
94853749,81303000,13211000,10
125652245,119565000,5978000,10
167137666,160134000,7005000,10
107374733,95421000,11927000,10
95503480,78597000,16913000,10
159193857,150181000,9010000,10
156238098,142193000,14019000,10
119315477,117287000,2004000,10
124052680,119145000,4964000,10
167643823,156609000,11042000,10
229570559,217558000,11975000,10
219719173,207714000,11983000,10
59712558,51897000,7833000,10
166417236,157263000,9015000,10
168901052,152890000,15988000,10
125527644,119318000,6016000,10
120285840,116230000,4007000,10
59123977,51091000,8014000,10
61223134,54191000,7024000,10
104016542,93757000,10081000,10
73842066,71487000,2013000,11
63927494,62876000,998000,11
57226259,55123000,1968000,11
64130280,62149000,2004000,11
58959729,57885000,998000,11
63012260,61078000,2002000,11
60606864,59624000,1010000,11
59213669,57214000,2007000,11
61482035,60533000,992000,11
65816363,63816000,2025000,11
98249570,96252000,2005000,11
395303866,392304000,3002000,11
59696450,57711000,1990000,11
60632283,60670000,0,11
113883384,111882000,1997000,11
739812588,738777000,999000,11
63175628,58267000,4937000,11
60513646,58548000,1984000,11
72416104,72382000,0,11
62955181,62021000,1000000,11
266273569,257988000,7999000,12
123852607,121737000,2012000,12
126353399,123311000,3007000,12
304917587,286801000,18050000,12
124765980,121786000,2994000,12
132479735,127526000,4981000,12
42806106,39738000,3056000,12
42339034,39327000,3025000,12
228271978,218207000,10009000,12
243271709,232251000,11011000,12
41388227,39420000,2021000,12
135721299,128665000,7036000,12
48532690,44561000,3961000,12
145250620,137218000,8012000,12
129850969,126852000,2996000,12
128973977,121958000,6997000,12
148836055,142785000,6033000,12
46564019,43444000,3030000,12
171933037,162939000,9052000,12
252511857,243441000,9016000,12
16392264,15126000,1008000,13
34717855,32741000,1984000,13
38299675,37303000,1008000,13
15937316,14005000,2000000,13
37309820,34199000,3017000,13
37327840,35326000,2018000,13
37972747,35994000,1999000,13
15716710,14718000,981000,13
35976426,33998000,1999000,13
35961563,32971000,2997000,13
32423525,30293000,1954000,13
15462806,13613000,1944000,13
35472950,33455000,2027000,13
42161964,41163000,1003000,13
43295570,42276000,1006000,13
35334414,33335000,1960000,13
37099098,34193000,2930000,13
35153075,34154000,1004000,13
37765822,35727000,2041000,13
36088598,35114000,1003000,13
78436415,71190000,7018000,14
173127150,171096000,2001000,14
440835844,433710000,6995000,14
214429079,204448000,9973000,14
234825586,222767000,12041000,14
171123634,161113000,10007000,14
219271106,215270000,4005000,14
153472315,146493000,6975000,14
240258900,233238000,7007000,14
181278980,170182000,11011000,14
131483228,114449000,16918000,14
240866064,224954000,15926000,14
207598502,192654000,14973000,14
250244760,239204000,11009000,14
186675489,185575000,997000,14
78965381,76996000,1999000,14
107398427,91343000,16060000,14
66637484,61595000,5048000,14
145390998,130338000,15039000,14
189093936,180069000,9003000,14
36494423,26827000,4292000,15
59548667,56396000,3021000,15
60293605,58301000,2010000,15
60840280,55748000,5068000,15
57667743,53701000,3977000,15
57921540,52941000,4994000,15
54599657,52648000,1986000,15
57166943,53075000,4005000,15
396494518,386463000,9986000,15
175249835,172289000,2987000,15
57468588,54498000,2972000,15
53755887,48867000,4886000,15
57231549,55189000,2006000,15
175760259,171729000,4017000,15
60732890,54880000,5880000,15
62021669,55058000,7007000,15
60398383,57361000,3019000,15
263939252,252779000,11034000,15
58495841,54458000,4033000,15
177449833,174302000,3005000,15
170847601,2178000,7265000,16
238714210,234699000,3994000,16
236747331,231635000,5013000,16
124091577,121032000,3000000,16
238799745,234795000,3996000,16
235749732,233726000,2006000,16
241913532,240856000,999000,16
239302195,235351000,3989000,16
129021300,124061000,5002000,16
238270310,237277000,1001000,16
243655539,236632000,7018000,16
236016032,231926000,4016000,16
393486322,247313000,146185000,16
190016450,188891000,999000,16
237130399,230983000,5973000,16
239361439,231373000,7978000,16
237825810,233704000,3994000,16
249004828,244899000,3998000,16
380181691,376076000,4000000,16
241013833,237032000,3983000,16
566729178,560454000,6004000,17
565473011,557486000,7992000,17
575615237,572607000,3003000,17
