file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time
1628906.exe ,  5.00,  3.90,  0.00,  0.08,  0.00,  237263826,  233019000,    4000000
1759010.exe ,  3.68,  2.96,  0.00,  0.06,  0.00,  180904946,  175890000,    4996000
2230392.exe ,  3.42,  2.78,  0.00,  0.05,  0.00,  160019464,  157939000,    1999000
2677173.exe , 10.26,  8.19,  0.00,  0.16,  0.00,  464761541,  312796000,  151901000
2697990.exe , 10.06,  7.99,  0.00,  0.16,  0.00,  464694756,  318767000,  145893000
2820444.exe ,  1.17,  0.93,  0.00,  0.02,  0.00,   59312223,   55002000,    4000000
3208130.exe , 14.94, 12.20,  0.00,  0.22,  0.00,  649044456,  515969000,  132992000
3208532.exe ,  9.78,  7.83,  0.00,  0.15,  0.00,  432482232,  300623000,  131834000
3216342.exe ,  2.62,  2.09,  0.00,  0.04,  0.00,  126629765,  123616000,    2990000
3736295.exe ,  5.25,  4.11,  0.00,  0.08,  0.00,  246822194,  243724000,    3008000
3738660.exe ,  6.14,  4.78,  0.00,  0.10,  0.00,  303074492,  297075000,    6001000
3739170.exe ,  4.38,  3.48,  0.00,  0.08,  0.00,  223750530,  220610000,    2994000
385049.exe  ,  2.29,  1.83,  0.00,  0.04,  0.00,  111370258,  108388000,    2983000
4228710.exe ,  4.44,  3.49,  0.00,  0.07,  0.00,  203517590,  195483000,    8019000
4602054.exe ,  3.68,  2.94,  0.00,  0.06,  0.00,  181808728,  177798000,    3995000
4873850.exe ,  7.97,  6.27,  0.00,  0.13,  0.00,  390620672,  384538000,    6008000
5445938.exe ,  4.91,  3.82,  0.00,  0.08,  0.00,  236383906,  229388000,    6981000
5605416.exe , 10.87,  8.65,  0.00,  0.18,  0.00,  517407901,  511228000,    6002000
6667004.exe ,  4.46,  3.56,  0.00,  0.08,  0.00,  221334633,  217174000,    4003000
7074246.exe ,  4.90,  3.79,  0.00,  0.08,  0.00,  239097883,  230978000,    7999000
