@relation problema
@attribute 'L1-dcache-loads' real
@attribute 'L1-dcache-load-misses' real
@attribute 'branch-instructions' real
@attribute 'branch-load-misses' real
@attribute 'branch-loads' real
@attribute 'branch-misses' real
@attribute 'cache-misses' real
@attribute 'cache-references' real
@attribute 'cpu-cycles' real
@attribute 'dTLB-load-misses' real
@attribute 'dTLB-loads' real
@attribute 'iTLB-loads' real
@attribute 'iTLB-load-misses' real
@attribute 'instructions' real
@attribute 'page-faults' real
@attribute 'power/energy-psys/' real
@attribute 'power/energy-pkg/' real
@attribute 'power/energy-cores/' real
@attribute 'power/energy-ram/' real
@attribute 'power/energy-gpu/' real
@attribute 'duration_time' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'perf_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
252045417,315208,158228014,691001,158120919,699181,198449,3035624,510545053,120291,248872721,46175,307787,779313769,129,3.99,1.65,1.59,0.1,0.0,187245950,131857000,38958000,513877553,0
252127058,285937,155514850,632124,155567139,627312,134932,2123925,502204476,114805,252818621,8547,105779,772102098,129,3.36,1.68,1.64,0.07,0.0,135288105,113092000,22017000,149411980,0
251491089,378306,151560071,695538,152360454,704242,220686,2510957,508479388,109762,264841137,146359,107789,776676724,713,3.38,1.66,1.61,0.07,0.0,139123200,113824000,24961000,153415587,0
253330378,307586,156274853,678886,156225161,678729,124788,2113137,509118300,114370,255037593,36327,105776,776665796,129,3.38,1.69,1.66,0.07,0.0,137534172,104073000,33023000,151595871,0
252989065,254806,155540321,633073,155465557,632090,151950,2047022,503575316,113932,253689100,49229,267700,773752660,129,3.39,1.65,1.62,0.07,0.0,136354910,112106000,24022000,150589296,0
251676159,295538,155406351,673563,155411910,669057,133876,1977260,502664875,114261,253199241,7626,105410,772808774,127,3.43,1.67,1.63,0.07,0.0,135677849,105574000,29879000,150033013,0
250563242,314131,155874888,672749,155962512,672954,157735,2144220,509224185,114923,252399207,10651,105273,777326764,128,3.46,1.69,1.65,0.07,0.0,137131563,107906000,28974000,151423365,0
250489974,303088,156141580,692256,156013239,694146,149636,2161066,505087498,114324,251176886,10925,106090,773070772,128,3.43,1.67,1.63,0.07,0.0,136734789,106325000,30092000,151082554,0
72862446,159623,47699920,184881,46998807,186437,149628,954650,109540725,6773,71431333,2600,112468,253704200,134,0.77,0.38,0.36,0.02,0.0,30333809,29046000,1001000,44751959,0
95687293,269984,63248179,418360,63388147,413025,131601,1529099,343918033,111356,96394237,5543,104467,333097012,134,2.23,1.06,1.03,0.05,0.0,92912112,67714000,24894000,107303726,0
253619664,319196,157301792,679277,157360782,678193,144276,2088021,509793413,114582,255248934,10860,105277,782868501,129,3.41,1.69,1.65,0.07,0.0,137738246,119514000,17927000,151936773,0
252432323,333633,156523897,707881,156444876,703035,125644,2173031,512328006,114880,254186453,10309,105456,782512381,128,3.4,1.67,1.63,0.07,0.0,137133372,95890000,40953000,151111529,0
249876532,288106,155725110,705329,155709890,706767,138306,2131558,503789331,114136,250732652,84701,105236,772732995,129,3.35,1.63,1.59,0.07,0.0,136917238,111517000,25116000,151249035,0
43594250,211000,21698856,146806,21715373,147194,171475,830947,53288046,3531,30819303,3205,2884,125471662,590,0.35,0.17,0.17,0.01,0.0,14395207,13144000,1011000,28547381,0
68943465,206748,45344686,186199,46219689,200476,175120,966039,98556984,5742,72701704,2297,1937,258435199,328,0.68,0.33,0.32,0.01,0.0,26422302,25156000,1006000,40471366,0
68231557,220859,46225623,181431,46537200,182402,138167,884847,99731547,3716,72606132,2502,1282,250354407,135,0.66,0.3,0.29,0.01,0.0,27842752,24642000,2957000,41927812,0
68508975,168114,42853959,181277,42935566,181464,135783,789787,92640956,4519,69548286,5172,1563,236682090,134,0.63,0.31,0.31,0.01,0.0,25474749,23235000,2020000,39690863,0
66793447,227489,43684200,189139,43884930,180191,135168,830814,97529052,3628,70988485,4600,1681,239300015,134,0.63,0.3,0.3,0.01,0.0,26701301,26462000,0,40634715,0
252093407,285786,155587693,658753,155635884,659255,153810,2166636,504291493,114806,253105348,9050,105393,770193335,128,3.39,1.64,1.6,0.07,0.0,136648950,103599000,32872000,150631013,0
58050147,181383,57695454,187511,57705459,188753,128601,878581,110253967,4493,60425855,3692,1543,296989065,132,0.76,0.36,0.35,0.02,0.0,29641634,28397000,1014000,43712361,0
151269433,309966,34875232,2006211,35398632,2019198,131887,4075445,1002029924,28758,150612588,6135,8512,283858423,133,6.65,2.99,2.91,0.15,0.0,294719015,275554000,3006000,631813810,1
35709057,109302,4877638,133835,4813183,129611,58493,1072912,205774688,6077,35795590,994,1668,199726873,63,1.35,0.58,0.56,0.03,0.0,56523440,56162000,0,70703331,1
37382819,153529,10157543,77710,10223862,77352,98710,1141050,197837660,5593,37812798,930,1289,257294339,125,1.21,0.55,0.53,0.03,0.0,54843142,52488000,1980000,68850339,1
25623537,120702,7143163,119740,7313897,127551,86242,824041,116531258,4303,25384315,812,763,141470303,127,0.75,0.35,0.34,0.02,0.0,31637530,28360000,2933000,45773104,1
3063625,175105,6993296,84164,6823901,76987,91600,1160152,242962611,7239,2495828,1434,2067,239517056,134,1.51,0.69,0.67,0.03,0.0,65411632,64151000,1002000,79656895,1
324961845,434717,87320181,247612,87239852,248949,190025,4432512,1200937457,32239,325290785,5243,8534,976176492,132,7.69,3.63,3.53,0.16,0.0,323702845,322269000,1000000,337751578,1
22287029,129698,3180315,56163,3141298,59173,80748,834979,111094613,4418,23029847,1064,1248,97836541,130,0.7,0.28,0.27,0.02,0.0,32592811,30419000,1962000,46735793,1
3959305,305526,111814721,173384,111810253,165669,118018,2858265,764131304,20676,3507049,4468,5729,1085325740,132,4.55,2.01,1.95,0.1,0.0,205886271,204629000,998000,220034526,1
222070789,304026,122889581,170690,122971578,168209,120885,3052334,801596254,21393,222895078,4238,5851,1191210189,133,5.03,2.36,2.29,0.11,0.0,216485528,216237000,0,230727845,1
36008542,213801,6927806,193784,6883435,184469,122483,1528559,263557527,7142,36302509,1119,1850,158591817,193,1.61,0.72,0.71,0.04,0.0,71517258,70185000,994000,85691800,1
770345926,1511288,244082417,992434,244741815,1011822,414497,20030235,6139093122,146332,771060094,23096,39823,2071371654,127,38.65,17.88,17.38,0.83,0.0,1655509834,1654136000,1000000,1669610780,1
69875320,273722,16332226,167726,16332825,169312,177695,2956361,723315118,18275,69752353,2728,5074,192136798,132,4.53,2.09,2.02,0.1,0.0,195518529,195224000,0,209854994,1
212360414,305126,153201215,167551,152998834,166476,150919,2812111,717270122,17573,211476150,3198,5280,939099981,134,4.58,2.14,2.08,0.1,0.0,193469170,192118000,1000000,207421755,1
25582610,172984,3549021,83652,3610042,83290,101933,1285448,250754621,6539,25135923,1035,1698,284860821,136,1.61,0.73,0.71,0.04,0.0,69399288,68113000,1001000,83416619,1
380895388,423257,121477898,252229,121441000,253562,179324,4578364,1297468536,30908,381427714,4601,8626,2454513989,132,8.06,3.68,3.57,0.18,0.0,350202231,348888000,999000,364388962,1
765625133,1632050,244264541,1028754,244228908,1017819,383311,20438554,6095443213,150653,764984224,29465,45923,2018104855,128,38.27,17.61,17.12,0.83,0.0,1648828354,1647572000,1000000,1663043436,1
20131501,153024,2570703,68760,2600085,68166,84481,852708,146159320,4238,20229363,994,1425,51651890,131,0.93,0.42,0.41,0.02,0.0,39405229,38154000,1004000,53224249,1
34187885,157488,3370570,74372,3486037,78593,96155,1178149,219449474,6441,33991437,1305,1493,214096216,126,1.37,0.62,0.6,0.03,0.0,59670279,57484000,1982000,73643417,1
29768347,174797,4969317,139588,4719517,141755,115155,1219977,242617190,7529,29501201,1594,2440,68395442,134,1.54,0.7,0.67,0.03,0.0,65062617,64806000,0,79455992,1
