file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-psys/,power/energy-pkg/,power/energy-cores/,power/energy-ram/,power/energy-gpu/,duration_time,user_time,system_time,perf_time
1017851.exe,2146450773,14329373,942799899,6405888,941967478,6406821,287046,16667160,4171232220,118188,2137793264,21702,44600,6410262791,175,27.91,13.5,13.16,0.58,0.0,1151831171,1131956000,3999000,1471190492
1222596.exe,766033445,12765889,257167447,5870035,260529739,5851689,135477,4069102,969341034,27652,770853805,5126,7845,2074357582,168,6.84,3.44,3.37,0.13,0.0,262017735,260673000,998000,276083447
1333078.exe,644648690,12939466,237622643,6058601,240923189,6018743,152947,6773264,1128877336,32736,650510243,7729,9062,1856828344,207,7.8,3.87,3.77,0.16,0.0,306594064,305195000,1000000,320734403
1497005.exe,6395230961,18779672,2836227587,13387116,2835529472,13407633,860511,46150724,12462872909,343640,6400405303,85372,101570,19138146633,182,83.01,40.12,39.1,1.69,0.0,3360531119,3357813000,999000,3374611996
1682543.exe,1252296678,12919697,501003225,5993536,501459559,5993645,197573,7480038,1773101456,49617,1254486304,7255,12087,3946700479,222,12.18,6.09,5.95,0.24,0.0,478499196,477044000,1000000,492752859
1738528.exe,4646973275,26329906,2285954399,7185420,2288329002,7194800,444140,49846424,8096488157,223139,4654920335,41305,59260,14571561609,225,55.32,27.13,26.46,1.1,0.0,2195722835,2194728000,0,2210107519
1753870.exe,512347419,23330154,147049578,9580434,150974732,9488663,143334,12830907,1033675446,29701,520055185,5306,7045,1717042782,183,7.17,3.58,3.5,0.14,0.0,279095048,278704000,0,293298944
1769129.exe,4637637349,26080610,2283663567,7123805,2284803739,7130549,492340,49312851,8190913468,214103,4641696673,170188,59131,14472259883,214,55.67,27.34,26.68,1.11,0.0,2209820316,2206933000,1999000,2224127833
1818972.exe,521810557,8179542,132166809,5559298,135481765,5478160,160532,3099844,689827182,19677,523847327,4651,5744,1353624514,188,4.86,2.37,2.31,0.1,0.0,187517013,185222000,2002000,201447442
1943931.exe,637434331,12953819,236044077,5971593,236774738,5971091,169561,8374207,1038042072,30033,638727465,4864,7360,1832090962,211,7.08,3.45,3.36,0.14,0.0,281774637,280375000,997000,295700203
1968707.exe,1020401762,24867584,442663204,10643646,444959693,10602354,238551,25005114,1921845422,55657,1026598239,10317,19973,3148553148,221,13.21,6.57,6.42,0.26,0.0,520261133,518757000,999000,534555371
2174475.exe,441135833,6779568,167282752,5706479,167760275,5706434,136834,3486023,834163873,23968,441410869,4194,6498,1276688494,182,5.66,2.77,2.7,0.12,0.0,227321045,226181000,1000000,241572033
2399424.exe,729955536,12499537,238904688,5863394,239754899,5854169,150416,5842323,1001643353,29656,729506449,5644,8173,2241339006,213,7.02,3.53,3.44,0.14,0.0,270722973,270703000,0,284866153
2414239.exe,470069416,13923232,137087174,5936927,140634488,5850211,196228,3437638,739060340,23269,473983099,6254,6292,1317660720,208,5.13,2.57,2.52,0.1,0.0,199709737,198559000,997000,213909292
2467389.exe,675016840,12960732,235759813,5989379,237198364,5991621,139160,4785309,1111407756,31373,676736155,6496,8804,1866223556,212,7.54,3.68,3.59,0.15,0.0,303423471,302423000,1001000,317585721
2520984.exe,2145044324,14537886,942006640,6450159,944118035,6449684,372551,17309935,4337930275,120057,2147775763,77291,34611,6416254446,225,28.99,14.05,13.7,0.59,0.0,1171663343,1170903000,999000,1185845468
2539436.exe,1625516202,8154122,609443388,6107880,612936919,6101703,289555,8991094,2338165196,173160,1630462934,16462,24104,4648331872,156,16.26,8.03,7.84,0.32,0.0,630343828,629367000,1000000,644558318
2619764.exe,724471194,7999900,257565149,5820429,257601074,5820955,171336,5055642,939407171,27585,727542276,5800,8116,2086268636,204,6.68,3.35,3.27,0.13,0.0,253450134,252377000,1001000,267469413
2636614.exe,3077939598,61910702,1579270898,32759549,1579435834,32772359,529000,102382873,6703065747,188746,3078691093,35772,52989,9277721428,261,45.11,21.94,21.4,0.91,0.0,1809472991,1809911000,0,1823672941
2664872.exe,1107653352,13593278,530976244,6067486,532159954,6053018,222419,11351567,2221449691,61334,1109736317,12133,17420,3128036893,220,14.85,7.23,7.06,0.3,0.0,599953557,598995000,999000,614075575
