file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-psys/,power/energy-pkg/,power/energy-cores/,power/energy-ram/,power/energy-gpu/,duration_time,user_time,system_time,perf_time
1091584.exe,4029498286,1294620,1315624209,2064529,1313993463,2068395,650296,13776210,3770674612,100918,4015156971,36471,29697,10678095721,2087,26.63,13.35,13.04,0.53,0.0,1045891583,1016622000,8004000,1364140790
1680187.exe,2115059310,1102720,550266870,21197858,550481391,21203438,382098,9504428,2721911658,69830,2117257456,16886,23750,5095692981,2079,18.84,9.62,9.4,0.37,0.0,736860951,731551000,4996000,751263361
1723554.exe,1333576251,8889647,392810938,4321612,390769068,4372152,2942602,33060325,1350987920,169743,1330392691,200344,86150,3685778807,8198,14.18,4.61,4.37,0.41,0.0,762642943,250013000,6000000,778934309
1727828.exe,4734016282,21463567,1408271972,3977375,1407059870,3947963,28312184,55304391,5074896448,974014,4712978931,514230,132713,14376050471,98768,36.44,17.99,17.58,1.05,0.0,1368241938,1172897000,194982000,1382610170
176146.exe,5570361456,1731574,2134175047,2502810,2132374859,2511044,657031,22062504,6565217254,161631,5563137063,33628,46403,15703793326,1105,44.22,21.76,21.23,0.9,0.0,1779600679,1778038000,1000000,1793845092
1910626.exe,2336162833,863278,513690393,1663944,512583966,1661146,626684,7718712,1842312064,70798,2318696515,13374,13387,4375910600,2079,12.12,5.87,5.73,0.26,0.0,497168358,490819000,5997000,511478142
1953417.exe,4742629772,1373203,1720328266,1748599,1718273300,1743935,637831,15009557,4331606181,107717,4722923586,32145,37743,13105693701,2084,30.1,15.07,14.71,0.6,0.0,1176854251,1173531000,3001000,1191251763
2004438.exe,2231819112,747941,512823694,2373272,511132067,2369066,665578,7413230,1914148432,57272,2212957401,19551,14089,5369916098,2084,13.26,6.64,6.49,0.27,0.0,518645151,514313000,4002000,532866032
202443.exe,2019764692,609624,508956368,1640093,507977156,1637367,399784,6471184,1728507190,48038,2016140540,9001,13007,5564613821,1110,11.75,5.78,5.64,0.24,0.0,467563451,463350000,4003000,481649801
2046266.exe,4529563377,1367232,1617250715,2113432,1616092181,2104955,616202,14246711,4286334136,145252,4515602364,26985,30808,13284938469,2082,29.99,15.16,14.81,0.59,0.0,1156507706,1151171000,4996000,1170869592
2084242.exe,2536666036,781777,511967706,1663478,510570080,1657404,685279,7441521,1869954065,67851,2518177910,17152,13238,4572572522,2084,12.53,6.14,6.0,0.26,0.0,505679281,499356000,6004000,519914180
2307838.exe,3025822540,13465803,915349185,915911,912722534,872574,8636466,36473731,2551548701,274329,3014075352,23779,17706,8787398684,2080,18.4,9.19,8.97,0.48,0.0,690214417,685879000,3999000,704604357
2337463.exe,4151542061,1552482,1320315403,1666316,1317325213,1672852,1119202,13982889,3810157916,103816,4135835576,39719,41391,11532764495,5993,26.25,13.09,12.8,0.52,0.0,1027688132,1016388000,11004000,1041917663
2409014.exe,3725708423,1270263,1514046611,2215444,1511533818,2205733,816736,12018569,3248595907,98380,3710779100,31140,24109,9781670215,2665,22.88,11.61,11.36,0.45,0.0,876526050,870234000,6001000,890925938
2451062.exe,3537835475,1114442,1016207584,1916065,1013746898,1911283,671775,11151553,2920893370,109876,3517246901,23810,21968,8788194239,2085,19.84,9.81,9.57,0.4,0.0,787503841,783174000,4000000,801874418
2516802.exe,2024244729,1096056,515800870,1636099,515885273,1632312,711307,6495778,1683070760,79302,2008443255,23042,15652,5274514396,4040,11.31,5.56,5.42,0.23,0.0,454483263,446181000,8003000,468914984
2534515.exe,2526840623,1097142,1114806977,2019779,1111311092,2018685,692402,9340732,2454210787,73908,2511733077,21665,21601,6683765911,2664,17.06,8.56,8.36,0.34,0.0,661972835,654674000,6996000,676356944
2538223.exe,7520937617,2211725,2954043648,26405242,2952724118,26382215,682382,26630943,8293646476,264361,7516177924,31637,55202,21612299956,1110,57.44,28.76,28.1,1.13,0.0,2235319260,2229728000,4999000,2249411059
2838507.exe,2132568476,695170,513519581,1630054,512057937,1624292,802187,6959274,1630309484,63886,2110088043,12601,12723,4981041295,2081,10.98,5.36,5.23,0.23,0.0,439740546,434442000,4993000,454097415
2970400.exe,3628363267,1609512,1455517866,24627763,1454769422,24638158,692625,15960874,4353707866,128868,3623752817,41917,34206,10145382136,2802,30.14,15.0,14.64,0.59,0.0,1171565749,1167238000,4000000,1185910649
