file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-psys/,power/energy-pkg/,power/energy-cores/,power/energy-ram/,power/energy-gpu/,duration_time,user_time,system_time,perf_time
1172589.exe,328898146,751247,171028876,1372517,163804271,1453363,320535,3583504,416872729,22035,312526963,13423,5632,907304973,908,3.28,1.46,1.42,0.07,0.0,141013796,111203000,8014000,464865664
126726.exe,451382714,681429,234226265,1547132,239512364,1357466,175926,3131005,632184628,19658,470209656,20690,9389,1323948414,1003,4.31,2.11,2.06,0.09,0.0,174862801,171633000,3011000,188976048
1342186.exe,786133323,6938235,412334353,3125800,410508113,3090014,1271991,11973763,1411284865,121068,784751884,17538,16127,2379726604,2868,9.58,4.72,4.6,0.21,0.0,382058264,374789000,6996000,396280527
1374738.exe,196710751,531518,88832251,1652789,89497056,1542681,164670,1619184,294030938,11565,202697696,2576,2708,541718271,522,2.01,0.99,0.96,0.04,0.0,79557450,77205000,2005000,93682772
1409011.exe,327913523,838471,165504073,1465866,163455538,1473729,282209,3010680,417501803,19622,322718496,11247,3674,909830637,907,2.91,1.46,1.43,0.06,0.0,113265034,111014000,2000000,127685105
1690595.exe,210341019,482957,113006815,1379546,111605941,1438603,156366,1996869,316913748,9515,202591461,4109,3663,642632301,520,2.22,1.09,1.06,0.04,0.0,85847582,84448000,1005000,100144574
1825983.exe,455782627,593008,233610964,1416470,230881654,1597174,205988,2987611,618904070,16713,455813848,10189,4916,1329753845,520,4.26,2.11,2.06,0.09,0.0,167506727,164243000,2986000,181687961
1883504.exe,461442034,1153061,234691601,1692060,238081430,1469480,250961,3530654,643159738,21436,476191813,20775,12167,1346484464,1904,4.42,2.15,2.1,0.09,0.0,176851512,170665000,5988000,190951897
201747.exe,454133440,665603,239642105,1362251,245685432,1285288,197471,3180509,635399120,20209,465041455,19110,8961,1317879989,1002,4.41,2.18,2.12,0.09,0.0,173549512,171284000,2003000,187708300
2024997.exe,339028887,838819,163368248,1702321,157129047,1595349,260995,2951776,497899657,15547,341646335,6754,4767,1008606353,915,3.36,1.63,1.59,0.07,0.0,136186240,131885000,3996000,150689893
2094555.exe,280275705,902309,141016976,1342615,137416213,1431248,249152,3107110,422638926,19484,272680634,7041,7347,814135615,1432,2.92,1.44,1.41,0.06,0.0,114467819,110220000,4008000,128751406
2131253.exe,567046364,1525419,261049551,2326024,262932417,2367613,428395,4617228,770307451,24667,575689776,13348,13381,1619887303,2331,5.3,2.62,2.55,0.11,0.0,208410245,202962000,4999000,222759206
229437.exe,496497579,631154,250400567,1469483,250121226,1485368,190069,3064533,663962257,17913,499819989,15989,5361,1446846220,518,4.59,2.27,2.21,0.09,0.0,179741485,178411000,1002000,193776126
230403.exe,326301006,847400,165288829,1476756,163031846,1459106,327491,3156687,421048505,20765,321370644,10026,3165,911959977,956,2.9,1.45,1.42,0.06,0.0,113454587,111235000,2004000,127572810
2616722.exe,322117057,524420,163683587,1455290,163111899,1449864,189307,2428694,414528066,15660,321321775,14333,3446,900006969,516,2.87,1.42,1.39,0.06,0.0,111929246,110675000,997000,126080555
2631785.exe,333702508,929818,159268357,1619317,158740481,1469660,262266,2923253,500246041,15604,343638323,3580,4804,997959053,915,3.39,1.66,1.63,0.07,0.0,135458169,134198000,1001000,149894827
2642820.exe,328745890,903275,157562518,1595452,157274786,1460982,234341,2988649,495549997,16302,336791379,3663,4492,984939251,915,3.38,1.64,1.6,0.07,0.0,133891204,129627000,3988000,148312309
2657371.exe,604202802,712637,275114582,1442100,272755399,1404288,241308,4069336,926705495,31939,600510732,10968,11081,1711151320,785,6.26,3.02,2.94,0.13,0.0,250336714,247089000,3001000,264682774
2781088.exe,454234383,482124,236228726,1331064,235601891,1319430,237289,3180911,628833542,18781,454231102,13491,7663,1309703834,521,4.26,2.04,1.99,0.09,0.0,172637725,172473000,0,186903544
2923923.exe,197005022,889866,89701884,1582776,89774290,1496088,218500,1973346,296121534,14412,202381816,2428,2685,548223682,912,2.04,0.99,0.96,0.04,0.0,80306378,76040000,4002000,94758529
2946862.exe,190070266,535525,87455820,1604991,91757816,1486008,151262,1567172,290456815,8761,196539998,3846,3661,535101048,524,2.0,0.98,0.95,0.04,0.0,78696452,77422000,1005000,92834213
2951063.exe,332224607,893509,158405079,1597162,158046854,1461466,263739,3052396,496082135,15948,341403400,3874,4568,995290821,917,3.4,1.64,1.59,0.07,0.0,134042263,129623000,3988000,148341049
2961600.exe,207295585,847316,158186949,1381970,159060185,1490977,230777,2749473,362019661,11804,207821826,3733,5175,680284555,915,2.45,1.18,1.15,0.05,0.0,97869972,93514000,3979000,112100298
3025699.exe,624165518,1137131,305694068,1566966,301740872,1579506,573575,4961858,874517412,29920,612171178,20387,8300,1801678343,1299,6.12,2.85,2.77,0.12,0.0,236645521,232218000,4003000,251064907
3098869.exe,324764701,872213,164151878,1468078,162814823,1438582,308620,2981735,415236010,18844,323845615,8657,3634,908137473,908,2.95,1.42,1.39,0.06,0.0,112489785,109145000,3004000,126758094
3122929.exe,460813956,707566,233656607,1670589,235820182,1516244,210544,3250519,639639049,21891,474712535,19403,9819,1340618395,1002,4.39,2.12,2.07,0.09,0.0,176264931,172815000,2996000,190571731
336539.exe,461502069,586818,235060048,1450218,232175258,1664167,204215,2981653,617776688,16590,457723781,14227,4823,1339676555,520,4.26,2.1,2.05,0.09,0.0,167643272,165279000,2003000,181691547
338328.exe,320865291,536440,162940582,1486193,163181969,1475100,211135,2358270,413446316,14784,323720708,14084,3771,894977097,517,2.85,1.41,1.38,0.06,0.0,111302636,108960000,1999000,125452935
3457445.exe,371209313,515536,183122014,1349918,179838950,1468478,194835,2731973,548173873,16724,362870752,3247,4734,1087976682,526,3.74,1.83,1.79,0.08,0.0,148179065,146816000,1005000,162430153
3461403.exe,320920238,454008,166633847,1420116,164531463,1456288,184355,2408637,422983100,12887,312305388,10543,4510,882186977,517,2.96,1.47,1.43,0.06,0.0,114437260,112038000,2000000,128746704
