@relation problema
@attribute 'L1-dcache-loads' real
@attribute 'L1-dcache-load-misses' real
@attribute 'branch-instructions' real
@attribute 'branch-load-misses' real
@attribute 'branch-loads' real
@attribute 'branch-misses' real
@attribute 'cache-misses' real
@attribute 'cache-references' real
@attribute 'cpu-cycles' real
@attribute 'dTLB-load-misses' real
@attribute 'dTLB-loads' real
@attribute 'iTLB-loads' real
@attribute 'iTLB-load-misses' real
@attribute 'instructions' real
@attribute 'page-faults' real
@attribute 'power/energy-psys/' real
@attribute 'power/energy-pkg/' real
@attribute 'power/energy-cores/' real
@attribute 'power/energy-ram/' real
@attribute 'power/energy-gpu/' real
@attribute 'duration_time' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'perf_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
332073980,885968,160469573,1611575,158659849,1456133,236696,3008137,498539821,15313,340609639,4216,4200,995079870,914,3.31,1.64,1.61,0.07,0.0,134368131,132103000,2001000,148513534,2
280102795,921943,140865953,1337851,137632388,1426673,294676,3178484,423834767,19387,273154601,10582,7484,814892249,1432,2.84,1.39,1.35,0.06,0.0,114388477,110113000,4004000,128522979,2
568689057,1507550,259650878,2335128,262357508,2381138,407416,4604890,768781563,23940,575481639,14983,13538,1622373133,2331,5.17,2.53,2.47,0.11,0.0,207561850,200318000,7011000,221880027,2
497450185,629957,250469826,1460811,250151162,1481722,208821,3087420,663864308,17118,499902655,16282,5460,1448933387,520,4.45,2.2,2.15,0.09,0.0,179130317,176842000,1998000,193283082,2
327514148,856228,165152980,1466144,163079554,1446816,335847,3109384,419694389,19389,321484398,8948,3636,911707981,955,2.85,1.42,1.39,0.06,0.0,113412076,112138000,1001000,127613538,2
324637677,473068,164377917,1481284,162766433,1465535,245122,2491045,413364779,16066,319770204,11569,3174,903260469,516,2.84,1.4,1.37,0.06,0.0,111644407,109232000,2004000,125987129,2
337456844,888992,160403589,1639989,157713042,1531416,262970,2989039,500292240,15761,343015274,4529,4260,1000902228,914,3.36,1.63,1.59,0.07,0.0,135239062,132974000,1999000,149404796,2
329322365,921708,157258938,1610532,156831546,1493021,245540,2981345,493806471,15139,337856748,3608,4512,985717647,915,3.33,1.6,1.56,0.07,0.0,134424111,132193000,2002000,148771851,2
604190733,762923,276304800,1456428,274536570,1398154,250496,4336946,934199146,33210,599398360,17983,10605,1711964707,784,6.19,2.99,2.92,0.13,0.0,251391686,248102000,3001000,265474315,2
460299655,496392,234884448,1346527,233657224,1445104,262702,3210358,628337361,18190,455093695,15367,22601,1329058971,521,4.23,2.08,2.03,0.09,0.0,169695165,167292000,2003000,183994518,2
197176781,877949,90541972,1586859,89443203,1497268,255552,2052650,297875535,15663,203007947,2533,2646,551121059,914,1.97,0.97,0.96,0.04,0.0,80478711,77137000,3005000,94593130,2
462192916,5433414,258248004,2747781,257337872,2733091,1861783,14672926,964829107,186116,469707240,30667,18530,1441980155,3385,6.98,2.97,2.87,0.18,0.0,311454618,285847000,10029000,640224175,3
491473806,5278144,278834406,2901373,281491981,2909726,1643273,13679985,1042597948,189125,495992953,16086,17457,1545866026,2480,6.97,3.39,3.3,0.16,0.0,281803314,278479000,3005000,296153331,3
545245614,5830462,302633842,2781523,300303087,2813169,1814656,15402955,1085736010,195212,542738888,20068,16235,1643045099,2870,7.25,3.53,3.44,0.17,0.0,293441651,286141000,7003000,307643993,3
427968344,5060308,241514630,2657488,239022176,2677569,1677591,13146061,900623097,186551,425268625,18753,14838,1316332468,2479,6.03,2.88,2.82,0.14,0.0,243392421,240051000,3000000,257665003,3
556652538,5807808,325020318,3214042,324885025,3214400,1853290,16452443,1519024512,396333,559628173,21590,220476,1742301274,2477,9.97,4.76,4.64,0.23,0.0,410676586,349360000,61063000,424789482,3
647156154,5319996,374257323,2867423,374134721,2896885,1641426,14306190,1148572071,207902,649137395,20981,16783,1954830171,2666,7.68,3.76,3.68,0.18,0.0,310450424,306174000,4002000,324591900,3
671582430,5368122,387712291,3385299,387558647,3389610,1725414,16078480,1616455106,403562,676032628,398454,222208,2048627530,2473,10.61,5.07,4.94,0.24,0.0,437739437,366506000,70904000,452159382,3
564168774,5824009,329667238,3218001,330896218,3244970,2488072,17425234,1559696434,534980,569468943,24461,222674,1759756110,3257,10.26,4.84,4.72,0.24,0.0,421899235,350432000,71087000,436374691,3
694170064,5447549,406469196,3375644,407740459,3380441,1529357,15768442,1647296717,417731,698993779,24759,223078,2125630171,2473,10.79,5.17,5.04,0.24,0.0,445988499,379718000,65951000,460285308,3
712587409,5359241,415706723,3356450,414515015,3382861,1578004,15772031,1644520661,429092,701899168,24517,224254,2152878840,2667,10.82,5.23,5.09,0.24,0.0,444691973,376493000,67908000,458919126,3
658455892,5215811,378956627,2876478,379365444,2878517,1717398,14471716,1165400960,208223,650982878,26992,19104,1985916247,2669,7.85,3.84,3.75,0.18,0.0,314436470,310121000,4001000,328608805,3
444465402,5123112,254985397,2653814,255671139,2682352,1542985,12945414,931679025,185165,447574578,21724,15180,1388065290,2480,6.25,2.99,2.9,0.15,0.0,252163746,248711000,3008000,266133208,3
437831233,5102471,248414814,2711020,249819755,2680000,1588771,12717622,916944454,200456,437345942,13037,14863,1352790784,2870,6.13,2.89,2.81,0.15,0.0,248016258,240632000,7018000,262412961,3
692939462,5308732,403360636,3391738,403564890,3413334,1794101,16276346,1634313874,415218,694511711,22080,221858,2131294408,2472,10.81,5.13,5.0,0.24,0.0,441016414,373741000,66953000,455234525,3
526072300,5782035,293837475,2750596,291491795,2792483,2845691,16262360,1084693562,345993,519897411,24137,18274,1592853008,3649,7.21,3.42,3.33,0.18,0.0,292966221,286633000,5992000,307308156,3
504510479,5354907,294306183,3119996,291008810,3161972,1636851,15130770,1450212330,408425,496527670,559404,217077,1577652448,2869,9.46,4.51,4.39,0.22,0.0,391680442,323326000,68068000,405837088,3
704735897,7178775,408999129,3364924,409428673,3370563,1752450,15970424,1664279630,402417,711235124,294372,220317,2152662271,2473,11.16,5.27,5.14,0.25,0.0,450240103,385905000,63984000,464631819,3
495568295,5481833,288501178,3151846,292785771,3139036,1804562,14986800,1439973566,417616,497435049,491940,223906,1560075908,3257,9.42,4.45,4.34,0.22,0.0,390619091,324198000,66040000,404828559,3
533345858,5275970,305393910,3165578,307659129,3150625,1731707,14855044,1475163552,407531,535313638,28394,215446,1665611452,2870,9.71,4.49,4.37,0.22,0.0,400657374,338452000,61899000,414987487,3
507027687,5260759,291050512,3128795,290815321,3150049,1724561,15147832,1434996388,421629,507926584,136882,217860,1579680772,2672,9.4,4.42,4.31,0.22,0.0,388029046,330738000,56954000,402313157,3
361842965,7285059,196797400,944546,197040199,954797,8429284,18472136,897925837,635379,357594637,108139,252281,1118873023,18459,6.64,2.68,2.59,0.24,0.0,296061872,223072000,53017000,631756594,4
371261102,7017380,193787781,894064,194225013,884744,7453129,18652738,894595626,731860,371515189,54232,19313,1141299453,8728,5.9,2.72,2.65,0.2,0.0,241815460,228526000,12973000,256203195,4
543951852,4423183,307342126,929021,307775140,939143,4747903,13425722,956844525,457856,542624477,41432,35705,1620095279,6565,6.44,3.07,3.0,0.18,0.0,258825312,246528000,11977000,272945939,4
656674819,5273729,293578079,1286183,293320059,1283964,4288640,16031745,1285691044,752470,655789127,25004,20096,1931664066,3462,8.53,3.97,3.87,0.23,0.0,347188517,339823000,6996000,361376371,4
674075082,7344539,367781879,1527870,366483623,1510571,8296950,21145961,1317919361,848170,661259426,75456,50235,1996305776,8581,8.83,4.18,4.06,0.28,0.0,355261891,330983000,23998000,369486644,4
704248901,8021860,355499455,909669,354434480,917860,10491874,23070915,1610868145,1161449,702722867,142522,58983,2181167286,13170,10.59,4.95,4.82,0.33,0.0,434417350,419055000,15002000,448655517,4
648898740,6585320,339185297,1218447,339507137,1215488,6483281,17484219,1208864406,664028,646186154,50173,28629,1896550553,7554,8.13,3.78,3.67,0.24,0.0,326725709,310457000,16023000,341063901,4
385879957,5182833,209110635,757853,206707997,744196,5869465,14957440,857561830,552801,378696398,39487,40431,1195403108,8873,5.72,2.63,2.56,0.19,0.0,232111600,214833000,16986000,246541772,4
481035287,4229674,225283209,834341,223877407,825796,3806665,13084974,968991211,597491,479948581,19151,14841,1430779661,2873,6.33,2.95,2.88,0.18,0.0,262383626,255134000,7003000,276462114,4
288201137,4869726,157847257,658298,156284928,651612,4531385,13727311,663687957,476495,286696001,33439,13963,904478429,6342,4.39,1.99,1.94,0.14,0.0,180847611,169581000,10972000,195001085,4
506491301,7745118,288822753,1101506,286634519,1094513,7644158,21685741,1018617984,908193,495528352,80932,16952,1509708967,6230,6.81,3.13,3.05,0.22,0.0,275410087,266016000,9000000,289762825,4
351440548,5792535,182995983,758352,180777033,749704,5829277,18162446,842840725,768850,351413440,17585,24337,1079153821,3453,5.59,2.54,2.47,0.18,0.0,227672646,219352000,8012000,241862263,4
523686315,7133239,297418531,1102855,297728362,1089182,7087260,19716372,1032675754,724249,520204973,43153,22306,1555195905,7057,6.96,3.2,3.1,0.22,0.0,280149146,266824000,12991000,294192240,4
561635229,4917484,307244330,1013669,306136143,1006384,4719732,13746069,985285926,461736,556423491,39200,36686,1654599431,7804,6.68,3.14,3.06,0.19,0.0,266440437,250119000,16007000,280606268,4
621410521,4961791,348941212,1121617,348164463,1116414,5152426,15164889,1113193881,470500,617195824,46877,45358,1853966534,7574,7.52,3.54,3.45,0.21,0.0,299950602,283603000,15977000,314102667,4
284343378,4359588,157712376,670270,157449399,673173,4431936,12958119,665740653,430993,288546219,29682,20586,893835319,6341,4.41,2.01,1.95,0.14,0.0,178505005,165145000,13011000,192640754,4
303016408,5404116,166116223,793996,165962553,815259,6087656,14898646,770930013,609870,306663371,30536,21760,946135863,6772,5.1,2.29,2.22,0.17,0.0,207992091,189732000,17974000,222159142,4
652879177,7017956,362799896,1199396,363129891,1197199,8218745,20826805,1277997403,721768,654127123,70195,55498,1953942492,8807,8.74,3.97,3.86,0.27,0.0,345265654,325909000,18994000,359434882,4
498125744,4258075,230997452,1018813,229108180,1016358,3953797,12973705,997931701,574137,490804181,20844,15165,1489305622,2880,6.65,3.04,2.96,0.19,0.0,270070826,263835000,5996000,284382952,4
306147573,5398005,167877269,699199,167341230,698540,6006361,15009330,740862604,592390,300599562,38240,44905,952169145,7352,4.93,2.2,2.14,0.17,0.0,199416991,182983000,15998000,213750373,4
570122784,7850872,309335610,1079635,314804575,1114902,8913377,23180816,1277539898,763884,566896082,68726,65201,1792120504,12766,9.26,3.89,3.77,0.3,0.0,398438200,350190000,31016000,788585510,5
604923715,7894180,337163451,1483357,335386307,1491191,8164574,22782792,1171145618,782034,604539913,45771,37879,1839206096,8280,7.88,3.73,3.64,0.25,0.0,316093058,296855000,18990000,330523102,5
445054353,9909967,243968672,1121411,243059263,1103602,11530873,25854119,1159686903,1086644,447311742,68341,74531,1428401961,13417,7.61,3.43,3.33,0.28,0.0,313835228,290609000,22969000,328011330,5
808238097,8456434,446876570,1339653,443567806,1300938,9328029,23296771,1513049949,776217,801299897,118219,83833,2466520226,12760,10.28,4.79,4.67,0.31,0.0,408636588,392412000,16016000,422773815,5
595282752,8423094,335748216,1118546,337144542,1115912,10225265,23671479,1190220223,1075639,595876870,49395,42135,1796776289,9105,7.99,3.75,3.65,0.27,0.0,321062551,307826000,12992000,335090584,5
374240186,8617092,207430569,1130374,209573874,1112331,10176085,23160200,1003748056,922425,379546033,59988,57085,1185282362,9704,6.64,2.97,2.88,0.24,0.0,271328828,254058000,17003000,285604533,5
420168440,8379633,227318165,1157304,228852749,1138493,10079929,23034606,1056187694,936836,418852754,46826,36285,1317232846,8146,7.01,3.18,3.08,0.25,0.0,285178655,268940000,15996000,299471175,5
361336076,8291962,197988806,1170706,197746526,1164057,10006230,22378449,969710901,939338,373966598,30225,34083,1143278005,7555,6.45,2.89,2.81,0.24,0.0,261956883,241700000,19975000,276104851,5
602968690,7402530,338262824,1144559,337192183,1171132,8813807,22119546,1179897903,739449,603290653,46187,43515,1831945302,8327,7.9,3.7,3.6,0.25,0.0,317809097,302461000,15022000,332070676,5
601939529,8584894,329870357,1113927,328198545,1137046,9457246,24061894,1340781487,793559,596820898,71394,71175,1914291358,14528,8.95,4.14,4.04,0.29,0.0,362364479,336114000,26008000,376658626,5
343517228,6655909,188069847,859422,187876918,871128,7541415,19935357,830733045,764366,351669760,31415,28145,1114650215,6819,5.53,2.51,2.43,0.19,0.0,224246637,209980000,13998000,238528493,5
338702708,7185014,189652522,882632,187263004,912236,7909830,21058871,854889573,1029610,330135144,38598,29049,1080247191,6429,5.67,2.53,2.45,0.2,0.0,232393178,224138000,8004000,246597844,5
591333402,7958413,333350014,1317382,334151244,1307906,9617605,22170926,1186861496,993310,594814795,65525,55595,1801429306,8473,8.05,3.67,3.56,0.26,0.0,316941463,297670000,18979000,330902547,5
363648130,7949951,203076570,1153230,201294414,1178210,9264103,22375390,956459991,888118,366111047,31012,30550,1151370817,7165,6.31,2.85,2.78,0.23,0.0,258329249,245069000,13003000,272503679,5
473397991,9720249,262039615,991351,259059540,965702,11333780,25640592,1240698477,1230630,483715669,55366,58772,1528166627,12586,8.19,3.69,3.59,0.29,0.0,334625378,313348000,21023000,348789740,5
623257442,12659488,334391884,1222347,336957127,1206896,17071589,33489956,1544266707,1760041,623508532,81919,58987,1986597040,14509,10.31,4.67,4.54,0.38,0.0,416944000,393529000,23030000,431236822,5
652281432,8394738,368110949,1226779,369355953,1223694,9623791,23519763,1502266002,868364,658292887,75356,62043,2110879210,14816,10.07,4.67,4.54,0.31,0.0,405699368,378231000,27016000,419907232,5
488852635,9014275,268271601,1026307,265600156,1026966,10862943,25366539,1211784205,1205677,483758789,63221,43369,1564756667,10576,8.05,3.64,3.53,0.28,0.0,327713938,309423000,17966000,342060311,5
470577267,8255372,261404995,936656,264173743,960518,9954980,23146765,1124212279,860865,468685205,69500,65866,1502988793,11892,7.52,3.39,3.29,0.26,0.0,303949643,282637000,20973000,318364924,5
494786270,5788734,249946501,998946,246987561,1005698,6186872,18190121,1085118747,868947,490150206,21860,57428,1498311846,3654,7.16,3.22,3.13,0.22,0.0,292702958,286327000,6006000,306951476,5
1382685031,3072138,660703918,3794713,664843077,3855389,1139207,11644956,1664184366,71418,1391624762,43711,42856,3866262998,3253,13.26,5.77,5.59,0.31,0.0,586540384,470656000,19985000,914613522,6
985459317,1086651,525907917,3067435,523817954,3039673,518418,6323176,1240296218,48297,985574057,32986,11880,2826822603,1558,8.4,4.26,4.16,0.17,0.0,337299924,331928000,4998000,351505868,6
341807006,2088930,154890599,1653630,152088990,1658158,660115,4987147,469513143,26615,333830253,8641,4473,977320233,1695,3.17,1.57,1.54,0.07,0.0,127004253,121719000,4988000,141421798,6
1118506077,15925610,622518242,9484591,622812609,9497100,13658972,45450599,2912522377,1705799,1116676426,77809,101792,3473419618,9844,19.11,9.1,8.87,0.54,0.0,785160720,760881000,23996000,799697401,6
1407168926,15231876,771977546,11075293,772459431,11067620,12670585,43311398,3382009089,1556372,1400396728,97252,42645,4334852421,9817,22.18,10.55,10.28,0.6,0.0,913763993,902456000,11005000,927760116,6
3241521562,11100829,1738900230,3836655,1738104528,3809031,1126610,21178895,5373215689,160497,3249823222,67477,48205,9812514939,3837,35.4,17.21,16.78,0.74,0.0,1450307624,1441921000,7999000,1464687807,6
1370314609,4564429,736278556,5435564,731965709,5430271,718106,11033860,1911009220,72659,1366905428,53572,20073,3955457494,4278,13.07,6.37,6.21,0.27,0.0,518738934,511452000,6992000,533007246,6
1077903390,8548575,504753746,2722444,504565936,2735616,6708510,25680405,1955385234,248064,1070820703,131149,32288,3210840777,10409,12.97,6.24,6.08,0.33,0.0,528356158,511986000,15999000,542640748,6
1808565655,7811142,797745034,6961083,797268216,6894857,7233785,21671134,2808902322,153878,1818758495,199921,65615,5720554555,41428,19.01,9.33,9.11,0.44,0.0,758298399,680988000,76998000,772682854,6
2857448392,11032036,1506194115,3173947,1504354303,3188042,1122093,21173586,5052420910,149355,2856152294,65893,41709,8760772713,3843,33.18,15.98,15.57,0.7,0.0,1370842854,1365442000,5001000,1384876759,6
3236934221,11073798,1738474559,3781447,1738587075,3780511,1114604,22252866,5429894209,155706,3246981086,70698,45499,9794607837,3838,35.8,17.45,17.01,0.75,0.0,1469164389,1463745000,4999000,1483462460,6
1004972531,6049374,479572205,7127924,472932833,7070314,4487063,21124452,1945959951,283092,1000217386,54162,25252,2980760743,7617,12.88,6.18,6.02,0.31,0.0,525748887,514451000,10988000,539768714,6
1013084550,13094742,542145593,2432255,539168381,2432731,1251317,10078014,1664344383,56107,1007536482,52254,21879,2973578672,4428,11.07,5.42,5.28,0.24,0.0,449918514,440613000,8992000,464426730,6
639356028,1937130,378397649,3204601,376830713,3217728,785906,8021057,1062221746,39010,633717496,24574,10922,2082094446,1886,7.14,3.51,3.43,0.15,0.0,288221953,282978000,4999000,302388711,6
752188688,2848064,362085751,4011624,359781380,3964601,1857044,8721340,1200735865,63360,737431242,39275,17930,2154573065,7290,8.01,3.9,3.8,0.18,0.0,325901672,310620000,14981000,340181104,6
1509121343,1643797,860838877,3848549,859723169,3820217,554162,10604617,2534721524,74792,1507452311,45713,19791,4548534553,1104,17.03,8.23,8.01,0.35,0.0,687433724,684039000,3000000,701624621,6
1669471441,27972974,894829871,4144753,896381655,4142667,1022787,12425246,2471314927,83499,1674245461,57196,24450,4925369812,4579,16.73,8.26,8.06,0.35,0.0,670685296,663156000,7001000,684893657,6
674679551,3077686,366392110,2641444,370294470,2664464,1452860,8465597,1179866769,61222,679483492,74049,19704,2060946398,9480,7.87,3.84,3.75,0.18,0.0,318759324,303470000,14973000,333080374,6
1976807583,26915306,1072119543,8825350,1071490206,8842405,5774223,49479819,3850375669,544510,1978168050,78425,39672,5966743570,8553,25.87,12.64,12.33,0.58,0.0,1042007596,1024604000,16993000,1056274924,6
1104726713,7047642,625842356,3816836,625995498,3826730,3657331,21112034,1822905858,475399,1106167570,64003,158347,3251227943,4425,12.35,6.02,5.87,0.29,0.0,492765952,483338000,8987000,507277601,6
