file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-psys/,power/energy-pkg/,power/energy-cores/,power/energy-ram/,power/energy-gpu/,duration_time,user_time,system_time,perf_time
1061805.exe,60875341,211585,34629448,76979,33750427,88087,127650,1515654,87225800,13076,53220292,6454,4415,187342907,521,1.13,0.23,0.21,0.04,0.0,69725707,50488000,3029000,388326768
1094941.exe,103364161,159679,57989431,64700,59180624,61005,98954,807511,132094634,17712,104896248,6589,1519,307782679,127,0.91,0.45,0.45,0.02,0.0,36003890,34732000,992000,50378356
1133411.exe,157054749,415137,76517670,103533,75037240,104850,161226,1537768,179305880,10833,157432972,6189,1823,432776127,517,1.23,0.59,0.59,0.03,0.0,48620519,47302000,1006000,62940039
1141022.exe,98379585,157787,55502840,66736,55589999,72638,102672,1036244,157811494,5410,98551961,1230,1518,312855652,132,1.06,0.47,0.45,0.03,0.0,46399677,45143000,1003000,60386340
1165956.exe,107920717,166759,60093333,70068,60116225,63303,94447,819245,140615935,3667,110202337,4994,7621,320057130,126,0.97,0.49,0.48,0.02,0.0,38026299,36814000,994000,51997537
1344769.exe,111645809,120832,59936726,73589,59769136,68181,92262,848318,139189931,4916,112638498,11442,6570,324806472,126,0.98,0.48,0.47,0.02,0.0,38063936,36781000,994000,52191863
1370229.exe,54000321,159523,30684300,61126,31105479,61696,95802,671023,84410260,2286,56979107,910,1154,173825252,135,0.55,0.24,0.23,0.01,0.0,24811205,22654000,1969000,39162319
1435015.exe,109315556,303615,85220860,88789,84923003,94102,124138,1280955,170322740,7195,109857756,4397,3420,367127352,588,1.18,0.56,0.55,0.02,0.0,46372661,44109000,2004000,60624384
1769104.exe,109552289,152873,60029110,67323,60046840,62085,91074,804759,141405354,3802,110669521,9998,1528,320120067,127,0.98,0.49,0.48,0.02,0.0,38203431,36015000,2000000,52083809
1979579.exe,108371632,164120,59734567,67253,59657183,61729,95156,818461,141391573,3750,111489990,7763,6170,323735308,127,0.97,0.48,0.47,0.02,0.0,38168448,36919000,997000,52341859
1997948.exe,154410569,416898,75430582,95491,74724677,94232,140360,1415316,179423364,9783,158258079,3600,1807,428712192,515,1.24,0.6,0.59,0.03,0.0,48698607,47421000,987000,62866912
2059363.exe,179006589,423277,84902055,112208,82574328,103120,156409,1567118,238011553,9214,178027941,1805,2946,531761994,524,1.62,0.78,0.77,0.03,0.0,64803231,62478000,2015000,78847738
2061586.exe,109412717,198207,59823134,72218,59883459,70010,145615,910093,145177291,5227,114376943,6015,7717,327248293,519,1.0,0.49,0.48,0.02,0.0,39160735,35039000,3893000,53463876
2203032.exe,60260840,181562,31645662,63255,32007404,63765,128507,899513,93426614,4166,64768647,1001,735,193603075,327,0.62,0.26,0.25,0.01,0.0,27320696,27078000,0,41490745
2203602.exe,107357877,166735,60125348,72916,60127212,66839,107920,873176,141688062,10000,110492055,10406,1547,321614856,127,0.99,0.47,0.46,0.02,0.0,38438000,36221000,2012000,52507912
2207605.exe,62884049,181652,31861105,64798,31881851,65448,151956,823545,93555290,7008,65647519,936,9507,195926570,521,0.62,0.29,0.29,0.01,0.0,25258070,24052000,1002000,39254029
2213898.exe,228000212,327716,112983998,114156,112738793,111031,119745,1443536,294873855,7613,231289162,7228,2766,666334745,325,1.99,0.95,0.93,0.04,0.0,79992842,78721000,996000,94079937
2231071.exe,109516478,161434,60548511,69840,60681495,70039,103659,990173,149159085,4439,112702392,2642,1228,324599342,126,1.01,0.48,0.46,0.02,0.0,41539026,40269000,1006000,55646192
2366368.exe,156768968,406866,76203480,94176,74371057,95921,147482,1450804,179285449,10361,157467207,5661,1822,434563938,517,1.24,0.61,0.59,0.03,0.0,48790653,48508000,0,62840455
237541.exe,59524916,161485,31938432,63458,31907889,57494,89733,664941,91520328,2371,62685377,1016,7112,192295412,133,0.6,0.29,0.29,0.01,0.0,24520725,23240000,1010000,38701233
