@relation problema
@attribute 'L1-dcache-loads' real
@attribute 'L1-dcache-load-misses' real
@attribute 'branch-instructions' real
@attribute 'branch-load-misses' real
@attribute 'branch-loads' real
@attribute 'branch-misses' real
@attribute 'cache-misses' real
@attribute 'cache-references' real
@attribute 'cpu-cycles' real
@attribute 'dTLB-load-misses' real
@attribute 'dTLB-loads' real
@attribute 'iTLB-loads' real
@attribute 'iTLB-load-misses' real
@attribute 'instructions' real
@attribute 'page-faults' real
@attribute 'power/energy-psys/' real
@attribute 'power/energy-pkg/' real
@attribute 'power/energy-cores/' real
@attribute 'power/energy-ram/' real
@attribute 'power/energy-gpu/' real
@attribute 'duration_time' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'perf_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
246796087,295006,152641437,712264,152933861,709376,139641,2163749,501293376,116184,248131256,215131,105976,759746278,128,3.34,1.62,1.58,0.07,0.0,134982434,103779000,30934000,149028879,0
94576054,273602,62481425,416770,62690768,415500,135636,1589794,339531898,111636,95623662,6248,511884,329971519,133,2.18,1.04,1.01,0.05,0.0,91859400,68587000,22862000,106379120,0
250670515,274865,155765432,671237,155811338,670564,145967,2126065,507262861,114451,252080878,10816,105429,776678497,130,3.4,1.67,1.63,0.07,0.0,137033960,96545000,40227000,151214567,0
250872349,257314,155477502,714554,155556992,716407,164025,2145797,505951722,115201,251497501,11972,105262,774673068,130,3.39,1.64,1.59,0.07,0.0,137431365,110061000,27015000,151585470,0
252353884,302608,155929549,650270,155947072,651273,154437,2130396,503707627,114776,253048315,13381,105497,773202340,128,3.38,1.64,1.6,0.07,0.0,136491326,117195000,19031000,150692940,0
250701143,315953,156674287,739625,156370368,741308,189060,2428723,511776858,118110,250937255,22008,208153,777544858,129,3.42,1.61,1.56,0.07,0.0,143181618,116977000,25995000,157389430,0
248939593,311612,153819473,653330,153869521,657402,160783,2158803,509131202,115330,250826081,222695,104968,766363936,128,3.39,1.66,1.62,0.07,0.0,137360763,130050000,7002000,151601812,0
250822163,255949,155475723,704314,155450067,704405,144313,2109316,507008409,114709,252058716,17827,105266,775474082,130,3.37,1.64,1.61,0.07,0.0,137128731,132920000,3997000,151419210,0
251722134,299773,155422598,675711,155404812,671486,129664,2087187,503817633,114477,253008797,9486,105913,772416674,128,3.36,1.65,1.61,0.07,0.0,135949949,133752000,1996000,150308278,0
246407793,319232,152551516,711804,152781546,706737,134462,2127558,501705335,115296,247835182,11559,105444,760878882,128,3.33,1.61,1.57,0.07,0.0,134861098,131611000,2991000,149091840,0
69995546,216847,46887968,230764,46782208,235886,162719,957128,102939046,4716,73595190,3437,1872,252803699,139,0.7,0.34,0.33,0.01,0.0,27608322,26302000,1011000,41936212,0
252437617,304121,155822927,678422,155786458,675396,144096,2135410,506151467,114564,254136780,8288,105489,776338840,128,3.37,1.65,1.61,0.07,0.0,136656880,133329000,3007000,150852858,0
115232114,430991,73541517,460578,73354722,441185,310053,2160741,398877418,108441,121339171,296823,103531,408021355,1889,2.59,1.23,1.2,0.06,0.0,107474297,72153000,35074000,121912598,0
246588884,312217,152989585,738665,152994402,740375,136107,2129168,505495843,114241,248409125,97095,206157,758832327,127,3.37,1.63,1.58,0.07,0.0,137388121,131162000,6007000,151700861,0
253453789,248552,155524512,651686,155459220,652579,175760,2251252,508835931,114759,253968256,205304,105530,773650087,128,3.41,1.65,1.62,0.07,0.0,137867828,128487000,9034000,152305888,0
97902706,255102,64194342,427198,64371635,424910,167658,1698215,340024065,110934,97874042,6162,104029,333875347,134,2.21,1.05,1.02,0.05,0.0,91795880,57410000,34244000,105789743,0
253882261,301262,156513100,722355,156418173,723610,143521,2123858,507439576,114910,255165809,11788,128707,776816336,127,3.4,1.66,1.61,0.07,0.0,137310496,125099000,12009000,151350715,0
249075911,291244,155398706,713592,155417132,712640,139973,2074508,508039546,114707,251152374,10460,105204,773637847,129,3.38,1.65,1.61,0.07,0.0,136943934,123749000,12973000,151095074,0
253108714,256817,155602096,635037,155638246,634310,159044,2171162,512900716,114374,254229869,307664,106548,773083748,128,3.44,1.68,1.64,0.07,0.0,138593250,131448000,6970000,152873132,0
243009712,339898,152565241,695156,157990096,703443,167320,2212085,509170215,112734,254714725,321914,109433,753976253,323,3.39,1.64,1.6,0.07,0.0,138091913,114844000,22968000,152177864,0
70693919,198073,46414367,184732,46381064,184637,162942,914520,100761270,4183,73136095,2721,1387,251987408,134,0.71,0.35,0.33,0.02,0.0,26847149,26643000,0,40838098,0
252279786,294900,155614444,687141,155584624,682663,152383,2159209,503951151,114558,252478050,23601,104963,771485972,130,3.38,1.66,1.61,0.07,0.0,135932676,120716000,15089000,150105028,0
67487986,215605,43943281,184347,43950123,184015,139542,779938,97331637,3705,70501990,4829,1563,236056350,134,0.66,0.32,0.32,0.01,0.0,26159938,23898000,1991000,40242527,0
69776339,212871,47618668,184568,47468462,185408,136467,920089,100835361,5052,71284343,2576,1311,247760021,135,0.67,0.28,0.27,0.02,0.0,30718650,29495000,1017000,44708994,0
249172741,404568,154285054,732927,154517951,724556,193761,2452368,513931271,117647,251556278,27353,264307,770086761,128,3.47,1.62,1.57,0.07,0.0,138508860,108255000,30070000,152788398,0
249794485,309436,155662150,736982,155685178,738906,155078,2187965,504927021,114721,250854415,9583,105090,771613025,129,3.34,1.63,1.6,0.07,0.0,136578255,104321000,32099000,150809885,0
72628315,197498,46842508,188657,46770705,186482,163301,904554,97059565,4621,73244805,2506,1326,253830588,134,0.7,0.34,0.32,0.02,0.0,26892395,23530000,3069000,40999232,0
252297792,288137,155967691,632924,155928063,630525,142503,2065527,506353921,114024,253588310,52717,104962,774364279,128,3.39,1.64,1.6,0.07,0.0,136329050,102096000,34032000,150467132,0
247070340,292937,152772884,676960,153116346,674359,154737,2101643,502255981,115038,248965382,11260,105191,761406205,128,3.36,1.63,1.58,0.07,0.0,135286884,103030000,32009000,149425380,0
71562496,197370,46689696,180991,46619419,181166,131836,849729,99488793,4299,73080183,2669,1386,249490375,136,0.67,0.33,0.32,0.01,0.0,26872664,26689000,0,41028736,0
251785241,305291,155536633,689688,155496811,686848,140752,2146911,503471818,114978,252497550,8766,105470,771931272,129,3.37,1.64,1.6,0.07,0.0,135751568,105632000,29896000,149995823,0
95510882,485908,65574031,538577,66420115,561619,415064,2894710,364301826,117093,96442133,20249,278941,331171371,487,2.26,1.07,1.04,0.05,0.0,92755168,66864000,24949000,106907798,0
251662004,303746,155513815,683039,155539816,674634,133457,2068305,504441391,114526,253056893,34629,105154,773173265,129,3.36,1.63,1.59,0.07,0.0,136060734,105896000,29970000,150240925,0
69031277,169003,43374157,182417,43395445,184445,151719,832674,93751423,4753,69896209,4939,1565,237640734,135,0.65,0.31,0.31,0.01,0.0,25775687,24503000,1020000,39677904,0
75143840,165877,47241246,182777,47268662,184141,137539,891963,100956622,4567,74948878,2572,1243,259257970,134,0.7,0.34,0.34,0.01,0.0,28152159,27872000,0,42537749,0
65166969,222486,42962239,183789,43041532,184350,147200,806222,95482646,3822,69366295,5445,1605,235452791,135,0.65,0.31,0.31,0.01,0.0,25551896,24317000,1013000,39637403,0
252256760,273976,155507621,670248,155596793,669148,150097,2133452,505453851,114358,253807010,8233,105279,773420644,129,3.36,1.62,1.58,0.07,0.0,136979472,109581000,27143000,151123382,0
251391698,314622,155525868,679356,155630029,678133,173434,2240712,508355375,114618,253766191,9039,288267,773112881,128,3.5,1.62,1.57,0.07,0.0,138453299,109174000,29046000,152679225,0
253476392,247058,155485142,635581,155635616,635574,220853,2281593,509582307,114634,254241413,221114,107665,774426776,129,3.38,1.64,1.61,0.07,0.0,138187364,101868000,35953000,152271897,0
252505307,299881,156051562,697350,156136454,694195,143375,2103815,505309427,114167,253740389,9570,105287,774856145,128,3.4,1.65,1.61,0.07,0.0,136588902,110340000,26080000,150854444,0
254844874,274105,156477759,634649,156519586,633790,145423,2112003,505622028,114865,256366035,10743,105132,780995433,127,3.37,1.62,1.58,0.07,0.0,137347895,104067000,33021000,151614123,0
253052726,251119,155384356,671521,155324276,668556,133755,2096080,504013409,115205,253804988,8823,105708,774922030,128,3.36,1.63,1.6,0.07,0.0,136359491,106086000,30024000,150795654,0
245980771,330520,153147857,675481,158493011,687450,159622,2109405,509679901,112541,256823828,310114,108969,762922372,322,3.4,1.66,1.61,0.07,0.0,137614198,105294000,32089000,151711760,0
69647070,225021,46221358,182987,46333459,183173,139125,872674,100785825,3548,73200265,2979,1234,251174529,136,0.69,0.34,0.33,0.02,0.0,27015057,25812000,992000,41128351,0
252421679,310617,155689847,613550,155742158,609228,142960,2123383,509218115,114850,255149351,39824,274121,776816965,127,3.41,1.67,1.63,0.07,0.0,136851237,103696000,32903000,151076589,0
66134755,222338,43181688,180896,43181576,181424,150267,800291,96792153,3668,70250876,4677,1591,238677949,133,0.65,0.32,0.31,0.01,0.0,25990652,23790000,1982000,40110082,0
