file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-psys/,power/energy-pkg/,power/energy-cores/,power/energy-ram/,power/energy-gpu/,duration_time,user_time,system_time,perf_time
1141757.exe,326500179,740888,175885852,1661078,176909974,1623818,312267,3820721,517495644,23572,326896829,12541,7169,982223475,524,4.09,1.63,1.57,0.1,0.0,188838786,164376000,6050000,574968501
1194834.exe,383888256,6554185,257159917,2737929,256512547,2720967,3218985,18519742,957259885,429929,382093522,32088,12061,1324018990,3259,6.41,3.03,2.95,0.17,0.0,259123296,254886000,3982000,273329150
1334614.exe,327597464,637636,177448104,1632224,175719763,1631639,257375,2835027,517078646,15061,329072405,5982,4322,987087474,525,3.46,1.68,1.65,0.07,0.0,139449048,137195000,2002000,153538791
1369810.exe,374620075,1255867,203234010,1653635,204611561,1657228,331058,3881546,610316507,24887,374635553,22143,8109,1123128487,1943,4.13,1.99,1.94,0.09,0.0,165546537,163262000,2003000,179724415
1376527.exe,354168902,718179,181491958,1648674,181376025,1623160,262995,3091992,536908669,18188,352356552,15530,6538,1048475224,1040,3.65,1.76,1.72,0.07,0.0,144862908,142482000,2006000,158986738
1394267.exe,201034814,672874,70221235,1630075,72604841,1476225,233188,2003076,285253399,9874,209065846,2981,2997,507691600,517,1.96,0.94,0.91,0.04,0.0,77450428,75216000,2005000,91463655
1578565.exe,347248191,943601,169899409,1621557,165849592,1655326,390064,3266590,505532654,15497,342423118,8330,4699,1036854712,914,3.39,1.67,1.63,0.07,0.0,136119232,131806000,4024000,150265670
1702636.exe,350971672,1187727,190202445,1640516,191605507,1647628,296341,3666846,559461476,18627,351688419,49216,8312,1047618929,1945,3.77,1.85,1.81,0.08,0.0,151039927,146801000,4021000,165111342
1828655.exe,633572204,691232,357737137,2045347,355434060,2019992,245910,3647698,808300587,23046,634419636,17698,6739,1836736154,519,5.56,2.75,2.68,0.11,0.0,218483223,215220000,3003000,232580178
1993016.exe,802508802,1810079,418286887,1754039,415328858,1750615,749179,7955331,1406543370,52345,805737926,11168,10763,2443386662,1695,9.18,4.4,4.28,0.2,0.0,378281089,369832000,7996000,392416636
200463.exe,663103536,691838,353814315,2055394,350708318,2023215,255123,3774176,796446205,24036,662186925,34595,7183,1879902412,518,5.48,2.71,2.64,0.11,0.0,215054317,210738000,3995000,229073434
215691.exe,250181886,619500,146949870,1715135,148639291,1673805,239273,2416002,416124177,11935,252154373,7170,3874,820803879,521,2.78,1.33,1.3,0.06,0.0,112245941,107924000,3997000,126343325
2182933.exe,345603928,757199,187788253,1646126,189648882,1623764,216751,3024210,545866966,18343,344985255,13284,6650,1029598815,1041,3.69,1.77,1.72,0.08,0.0,148344905,146131000,2001000,162676439
2283561.exe,367762557,847315,197088476,1627734,195164248,1618424,549307,3698715,592366455,21345,364544149,18590,6880,1105099683,2214,3.95,1.9,1.86,0.08,0.0,159999128,156730000,2994000,174150592
2317321.exe,321562924,612234,174035197,1649694,171010439,1633150,240052,2694471,502234272,14020,319842297,6656,4328,963044806,524,3.39,1.65,1.6,0.07,0.0,135727693,135464000,0,149783052
