file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-psys/,power/energy-pkg/,power/energy-cores/,power/energy-ram/,power/energy-gpu/,duration_time,user_time,system_time,perf_time
1149166.exe,135357599,412971,63363375,165718,63935227,189331,147051,2227249,197877790,13945,139604930,6119,5122,353965281,523,1.83,0.53,0.5,0.05,0.0,105469891,75770000,5981000,438463344
1659823.exe,480305,73514,1002437,28544,1001815,28481,58095,310473,7348748,3413,<not counted>,<not counted>,<not counted>,<not counted>,133,0.05,0.02,0.02,0.0,0.0,1740073,1483000,0,15846318
1716934.exe,1250607,79038,976685,27219,976063,27157,53546,292014,5905180,4942,<not counted>,<not counted>,<not counted>,<not counted>,135,0.02,0.01,0.02,0.0,0.0,1677402,1439000,0,15525075
1793587.exe,1798347,104909,1183624,33892,1230400,33831,80717,365362,7624769,2194,1187731,<not counted>,<not counted>,<not counted>,134,0.06,0.03,0.03,0.0,0.0,1740061,732000,732000,15751098
1950459.exe,264727436,424745,130265160,191742,127407101,190725,180385,1842684,301563119,9702,259458464,7759,2692,726526707,518,2.08,1.03,1.01,0.04,0.0,81918804,80629000,1007000,96365307
1995279.exe,181220779,437152,87142708,109156,82579123,103579,216919,1743440,242404106,8875,175718266,3660,2862,540147906,914,1.66,0.81,0.79,0.03,0.0,65887161,63578000,2018000,80191922
2012602.exe,286485025,603026,139430214,203700,139540089,206930,177213,2145969,351841058,12427,290754742,12753,5343,807006378,1036,2.45,1.19,1.16,0.05,0.0,94962660,92642000,2013000,109109373
2099466.exe,157957307,281348,76447018,96502,74806210,98045,157476,1202390,181938033,11427,155192585,6275,2447,433088540,519,1.29,0.64,0.63,0.03,0.0,49689811,48401000,1008000,63918685
2230190.exe,445615613,4168189,231889589,637962,230400334,626963,504279,3912532,793171847,29860,447071917,39955,10496,1359174063,2478,5.73,2.63,2.56,0.11,0.0,214297583,210844000,2997000,228707825
232374.exe,235720986,564164,113266618,206443,111990545,204598,159079,2019856,296509514,11031,231274069,7565,8373,657833788,1041,2.03,1.0,0.98,0.04,0.0,79816778,76463000,2979000,94179807
2353585.exe,89592193,148037,47351786,72000,45733982,72544,231568,1028254,143525240,13540,87204259,3206,1513,279184965,913,1.0,0.48,0.46,0.02,0.0,39430039,37147000,2007000,53974696
2430690.exe,459184,62817,970861,27522,970239,27460,52824,290535,6349174,1551,<not counted>,<not counted>,<not counted>,<not counted>,130,0.05,0.02,0.02,0.0,0.0,1665631,724000,724000,15815533
2545079.exe,177598813,325199,85596348,125962,85171330,118384,186939,1729180,264291554,12703,174076159,5551,3317,512783369,782,1.81,0.87,0.84,0.04,0.0,72346338,70090000,2002000,86683558
2745668.exe,283948026,1068413,136625961,215616,137241710,215484,276707,2828134,349755487,12720,287448993,16134,9951,798578275,1940,2.44,1.19,1.16,0.05,0.0,94282243,90997000,2999000,108768626
2764661.exe,258617920,493230,126435659,195546,123802687,194644,152830,1787987,292723206,9247,253480613,5867,2712,714266039,519,2.04,1.0,0.97,0.04,0.0,79623227,77325000,2008000,94034496
279056.exe,137757622,473947,62622762,147561,62765554,154238,118012,1296373,183841800,6735,138697930,4496,3278,361042045,524,1.22,0.58,0.57,0.03,0.0,49718762,49422000,0,63947138
2939537.exe,104694618,340540,48027954,91014,48041462,91459,125235,1024993,133701532,5859,106268154,4433,3599,299832872,525,0.92,0.45,0.45,0.02,0.0,36268098,33996000,1999000,50680197
3043260.exe,639689,74813,965254,26286,964632,26223,50185,283455,6217298,2809,<not counted>,<not counted>,<not counted>,<not counted>,128,0.05,0.02,0.02,0.0,0.0,1606131,1439000,0,15742874
3147371.exe,62125993,204296,34775043,64359,34296713,67839,164495,1043490,101044967,4806,63883422,4089,2216,199798611,587,0.68,0.32,0.32,0.01,0.0,27107881,23790000,2973000,41317382
3162106.exe,230910454,400872,118181758,117832,119327630,116376,138452,1830133,304879448,11457,233792522,10476,4952,675104852,994,2.11,1.02,0.99,0.04,0.0,83687795,81322000,2007000,97876427
3323395.exe,256949989,499581,125701624,200389,123612230,200042,184117,1849050,296381272,9309,255043782,7527,3013,715119391,518,2.05,1.0,0.98,0.04,0.0,79969016,77639000,1990000,94155826
3439954.exe,209031368,417221,98666755,184298,95829284,190390,186830,1681348,242976506,8582,203926076,3958,2518,575571672,525,1.63,0.77,0.76,0.03,0.0,67642579,67426000,0,81738637
3449984.exe,232531767,507706,111194330,195389,111603954,194450,173229,1968767,291617086,11347,233770355,6956,6504,645694262,1040,1.96,0.9,0.88,0.04,0.0,81852512,79612000,2015000,96071046
346612.exe,211413901,245065,116792197,95014,116221100,96875,154467,1759556,332263751,17550,211351865,17643,3900,648717715,582,2.43,1.13,1.1,0.05,0.0,89796688,86548000,2984000,103913828
3565465.exe,77281024,178493,43808843,60822,43622147,55500,115645,689808,89441687,3690,81061286,7246,1262,232874232,323,0.68,0.32,0.31,0.01,0.0,24217838,21925000,1993000,38152345
3654061.exe,960768,74247,1004829,28577,1004207,28515,59515,314433,7404392,4662,<not counted>,<not counted>,<not counted>,<not counted>,133,0.05,0.02,0.02,0.0,0.0,1737376,1512000,0,15949446
3729533.exe,212213660,799892,100373781,179790,97940108,183979,268628,2194977,252734097,8535,211772540,2534,2658,593465060,915,1.77,0.86,0.84,0.04,0.0,68308260,65049000,3002000,82443404
3732533.exe,233378178,949244,113280737,202004,115657086,308906,509493,3299576,321188166,21605,239968907,18718,10268,666159442,1943,2.12,1.03,1.0,0.04,0.0,81185089,77945000,2997000,95505520
3765927.exe,63337164,245797,35447383,67312,34939912,66339,173169,1075124,103455595,8435,64276487,6056,4445,204758146,1041,0.71,0.34,0.33,0.01,0.0,27921807,23630000,3938000,42111746
3822578.exe,206060437,493902,96951481,188645,95607180,188225,151337,1603992,244582799,7345,204842114,1977,2376,577517088,527,1.68,0.82,0.8,0.03,0.0,65902554,64669000,994000,80223736
3883933.exe,672038,85137,1022672,28447,1022050,28385,60751,302826,6132250,2387,<not counted>,<not counted>,<not counted>,<not counted>,130,0.05,0.02,0.02,0.0,0.0,1715420,1465000,0,15657381
3950735.exe,233175360,944675,113209361,198539,111619570,198646,226022,2523370,298838167,11520,230290854,11881,9761,652764869,1943,2.08,1.02,0.99,0.04,0.0,80447022,77221000,3008000,94560151
4068144.exe,543364,79390,1017273,28759,1016651,28697,60758,306292,6218045,2620,<not counted>,<not counted>,<not counted>,<not counted>,133,0.05,0.02,0.02,0.0,0.0,1617365,1451000,0,15422387
4072037.exe,136554691,481705,62879607,152472,62905243,159801,126490,1360096,184130098,6616,138135443,4430,3335,358342062,522,1.24,0.58,0.56,0.03,0.0,49763670,48480000,1010000,63908570
4104687.exe,225864337,343322,112273872,115164,110873039,110140,154719,1569186,293446336,8865,227529889,8725,2714,662681646,521,2.03,1.0,0.97,0.04,0.0,79792063,78402000,1005000,93885000
4114470.exe,264680420,430975,129758770,191894,126241109,193462,161504,1832407,300119148,9610,257815888,8880,2831,725137411,520,2.12,1.04,1.01,0.04,0.0,80895412,79481000,1006000,95305143
4209745.exe,149490347,383327,75040266,163354,75716574,148876,158961,1546159,204762291,6293,153303072,3180,3118,415212942,522,1.39,0.67,0.66,0.03,0.0,55065797,53806000,1015000,69166344
4227908.exe,80197274,194939,43637935,76221,43748452,74902,151093,734867,91928845,2943,85609915,4619,1630,241325412,324,0.65,0.31,0.31,0.01,0.0,24786390,23488000,978000,38968625
4305280.exe,55775489,186018,30558266,63824,30905572,54488,110717,695007,89005996,4162,58801839,1005,1262,183729845,328,0.62,0.3,0.29,0.01,0.0,23752255,21506000,1955000,37811940
4319837.exe,82614951,178408,45053498,66373,45675532,63651,109149,835847,135032995,24959,85433654,2309,1672,266201993,133,0.94,0.45,0.44,0.02,0.0,36430628,35063000,1001000,50585267
4459631.exe,110190401,764970,86662992,184747,84090748,176702,264093,1961133,164237296,7610,110715612,1256,1126,371487051,917,1.13,0.54,0.53,0.02,0.0,44576850,41337000,2952000,58861006
4606651.exe,79290134,176935,43895961,63579,43886643,56314,119501,716727,90762963,2998,82862854,4632,1330,237804448,325,0.65,0.32,0.31,0.01,0.0,24485469,24282000,0,38230076
4643636.exe,234236010,980495,113324044,201959,111555700,200341,230439,2546024,297951425,11762,229424462,9878,10568,653282661,1944,2.08,1.01,0.99,0.04,0.0,80516962,75240000,5016000,94783072
4650272.exe,1927531,130630,2083041,51092,2082419,51030,83598,486801,13339852,4623,<not counted>,<not counted>,<not counted>,<not counted>,141,0.05,0.03,0.03,0.0,0.0,1734805,1528000,0,19195466
4690871.exe,58806484,185115,31641940,61067,31676836,61454,120371,728836,93804139,3720,61640030,996,1290,189795094,329,0.69,0.32,0.3,0.01,0.0,25283775,24075000,1003000,39359349
4717944.exe,258421687,490164,126515397,197988,124017501,197736,155986,1789638,293621601,9190,253106475,7669,2623,712921543,521,2.06,1.01,0.98,0.04,0.0,79291237,77039000,2001000,93194438
4771917.exe,136691381,479604,63427060,151914,63035755,159627,125225,1396007,182886280,6672,137560291,4441,3249,357788138,522,1.24,0.6,0.59,0.03,0.0,49550814,49326000,0,63805260
