file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-psys/,power/energy-pkg/,power/energy-cores/,power/energy-ram/,power/energy-gpu/,duration_time,user_time,system_time,perf_time
1022576.exe,190676170,1586423,97610839,412522,96447356,415875,481565,5464922,276684864,23590,180203669,21734,6756,545354868,2215,2.48,0.84,0.8,0.07,0.0,126616825,92997000,9999000,454098601
1086870.exe,492638499,3117882,263075226,1254352,259714880,1259745,2045699,11125817,755178699,154149,497297765,21380,14427,1448672912,2735,5.14,2.58,2.52,0.13,0.0,203700152,194469000,8975000,218140808
1122546.exe,501971954,2582939,270061021,1124318,271680124,1117601,1237698,9055051,759437374,73857,498579889,16139,14851,1471378580,2156,5.22,2.57,2.5,0.12,0.0,205426161,202154000,3002000,219711369
1172403.exe,425336494,3026921,240611682,1080674,237020893,1070425,1370199,10752116,639386160,80340,427234267,33873,13730,1259880386,2126,4.4,2.16,2.11,0.1,0.0,173904965,166583000,7024000,188057829
1200646.exe,282732624,3827510,161934453,744209,161911220,730716,2411110,10444614,567336142,68985,281222337,58031,29340,899269782,7425,3.77,1.83,1.78,0.1,0.0,151850223,140484000,11038000,166119552
1252190.exe,223759450,2833219,125487036,668416,125508855,670173,1390953,8715849,428122592,58826,221498920,18992,16511,698711239,2918,2.92,1.4,1.36,0.07,0.0,115486393,103196000,12022000,129726320
1261343.exe,292274386,2670935,149719873,712400,149831059,703853,1157019,7736602,525349747,65173,297367006,23465,21818,885528032,2159,3.53,1.71,1.66,0.09,0.0,141680593,138365000,3007000,155828520
1290574.exe,251841853,3087164,135687258,717937,134089032,707770,2017529,9781213,492041626,138623,247379978,15496,15533,791577151,2744,3.31,1.57,1.53,0.09,0.0,132690785,129252000,2982000,147060511
1318039.exe,1329823013,24839119,728308941,12478144,728048233,12455579,16399883,66824495,3762586493,2785113,1332308748,72057,37477,4151294398,7924,24.89,11.59,11.29,0.69,0.0,1015545815,1001237000,14003000,1029808431
1358987.exe,494874221,2978919,265052545,1206155,262949976,1184877,1939810,9996725,762466959,173646,479582999,25157,10806,1437843017,2736,5.21,2.53,2.48,0.13,0.0,205501894,200202000,5005000,219637640
1947067.exe,96160666,1592083,57208019,417637,58583259,407641,174997,3460817,168110569,6680,100593241,1895,1126,303156580,357,1.16,0.56,0.55,0.02,0.0,45409669,44145000,1003000,59543878
2154023.exe,483740368,2805195,261757978,1125786,260314217,1115766,1260113,8919361,727649165,82763,484271261,22091,302416,1422550731,2155,4.99,2.46,2.41,0.11,0.0,197326876,189108000,7962000,211655628
2166257.exe,424395173,2934176,239144437,1063404,235593852,1077113,1414122,10513204,636424811,60322,426046135,24523,14125,1252892388,2065,4.39,2.16,2.12,0.1,0.0,172300903,168946000,2999000,186661671
2232334.exe,220539747,3461337,122979324,739484,121553725,737463,2135793,10087228,452037889,130762,222708000,19187,10094,693073969,2993,3.05,1.46,1.42,0.09,0.0,121793666,117463000,3981000,136123241
2353484.exe,96602381,1100899,58469856,375433,59027725,361645,160794,2291394,150317355,4864,100211649,2118,1368,310845510,232,1.03,0.5,0.49,0.02,0.0,40792906,40467000,0,54897193
2417935.exe,437910918,3097529,251229708,1160740,248741987,1133220,1507821,9905003,656824859,74580,430043764,30663,25401,1288401260,2731,4.54,2.21,2.16,0.11,0.0,176998022,167738000,8985000,191147727
2432135.exe,250514577,3665065,141985985,751772,142506288,752281,2351376,10202876,518551994,130917,251993498,37794,16949,775677103,3781,3.5,1.66,1.61,0.1,0.0,139540987,131135000,8008000,153736727
2451239.exe,198066514,2104641,104181966,649431,105528847,627429,241511,4819032,329261855,13113,203458083,8741,4269,599158557,389,2.23,1.09,1.05,0.05,0.0,88062727,86707000,996000,102180743
2610422.exe,301706130,2920684,150968999,709346,149066058,704636,2062931,9498094,544600481,134449,292558383,20489,11620,909022702,2675,3.71,1.78,1.72,0.1,0.0,147148117,141912000,4996000,161400302
2763834.exe,221252426,2968659,122044000,679824,122806208,675070,1514018,8747498,423694265,56494,223677273,23534,12592,692121771,2150,2.87,1.37,1.35,0.07,0.0,114579379,112328000,2005000,128777183
