file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-psys/,power/energy-pkg/,power/energy-cores/,power/energy-ram/,power/energy-gpu/,duration_time,user_time,system_time,perf_time
1033658.exe,1930577187,9064555,767145378,9327892,766768398,9337219,5397236,30073342,2948673113,104676,1932331890,81067,31926,5511133538,6387,20.7,9.73,9.47,0.48,0.0,842368782,793029000,29001000,1197518125
1161783.exe,804966717,5626916,291484895,6790183,291338376,6809556,3285720,16455820,1129310825,52215,804234645,31916,28373,2160781634,4427,7.87,3.93,3.84,0.18,0.0,305583306,298233000,7005000,319808849
1200749.exe,893173874,8305411,326072453,7520351,326460113,7477965,4374067,21961787,1258193742,63248,893141299,67397,41646,2399934638,6265,8.76,4.32,4.21,0.21,0.0,340775438,327458000,12978000,354980456
1325505.exe,542174181,9757050,245274938,6541947,249573327,6551216,5898306,23126393,1486239868,2079709,551582730,65270,636263,1694857926,5644,10.04,4.86,4.73,0.25,0.0,403011844,338704000,63944000,417331712
1335271.exe,613676018,8277884,241016750,5967138,244572461,5888764,5228290,20943112,1004740075,57389,614981312,33128,15765,1660242878,6777,7.09,3.47,3.39,0.18,0.0,270607896,260166000,10006000,285005186
1499617.exe,551095840,11068793,228905956,5888754,230042261,5877583,11923519,31399665,1037399800,833409,556065191,67733,26696,1419272426,8143,7.23,3.4,3.32,0.22,0.0,278591408,267226000,11009000,292896718
1505641.exe,2043724049,7618661,824879950,6882200,825325028,6883369,3711174,26254139,3052475841,91414,2040029935,32039,31284,5931575350,3453,21.97,10.13,9.88,0.46,0.0,824622041,816221000,8002000,838802285
1542189.exe,1295892393,20076958,627547772,7673340,623404424,7661557,9867652,42047493,2266429627,300944,1286321477,171605,636543,3764640054,6770,15.94,7.76,7.56,0.4,0.0,615040105,545445000,69056000,629299354
1631151.exe,502638640,17265496,219604198,5658913,223064728,5616826,10527112,40844182,923142630,78505,508132571,29886,15254,1551972626,4625,6.7,3.26,3.16,0.22,0.0,249174408,240813000,8027000,263456621
1856669.exe,1702706156,27339374,876677059,8222398,873750942,8198783,18976559,57334456,3481158889,1524730,1700784800,605711,135803,5634115473,90613,24.53,11.58,11.28,0.64,0.0,942158252,809719000,132117000,956440541
193506.exe,673030604,18290121,281292416,7772997,285095164,7758769,9825301,45236097,1639940371,373874,680135169,567325,256012,2127955253,4813,11.42,5.56,5.42,0.31,0.0,444193136,371914000,71983000,458629700
1963015.exe,1261959414,7826105,514048253,7100844,515443705,7130525,5001338,24947149,1955016069,70873,1276868776,78329,22207,3730312987,6581,14.18,6.61,6.45,0.32,0.0,529107110,518671000,9993000,543354032
198113.exe,701992393,7541484,352904624,4152730,352450098,4142862,3883013,16852085,1050748815,59832,699557546,55407,38301,2136194437,6385,7.61,3.51,3.43,0.18,0.0,284342681,272999000,10999000,298523869
1981694.exe,1015342182,8246995,429243996,7118603,432176982,7127167,5055708,25102628,1715740127,89859,1026306997,26035,18248,2984411511,4622,12.48,5.79,5.65,0.28,0.0,463946371,451580000,11988000,478242260
202900.exe,351165275,5647518,158634451,5793611,158523787,5767944,3437609,15408384,687667979,41892,359378429,26102,23079,1028681033,4428,4.85,2.37,2.31,0.13,0.0,186279593,176959000,8997000,200716013
2124644.exe,1036983439,8186564,529896191,5595158,525572814,5642598,4524869,22964546,1908970900,266762,1037555867,43540,628992,2971484322,6379,13.28,6.45,6.29,0.3,0.0,516740468,441555000,74924000,531165806
2145027.exe,5001429720,6469833,2376928845,10574784,2376453918,10586242,2902546,41597175,9264820705,234364,5002374689,204745,77325,15098798207,3267,64.43,30.67,29.9,1.29,0.0,2507928265,2502661000,4999000,2522212942
2184330.exe,891807085,9047469,343445575,6350208,346384458,6330670,4586631,23589881,1487579954,212210,893017456,39204,46152,2513141169,4624,10.32,5.06,4.93,0.25,0.0,402208284,396922000,4999000,416351770
2362734.exe,537902885,7385751,207522117,5967584,211544746,5927246,3790165,19003434,912988950,185915,542354431,30714,13462,1438798411,4620,6.36,3.11,3.04,0.16,0.0,246271115,239997000,5999000,260533930
2387311.exe,1309690921,10818697,486465500,6186339,486851745,6187107,8450597,32853864,1804939383,83963,1309954527,44148,22847,3372463379,5995,13.2,6.09,5.93,0.31,0.0,483203282,472834000,10017000,497405928
