,file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
0,1086590.exe,6760249,312992231,103526230,1101662,12824,213726,79152,107100,187676707,92114,191967844,88895,55270,12994400,315795313,10904,306741876,944,104387639,233,2580,1359,1489316948,115286921,110887000,3960000,166829777
1,1251351.exe,27322075,651893515,298097775,6962570,72122,3702735,6922727,7677384,296175239,439901,296303407,432127,18315246,52651855,1328510671,296449,628349576,1074086,287854492,98337,128881,700561,2082106754,358255955,194822000,162851000,372446791
2,1573990.exe,27481645,660834055,195976075,6813715,49998,3676404,7217846,7906906,295641847,430097,295087943,418854,18312353,52309199,1324108558,292847,624934086,1069866,190168033,98332,196278,518981,2202683907,356503087,173906000,181901000,370859460
3,1678927.exe,6182032,373447921,93491941,1401127,15616,223388,9449,57306,221286242,101593,220126410,103163,27628,12974481,535355536,16515,371162570,1414,92127286,240,4578,2957,1448107659,145506809,145245000,0,159705700
4,1712113.exe,15171147,438356955,287806649,4377958,49174,436987,6460328,6601049,301932517,385034,300153036,362361,8192661,27747638,1015966607,130830,439080888,657247,289967517,97895,105368,426848,1978842898,272638114,118117000,154153000,287053425
5,1727347.exe,26879854,636108649,292324496,7213334,53802,3686797,7168046,7809644,306014656,400368,305930353,401455,18746687,52867264,1184046421,288659,624502053,1064707,278985648,98333,130323,912955,2004762909,321504774,148938000,171929000,335779081
6,1822881.exe,26066624,772827131,314645291,17808020,167318,523400,15285321,15348166,428616912,580775,438472273,830094,24729761,49194365,1603097361,822624,818314432,458972,341661177,97890,128956,559018,3238594992,402704142,213645000,188687000,417023147
7,1850469.exe,6287569,190849294,96067275,752305,12807,213305,3921,22793,104557057,36877,104480767,37670,9114,12200911,218469390,7125,206013223,639,102911797,324,2175,1769,924969766,58968919,57680000,994000,73259909
8,2233911.exe,27123167,613390593,227041695,17709064,74785,441425,16016320,16488173,516780262,495579,532668423,493009,23190422,45339748,1358137540,640701,637275480,599977,237903158,97886,302591,413570,3076135100,367874536,183767000,183767000,382045612
0,2372143.exe,6778563,312497037,103294302,1158840,11586,217558,28513,142477,193970524,103678,196069841,95432,72250,14032579,418014851,11718,306149367,1067,104155456,232,2853,1438,1272323579,129871821,126487000,2987000,198015942
9,2379673.exe,21928083,523185692,233257929,17242579,68218,468844,7370250,7828731,344805565,464695,344322401,463520,17810593,38123261,1199355963,652895,500580420,518096,232130052,97890,105427,489572,2329079754,324217969,138965000,184953000,338653381
10,2467040.exe,28139960,520232450,333651374,17401573,92691,458507,16348587,16719254,330504206,471233,342129345,470396,22849855,44586414,1287000916,681329,534099993,550438,348069713,97890,104831,448611,2572727206,347599563,173623000,173623000,361878757
11,2526872.exe,50426872,296426509,99052931,1167466,15682,4243887,6703,15600885,206516326,73336,206083327,73836,16068,90702521,385411174,9613,304257474,1026,102257069,528,3369,2178,1118723864,103967922,102685000,996000,118051615
12,2559658.exe,25630942,495590713,195166570,1203876,19898,425899,9140,2382742,206587957,85806,207094503,80267,49173,57157685,394090661,9629,517187404,872,205426905,726,3456,1832,1643780267,106040760,104756000,997000,120171519
1,2595156.exe,20479171,816986225,227849278,19910925,63137,475899,7046803,7514238,643933355,536455,643839718,548238,18016029,41646541,1687835917,664326,798869293,520532,230488866,97889,306003,493494,3605020540,455505455,272057000,183039000,469815536
2,2630421.exe,27703030,638667000,193569678,6945512,52423,4219115,6958314,7648582,307082848,475208,302523962,450723,18455432,54209644,1333706473,305543,629163507,1088930,191493454,99216,130369,601979,2149023142,360183304,197769000,161811000,374426781
13,2703189.exe,27045152,638972637,293199690,7324560,61693,3806568,7169429,7789252,306533270,384161,306353255,383394,18597086,52913738,1184823230,293336,620519949,1072301,277764469,98337,129992,891994,2023581654,320123703,145798000,173759000,334296542
14,2795168.exe,6442519,195005797,97508410,769558,13164,234233,5520,23032,103548681,39169,103528623,37955,8451,12191739,216763432,7095,203364645,704,101641183,329,2205,1930,917305329,58939005,58641000,0,73051410
15,2863666.exe,27904620,612028516,280409608,6630014,71002,4262899,7076533,7688182,309334585,389561,310026390,387680,18876467,54991253,1195887115,279622,669501428,1049990,295974719,98332,123563,884652,2058881492,325725988,157621000,167598000,339955762
16,2863908.exe,20917015,819181790,228589873,18182536,69713,504552,7053777,7613956,643876623,540136,643525281,548233,18338399,42098481,1688965090,668473,798790601,517328,230248086,97889,236847,555007,3611639558,456110728,262435000,193320000,470517533
17,2881871.exe,15630991,538972215,191466814,5481410,50118,511834,6488165,6693804,499637212,406341,501180110,400444,8264952,29229970,1410887182,137980,538987601,602664,189584331,97885,105762,253058,2975769451,380978945,243430000,137242000,395161842
18,3046101.exe,6285760,379628721,38160406,1055300,13973,213119,6424,39845,293478848,1399204,293045784,1412062,20971,13881735,375265909,12335,375491397,1049,37661690,235,3725,2363,1302842696,101041958,98791000,1995000,115072053
19,3095538.exe,27119053,640427803,193395675,7222417,55290,4205966,7260032,7953496,308281379,399741,306576504,416650,18538011,54064836,1182798626,296653,613372733,1091352,186135342,98338,129129,611282,2118356580,318332852,140882000,176852000,332734967
20,3147217.exe,21132560,533327538,238897168,16708774,60303,461360,7630819,8214700,331838973,456749,331806463,454984,17034724,35835397,1136651484,715456,482300436,399779,229508203,97884,144588,425998,2103784176,309301533,110981000,197966000,323647823
3,3153091.exe,6493354,300414331,101484371,1367269,14207,207756,9192,58749,203576221,111713,201992733,111051,50451,12548913,523067296,15769,302470567,1255,101702304,227,3186,1749,1220326997,141768755,139474000,2006000,155768066
21,3305401.exe,12857970,402056937,102430411,2000755,18191,297430,16632,704995,402303257,151162,403425930,146660,56497,29520102,834573464,21830,404988804,1953,102292154,330,5695,3068,1924151803,225511228,224199000,1000000,239628512
22,3372874.exe,27817567,850260922,194461246,7331561,61719,4096589,6975470,7563598,498153870,442128,492643134,430850,18489667,53961023,1334308921,299380,814256053,1089078,189845226,98332,144359,668455,2959689144,359503743,195982000,162985000,373903585
23,3384818.exe,16592157,592519769,321540636,9457107,78218,609202,6500286,6672208,443693869,558962,444106181,550004,8176776,30066900,1692238128,536888,600458655,628194,324541884,195551,602103,1601341,3007437787,456792938,210224000,246263000,471144342
