,file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
0,1175601.exe,99154,2057660,1597798,501156,12953,50324,4206,6120,9820745,12693,11103050,15145,15981,303349,16049491,2762,8559157,385,803893,136,5011,5977,8319386,11814332,8976000,1994000,64684291
0,1315752.exe,110772,2705946,1727954,500112,11557,52868,3083,6655,12944173,16095,12520707,15969,3372,276110,15580191,2711,10077197,299,3368123,132,1954,3511,12577496,13088819,11164000,1014000,83022958
1,1322787.exe,4086054,73969789,11608258,780541,52266,181045,716809,732167,15545208,45183,22440121,98744,2347959,6783329,90150245,19879,81202850,1004,1570860,3061,554,279,255291731,25069957,18086000,6663000,39435295
2,1323960.exe,506381,12470178,7254534,505291,9339,50760,125901,335618,12472961,15540,15792467,22983,323593,1103521,39299495,7158,32520043,696,1483952,3110,5504,5906,9346971,10838796,5260000,5260000,25373123
3,1326566.exe,909008,25076279,11564218,621653,24690,84504,687161,704994,8057668,31301,7872986,28696,561672,803833,77774672,8382,20342352,2730,11760121,4326,604,622,85525134,20745777,10222000,10222000,34911802
4,1471884.exe,286622,656239843,2961695,1744003,18177,140690,12229,70741,1010936831,617295,1010794961,631462,86940,2423945,710914186,19993,667203920,1983,1916381,140,5915,3740,3492378129,191262586,187965000,2999000,205695070
5,1551067.exe,105020,3429955,1269075,161086,4188,23688,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,136,<not counted>,<not counted>,<not counted>,3778542,1738000,1738000,17945384
6,1554849.exe,47032022,204155563,48081987,2564351,123290,12438540,431936,523333,134085054,920446,133895642,917841,1050128,41219607,889868930,35522,198989559,42007,45110969,5990,11445,40837,610841418,241588637,227257000,14015000,256009004
7,1560344.exe,2445690,123404599,95618846,676551,23659,188513,641171,545362,50393040,83484,53035530,72612,1600670,5253706,131469468,24381,120491222,521,95132577,3057,1875,1243,320789706,35745272,29528000,5905000,50155578
8,1571671.exe,343713,10377547,6364144,654422,15205,120550,229077,402950,11066319,58618,11201670,45293,426014,1002842,53912922,8041,32218936,24168,5168377,4142,3439,2398,129970694,14349428,10044000,4017000,28577792
9,1577659.exe,2471468,39605704,13850097,807281,23976,168811,331418,610517,10662301,29637,11670812,32382,689818,3272773,63639598,7789,52799340,9793,31600223,4144,1555,1097,191137107,17391624,10059000,7041000,31748865
10,165572.exe,52165453,261835218,49968372,2790975,98432,3862437,582265,668414,247485763,1838155,246471940,1869241,1687600,12405115,1006943858,43979,272272629,52878,50704950,7927,14839,62318,888464754,272101283,256758000,15044000,286171748
11,1810441.exe,49434203,665751600,7264875,2848123,59295,278214,14702,70112,507056964,570787,507416245,570099,42498,2213239,644113073,15809,675427438,1513,1320444,289,7863,12488,2698341028,173932500,173668000,0,188078059
1,1822655.exe,96323,3281358,2173520,197054,4536,25183,2497,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,138,<not counted>,<not counted>,<not counted>,4559181,2539000,1692000,18480091
12,1824751.exe,36246,1136576,891882,165539,4368,23535,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,140,<not counted>,<not counted>,<not counted>,1895680,739000,739000,16200108
13,190239.exe,86934,3163976,2285253,216094,4975,23893,2126,<not counted>,<not counted>,<not counted>,182863,23169,9093,215757,4683807,2511,630711,0,<not counted>,124,<not counted>,<not counted>,<not counted>,4909190,4632000,0,18869040
14,1946318.exe,272367,334021129,2991177,2066699,18204,165490,19730,98371,669465897,632546,669798211,631504,70400,3141459,879804383,22742,337455863,2180,1616900,138,7221,3706,2010783399,236237134,234810000,999000,250578496
15,1992683.exe,215823,332809241,2521520,1361646,15466,117689,10571,56374,502953102,585284,502522631,597417,42423,1938694,532173643,15695,333926660,1393,933806,142,4151,2335,2345058944,145523249,142303000,2985000,159686039
16,203751.exe,2751831,42024910,6258851,522155,19904,157878,337639,882411,19517900,42386,23938773,39943,962856,3424015,98392309,14279,42639971,10525,1283445,4142,596,328,180199962,26487507,18172000,8076000,40971874
17,2073892.exe,188732,331220292,2823169,1355627,14017,117612,13478,52347,507145635,569232,506509618,575144,19285,1753064,545624315,14290,335735058,1431,965177,133,4582,2167,2180399819,147070307,146668000,0,161407510
18,2154951.exe,2143354,24856397,18446452,936939,68348,234541,686484,785886,19775322,62644,24596275,62341,1697380,3543165,122592268,31845,40917517,121330,18883706,12064,16291,78053,96943819,33798798,12734000,20571000,47980633
19,2428707.exe,66382,2249231,2393268,180803,4536,24112,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,136,<not counted>,<not counted>,<not counted>,3603572,3336000,0,17966989
20,2692878.exe,254848,334039173,2740648,1842011,17347,154054,15195,78998,419422876,660838,416203052,645928,50055,2793816,767121864,21601,334762588,1856,881936,139,5001,2125,2269856608,207483006,207195000,0,221880495
21,2696383.exe,242066,497443079,2666639,1700717,18158,144141,12090,72859,670431130,692675,670738260,700952,23999,2367792,703727105,19182,501743263,1691,1093166,138,5491,2705,3345036722,190004993,187720000,1997000,204284707
22,2703478.exe,4378917,78086728,5451055,648025,70352,437917,288943,529301,68066015,182972,58378064,151745,1739842,4491111,122828265,31372,34172496,109365,16187482,6141,8196,28941,227301713,33002007,22420000,10191000,47366800
2,2706187.exe,118514,3809660,2454255,196165,4522,24916,3325,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,136,<not counted>,<not counted>,<not counted>,4863130,3700000,925000,19073458
23,2710549.exe,241140,5580976,3066254,229189,5355,24585,1930,42494,2423018,100321,2455706,100979,231825,1257746,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,135,<not counted>,<not counted>,<not counted>,5600230,4241000,1060000,19805528
24,2959157.exe,168834,4917718,2042856,190236,4554,24917,1624,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,140,<not counted>,<not counted>,<not counted>,4639263,2634000,1756000,18994728
25,2998907.exe,178480,4223696,2846483,210877,4701,24972,1271,1650,48346,4362,54640,4577,3782,84703,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,136,<not counted>,<not counted>,<not counted>,5053727,3813000,953000,19152731
