,file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
0,1097798.exe,990338,92639356,48232152,873569,64528,658770,320501,386511,53131616,155393,63226803,153325,549094,2815536,172120711,14835,119616315,7845,56918926,2024,3023,10770,354495277,49794330,44249000,4916000,96910280
1,1146371.exe,2892462,100680690,57483318,1227307,335293,951397,414143,195614,85298068,391395,85203932,411326,1799993,5140859,243807885,114555,92767125,11222,56511930,3248,6811,14105,421730817,65950342,60643000,4970000,80350536
2,1168165.exe,2492536,122635528,59275813,1536599,526176,1330494,196216,167009,91466741,285266,94526343,297473,2105212,5887137,270934326,142320,134351477,12377,68663204,3520,4273,16168,450450162,73778214,66433000,6940000,88275696
0,1212213.exe,2586464,96626611,53981400,1442975,483569,1637647,385116,444101,78429545,171691,79450051,183136,2939814,7489838,258517115,178467,105897176,39126,56148872,4305,9996,33104,367449033,98670288,78270000,19815000,150241837
3,1240657.exe,1796721,94667462,53246105,1059460,87618,629937,78316,106960,93064672,132537,89411411,141338,1370718,5358045,194175042,22412,104495604,15542,52574058,3717,5610,23445,344562576,53393802,50137000,3008000,67735343
4,1405615.exe,3044818,104503819,52488418,1464080,544004,1623880,756717,781653,82128788,240911,77722279,290866,2164168,5339317,263291347,157001,102524965,12575,55805905,4302,9009,15230,374194956,71315967,61752000,9111000,85567584
5,1673379.exe,2922130,103379665,50717617,1429154,430417,1052947,356754,186185,72811988,393420,72388565,384151,2045594,5468273,253753342,153599,100166227,16545,52299006,3545,4416,15684,365174086,68653764,62298000,5933000,82888971
6,1767663.exe,3788891,127785389,70549384,1507756,437188,902191,655533,504619,104549541,471463,104583188,372780,3925439,9486944,316730981,203615,123179120,49885,62943810,7294,16233,38680,474876374,85425544,74076000,11011000,100006245
7,1982510.exe,2456173,116392255,57813486,1799401,527778,1339615,269595,206670,90960186,290434,92802631,302250,2109656,5875624,270411066,151207,126849282,14977,67121033,3590,7130,15410,428536059,73307702,62533000,10086000,87684735
8,2054877.exe,2485440,101586608,52032933,1730140,490704,1094617,261267,178872,77194487,342976,76983709,365458,3070227,7754026,279508447,183932,108023686,23883,57146259,4565,7488,33366,376547632,76270933,71862000,4048000,90724909
1,2139162.exe,1030193,238186185,127975473,1282712,71525,755304,67726,121710,172562580,624471,176134245,629935,376464,3155539,338327743,13121,283116746,16842,145624202,2083,10233,20839,774204570,94498380,91172000,3005000,108910162
2,2447183.exe,2391628,298437873,170756532,1912112,320154,858579,146799,207468,200544759,863765,195340174,816580,3048568,8351800,466405814,249120,286069928,23831,159935278,3517,7353,26282,924971641,127568339,121218000,6010000,141872395
9,2581390.exe,2992866,281389099,151320805,2010857,428613,1000127,396348,598928,199479934,1089915,200986435,1095765,2492993,8150349,483546935,188036,293576796,59572,151357369,5794,19554,38872,878695175,130634786,123224000,7012000,145004100
10,2710332.exe,1048724,246816503,128838825,1373525,109779,514537,70440,117377,175887667,853140,177676250,864176,647543,4606572,350631662,15676,290161986,26544,147102726,2215,9068,29785,784228004,95290397,90934000,3997000,109776357
11,2749622.exe,833914,102157565,52471149,897293,52291,439728,66037,100727,85576652,178965,86117978,186154,517269,3864426,186430778,10145,114497622,5099,56901233,1986,2670,7566,370125424,51650886,49306000,2012000,65759406
12,2768057.exe,6405045,220180088,126651138,2333318,1143087,2974693,909344,886012,190288733,577846,191688394,521152,6769022,15561813,569203172,442140,236737110,54443,129990593,9765,25056,46475,825437868,153925195,137502000,16058000,168476638
13,2791177.exe,2031876,84006327,42183233,927765,48872,572634,86990,110694,69722297,123384,69698900,123879,431202,2557599,153425566,11928,86572546,6270,45024917,2023,2015,7867,304179390,42020635,38657000,2973000,56403305
14,282754.exe,1306891,74766892,42503753,882735,69893,725208,96403,123704,78309917,138227,78536067,139645,369605,2473618,175330321,12219,94921112,5993,46293176,2071,2469,7889,298811787,47631203,42324000,4921000,61965748
15,2855608.exe,2396968,269853439,143954792,1873893,499191,1646706,318938,507711,179127275,754671,181770528,768582,3436235,8872313,456237425,181731,286610737,58349,153488741,5985,17664,44794,855592649,123491491,111109000,12011000,137911561
16,2877258.exe,2949559,265951374,139415347,1936381,444783,1248132,469668,190485,189451346,743212,180391485,772971,1720337,5625991,416158103,116899,262196180,11287,143011408,3278,9666,21768,825718526,112595611,102213000,10020000,126928374
17,3161939.exe,2639414,264894957,140141923,1692416,567632,1445463,143593,222169,186378706,884296,180454004,920351,1989722,6021818,432760144,161509,267883238,11399,145514013,3520,5895,24510,826824401,116434392,109136000,7008000,130899488
18,3205324.exe,2786221,121310400,61006610,1218763,476675,1765987,385912,570306,85739039,269839,88408989,288426,1886432,5177580,268037882,117326,127763558,16300,68557617,4375,5957,17152,441270075,72405875,64135000,7893000,86751617
19,3497446.exe,3158997,101938570,54087144,1264718,533906,1677257,425161,311763,82286353,180290,82138234,198223,2622128,6376150,272062687,151750,104980907,29708,55214918,5797,8489,21823,365544021,74056395,65688000,7962000,88294744
20,3513410.exe,1226993,100895672,54967490,819283,97473,768516,106492,138731,82587498,152263,80034122,157418,555703,2612420,177437366,13670,104866060,12657,58231838,2023,2405,6298,362611157,47971111,40628000,6936000,62396631
21,3527479.exe,982052,83342425,43731073,810175,57302,626440,87789,109436,83755504,152678,83660502,156695,243208,2132656,177186062,17628,112832228,8444,50806140,1892,3586,12734,328114397,47826054,42470000,4938000,62223554
3,3551732.exe,3522061,123553301,66130926,1603900,468236,996357,217359,350487,92770663,874223,91161439,874926,3561565,8866342,317960162,264483,123288379,37803,66939432,5751,8757,41583,467132847,86290247,76956000,8994000,100288740
22,3602496.exe,1077059,82243367,43656583,859604,59729,629115,86296,111541,78904843,178456,77668442,169205,422377,2370515,170061748,11087,87814478,12684,45676947,1988,2215,8691,299766096,45981629,41586000,3960000,60318271
