,file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
0,1022576.exe,3187508,86523731,41952053,990213,27711,817262,263769,358835,55154095,85736,60253248,86578,315979,1674731,139703163,12261,99741142,18421,45707190,2215,9440,19518,285847251,67539287,58908000,8125000,129741112
1,1086870.exe,3127791,322704716,167836527,2184296,234576,1406021,181265,401147,194480469,1392853,194182627,1427610,1798424,9034623,475389464,123970,315029769,36962,169205457,2467,23173,25526,986251074,128461962,121118000,7006000,142771873
2,1122546.exe,2961432,285017530,147839243,1539871,194951,1294975,114659,351011,209016856,886299,212741795,906666,868557,8647872,437919506,33486,339139696,18736,172579655,1956,11943,20631,919069362,118586858,111214000,7013000,133163354
3,1172403.exe,3573864,293116653,150521059,1660598,246086,1992176,126479,372917,207998896,905310,207847851,925795,1083139,8736882,438021756,32968,342055432,16837,176885689,2061,13596,25593,929246067,119132587,109718000,8976000,133382204
4,1200646.exe,4789204,114355423,55739152,1253652,414739,1907513,914118,1213330,81107065,505418,80931901,504305,1436619,7116022,255835784,57570,106699480,42119,53025095,7163,10438,14033,382347293,69259966,56973000,11994000,83518013
5,1252190.exe,2867899,121220579,57685477,1130203,87383,1199976,133909,290042,69260575,987060,69041073,982285,1013187,8215583,227704943,47087,107991072,9047,55484463,2658,16259,8532,409149533,60855923,52598000,7939000,75110379
6,1261343.exe,2578005,123441955,57881951,1160356,93871,1295621,155053,442786,83447280,736413,80005115,773608,906526,7823355,237300646,47181,108634627,8113,51710365,1893,66917,40457,394997898,64537710,58189000,6019000,78888412
7,1290574.exe,3268851,110758634,53934380,1390827,194590,1249438,285766,517781,75533487,791813,71960644,753635,1779583,8416459,241633977,165052,94079023,26179,47900397,2475,6840,11585,363552273,64215346,58833000,4985000,78549192
8,1318039.exe,27724338,250983414,104266104,5305607,3225516,13730306,976490,1434759,193214883,12077751,191287246,12250662,18328864,63754870,1696135169,2756465,244527488,200213,99448731,7991,53346,67875,840687018,459010416,443695000,14989000,473510717
9,1358987.exe,2796469,325995666,171340512,2097110,224040,1385255,177446,402518,189896520,1388137,190442720,1393141,1910002,9995884,463010921,111786,319469123,37280,175560615,2468,9385,24970,1004412250,125277436,119922000,4996000,139599659
0,1947067.exe,1508031,91275160,40301656,802031,21720,703233,105259,231943,44767821,378566,47697361,384166,174492,3144164,132182408,6737,82702546,589,38891086,358,1805,4283,288933361,67050704,60749000,5878000,130142010
10,2154023.exe,3189748,294796769,153265851,2731969,322034,1448274,124285,369791,200607135,891520,206885990,907851,1041622,8749342,446779588,36722,337216699,18280,175882318,2087,23060,42980,952903327,120859700,115484000,5021000,135212186
11,2166257.exe,2938246,303703278,155738346,1686612,265598,1815472,111031,334259,192543088,844494,200763165,874953,979756,8412499,440578994,33161,338710486,14331,183221098,1999,4942,27739,966068541,120587243,115253000,5011000,134932391
12,2232334.exe,3580708,106875562,52725375,1257294,237470,1258809,326320,548368,73334143,728624,70685658,759056,1939398,10207200,240988899,228094,92030238,25626,46886510,2730,6493,10575,352531608,64965717,57651000,6957000,79397829
13,2353484.exe,903435,70286833,31429494,589690,25779,352422,2232,29770,56368806,401334,55873454,403105,72240,1782684,124999236,5851,79027300,522,34052929,235,1848,1499,254972437,33776455,30527000,2954000,48046560
1,2417935.exe,3273922,294164977,150437371,1687528,258388,1960961,117701,384559,210631423,904855,212174611,912402,595967,6985731,430246384,34364,340671943,16838,176730402,2471,5638,24419,926027061,115652329,110261000,5011000,129863394
14,2432135.exe,4155833,105006844,51230635,1274995,335114,1416799,405147,531481,91969794,521313,90189625,561727,1501090,8369309,250771927,150759,100781898,24654,45584275,3597,3483,12897,346479645,67581139,55377000,11866000,81949004
15,2451239.exe,1611008,77769669,27657287,760458,22961,652919,2915,44139,65173019,397137,64191383,408711,62314,3540694,156412011,4479,91605192,775,35130763,390,1445,2469,259017029,43790391,42505000,1012000,57970329
16,2610422.exe,3242648,105673957,52048970,1197348,259262,1358958,284005,518550,76822255,719030,73575363,733380,1686214,8090198,245415844,151002,92063945,26339,47315239,2474,6265,10669,362367337,65987880,61679000,3979000,80414840
17,2763834.exe,2206439,111640203,53200529,1070792,134935,1224455,113684,266727,62849760,874778,64794386,844603,1330188,9100635,212201382,34258,110174668,9992,56614935,1889,3065,10643,393763426,57647859,55321000,2011000,71943549
18,2929444.exe,4730611,112309606,55164974,1156255,400842,1901644,926014,1219481,81876027,497189,81392278,493808,1524245,7182332,257828426,58314,107480615,45000,53818366,7153,12600,15663,380321331,69684038,56489000,12883000,84267236
19,295919.exe,3779018,289740051,149901297,1580066,219705,1830214,121496,393832,207163451,908338,209793409,916079,677443,6971281,430373572,27562,338556850,16189,172507818,1864,7861,24390,910582298,116081904,107779000,7983000,130348126
2,3179338.exe,2320798,335269906,177275659,1656297,116807,1209463,563194,411747,178568579,1682623,179601919,1702309,1651825,10906232,460918122,54605,315094079,12479,173369709,3046,9356,21469,1000182987,124127216,116729000,6983000,138450859
3,3216981.exe,3106174,301992508,154617559,1586692,256506,1850129,112606,334973,199399379,851261,203396110,876458,1023635,8458541,438386376,29172,339189014,14006,182691330,1873,6608,27542,952805028,118931761,114611000,3986000,133307060
