,file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
0,1044060.exe,32960178,201878510,130320403,2955824,126764,5097812,268510,5385305,127015090,1933986,136346280,1878515,1727167,32844041,503935361,66357,209069128,36634,131837857,4781,10934,44870,738446387,164478374,148604000,15061000,226209005
1,1056877.exe,3031070,321581456,165411048,1902020,127125,1046841,211256,398586,218010685,1664597,217456082,1661979,974626,8055302,472074446,37451,338222632,15185,173506473,2926,7793,27464,1011955913,127748646,121433000,6021000,141881873
2,1110958.exe,2103181,106742274,51950437,989702,123766,971627,94361,203838,77926261,676448,79050571,624563,992626,7845923,199743139,20846,115199918,10074,57839953,1961,2011,9629,389758020,53770255,48368000,5038000,68198927
0,1196025.exe,2481753,106606680,51908171,1327770,162763,1244505,308597,572260,70476356,509422,72449796,520822,973432,6926803,221162892,29512,113820850,16491,59060774,1961,607443,12351,395865333,90661104,77164000,13027000,141169209
3,1313602.exe,2105263,108787943,51868465,978146,117576,940616,128700,233774,67973715,906892,75561378,750288,1102793,8151095,202072240,22647,114574879,9590,56597160,1952,6909,6958,391416879,54436531,49108000,5011000,68741049
4,1333327.exe,2092633,105941799,51980438,942299,116960,995956,152100,253624,81288929,562544,79358657,543290,930929,7731585,196493912,21909,112273784,10316,56438032,2006,3033,8834,383689527,53641160,50323000,3019000,67812413
5,1383313.exe,2722181,298304126,153872832,1703277,146878,1397368,117086,305317,206342919,984160,205970573,987057,563398,6635723,414098548,28338,325853813,12568,173007724,1954,5682,21380,917331033,111679991,106435000,5020000,126050424
1,1514231.exe,3139028,112350976,55102893,1228940,143657,1111968,383788,436272,87065558,475742,86384138,707539,1723481,8502343,231938537,78748,107825650,22289,50900457,3270,7882,12143,384335308,62035289,53569000,8085000,76331283
6,1524420.exe,2452091,328381192,172993320,1779818,197729,1251921,215053,417473,188335442,1512401,193805657,1376229,2416687,11034708,453487144,83905,317030724,31306,172388861,2746,15682,25395,995400862,121798893,116154000,4963000,136182892
7,1557029.exe,3017782,288838416,150345064,1563793,158533,1318464,125973,318760,205179679,846007,205335842,845528,661656,6745921,410381931,31866,323895583,14631,166370979,1883,6144,22433,903906060,111019934,106700000,3988000,125392408
8,1576250.exe,2393594,287157369,148243418,1573705,174827,1341169,134203,327024,210929264,888992,211318319,885613,779318,6973186,421733531,27740,334134197,14745,172602533,1863,11017,21984,923640108,114234465,110771000,3021000,128610550
9,1878308.exe,2102971,108320573,51708212,980013,115524,972997,94700,197233,77252617,700827,77688012,639829,933400,7737628,197371599,19893,112524986,10025,56449816,1858,3348,10383,384812962,53423673,48072000,5007000,67605777
10,1899156.exe,2958000,108239654,52716929,1414901,159322,1119325,241691,455316,87786304,591061,80688504,869516,1775078,8587674,226938737,77499,99764634,20629,49703579,2488,5626,11619,375934122,60846586,56488000,4034000,75103178
11,2080168.exe,2449196,324697325,171113950,1759939,197656,1293453,272130,461358,187561704,1472063,192626651,1328508,2538860,10958808,459455793,86768,317554916,30999,173178901,2872,10362,24672,992624648,122183484,112675000,8974000,136262909
12,2083684.exe,3046143,292358923,152413192,1600760,148568,1314353,121766,317470,206698189,842906,206688809,841947,667137,6775531,410405534,27101,325935531,11959,167435921,2053,5630,20569,910413298,110827837,107531000,2986000,125231436
2,2098233.exe,2876281,109205005,53397346,1222856,152186,1123060,249824,441636,82884314,773326,76926147,1000719,1985130,8778650,227070636,74470,102337254,22403,50865945,2690,6157,12389,386046238,60844174,52582000,7936000,75140393
13,2126664.exe,3108623,133408848,65401770,1331304,240186,1181870,834060,998255,81737863,1175618,85659012,923510,3631681,10744028,295267421,106724,126309633,71085,70637488,8206,14878,27504,496881120,79629943,67271000,12048000,93804163
3,2134751.exe,3205906,127247077,60139906,1513044,250624,1273309,222507,413817,104924107,967625,100041822,1056884,2491713,9727886,290036875,84036,126322726,32296,62403012,3853,14742,26187,449443850,78299513,71969000,5997000,92287790
14,2162489.exe,3284393,106913563,52950421,1190226,308979,1430927,261543,453575,95337933,556340,91536365,647351,1651041,7953593,250332087,69142,107930928,34035,52314936,3654,4254,13127,383957526,67530330,60164000,7019000,81951468
4,2190864.exe,2253231,307422354,158539544,1821278,132850,1043135,119263,299863,208647463,1021584,208605224,996726,1095990,8832500,437681195,30850,338829570,12642,181636162,1981,7046,27316,970075955,118354773,112048000,5949000,132532772
15,2237372.exe,2934823,289820536,150579584,1743825,175518,1319206,134261,317368,207581066,843090,207278604,842280,708146,6735726,412440290,30831,325366965,14035,168008276,1858,5703,22678,902790697,111259581,105879000,5041000,125553450
16,238280.exe,2190501,113132727,54523763,1012909,134590,949833,117921,214395,65921315,1620761,71907580,1195914,1174565,8159727,207343958,23677,115436559,9507,58242206,2058,4806,10851,409571736,56276152,48878000,6982000,70795830
17,2406283.exe,3031516,115208590,56795759,1200301,407776,1697830,884404,1131533,86479543,459754,86458250,458971,1520244,7393612,263299569,40965,114714669,90332,59387525,9018,11512,43628,411222761,70706278,54535000,15865000,84950313
18,2434772.exe,2826916,110521808,54594164,1148723,140460,1157153,238545,478243,79285483,852398,74243900,1011383,1696291,8693023,222254209,74599,101184753,22364,51644264,2488,17160,9090,386145644,60055549,53770000,5974000,74264566
19,2455153.exe,2098112,108305934,52398358,1015099,118080,940743,111990,220470,68509047,859233,76811315,714708,1002631,7991790,201364414,22235,115354573,9654,56706457,1866,3060,10822,393147355,55078472,50752000,3980000,69481380
20,2507278.exe,2165087,114388034,55014702,1048057,109592,951230,214182,329321,72172768,1128180,72952729,944922,1237679,8326607,210535829,19404,114753161,8798,58452614,2819,4207,11175,406225127,56681058,49435000,6921000,71119080
21,2551095.exe,2640253,290913272,151569309,1622030,168388,1347737,126351,324992,209223145,879542,208840187,873386,882036,7331498,422627311,32647,328412990,13401,170217416,2003,5896,24858,903248849,112758176,106419000,6023000,126908117
22,2596867.exe,2044566,106685712,51780240,992982,113268,941347,120227,211671,66203921,1043076,75678422,837014,1057813,8211412,201514564,19005,114793033,8623,56432555,1888,3106,10814,387877353,55061973,47814000,6972000,69595838
23,2629074.exe,3043116,287966752,152349196,1553485,124140,1199555,119980,310477,205151970,836397,204243862,838865,611556,6703766,404102750,28599,313368343,11075,161695265,1883,5541,22376,895269340,109283476,101042000,7924000,123516382
24,2685390.exe,3082000,109491888,53036768,1213550,193373,1084095,241911,438199,89712322,501657,87160567,704051,1644276,8407052,234027275,77374,105216036,22648,49286392,2879,5901,13210,366926249,62852838,60514000,2017000,76958453
25,2947180.exe,2084915,107687848,51532917,1253515,108418,915509,224484,219287,66181097,1058616,75938377,833103,1061102,8227323,204802592,22235,116471964,10493,56931838,1959,3856,12998,393352114,55307329,51875000,2992000,69457919
5,2947894.exe,2118018,108441292,51589607,1238177,120052,938586,104663,216087,67191288,956101,75798309,781079,1102666,8215969,202297832,26095,115055040,10401,56665202,1960,4204,8748,391313879,54920749,49678000,4967000,69161765
26,2960949.exe,2151751,111710539,53295624,1037540,110051,928994,173482,230907,68573586,1056063,71419704,852215,1109670,8327533,208401148,23960,113597608,10227,57188410,1964,6544,9184,398531058,55715974,53373000,2014000,69989801
27,3086125.exe,8357909,154018208,63673122,2259547,1096095,4357609,331848,599086,118348280,5810429,117300669,5863138,5494612,22735023,673512173,727422,156077157,69380,64532532,3399,23847,21292,523842979,182408779,175063000,7002000,196772538
6,3128348.exe,2488639,292920929,150553698,1623505,196744,1373894,124248,310657,206411675,838008,206908878,840434,717042,6726270,415876352,26339,326622841,12211,171512091,1859,7235,22030,910184605,112280037,109012000,3000000,126696866
28,3569069.exe,11276919,194964990,134723145,3677108,613114,1908134,3933936,4041045,171674501,610815,172473339,602845,10877548,21470893,691153039,191518,190723721,384160,125861140,60166,68670,273823,806608556,186609153,96148000,90138000,200921177
