,file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
0,1489349.exe,177457,13022825,2238993,1501262,15061,125346,9703,55706,57234461,7059375,57273147,7037072,44835,1941744,494068212,14758,11740939,1283,696942,127,4557,2446,211306558,150901660,149336000,1002000,198118957
0,1519241.exe,276465,68406503,23133863,2021864,17477,174854,32079,109399,245179822,7428792,246433536,7493816,63215,3253512,842251052,25954,68415255,2257,23371314,131,7204,4185,1121658890,255734727,251378000,3974000,319674823
1,1520788.exe,171696,14483739,2282885,1362389,13977,116046,11154,53952,46858325,7173315,46683434,7090808,50124,1943532,524344387,15815,12128141,1452,693356,135,3867,1359,156199905,141858926,139565000,1993000,156278393
1,1599310.exe,122474,25726242,7478820,907558,12345,85069,5851,32697,69793334,7267514,70204028,7247815,21754,1035971,299966097,9382,23772465,846,5895808,133,2826,1507,357701418,80857471,79570000,994000,94911920
2,1606221.exe,169973,13033720,2278978,1490803,15258,125076,15186,67934,57887325,7384929,58023834,7415616,38939,2080189,592726392,14595,11621835,1300,635477,136,4374,2018,276803418,159813714,159551000,0,174060818
2,1643497.exe,243870,231949789,142051022,1505582,14429,122923,10683,61167,194667771,953979,196267075,940564,43301,2182343,597722543,17125,233676743,1326,143547709,136,3809,2243,951014868,162252694,160871000,999000,176494751
3,1648142.exe,57183800,47000184,32560903,1088789,8877,87479,9068,45729,104965729,6462753,104935894,6472336,25155,1401282,412984697,10326,46856922,901,32896764,89,2527,1373,483927786,111592770,111240000,0,125583527
4,1691152.exe,571286,6998516,5729391,1111490,15253,110399,687313,742503,13969198,661348,13694578,634866,783778,2688274,368206902,14934,7515468,4127,3780455,3204,2642,1187,75295768,98937210,90656000,7969000,113317134
5,1710633.exe,135181,14321880,2130660,876494,13453,88091,4193,24110,58280056,7023468,58518600,7021957,31488,834556,243681064,6620,11428398,582,403464,129,2027,851,247490444,65497870,64202000,1003000,79777368
6,1831963.exe,148005,12995819,2248074,1316258,15501,111937,10538,66471,47101378,6656171,46923989,6681109,44972,1905827,512042184,13158,11550889,1133,569228,133,3330,1679,152901759,138079099,136738000,1005000,152384472
7,1939404.exe,8783345,531348725,343084447,4644178,163591,424365,2112522,2510511,425467520,2342884,419593657,2202566,9531825,17911527,1002298367,153409,518949276,296640,337867511,35932,45649,238094,2198606606,270121861,222717000,47151000,284679926
8,2050326.exe,143004,12968422,2249931,1342234,14049,119195,11008,49990,56801221,7083316,57078355,7091386,39795,1715990,483047145,13329,11606065,1078,550012,132,3210,1422,210372808,134110934,131829000,1997000,148502109
9,2084584.exe,153824,13031318,2213705,1321383,14673,116765,10646,52836,46218349,6657867,46281387,6603713,145343,2217380,530770904,16267,13813563,1439,1755972,127,3515,1519,200438627,141226158,139855000,998000,155733282
10,2167115.exe,208776,17388132,3092078,1314755,13322,118652,9124,56203,60680332,6765535,60640600,6731770,29948,1730243,503192133,12812,14784675,1111,1622655,134,3363,1533,231151979,136018807,135688000,0,150176840
