,file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
0,1009412.exe,223968,78633548,41026252,820235,49092,167637,452123,471362,25714686,50980,31225156,49459,532599,1712064,83929904,11496,70430270,4458,39015677,1959,2472,3617,267342487,46695643,41044000,5005000,94873052
0,1054386.exe,462321,78604378,42627326,712827,30826,147689,253378,441278,22376318,56248,25245250,57147,399032,1550866,86606400,20913,59797864,15400,36258157,2604,7276,6209,255050667,48444508,35686000,12235000,99101391
1,1055671.exe,950117,137008967,76376875,973820,15573,95072,128709,164852,108612421,63672,101623362,63053,1157257,2884408,195345247,25208,145398376,16345,83302117,3484,4005,17674,487834773,53251457,48935000,3994000,67707596
2,1064013.exe,477296,117824855,61457126,855786,53072,181553,300427,105001,79387618,38740,79307295,35769,439614,1710259,160809401,11519,127658338,5434,70482810,2606,2116,7403,398557966,43420253,40105000,3007000,57794933
3,1163493.exe,519950,116367397,61181648,898841,61152,200821,74012,101698,75677492,44381,78291677,41619,516021,1752059,162044078,10717,128509217,5512,71009612,2604,2972,10079,402324341,43857187,36612000,6926000,58260163
4,1449114.exe,1079852,138605498,76262125,1348305,17226,104144,119680,163133,112098321,61766,102670762,60827,1060832,2725311,196799714,27276,141502706,17780,84462954,3482,4528,22069,483781264,53693883,44188000,9038000,68115408
5,1472098.exe,1068287,70012114,42217656,974923,27542,100206,131100,139381,74514049,57503,74411296,50066,660803,2002788,136030302,20261,93042010,17279,46290770,3554,5153,21620,300584562,37245674,29862000,6967000,51502036
6,1488692.exe,486034,74396075,38417277,534968,57901,155610,114533,178305,43234157,28685,42715330,30168,164700,818532,94163776,11088,68905642,16502,40313553,2543,2653,10659,263170117,25054586,22644000,2058000,39313406
7,1523561.exe,417685,81726426,39056253,804797,47401,153156,72873,124127,45415532,28768,45420723,28100,106206,691114,94163857,10415,77653572,11268,41395455,1958,1801,5450,292545489,25094047,18748000,5920000,39372127
8,1581847.exe,469524,77055465,39106060,777139,48429,149733,246212,95725,45250096,28998,46630668,30716,197031,828373,94211491,10414,72533925,11059,42557572,2152,2269,5171,282493768,25176523,21926000,2989000,39407678
9,1677942.exe,393221,116675446,59949638,816938,40615,180997,40612,68250,74477259,45477,77103839,40042,187911,1136107,154989958,5691,126666028,3038,68793996,2048,2076,8611,391344552,41763838,36478000,4929000,56039723
10,1696369.exe,1549305,68842133,44150937,936273,35664,142661,152037,186692,68022952,33591,68038051,30874,877102,2155018,130616545,17906,84878512,23749,44304348,4135,6434,27980,276715812,36088065,31805000,3975000,50575500
11,1890375.exe,3118453,116382657,66673375,1233524,341867,309475,825173,825772,96064981,66089,94942224,64312,975925,1978481,243379435,20047,141640349,77734,76166093,12499,14398,56034,434991148,65331155,45997000,18998000,79839055
12,1930790.exe,424787,115896301,60256243,843673,60091,191023,300158,229589,74286409,40441,77069878,42409,248626,1257882,158226069,9400,127194487,3190,69962624,2245,2101,8888,393132098,42086165,40690000,1017000,56449938
13,2014155.exe,1083583,70916812,40841903,972498,28247,113237,246805,177098,71814438,34744,72419884,35647,349625,1799904,140754633,17374,98108631,24508,50125736,4821,6069,24877,322644186,37823752,27635000,9869000,52214806
1,2082270.exe,212448,116581881,60160700,852943,17126,110086,126816,40797,79512471,35232,79714197,35047,139912,1177585,154288043,5447,125615959,2964,68137903,1953,4013,7642,387417970,41577834,38183000,3014000,55865397
14,212989.exe,466447,76455059,40343440,497354,50592,136953,218156,142686,41480399,33583,44025358,31023,205631,920613,94671918,12119,71358113,14265,40225198,2605,1970,2464,274909992,25338456,18029000,7011000,39700525
2,2136822.exe,1379800,73979328,44901379,809762,27949,94109,118165,142794,68956804,28856,71120381,29839,839901,2053591,125486829,15770,82463495,20982,44100431,3488,13046,28974,287376931,34207148,29886000,3984000,48361712
15,2209249.exe,385161,75983703,36254618,549895,34519,125974,56769,96256,44829587,27046,43500799,26413,102728,752696,90881376,11977,69996224,9176,40829307,2152,4417,13153,273568390,24436625,20097000,4019000,38737062
16,2218845.exe,482706,113313564,59502620,845014,56448,198207,181317,356099,69242530,44178,73837894,38376,421016,1628002,161581041,7148,125956195,6263,69294096,2596,2364,9032,388822182,43473373,38145000,5019000,57841904
17,2288631.exe,986012,68513448,41491422,911949,30859,117963,123196,151331,70794250,33134,70270632,32784,621824,2034557,131966219,14647,91185657,19388,47434043,3878,5308,25349,295857934,35709986,28306000,7076000,49795643
18,2302763.exe,345785,76822525,36717664,571062,44596,151207,80487,66945,43661130,25903,44687437,25014,104127,667053,90642277,9420,72208164,6820,41278137,1958,1168,1234,280529528,24389499,22000000,2000000,38586663
19,2311858.exe,434900,76936633,37831951,578684,45928,151074,79528,74103,43235930,31294,44697695,29067,114564,676048,90074626,10574,70833363,9685,40946652,1958,1864,5631,271136813,24183055,19031000,4757000,38502532
3,2395206.exe,576265,170779567,91793067,1694716,18657,156978,46514,91349,99985643,529312,101281037,535630,134290,2339222,627468301,228612,166091009,4272,89504384,1951,211167,11102,546394220,169208053,105847000,62909000,183406126
