,file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
0,1099920.exe,99156,21962712,9834825,608917,12702,75896,1600,32578,19951801,19498,19561133,16878,21550,362600,36284398,2310,29336984,200,14997402,135,767,1455,87342226,19847474,17052000,2006000,64533319
1,1141254.exe,187240,4097861,3735945,574674,11987,50304,2786,10237,22443275,11155,22567774,15049,45702,506071,41553469,3480,30278131,514,11681677,526,3890,<not counted>,<not counted>,10862066,8553000,1900000,25248933
2,1164955.exe,243351,7620633,8119298,584890,13264,53605,31932,37840,23838195,11903,23808343,12569,54351,368468,47223975,3600,36832220,2445,16631820,525,3635,5765,41796223,12364882,11059000,1005000,26395301
3,1192925.exe,83061,75549521,34777095,568896,13286,66700,2158,13755,51036428,19752,50544319,19218,21321,445711,88963828,2382,82533993,221,42764695,521,723,3689,237842314,24197791,22893000,1040000,38259155
4,1253138.exe,88512,73144337,36967350,543042,12473,66271,15548,24810,49565980,18613,49588902,18549,29028,391999,90148942,2577,81016325,1285,41974440,322,866,5780,233585688,24545667,19317000,4829000,38842382
5,1346798.exe,84177,77624183,36529945,535971,12149,68483,2190,16598,53253043,24384,53149189,24621,38171,526633,94903684,2898,88188429,285,45715307,913,710,3712,253851549,25535111,22192000,3026000,39751387
6,1399024.exe,59288,68783383,35460955,496344,11398,61279,1482,10102,48758840,21020,48881625,20987,21222,373232,87517027,2411,81249539,200,42048206,129,980,4960,232786320,23206252,20901000,1990000,37201862
0,1604797.exe,106499,31963391,16300409,425706,8960,61698,117587,322010,6726369,31791,11013779,29303,152657,651048,34942392,3049,27288846,251,15206344,526,697,847,106292367,26130648,19530000,6167000,85074611
1,166404.exe,45995,70189409,35208745,520793,13716,66929,2976,12982,49029690,28084,49040225,24880,15019,379648,86258671,2352,81226543,189,42091477,127,868,2804,233014107,22906270,22578000,0,37001320
7,182932.exe,798457,13670902,12059184,705638,17002,66731,120686,141347,25854873,17349,25605028,17226,163686,789858,56480974,4415,30682094,3516,15891331,1305,1668,1661,110593017,15148961,13894000,992000,29436074
8,1840297.exe,195812,5058391,4144861,696876,11828,48603,1715,10160,22602481,10666,22655328,16840,40607,510617,41414088,3037,30403442,567,11363181,524,6995,<not counted>,<not counted>,10915193,8636000,1919000,25169499
9,1859305.exe,222891,5417413,3908268,562016,12704,49735,1379,8181,22401912,10034,22456781,17855,47369,512414,41071569,3359,29546772,572,9581903,524,<not counted>,<not counted>,<not counted>,10783171,9442000,1049000,25036455
10,1863270.exe,141430,5227792,3955774,553691,12585,48343,1444,7622,22457934,8475,22289399,16833,41290,490966,41131481,3331,29923799,583,12279496,525,<not counted>,<not counted>,<not counted>,10745474,8602000,1911000,24796941
2,1923894.exe,205780,6344922,7033367,575689,15053,54969,66221,79019,20944421,12798,20936237,14721,138243,632406,44695439,4358,29086658,3979,11843008,916,6956,7424,10032783,11978242,10567000,1056000,26250420
11,1956910.exe,240780,8374743,7696443,589665,12578,77405,56940,41051,22999761,16781,21024205,15043,65053,598483,46437125,6233,29058527,2658,15100261,1043,4241,8000,48613835,12587160,9432000,2829000,26764238
12,2025154.exe,206593,7414727,4857779,661518,11881,45805,1250,8447,22239688,8663,22203914,17083,43149,508983,40910758,3037,28980669,631,4073614,524,<not counted>,<not counted>,<not counted>,10814037,8651000,1922000,25076557
13,211894.exe,295360,8364671,6127020,675775,13405,51660,2523,11719,25058396,11554,24209394,12901,132450,694509,45278163,10540,24823120,8490,6546781,915,6772,<not counted>,<not counted>,12045526,10753000,977000,26200265
14,2158936.exe,202539,74933622,38383384,583788,12890,71375,57300,100606,49455589,30022,48170964,29264,89811,664527,95350451,4616,83258163,7407,42400590,1033,2198,12456,235659777,25914131,23531000,2046000,40030766
15,2165152.exe,161992,73684666,34844368,759505,13305,69930,1830,13840,54096805,22746,53826650,20112,20931,477022,94202739,2580,88269006,260,45514676,908,719,1563,251818944,25352152,22961000,1996000,39730417
3,217838.exe,201750,73420819,37465785,582070,12740,72198,56816,94542,49871829,22920,48449751,24813,76428,599000,94620911,4662,83523346,15418,42183853,1034,3208,8676,234146300,25253364,23004000,2000000,39339425
16,2255569.exe,175575,4950037,4080915,685304,12086,49475,2406,10364,22354601,11517,22489450,17931,50277,519778,42077188,3074,30603039,647,11166319,524,8420,<not counted>,<not counted>,10897682,8571000,1904000,25198435
17,2320041.exe,82282,75859818,36722816,512410,11502,65337,4859,12202,50136538,19176,50069133,18183,20406,434762,90780354,2466,83333678,243,43312088,519,653,4103,240502822,24298497,22042000,2003000,38584751
18,2543436.exe,223429,8878412,8385473,595632,12938,76177,55242,40918,20774140,13674,21094929,12448,88314,559902,44221447,6455,29952431,2459,13263411,1041,5931,<not counted>,<not counted>,11917707,10595000,1059000,25977438
19,2595975.exe,351019,8784855,7881474,515177,11709,46243,880,9146,21523965,10561,20773086,18642,40180,424160,39193447,3193,25028193,743,2115621,330,<not counted>,<not counted>,<not counted>,10673429,6620000,3783000,25175784
20,2605208.exe,263836,5353526,4230096,717720,11601,50002,1216,10660,22726182,9951,22766709,15860,51447,520650,42379725,3010,30498416,607,11140452,526,9012,<not counted>,<not counted>,11027808,9669000,1074000,25338352
21,2605331.exe,199942,5839145,4168365,538812,11909,49290,1357,7944,22203199,7772,22116779,16241,49054,482220,40723190,3612,28892214,599,10363689,524,7381,<not counted>,<not counted>,10807260,8412000,2103000,24830718
22,2607963.exe,180559,5930660,6669347,441783,12400,45853,680,6875,20593958,10473,20530630,19019,32621,328527,39690128,3365,28032969,901,3710878,135,<not counted>,<not counted>,<not counted>,10300682,9043000,1004000,24385205
23,2712872.exe,437907,13264223,9705552,383142,10852,42076,635,4116,19783257,14447,18026700,17291,27243,294472,34865640,4040,19916147,3146,<not counted>,135,<not counted>,<not counted>,<not counted>,9808879,9495000,0,24032109
4,2767461.exe,83941,74660101,34716492,626033,11702,64293,1741,12912,51084444,18280,51098550,20318,30193,462244,91940582,2843,84111873,286,43328390,517,673,3498,240293382,24345030,22020000,2001000,38452657
