,file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
0,1061805.exe,181470,6538306,3789493,756980,14161,60497,29434,27607,19323555,16230,23728062,16406,33835,417469,51390823,3241,42683998,440,20344438,522,1754,2291,121670283,14679489,11098000,3026000,62289348
1,1094941.exe,115789,70230120,35821409,495737,12563,65418,1553,9654,50274048,17345,50068787,18853,16251,356499,86394971,2552,80906801,202,41495604,126,856,2811,233467813,23474635,23150000,0,37587918
2,1133411.exe,162265,76682796,39243274,623801,11655,62723,3868,23114,53212272,71234,53273369,57053,54264,1082130,94257162,3644,88244729,306,45593030,517,1041,2576,252876286,29063456,25813000,2978000,43526583
3,1141022.exe,228463,9885210,9615357,602204,16958,62766,933,6803,28820644,11776,28969581,11809,12260,274279,49928612,3078,38488868,351,19065852,133,2277,3370,110774918,13614834,13285000,0,27656570
4,1165956.exe,69977,69181579,35370805,507162,13398,66342,1481,9537,49597096,16980,49492517,17511,12060,338280,86134072,2278,80732555,199,41158767,127,664,1722,231497925,23092083,21824000,992000,37370062
5,1344769.exe,61614,72297413,35643166,493353,12107,67011,1538,10168,49874876,18513,49797207,18499,11871,366779,88109879,2839,80624303,337,41281934,128,956,2898,234144430,23851856,21583000,1962000,38182370
6,1370229.exe,231224,7649341,7653789,432763,11719,45768,1430,6423,21148265,10207,20280199,18018,33916,305444,38093108,3267,28330426,689,1854186,134,<not counted>,<not counted>,<not counted>,10257519,8938000,993000,24292263
7,1435015.exe,387437,10535692,10184745,591933,14216,69899,30053,23398,23016841,14160,23711226,14116,32291,602273,49149665,4783,36426931,1004,21873920,589,3243,4542,123051284,13341349,12007000,1000000,27542083
8,1769104.exe,81660,69404060,35542256,483798,12130,65254,1578,9125,50103728,17547,50045114,23649,37165,404175,88431417,3106,81219273,260,41570297,128,871,1831,234182728,23399485,22106000,1004000,37752833
9,1979579.exe,87917,68932985,35122026,482972,12807,67192,3350,8888,50002625,19848,50052810,17639,11829,344986,87333729,2440,81309599,198,41383008,127,643,2035,233466272,23274263,21982000,999000,37620679
10,1997948.exe,120282,79273927,38909550,575071,11711,72608,1977,15224,54733853,24055,54739653,22829,28211,498968,96752762,2768,90270038,284,46694250,518,722,2561,259471346,26160704,23845000,1987000,40284577
11,2059363.exe,998845,6580244,5075278,681155,15844,64833,2158,10511,27716683,10580,27653098,11981,17774,665244,49935029,3118,30972186,306,14498058,526,2476,3001,108979368,13442401,11162000,2029000,27890519
12,2061586.exe,45303,70642590,35351251,503273,12000,66785,2998,13674,49824431,19070,49668536,19863,21249,353615,86574854,2393,80678724,199,41150857,129,854,1715,231574427,23094083,22866000,0,37271960
13,2203032.exe,169230,5540238,4458260,581791,13995,51601,771,6095,22735534,9096,22811548,14120,31314,368781,42233442,3224,31165936,489,13881696,330,4941,<not counted>,<not counted>,11100732,9867000,986000,25439847
14,2203602.exe,45816,73061493,35529450,495792,11551,64599,1834,9616,49728980,17968,49756705,17649,11382,345300,87821707,2443,81663164,200,41879757,127,853,2999,236630031,23527273,23258000,0,37730986
15,2207605.exe,210958,5794430,4286765,649418,12416,49801,1283,7511,23199256,8332,23133367,15774,43182,394060,42454279,3076,32013039,535,13648286,523,7123,<not counted>,<not counted>,11010658,9655000,1072000,25445861
16,2213898.exe,69731,81498222,39601879,494675,11314,65600,4086,16210,54480839,22549,54446890,19556,27259,419996,94859151,2540,88717331,221,46048690,326,944,4413,255685174,25820810,25556000,0,39981767
17,2231071.exe,44804,71581668,35309165,487481,12986,66360,1565,9105,49673446,17208,49687789,17158,11326,355271,87681836,2512,81321336,215,41492669,127,878,2119,233568275,23573201,23350000,0,37642159
0,2366368.exe,126084,87847475,44979799,667272,11570,75675,130778,49751,59384862,103886,54011772,82412,70842,1370034,87115156,4963,79756341,432,43715997,518,1381,2401,254251152,49991833,45530000,3959000,96431338
18,237541.exe,438761,11472384,9261614,409225,11676,43923,650,4071,20990368,11932,19349415,20897,46698,352593,36957165,4818,23735144,1409,240267,136,<not counted>,<not counted>,<not counted>,10022066,8803000,978000,24195880
19,2407087.exe,57453,73787980,36210746,522368,19418,76576,1508,10012,49130389,18993,49113246,17016,11266,326579,86631073,2291,80896477,200,41417475,128,648,1690,234082653,23540671,20283000,2897000,37930335
20,2481996.exe,70262,81384806,39422617,470635,11876,66712,3217,14673,55147159,20427,55017088,20545,20050,431485,96360894,2685,89572450,228,46504061,325,968,6971,258070757,26003799,21946000,3816000,40340570
1,2591738.exe,175256,8662477,8041582,519728,12622,52197,694,4584,21295166,8822,21280503,15886,22161,285991,38223515,2998,27199272,503,6738316,133,<not counted>,<not counted>,<not counted>,10587676,10244000,0,24686116
2,2736242.exe,218105,6752127,7298379,499193,13624,51542,662,4548,21514685,8124,21364649,17470,22497,301342,37885135,3161,27119450,673,7365903,136,<not counted>,<not counted>,<not counted>,10434124,10090000,0,24511415
21,2745547.exe,46206,73577723,35834376,512300,13214,67625,1570,9257,49903131,17150,49798615,17186,11303,331292,89114225,2344,80809842,206,41326849,127,905,2859,232657251,23832018,23567000,0,38038533
22,2774509.exe,85909,81159494,38049010,489477,11444,68531,3953,14656,56998990,20964,56949661,20344,20528,478951,98929687,2723,92864827,261,47831691,520,937,2875,264595028,26420143,24165000,2013000,40598068
3,2780834.exe,81785,78706112,39381806,473156,11511,66548,1888,12369,53320951,21091,53291691,19917,15179,430504,93513361,2596,87298336,221,45259417,324,690,4997,251235632,26030794,22720000,2963000,40184628
23,2832245.exe,121993,75687097,39884879,506098,13298,70198,1934,11910,53352743,17886,53318260,18126,14358,408441,93406506,2605,87470255,216,45316387,325,939,3989,251214862,25075305,21814000,2974000,39437815
24,2847173.exe,476946,14040818,10086672,414282,10921,45115,839,4960,21083489,9120,19662494,16599,25958,299593,37199185,3382,25539498,710,215272,133,<not counted>,<not counted>,<not counted>,10618491,10366000,0,24911895
4,2913642.exe,443005,9242390,7730525,545118,11696,47186,712,5720,22208763,8672,22027906,16409,32810,347253,39503605,3080,27685380,535,6432543,328,1424,<not counted>,<not counted>,10970019,8711000,1935000,25282074
25,3184306.exe,91169,77605727,38905327,518500,13252,60138,1971,22701,53448647,62268,53100042,52164,57545,897148,91604085,3294,86240916,253,44569536,327,1216,5054,247445313,29003663,27733000,990000,43431870
26,3187447.exe,212299,6581147,6780180,451889,12067,47269,1541,6695,22000245,8970,21976161,17068,30275,298072,40218470,3119,29620538,549,7566704,133,<not counted>,<not counted>,<not counted>,10577538,10289000,0,24798034
27,3234095.exe,96647,75640212,39472114,499022,12408,67418,1823,16953,53939944,22167,53856173,21732,29736,428647,94585363,2645,87769365,222,45454814,325,979,5594,252523189,25348536,24065000,1002000,39622648
28,3235338.exe,112853,79344045,40402574,537623,11954,67443,5537,14773,54674263,23241,54514989,21911,23779,439600,96244415,2710,88776156,227,45997959,323,929,6870,256593218,26832052,24595000,1967000,41162850
5,3236787.exe,72541,80432042,40158566,524519,11461,64646,2985,11782,54135103,20183,54152321,20843,15362,434096,96759785,2642,88569123,225,45880461,323,798,6214,255210955,26374170,24068000,2005000,40607934
29,3270012.exe,80215,82183632,40241317,511240,10618,63916,5345,11884,55705292,23479,55791640,22071,24269,456508,98507275,2994,91432026,227,47258182,324,971,6289,262845962,26322336,23990000,1999000,40612380
6,3477485.exe,95242,70137643,35891307,489715,11611,65651,4899,9811,49311348,28760,49648043,23488,35065,404748,88393780,3018,80804238,191,41183223,128,668,4131,232208251,23548689,21371000,1942000,37742815
7,3521600.exe,255673,8891795,8724838,444065,12069,46338,701,4583,21129800,8426,20362067,17334,23092,312546,37245589,3213,25996571,752,2559339,135,2562,1831,3826813,10354019,8056000,2014000,24383870
30,3523845.exe,111964,2265631,1426444,168226,7469,29639,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,225,<not counted>,<not counted>,<not counted>,2556037,1131000,1131000,16731187
31,3627289.exe,66220,77924659,38690571,469110,11508,66136,1746,12879,53648401,23587,53616431,22171,25153,474123,96244147,3184,88037178,264,45707216,324,1066,6235,254397007,25728534,25477000,0,39801364
32,375888.exe,347212,8540287,8755322,419260,11778,47671,1586,4283,20873146,8449,19646925,16107,23900,278951,37455964,3480,26447873,770,1496055,133,<not counted>,<not counted>,<not counted>,10328986,9020000,1002000,24455541
33,3863251.exe,115041,72212824,34475429,560082,12924,68028,2000,11469,51397380,23064,51457452,20314,18738,423032,90110733,2659,84346617,201,43703957,321,893,3807,242875313,24091744,20008000,3811000,38490483
