,file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
0,1097695.exe,16002874,453116102,41735754,1982166,22593,762431,184690,345415,309011697,738651,302281364,745418,219323,34586107,705822031,126516,442704002,1823,41735635,621,114330,13387,1275794446,221817932,189514000,31751000,277238509
1,1316078.exe,16229067,418504885,152053269,1243361,23039,772598,7275,45780,173345784,395487,173279430,396265,35783,33665292,413050483,11700,429587794,918,159079966,640,3086,2695,1493176755,111587864,109155000,2002000,125880356
0,1359491.exe,6133851,345015727,66425141,1422641,17786,685379,164641,408178,347798537,637399,353501704,647833,208825,15890913,451697670,15822,339984552,1399,70735294,631,6340,4745,1498882166,149160037,139544000,7027000,211348878
2,1375143.exe,15471025,536665894,213607580,2443942,25640,830200,18859,105392,245761249,881994,245957519,883825,105282,38106844,941031505,219578,596263650,2117,230060542,617,206278,531618,1718742746,253834584,192278000,61088000,268089224
3,1403565.exe,15523464,532064434,148566292,1250993,21775,703856,8219,46744,153518471,382077,157680151,386615,32207,34890043,421252335,11353,549936042,936,153884258,631,2940,2537,1437348922,113869053,111515000,2009000,128211456
4,1511347.exe,17324560,535950186,205166657,1817522,22673,834791,16165,79096,220758120,648248,220938790,643434,78410,35045235,710773347,122393,533380743,1632,209614242,629,102639,8009,1667563785,191325080,160948000,29990000,205690127
5,1663963.exe,16176356,427716545,149190779,1212479,19198,741104,12975,51551,165663579,400865,165780471,398929,63793,33491053,404341517,10785,434514916,896,155939521,1130,2797,3098,1457135695,108964047,104646000,3986000,123321847
6,1765531.exe,15508016,532998989,147997709,1216339,21801,714838,7425,46318,152590018,376389,156021105,383594,36745,36472201,422529851,10883,553981376,957,154184802,631,3869,2680,1438435455,113897686,112514000,995000,128120658
1,1820307.exe,26155729,287199684,117573106,1535454,25326,616943,11105,6598565,363035309,737185,361175617,756459,74008,24156045,507265717,15769,289047485,1292,114625447,627,3572,2887,1525332005,136627981,134247000,2003000,150798343
7,1863351.exe,15687360,418406422,147280521,1235389,20466,754693,8029,48674,163970163,391269,164052360,393333,38607,33358702,401893990,10760,429435309,905,153975933,633,2909,3017,1439500755,110068937,106669000,2990000,124314030
8,1908480.exe,114811868,370633449,115545791,1780532,25919,1966048,27625,1989181,364362492,692763,362857691,685714,213655,31387283,570326265,15603,371474348,1247,114811185,1117,4602,5267,1381019330,153883385,151510000,2006000,168053139
2,2021894.exe,16944028,431457005,29455091,1484482,24724,734945,32752,57656,289561091,578963,290126684,567788,108131,35658464,530212442,15533,434646609,1423,11841592,1123,3903,2182,1067322052,143381151,140059000,3001000,157667281
9,2377312.exe,59097427,432416357,111012636,1784056,23214,637749,11115,5199338,357803394,542107,358636310,539848,68298,24165790,635222251,17396,434853791,1413,114841990,632,4339,4162,2029035541,174360645,172071000,2000000,188689956
10,2470367.exe,9133074,305205321,24609949,1150628,24124,518138,36203,90715,291729893,780885,291523080,783737,72375,17298833,306378787,9097,311425848,3859,29179101,1038,2909,6650,1123273837,82618731,80278000,2006000,97061851
11,248468.exe,7925076,318156700,89092663,1684609,28750,873360,12240,82419,227826520,808298,232535254,790664,145498,27501718,596705077,111080,352429769,1352,82375999,625,109861,23408,958229720,161791492,134549000,26909000,175997999
12,248562.exe,16828109,518803694,201357373,2128685,55576,875543,34469,108247,236405169,641357,232878254,648110,85348,32384118,788533919,134718,504601706,13530,199894501,1565,122445,296898,1704726946,216991766,193591000,23070000,231283300
13,250468.exe,16599693,421087455,152048018,1247608,25352,805484,11083,46178,172112444,394970,171995914,394478,132702,33759268,399823107,10989,431760523,932,158978706,638,3806,3479,1362886981,108152730,104786000,3022000,122099411
14,2552614.exe,17747590,430267323,147427753,1332605,28333,806374,6848,45148,163263914,449408,163438105,455461,155563,34518902,392378609,11745,430458113,953,152125243,650,3720,3288,1330107386,105890695,104614000,1005000,119920173
15,2681777.exe,17225353,434376225,148792137,1294668,21163,785085,7098,53475,163908583,396422,164325148,397343,77643,33108028,396378782,10479,435171165,892,155668630,1123,3705,3228,1472894295,107163339,105769000,997000,121180297
16,2757092.exe,17125911,531874057,80574572,2152842,26020,748724,15084,87174,345245796,777339,345075400,776509,76063,34316375,793259126,124014,529470226,1871,79457623,625,102958,9320,1381633852,214027637,182745000,30956000,228439316
17,2796766.exe,16304191,421195658,146109085,1373335,18671,744468,8903,47011,164497039,392462,164244853,392784,35119,32308284,400271877,11888,429046522,947,153659179,630,3412,3303,1440248861,107974959,106615000,996000,122391213
3,2799712.exe,8296318,325631853,87366154,1691716,22218,907111,15437,94337,306727376,771981,307572256,764532,92680,27563765,672525944,115791,340937797,1432,84782724,624,113373,57182,1306200174,181665822,152435000,28893000,195731115
18,2982528.exe,6141916,513933829,83572166,1797554,27069,720523,13346,77031,407675169,979358,404703006,982452,49916,15898929,666578621,118710,531831463,1422,78227723,1124,115428,4275,1592020554,180268483,147882000,31974000,194741872
4,3051090.exe,6601123,632454596,77891807,2787659,29324,727536,20603,121825,484052727,825178,485996952,821213,81123,16756597,1118163579,134992,634216121,2397,84319132,621,111685,10006,2527525632,304856665,273579000,30952000,319148324
19,3162850.exe,6287966,284961109,74112601,1531518,20051,687292,10683,56885,358996421,679893,355284667,678209,41717,13732703,493328725,13004,285322233,1076,72874218,622,3414,2645,1348252233,133476584,132083000,1000000,147410192
5,3371941.exe,16312351,523659541,205610792,1929729,27654,1286944,469076,153405,232529290,660249,230074496,658748,1015222,43041513,743341782,123106,534208372,1562,208708620,2120,113296,226973,1735340786,201051287,170618000,30109000,215278262
6,3536231.exe,203878046,549290084,273326236,2892431,28710,861606,25339,20117355,166518411,552221,166416971,549093,149988,71480877,1221297634,32164,561549135,2784,281696737,630,8507,5142,1705137588,328853152,327450000,1001000,343065467
20,3564636.exe,15510813,533264173,148540938,1231410,20905,702821,7329,46183,153323760,379189,157740060,385513,50989,34646722,419735297,11738,548899931,970,153631634,631,2909,2602,1433944092,113046338,111749000,997000,127416442
21,3574537.exe,17561678,540911305,206638141,1897496,24877,839733,12577,79769,222250089,643672,222085938,643041,55005,34510617,710299539,121589,533753659,1746,209849991,1119,103373,199400,1670410297,192178876,163887000,27980000,206511935
7,3598512.exe,6435770,345613552,26708001,1433917,22295,734324,13290,57158,325921377,526314,326858829,532316,140823,12983083,495295787,31599,352224557,1275,33855587,2114,4477,4459,1930904291,132713277,129423000,3009000,146970549
22,3634806.exe,17780825,426924411,18312047,1516062,22762,1009425,10885,58246,286979120,527650,286738112,529134,47563,36309879,554426190,14195,433312725,1281,29001373,808,4497,2827,1191902877,149640162,148329000,1002000,163764239
23,3648026.exe,15834648,413686636,151415992,1244348,23689,740163,9905,48836,172457807,396747,172490192,394709,119785,33073177,411881579,11119,428158351,905,158522262,623,3080,2777,1488761716,111423986,109112000,2002000,125831137
24,3660670.exe,17291892,461907635,164634598,1632573,21538,820150,10927,67635,174265532,619246,174173193,622485,93368,33963896,626408189,120126,456935320,1598,168738173,631,99659,16079,1458428963,168771072,136412000,32097000,183040890
25,367930.exe,15640933,560857982,161691815,1772955,20599,763690,16930,94059,187228436,650582,182454808,644580,120946,35603233,674103745,121545,570025297,1454,163551206,633,163953,3873,1498178103,182462604,144295000,37815000,196729985
26,3770539.exe,17066456,535594057,79788881,2061668,34155,754888,14178,90638,345453988,768170,345329643,773993,44940,34071552,794120780,123904,527109140,1877,80623463,622,302157,138623,1645265115,214502081,188080000,26011000,228905653
27,3801417.exe,17363277,665290765,203329543,2026069,23622,772761,13778,84309,214100151,661753,213997087,663401,67499,34036039,781456545,127008,641314490,1937,202892235,624,104115,5478,1747996539,212129043,175584000,36120000,226561834
8,3823863.exe,16710201,527730841,205070901,1876869,25520,1046875,18131,86243,222067995,672870,221118884,663078,131951,36303850,726965423,124364,524416740,1559,206406400,832,109222,10131,1738991451,195658377,162377000,32873000,209955936
28,387622.exe,16110255,567851243,163602119,1742707,25365,753773,708667,876031,173010668,628977,180201020,641919,1026440,38888773,684479697,113207,639723065,1501,174008778,3373,110012,5489,1548784824,184452364,138990000,44997000,198616347
29,3886650.exe,6352197,407897080,83989159,2069595,26030,732430,14478,89465,393422924,760881,379760621,767853,86719,16540850,827841133,126306,397181377,1799,79971095,642,112692,244317,1499426383,223759322,195402000,28057000,238055218
