,file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
0,1051415.exe,10090333,356613653,180179838,2675705,418463,4864006,605098,932592,204651051,2946634,213317970,2823199,3852587,23905461,703236300,485154,366741278,36431,190140907,3231,19016,30638,1154886975,216795661,202344000,13954000,267662908
0,1051839.exe,3721219,133962192,68589318,1279482,134235,1185991,405797,707629,75843081,512873,79042404,520011,907149,7607865,221221772,50364,110348818,14045,52379099,1878,8274,9653,420819312,91526933,85042000,6074000,153949102
1,1252905.exe,5699991,119198870,61523505,1229971,333200,2325933,237196,506428,92329721,511079,85688486,546944,2105453,9838257,272906938,186958,105126230,42877,53055486,4216,6181,19619,360501779,74282882,66976000,6997000,88705826
1,1384707.exe,3429725,144511134,71096130,1165615,143351,1313475,358448,540538,75313384,516979,75526020,567317,1312512,8205445,255211205,71576,106335646,17029,54987181,3528,2757,8632,479850045,68983477,57719000,10946000,83120343
2,1415787.exe,2919289,144231452,68062188,1163964,140911,1407559,261060,446586,72225003,583523,71579601,682565,1441155,10492663,240266474,106999,118810350,13258,66791271,2729,4705,8653,484411729,65135472,52656000,12151000,79426629
3,1455001.exe,2555014,138442809,63754555,1223415,143610,1355998,243134,446748,71771578,652192,71773104,829124,1465446,10335198,236886152,60813,131738955,8830,69809687,2441,5026,9999,499886591,63635878,58293000,5025000,77995830
4,1459579.exe,2486702,136022382,63250329,1347331,151351,1237714,160414,291103,72607870,970990,71636918,936064,1047962,7622660,237012858,31197,127636199,7557,68769394,1786,4054,9054,494113552,63746035,62376000,1006000,78019119
5,1537646.exe,3546826,142963315,69142986,1341403,122761,1368312,328154,514711,78737737,921133,77589118,950479,1507195,10394424,251621711,80470,103532166,16214,55513207,2862,5400,8361,465423822,67918296,61579000,6057000,81976591
6,1540819.exe,2438701,136734590,63699595,1187116,164324,1348720,220823,413648,75413931,873467,75224190,909290,1323856,9410354,240497035,53303,134563455,9502,72979385,2170,2440,9263,494444066,64519128,60193000,4012000,78906796
7,1559825.exe,3427058,142196072,69789833,1180714,149509,1309591,352806,705828,76002559,557250,75493418,611875,1303997,8489366,250586037,75789,104528560,13692,58932208,2841,2450,7751,484213392,67730290,60354000,6925000,82229791
2,1764918.exe,3348418,140665478,69425335,1149142,162488,1265109,390242,807255,78172948,506747,77346643,567598,1411798,8241174,258004217,75150,104197608,14794,53591020,3327,6388,10358,458268133,69173626,60989000,7869000,83621903
8,1982367.exe,29477744,257719297,83665615,5586366,2606467,14575243,539053,978405,194697360,17781379,197317258,17827047,14317296,68519532,1779820078,2216195,271719167,96536,86142386,5469,45185,38911,822464736,481933877,468539000,13014000,496370088
9,2155531.exe,2458870,138210765,64654959,1232374,162426,1375668,266017,738857,71259164,614784,70763502,757669,1456244,11252658,239849653,73228,125985337,9073,69316876,2486,3178,8445,487516924,64677657,59419000,4951000,79003662
10,2186654.exe,3450647,309447767,161598079,2043797,289676,2309513,123948,394211,220526474,1038036,223877557,977936,888386,7913060,464954545,31772,350257146,14539,182917592,2656,6864,36183,980436676,125895020,119485000,5974000,140173516
11,2322404.exe,13850495,174135534,72710311,3162258,1466765,7266594,504884,909101,113419884,5566533,112624432,5606458,8260104,34780097,848211452,1083703,175253557,119418,83880370,4855,11510,33875,606450567,230150103,218845000,10992000,244471680
12,2327051.exe,2730120,127384662,59571253,1291307,260821,1344160,272009,524656,78638479,990805,75194122,1033203,2319073,11996963,243011938,168302,126343412,24300,68985147,2520,6512,10613,467485494,66003406,57779000,7969000,80472693
3,2418910.exe,4211514,105233396,61201848,1184994,134769,1275055,183390,557380,96785098,511661,91606354,545152,1112665,8197155,243687090,72874,89121241,17237,55770837,2609,6793,10349,430635638,65596432,59166000,6016000,79938376
13,2434389.exe,3925562,134701820,66450069,1130112,274400,1270254,278300,674649,83862238,568466,79403093,597316,1624959,8876191,261159748,178407,100465303,31794,48556214,3034,5247,15585,421766414,70350628,59019000,11003000,84683531
14,2563628.exe,3070732,349638073,181039526,1992204,331219,1720452,295207,611559,201729900,1283625,201255683,1383694,2408261,13730395,499838991,247682,332994561,36602,183859724,3224,10251,21013,1087459938,134749608,128415000,6019000,149115683
15,2568363.exe,2743583,141892410,66562131,1159452,138460,1383734,273815,798066,71802332,591539,71242322,697578,1464710,11227968,242926303,78961,121797716,10550,68836349,2485,4671,9273,486249238,64396299,59942000,3996000,78834782
16,269896.exe,2916500,143736811,67718158,1148990,141761,1396688,293425,752900,73109443,603973,72625091,708233,1379790,10769714,241648186,81673,120387702,11661,67874784,2687,4866,6642,487073717,65348040,61052000,4003000,79740472
17,2825005.exe,3960650,141424442,68932645,1141032,155781,1245455,229078,549514,80095540,494293,76868419,540637,1277774,9055714,249362756,87125,101705437,12616,56636628,3073,5889,10008,472150620,67801124,60391000,7045000,82220361
18,2864602.exe,3114059,141719643,68824225,1142848,161175,1319677,318974,484827,73415622,563727,72876667,630412,1332156,9336273,243910002,82147,113299879,13112,64251596,2638,3040,8974,482617648,66330035,57858000,7980000,80528837
4,286469.exe,3368020,135634080,67766945,1180352,237867,1279358,299421,583547,92057051,766328,84636954,845898,1749776,10283967,257324636,157251,100138398,24612,51737517,2521,5450,12828,448019555,69550056,63106000,6010000,83843637
19,3048276.exe,4273105,133504367,65557030,1162077,264606,1265744,273470,667445,86863134,584725,81325209,606668,1492737,8840640,261205115,151410,99769842,36192,48380249,3087,10272,14590,415888602,71046598,61769000,8966000,85488837
20,3079156.exe,3311594,142608415,69936929,1095075,176704,1311120,248949,466929,70562838,515959,71493025,586367,1406126,9272013,248594689,81496,114378649,12758,64948520,3120,4534,8630,486451462,66846925,57508000,8923000,81199503
5,3097002.exe,4350816,122927682,63571087,1227160,332011,1690354,223241,521416,92406411,613719,86140062,614592,1877302,9172446,269538872,166843,102833307,37006,50201683,3235,5710,18306,370782544,73007963,66722000,5975000,87364932
21,3101111.exe,3322847,303088361,158678701,1606669,243630,1973497,116523,348647,222019156,804218,219897745,847742,1046654,8238890,446622539,32338,339417963,14124,179676801,1966,8625,29902,955559953,120611230,119361000,1003000,135006699
22,3183555.exe,4239160,303869150,160328600,1643317,210188,1803679,116877,359601,215095309,847326,213238748,884446,1129171,8601732,443598875,33378,341908262,17400,178186595,1875,5443,26762,943300935,119935947,111709000,7908000,134489046
23,3432335.exe,4642616,112181620,56279813,1419903,323835,1750275,234688,474968,95935399,553105,89195740,573358,2302346,9929996,274149146,151316,107731864,50961,52869986,3636,15026,24383,357655628,74494939,67266000,6924000,88742273
24,3653114.exe,4718702,117718847,59721644,1216924,287462,1678294,237984,567960,85348436,565761,82280629,588302,2176713,9509665,274659870,151323,106218388,49845,51628672,3438,7078,18283,365493724,74483580,67131000,7013000,88663198
6,384742.exe,3498978,113327651,72797100,1147153,168135,1136373,178206,494797,115015182,542594,103556552,559482,1171277,8080001,261633832,83809,90889461,14519,55041853,2531,8613,13543,463483423,70719228,66393000,4023000,85019539
25,3896913.exe,3136809,143655832,70925733,1147114,168934,1378576,271131,574107,73129056,600302,72769535,690903,1267966,9496852,245227566,73306,115749714,10615,66548063,2441,4199,8786,491836386,66411452,61949000,3996000,80708273
26,3900160.exe,4537055,108473923,57764483,1206304,300214,1377400,240715,485725,97941875,545423,89637635,558661,2601521,10467470,278963371,178024,106687169,44717,54408073,3235,10012,19409,371967705,75527238,69221000,6019000,89732574
27,3977915.exe,3003847,327313905,168899555,1925964,252771,2026883,185698,452048,196581635,1499174,208350087,1361238,1644741,10632971,476885614,78057,347940230,34520,181097498,2536,11914,21732,1012539188,128628805,123201000,5008000,142917493
28,4033232.exe,3602504,331349108,171044821,1926487,352080,2756270,265052,635292,208503313,1106047,208344502,1208258,1638399,12613754,493807555,96133,344663647,16312,188179570,2656,9348,23484,1055808892,133922888,127420000,5972000,148460990
