,file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
0,1103772.exe,7795526,223413088,125878463,4058521,1230208,2785441,790117,1797055,131340034,878383,131478848,850462,8474819,18338451,643687632,766897,215622809,216203,134407615,12767,106400,66608,878900169,203118335,180601000,22073000,266376758
0,1155269.exe,5547598,406520742,219575069,3579124,1166025,2809029,1684525,7226414,234556701,1273201,233679154,1151261,8641348,24451116,786973388,805375,394328273,231761,220045629,7649,106577,64992,1291669753,233550540,205956000,26994000,279402583
1,1172017.exe,8194837,198361663,100992699,2800529,2029582,4725290,1058477,1158273,115977546,1173612,110073288,1345303,11207146,22879057,688256389,1121180,169872699,90175,101856641,12640,48933,42700,733440368,185673603,163437000,21924000,200165879
2,1265468.exe,9512583,413698505,233414657,4055432,1356812,2806374,1065569,1219092,306643926,975431,312609608,1029046,7450027,18010425,896634788,711850,447154312,283279,230533990,12760,27474,93138,1357705686,241380860,219864000,21082000,255704427
1,1346726.exe,7370417,389873992,210211082,3190342,1500564,2952619,1519314,2568479,246915055,1551488,250013351,1402748,8473924,20268397,802390294,1086133,386035367,160677,202989583,7206,107142,50473,1205233065,215810385,202390000,12960000,230290306
3,145020.exe,8967356,162281037,81369274,3921747,1803053,3526383,1612648,2809440,152646814,1592187,147438158,1368222,9125539,24447811,755754023,925578,207196931,60065,103634621,9618,100915,86443,657666904,176780574,162319000,14027000,190912389
4,1482288.exe,8684855,154764373,81519880,2439553,1519627,2711768,1178263,2039824,131998821,825408,130726819,801336,8157615,19723046,634959172,886371,159781261,66370,75237916,7363,215311,40333,521265599,171092168,159784000,10985000,185533032
2,1558669.exe,5867581,189050103,94724474,2168785,1329831,2983866,618474,1352830,105771703,1557568,102715427,1383988,9130030,20935572,597397704,948874,159475204,153440,89544084,4952,39197,23112,669914965,161546943,148087000,13007000,175747382
5,1881529.exe,5895609,375233872,203711625,2978610,1335941,3446778,497681,1030434,242785181,1473670,249810954,1313634,7653190,18274498,769665505,650754,413320713,60925,224061413,6425,19797,63759,1240951114,207074161,195787000,10988000,221384346
6,1892033.exe,7587668,223847956,119982226,3645129,1371523,2978124,1387885,2662126,133226381,911845,144438213,966065,8914485,20260489,674004255,770664,237430516,117595,139308914,14529,96816,102277,872853102,182136018,154831000,26970000,196173505
3,1992578.exe,5957539,181903380,98503625,2246229,958750,2419301,639244,2808748,109057272,1101909,107942307,958232,7806387,20507950,531702959,801580,143104548,144697,81773653,6820,117568,36920,619956059,143947466,129614000,13958000,157927616
