,file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
0,1091584.exe,352693,315982449,105077531,1503530,20319,126219,292111,336601,192758807,1030939,196321207,1058533,502735,2543421,540104187,18802,316726124,9494,108259120,2088,4596,2512,1619158314,149866674,143247000,6052000,199693922
1,1680187.exe,388687,302543990,103423152,1844753,22145,145655,139823,188423,207623651,1119888,207626503,1119476,175024,2146478,549380570,19046,308360552,12875,104945946,2081,10316,10064,1435094322,150086179,146654000,3013000,164379941
2,1723554.exe,348482,206506055,5161256,1588678,16789,125783,141026,180633,310044773,1644761,308988295,1641005,193732,1916743,499126336,22765,207979801,11025,3679568,4048,13179,32365,1044249201,135643142,128249000,6959000,149808345
3,1727828.exe,20555201,406750342,232869850,22528612,172885,434549,7331521,7585507,354119843,508618,357473828,509134,27663623,41096572,1180059659,787177,413963570,532891,230709793,98768,318508,315277,2038601312,320366041,118982000,200969000,334723161
4,176146.exe,334433,302558356,102979783,1710307,24229,151104,10697,59370,209174288,1121360,209139935,1126092,100155,2131499,559342478,15373,309968770,1252,103568197,1107,4527,2520,1339673028,151489830,151080000,0,165996478
5,1910626.exe,357696,308888893,103958348,1848808,17254,124632,814928,905321,213457407,1110466,213610771,1120400,434236,2918802,551783704,15503,314394564,1373,104691573,2080,4675,2373,1465580767,149296844,142959000,5998000,163798806
6,1953417.exe,254829,209636489,4386023,1064828,12623,95587,375463,78366,216051326,1122487,215978115,1110442,242311,1794111,367228582,11727,210251162,2705,2857055,2082,3197,999,1506595473,99567985,94260000,4961000,113765741
7,2004438.exe,447474,308919495,103186603,1573342,16662,132602,183087,64271,210244146,1131410,208535527,1145561,325124,2817057,607613119,23269,311301664,1549,105549390,2086,5261,3777,1364368298,163283478,158931000,3998000,177759171
8,202443.exe,348998,301027294,101002232,1613267,20736,144421,13251,60395,208262481,1118639,207936149,1117588,50401,2098352,560547993,14849,308617311,1100,103221354,1110,3791,2256,1336950261,152173232,149731000,1996000,166473470
9,2046266.exe,1604020,348521817,128445571,5211724,36937,561182,289740,53043,212668647,1135096,212681743,1128178,327027,2391144,531756068,18386,311321439,1412,104953300,2083,11412,21373,1579806351,143977126,138631000,4986000,158235588
10,2084242.exe,360338,308477450,104544994,1754352,16609,123985,1012318,1514584,206733936,1117912,208774624,1122490,346632,2514730,545477590,14188,312357673,2984,105964666,2086,4441,2085,1466877388,147521856,141236000,5967000,162022513
0,2307838.exe,13514796,210023892,104363991,1172904,282950,533479,379649,457131,187401323,97987,189739092,92808,7248183,27159045,337396319,200765,209540051,20834,108188273,2084,2895,1724,1288821802,115316466,108743000,6041000,164738033
11,2337463.exe,392367,330162994,110774534,1262258,22686,122327,757291,801930,202026873,1010261,201803738,1006983,1099219,2472031,396437034,19560,315759838,29438,112483934,5993,8971,3972,1572483190,107147394,97849000,8986000,121458975
1,2409014.exe,452724,317083936,11747365,1581372,28933,187445,599438,317064,509259972,1338368,518102489,1341593,544483,2767590,561051786,16080,325166354,1321,8215207,2520,4220,2595,1795099807,151231496,145795000,4993000,165663172
2,2451062.exe,364187,309998241,104167075,1789800,20596,141751,728766,986336,309788851,1126627,313279617,1130764,534140,3205820,571469241,17373,315631999,1263,105482234,2087,3380,1793,1690759533,154170507,150841000,3016000,168523832
3,2516802.exe,343508,320139570,107266805,1828275,14870,131126,609389,696940,204293980,1063978,204969565,1068737,1030525,3885549,608641482,42015,312356897,8648,108446626,4042,4379,1976,1306240806,164775449,154379000,9959000,179202591
12,2534515.exe,403437,317032583,10124131,1150809,18306,148334,497549,239211,413285390,1326605,421699672,1341855,407753,2034883,379878452,13274,325243550,1038,9086795,2521,3225,2194,1505502587,103045364,96732000,5922000,117468252
4,2538223.exe,373499,303235833,101933282,1848375,18724,143068,12291,65512,513729354,1130360,514402874,1136383,111974,2416159,634937078,17289,308632775,1605,103006392,1111,5175,2703,2350268763,171801844,168325000,3005000,186123087
5,2838507.exe,247140,212775261,4354503,1240289,12725,86957,896074,1334609,213362057,1113670,216296743,1122466,364912,1859780,289491068,9509,214788812,2732,2756131,2082,3028,1227,1087811216,78733647,71453000,6946000,93219980
13,2970400.exe,474083,1016317713,805789951,2739725,21437,201152,145594,173304,613685067,1374441,612322605,1379363,238987,4019617,1005537394,30740,1014535614,5252,811112378,2802,7094,20935,3580801304,274499312,269077000,5001000,288771958
