,file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
0,1091584.exe,514457,313611923,105732587,1567201,19689,148290,92033,256945,199499123,1088211,201506837,1091241,396001,2798633,535774734,22965,306151311,23053,106451935,2087,7712,14727,1591966180,174395013,162864000,10990000,239001089
1,1680187.exe,388456,300298455,103028227,1601142,15356,125654,140437,186514,207667643,1125848,207579636,1125051,183420,1993499,548954690,19791,306115105,12890,104540776,2081,6582,7007,1435074592,147834492,140466000,6973000,162068803
2,1723554.exe,321188,205700824,5170017,1533133,17485,133915,144056,184323,310559539,1631016,310863386,1646036,219160,1986726,503197936,24749,209357843,11178,3652850,4047,7202,33207,1046325951,135632975,132308000,3007000,149935778
0,1727828.exe,21151768,413988955,232520523,18713168,170849,429697,6997498,7474032,355885452,461124,352578834,463463,27433844,40319874,1172838414,752244,418396077,517130,238749390,98766,108330,483035,2131920627,345651002,128462000,216780000,398743519
3,176146.exe,284384,303980524,102390131,1487059,18290,130735,9745,61096,208613765,1119060,208541521,1117897,74729,2017944,558005838,15623,309741834,1281,103642508,1107,4906,2573,1342750800,150415141,147165000,3003000,164779069
4,1910626.exe,363848,308928303,103728679,1758796,15752,123606,633196,1047179,211780707,1111545,212810612,1120657,501748,3017582,555204514,16613,315918611,1478,105300193,2081,4478,2672,1472511327,149322129,144989000,3999000,163644902
5,1953417.exe,271827,209522881,4710685,1078629,15817,101768,465339,175680,213256145,1115972,214849807,1119212,274220,1881624,370016335,12110,212211484,2670,3060853,2085,3538,1786,1502826457,100312595,95961000,3998000,114649800
6,2004438.exe,314372,308796629,103161430,1520375,17749,128463,468415,168155,208317553,1139691,207725012,1137821,336196,2612406,603700679,19632,311312732,1317,104646524,2088,3775,1695,1364832444,162800499,161483000,1003000,177057280
7,202443.exe,316759,304373210,102180410,1669069,19212,132974,9934,57644,207840178,1116388,207797570,1115086,61796,2010915,560318247,14544,308568023,1253,103796642,1111,4513,2726,1337367363,151618983,149345000,2004000,165944886
1,2046266.exe,340622,307773179,103518991,1455073,18973,126151,207487,58960,212284487,1138835,212261096,1131371,285390,2430591,530638478,17845,311005319,1441,104464660,2084,3789,2213,1471436575,143392851,139118000,4003000,157845386
2,2084242.exe,371689,308387878,104868433,1704521,17043,126857,989732,1497460,207294676,1119442,209139380,1124232,363333,2529755,546610045,15412,312067623,3178,105890357,2084,4564,2667,1466413761,147324037,143002000,4000000,161674529
8,2307838.exe,13456059,210809100,104717802,1053034,186345,518148,228341,46821,210854684,72675,202408400,68425,7248325,28082989,347487213,201818,208338576,15425,107388506,2086,2257,1274,1294777420,93755970,89344000,3970000,108046114
9,2337463.exe,397446,329653792,110718302,1213709,26986,129122,783344,822335,200626526,1001208,201163575,1000796,1119720,2429664,398882947,19453,316263684,28918,112800964,5994,4440,2872,1578587923,107642262,95400000,11925000,121980578
10,2409014.exe,459277,315935600,11483731,1556888,24027,183357,505427,239081,514413224,1326266,520628993,1333899,441331,2588329,560163744,15614,324417569,1298,7768728,2519,4029,2901,1794043374,151523001,147284000,3980000,165782306
11,2451062.exe,362209,309407438,103935620,1745430,22107,140268,756583,988141,310676983,1133513,313359194,1139861,544908,3287544,572587494,19152,315051665,1298,105435883,2085,3555,1494,1687151168,153716571,148373000,5012000,167958778
12,2516802.exe,340840,320258149,107273804,1847461,18246,138552,655953,725166,205262190,1089395,205226756,1085356,1141413,4030513,610330206,41857,312246531,8458,108244868,4042,4377,2466,1304387108,164510635,155167000,9009000,178752535
13,2534515.exe,359877,321065471,10788471,1222091,26295,127229,621931,563890,381611036,1250182,402868501,1290667,575635,2269248,379606654,11457,332901369,921,8324043,2521,3159,2240,1514937903,106464809,102141000,4005000,120710567
14,2538223.exe,362356,301461630,101324922,1640215,16481,129184,15000,67288,514152514,1131368,514453918,1127422,126522,2283461,634037681,16696,307197408,1630,102676984,1112,5067,2471,2344814558,170930440,167566000,3010000,185289670
3,2838507.exe,314045,214359136,3712077,1187958,13222,90636,586324,1545461,203569934,1079226,210633936,1100286,373573,1816075,291457364,10456,215727354,2825,2936800,2082,3035,1965,1078754817,79663749,75242000,4012000,94050202
15,2970400.exe,449879,1016280974,805649484,2647256,19739,193350,169403,185222,607341202,1380786,606690963,1376363,372869,3885920,1006403935,29109,1020003742,5298,817985305,2804,7485,20816,3584806926,272257356,267779000,3996000,286555678
16,2992391.exe,278793,300640114,102539679,1485318,14498,119058,75827,123073,206381274,1111111,205184924,1110810,169971,2127520,527086026,17981,304190129,6874,103459608,1110,4218,5652,1538058984,142577552,140227000,2003000,157047410
17,3079464.exe,290582,303721651,102545469,1504384,16178,127052,14137,55632,206091370,1108107,207142569,1111246,56620,2013691,541024575,14368,309901918,1401,103140416,1111,4682,2852,1545835728,149272048,145963000,2999000,163380082
18,3229339.exe,262387,212285702,104979500,1342249,15328,98378,761466,829897,312993295,1086229,318517084,1086911,757793,2865787,376355461,13590,213346911,1184,107434900,2082,3134,936,1632306272,99583116,93196000,5948000,113841057
19,3370629.exe,362606,308110267,104521681,1830561,20015,144052,330776,63238,211370619,1141129,211479067,1140680,128986,2322197,590100042,15192,314074964,2611,105998645,2086,3484,1828,1264449683,159222347,152877000,5995000,173602429
20,3372074.exe,257719,314730364,104686745,1115529,17814,109791,314792,38433,216326120,1121368,216963956,1124565,298539,1920181,369605249,14686,316643454,1105,106126990,2089,3640,1111,1511647847,99893441,93529000,5969000,114083080
21,3375350.exe,906609,910902422,606056903,3069433,20608,224922,317300,384670,617547643,1401790,617359233,1401037,393758,4313853,1117312142,34136,917523640,18370,612018794,6427,12224,54264,3270477754,301876965,289556000,11981000,316162183
22,3385679.exe,53205645,476600986,238136870,2063952,579178,1274644,4010578,10875017,394511457,156999,400426332,158503,40087690,109517876,860061921,430963,460377392,691434,234414231,5997,15515,11001,1984187190,232028061,221726000,9987000,246242928
23,3422843.exe,713843,1622147328,1116332072,3040192,36761,270090,697298,774593,599390966,1413764,607400225,1417055,729471,5406535,1281267199,39204,1633759293,3244,1122955800,2956,9635,6228,4611347688,345014598,341518000,3004000,359478163
