,file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
0,1061805.exe,120132,28939626,13577578,537525,10480,62703,168720,132120,19399558,29357,21445812,37040,101070,830309,45592931,5547,33054480,543,15509791,525,1376,860,105010854,32849528,25526000,6617000,95520183
1,1094941.exe,49575,70956648,35902922,452249,10021,59659,4843,10851,51144862,22313,50223260,21650,12373,386050,85262522,2663,79368959,215,40705870,129,928,4494,228999725,26453092,25173000,1006000,40702443
2,1133411.exe,102980,81352745,39680956,555867,10371,67180,5169,21673,54787520,33228,54600582,27053,62165,580196,97464884,2959,90055970,289,46686367,517,817,2588,259101450,25924325,22675000,2957000,40290100
3,1141022.exe,291979,10310147,10486027,557477,14575,56339,958,5518,29151319,12723,29105500,11008,10909,234816,49786414,2894,38556062,301,19083622,133,2294,3269,105611273,13483111,9451000,3780000,27447408
4,1165956.exe,82590,70163497,35634248,585118,14421,71261,1540,9101,49009295,18493,49091725,17374,11816,319014,85670735,2294,80681731,186,41206240,128,852,1545,232967431,23313176,22021000,1000000,37588631
5,1344769.exe,83594,70332237,35666206,524086,12059,66973,1566,8946,49976621,17305,50067809,18344,20627,353849,87334806,2734,82152717,284,41950691,128,724,3064,236113327,23222445,20833000,1984000,37478805
6,1370229.exe,401772,11182868,9402269,412976,10682,42468,1810,6508,21239799,9928,19519478,18499,33325,314023,36277088,3442,24433396,1109,194563,135,<not counted>,<not counted>,<not counted>,10146187,9866000,0,24459357
7,1435015.exe,359268,10776212,10140050,602798,12690,67714,28804,23013,23079073,12761,23824193,19644,30414,588739,46874939,4604,35187698,972,20625559,588,3625,5414,85801584,13015796,11702000,975000,27364464
8,1769104.exe,79503,70543820,35802086,492487,11610,62641,1523,14676,49419115,21648,49596907,21944,19119,373402,87064549,2356,81027271,189,41408155,128,649,2009,233359832,23351037,22037000,1001000,37595167
9,1979579.exe,55687,72462561,35646109,514161,11221,63224,1573,14018,49210426,22978,49518812,24831,35777,396208,87444591,2696,80770242,210,41249755,129,892,1595,233733688,23440427,20995000,1999000,37619539
10,1997948.exe,86579,81329585,39424131,577677,10876,69117,5467,18611,54822934,24402,54591023,23009,34863,487033,95702962,2784,89802151,247,46369806,517,957,3717,256976195,26084969,25735000,0,40464457
11,2059363.exe,370120,11303928,7224365,598514,14025,57829,2494,13670,27048203,13217,27063075,18494,22196,857025,49250867,3103,29043524,338,13052882,525,2532,3392,91904095,13553847,12173000,1014000,27875656
12,2061586.exe,80664,72058424,36984195,494453,10695,61613,3633,15452,48708925,24145,49081403,21102,23924,374530,86484381,2535,80878082,204,41163555,130,666,2955,231566309,24777105,22500000,1956000,38992457
13,2203032.exe,202368,8174634,6045643,590011,13298,51350,894,5896,22025042,8257,22055569,16279,29155,332265,39498944,3089,28471118,618,11296021,330,7208,3372,4245307,10904972,10636000,0,25144608
14,2203602.exe,45860,74984004,36507895,495189,10747,63200,3928,9821,49471387,18992,49775374,18309,12096,339313,89269455,2534,81606683,192,41686365,128,885,5056,234601581,23985006,23698000,0,38189474
15,2207605.exe,525219,9437765,7517828,598696,10860,46206,2665,9866,22750967,11180,22519949,17464,50180,411559,40040529,3307,28295221,574,4028074,524,3521,<not counted>,<not counted>,11132860,9894000,989000,25248773
16,2213898.exe,106587,77219745,39480891,481278,10702,64066,3860,14623,54814797,23062,54665698,20600,23864,432412,95754809,2583,89275062,211,46420690,327,947,3673,257380429,25670959,23325000,2028000,39836236
17,2231071.exe,45115,74271469,35982248,492879,11177,63535,1603,9375,49073553,17906,49325537,16419,11053,333530,89215467,2374,81273830,194,41478927,129,866,3531,233589113,23922629,22618000,1028000,38094883
0,2366368.exe,136373,83561468,42466832,700807,11422,77319,153135,215124,50276962,44288,59406600,103666,125155,1787169,103332424,8136,81731054,732,41401566,517,2708,3409,239567757,55180161,51686000,2981000,111612756
18,237541.exe,218840,8639685,8254118,443107,12056,44626,663,4728,20632004,8497,19551802,16875,24072,292409,36459899,3343,26133252,812,2819280,137,<not counted>,<not counted>,<not counted>,10142112,9871000,0,24140654
19,2407087.exe,57408,71997039,35669778,504433,12088,65310,1592,10047,49127697,17307,49088482,18478,12390,339208,86546995,2302,80904260,190,41367410,128,960,1915,233428088,23429795,22113000,1005000,37582705
20,2481996.exe,67872,80088499,39001455,502828,11708,63535,1884,12428,55020450,23720,55056955,22302,19976,448756,97216554,2822,90036201,209,46800182,326,947,5192,260051870,25781887,25512000,0,40009835
1,2591738.exe,290056,8744312,8604303,412068,11782,44235,703,4820,21378569,9048,20283934,16630,25140,291520,38733286,3183,27304972,741,2056822,134,<not counted>,<not counted>,<not counted>,10386916,9146000,1016000,24482546
2,2736242.exe,158162,5742259,6627797,472069,12766,46832,1761,7549,21308094,13217,21367171,20161,42266,346716,38530159,3249,28180149,810,8499674,136,<not counted>,<not counted>,<not counted>,10396668,9138000,1015000,24530599
21,2745547.exe,44804,74794701,35979623,491319,11552,63673,1695,9977,49355866,18498,49314025,18133,12583,337150,86126494,2361,80330373,188,41231954,128,853,3352,233105499,23496868,22204000,1009000,37688701
22,2774509.exe,101292,83633617,39837498,502671,10198,67889,7728,14878,55385596,22309,55302973,19748,19399,489803,98838441,2780,91736412,256,47566910,520,768,5894,264589501,26864818,23637000,2954000,41046625
3,2780834.exe,79308,77882039,40121087,501195,11900,65042,1947,11646,53365460,18918,53271901,18199,14882,413715,93566417,2463,87268885,215,45360272,325,742,5299,252738993,25353291,23069000,2006000,39513347
23,2832245.exe,125871,75357081,40504023,493216,10908,64396,4092,15202,53143172,24049,53151781,24412,42938,462619,93385149,2997,86814737,243,44935724,324,1039,5021,249434047,25284121,23036000,2003000,39508930
24,2847173.exe,143446,4639884,4968344,494181,11473,48861,1686,3979,21590507,9097,21652529,16133,23421,282355,39926508,3144,29814443,633,12912638,132,<not counted>,<not counted>,<not counted>,10481648,9185000,1020000,24579864
4,2913642.exe,281705,9181831,7280557,551417,11754,47289,1509,6214,22116918,9099,22086521,17054,31403,347643,38989451,2982,27789719,516,7264556,327,<not counted>,<not counted>,<not counted>,10886652,8672000,1927000,24989841
25,3184306.exe,84137,77731161,39827029,456119,11422,63514,2065,12642,53966809,20057,53765931,19245,16847,408048,94073721,2492,87811109,204,45400401,325,684,4754,252425562,25505210,22363000,2917000,39926162
26,3187447.exe,265122,8583324,8528341,442240,11833,45826,697,4608,20801513,8280,19644057,17288,25110,292152,36938891,3193,26060562,766,2902354,133,<not counted>,<not counted>,<not counted>,10277381,9012000,1001000,24346971
27,3234095.exe,65547,79104990,39396276,469052,11087,63788,1695,12649,53392388,18558,53229268,18037,15168,396688,93301245,2503,87316019,205,45294791,325,903,4119,251252103,25279816,25046000,0,39620609
28,3235338.exe,65417,80674275,39818415,499253,11305,64809,1825,11625,54167577,19931,54149594,19191,14674,401179,95083211,2529,89112993,210,46245919,322,810,5219,256935254,25459891,24249000,1010000,39722263
5,3236787.exe,73495,80642897,40003694,485687,11619,63226,1988,12109,54485352,19513,54431687,18560,15027,413245,96106424,2506,89165170,209,46145668,324,803,5124,256732178,25785088,23537000,1961000,40088153
29,3270012.exe,77854,80522306,40009971,490785,11632,64902,1785,12827,54213331,20444,54183628,19591,26122,452797,95139125,2777,89454720,244,46497448,322,1128,4808,258271464,25673277,23449000,1954000,39893041
6,3477485.exe,45851,72510860,36727025,504321,11820,64591,3793,8926,49995806,16624,49955787,15907,11401,354004,87774883,2371,80823244,206,41240982,128,764,3643,232161203,24301526,23052000,1002000,38402939
7,3521600.exe,246809,7879577,8423103,434566,11905,45145,693,4396,21420494,7171,20832673,16308,24250,295685,38610108,3170,27392043,666,3108046,135,<not counted>,<not counted>,<not counted>,10477698,8171000,2042000,24568093
30,3523845.exe,56777,1925160,1456170,170664,6925,28569,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,227,<not counted>,<not counted>,<not counted>,2515022,747000,1494000,16408028
31,3627289.exe,83881,78399963,40026041,470695,10478,66171,5558,11095,52173064,24813,52674736,21545,25184,437712,94260858,2876,87549076,207,45322406,324,935,4627,251320714,25500177,24215000,1008000,39855476
32,375888.exe,456444,13428642,9713309,394912,11648,42677,721,4737,20794249,8574,19221994,18009,25142,313328,35801246,3500,23512003,1398,580715,133,<not counted>,<not counted>,<not counted>,10075881,8847000,983000,24412196
33,3863251.exe,67801,74417089,34168915,554893,11786,65187,1659,10877,51023774,20763,50980518,20387,26051,412396,89327431,2750,83225256,202,43068689,322,787,3407,239617823,23826714,21630000,1966000,37977190
