,file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
0,1103772.exe,8305549,206426179,108475659,3794894,1293363,2628223,1286425,1877756,157666242,1185837,156715260,1148795,7791120,18407472,651537394,728513,221297205,226112,126310465,12769,19382,101891,810878317,198235816,161958000,35770000,262093922
1,1155269.exe,5530694,399721097,214604696,3307329,1168006,2747483,1836459,6782585,251119840,1311448,249740261,1175708,8316656,23644816,783261384,801284,397762868,214470,216503749,7647,51566,65549,1261924605,211861375,195439000,16036000,225810527
2,1172017.exe,7962353,199133808,101198625,2805062,1986676,4700980,1034518,1126806,116396471,1181795,112480413,1331896,11276515,23341091,685181534,1116046,170002613,91818,100854402,12641,54200,30068,730632629,186319343,160931000,24989000,200645557
3,1265468.exe,9720097,431059706,232227594,6703691,1669532,3632902,862005,2933829,323409994,1964779,319910361,1739023,8672557,24328770,1024581933,731612,476852958,296718,268796775,14239,64429,156796,1486649939,247116956,211754000,34959000,261382733
4,1346726.exe,7280356,387580274,209834706,3223769,1471976,2980578,1289239,2294724,252680646,1503661,252832129,1370535,8386046,20072391,800163154,1077262,383542789,148068,200962646,7208,85573,48741,1200567258,216268571,204908000,10995000,230498232
0,145020.exe,8533264,149792714,74986878,2708473,1779603,3532199,641289,1761862,139494114,818181,141505987,795208,6817012,16482628,625944504,841136,183409516,94356,93721768,8144,23612,48608,572405989,198221202,170808000,26969000,272374218
5,1482288.exe,8897549,152491712,80549707,2473723,1561998,2803145,1117682,1990861,131803778,756549,132893813,822851,7781103,19021710,632965301,884751,164058343,67095,77861663,7366,208215,39782,530885471,172001931,160512000,11035000,186407485
6,1558669.exe,5793431,184377954,92296715,2116351,1381385,3182516,566455,1255502,99508371,1368719,99144236,1261169,8913638,20340765,595678276,939142,163522480,137917,92388532,4953,46130,23792,682298567,161696155,153387000,7968000,176230931
7,1881529.exe,5815013,378066631,205775512,3267463,1233326,3321024,425449,1022682,243772454,1053712,242766464,1243467,8085991,19344772,767503750,677210,411400109,57760,226883230,6424,12988,65488,1255623369,208563903,198539000,9024000,222743378
8,1892033.exe,7405366,225911683,121401465,3694904,1367447,2972175,1383800,2629995,133975927,916680,143197902,956776,8988031,20555253,670263482,775764,234757558,115453,138379200,14529,76679,114890,880410780,182615368,153306000,28869000,196685118
9,1992578.exe,5431250,186932397,99731012,2306254,1029621,2758102,490442,2577243,107434149,958056,107087173,885481,7564595,19559114,529801073,793899,155216934,149700,87139749,6822,88286,50743,648140036,142833269,127366000,15043000,157313908
10,1997898.exe,5909708,187285851,101480120,2343709,970346,2420894,488987,1106374,107110069,938328,107065310,1006055,7953561,20185595,531932860,795837,147621110,45800,83079770,6428,86396,40159,640237906,143262428,129820000,12982000,157569814
11,2040953.exe,6778885,381460661,208272957,3234914,1265416,2675381,851490,2600724,256846287,1576033,251913036,1419244,9248138,22728208,793364557,1042201,376784368,228784,202347850,7207,65333,80043,1191161388,214079471,200719000,12981000,228303562
12,2079377.exe,6056880,169618057,83330484,2174809,1419345,3320739,327146,1017429,96367629,1722533,97627731,1600173,7999085,18417527,589480877,852685,183855142,37060,103440007,4736,9506,21089,663193592,158997058,149631000,9038000,173015223
1,2209419.exe,9873928,165659424,89199909,2752470,2112870,3988607,1504309,2173322,148763995,682015,153628042,733026,9393831,21426538,685967446,1174218,207682207,257511,104100068,12588,13228,58456,595788105,185885468,166588000,18953000,200225061
13,2396518.exe,10450039,258105117,148712735,4198736,1926449,4000719,2164088,1962343,132710067,1077491,135134602,1079525,17179837,30333200,804317010,1769623,212777737,526489,134030382,13240,63310,91507,993174047,216467722,196085000,20008000,230909961
14,2417063.exe,8859833,225890798,124626765,4344399,1275361,2422771,1252661,1222442,181672844,1002899,180173505,1129295,9274481,20336633,727658499,928578,236227424,175891,127677480,15451,19695,91713,835120280,196114435,167644000,28108000,210393648
15,2475670.exe,8887982,169765101,85802962,3395656,1556509,3191506,808421,1064866,156184308,1220447,157063198,1087030,8128522,19076618,657255436,870750,210590938,210530,108262411,11210,17399,54792,673155559,177178262,150834000,25971000,191515231
2,2536350.exe,6653060,207052546,105880656,2874112,1294378,2865690,1069607,1062749,107580845,1036916,112736524,1175885,8732361,17854342,591853589,856077,203239959,61123,117771706,9358,14639,58614,777955456,160286341,140958000,18994000,174603277
3,2547962.exe,6330746,136336101,68076350,1997699,1108470,3044180,158376,229740,135004747,754402,134419902,761170,5251004,15165694,557177279,800918,163991955,13740,72967985,3654,6244,15687,492333373,150139001,145759000,4020000,164472576
16,2553709.exe,10526661,185128259,94428255,2729217,1984147,4075070,2036601,2276908,136060740,813817,141794266,849328,10731661,20838455,660798202,1292930,214118536,291511,109945287,10140,49947,47958,693083418,178309314,156818000,21110000,192697851
17,2677632.exe,7390162,266974837,150284070,3653578,1550985,3343240,967070,1628686,189999141,1243994,188246328,1308007,11271356,24546841,755805472,1065225,280534493,323372,164169753,10429,17192,66276,1023876021,204702802,185264000,19027000,219070180
18,2683511.exe,9657913,348415332,181116789,3106511,1788131,4772849,307722,875099,271463934,1045733,271435785,1044967,6891918,21288565,898385603,1080358,412034406,49514,209356868,3450,13109,39235,1142624495,242893679,236518000,6013000,256811113
19,2684432.exe,7911084,353752639,193089583,2591393,1302697,3625638,140185,221579,264116543,986733,263845104,982273,5604042,17621046,803253171,920922,378709115,25931,190196574,3452,13021,26459,1083650534,216631587,212295000,4005000,230895003
20,2736927.exe,7158013,156810624,84356587,2374236,1223695,2477280,851771,3248554,128128427,768094,119743251,865683,7977888,23172848,546069631,845607,143615145,94647,72516958,6626,93108,46261,527367914,147540104,134138000,13013000,162043259
21,2918721.exe,8089045,347067301,185596223,2574319,1437063,4082258,135363,223156,261473480,982689,262262556,984769,5579487,16952332,804938377,892370,400285489,19764,203532470,3452,21937,29237,1097486729,219404571,210950000,7998000,233687650
22,2969923.exe,8243556,198639349,103740881,3513391,1292519,2661022,965146,1095359,164758065,1206366,166652331,1061992,7474912,17231366,655993427,720509,224673989,237354,123874372,12771,18208,114381,782855613,177649977,161268000,16026000,192095385
23,3005234.exe,6745666,144011269,66615351,1857740,1393148,4189755,191829,232760,132744727,797364,134426888,796836,5555557,16068981,575537196,857785,190493917,13585,90322612,3461,14263,9843,572718687,154691354,147288000,7013000,168893405
24,3046173.exe,7806999,166412939,91464661,2500354,1289460,2387841,679078,1788284,121970786,1068019,120335546,1106695,9478600,22091356,622571642,902263,149746987,64384,73791335,7164,202477,33729,582846476,168021452,155535000,12041000,182249592
25,3321447.exe,10855049,493769291,271880902,5028975,2175711,4144899,1910915,2421585,275268315,1164121,278897187,1435294,16700340,29638031,1141080480,1459592,470387863,269983,270765224,14726,44651,97434,1639243000,307706636,291294000,16016000,321994163
26,3467583.exe,5827218,178500403,89425669,2310835,1371149,3597618,346376,517289,100347451,1447797,99817291,1580516,8963926,18936849,595826352,912490,180832489,27091,102137253,5410,12779,40545,704501437,160880681,150472000,9965000,175157110
27,3716781.exe,8534907,197864039,101000639,2469003,1980806,4411558,571568,718179,132836330,712112,143984836,698514,9537155,21469319,683046405,1001371,220741627,227334,123395843,7465,11547,33917,781245628,185289602,172788000,12055000,199533475
28,3730870.exe,6977790,193762753,105482314,2573912,1455977,3024665,773562,631351,114150024,1510684,111745718,1748993,11978034,25150393,686623805,1152978,156840706,170252,85806828,6390,185373,34136,652019677,186081004,170635000,15056000,200372123
29,3856382.exe,6133035,351268453,195043915,2566749,1127293,2786154,137872,228730,260593406,1000404,248726270,1030754,5803008,17065267,801081622,914199,335666878,18379,176977558,3255,13605,22395,1080610671,216334948,206004000,10000000,230320001
30,3872603.exe,6735264,380019964,204031043,2565963,1421187,3177689,179585,904553,248809736,1050224,247467894,1077198,7097164,20013297,849543384,941634,405626009,41360,220306773,3459,11276,40575,1265454587,230572645,222293000,7974000,244848817
4,3902259.exe,10930328,366889927,195259237,3396548,1777421,3837946,1290163,1801764,264603223,1728018,267571124,1549219,9485000,21983614,904318945,983323,415687646,177852,219906724,8335,126433,57175,1178785570,242878787,221491000,20951000,256998903
5,3969157.exe,17383245,382835937,209666927,4389299,3723756,5818677,1063617,1921453,311165242,1174733,308175337,1162030,15371982,31146312,1269403683,1288280,414863995,288387,207216800,11211,538064,88737,1166269815,343816853,326492000,17025000,358034937
31,4039956.exe,8888540,360716925,198104702,3165270,1547329,3189963,478201,1297842,269618005,1354770,269549437,1259340,8382982,20829608,809775441,1170110,382048577,133102,194117453,8179,52128,66577,1098979139,217910275,200493000,16957000,232354914
32,4042441.exe,9835124,143608935,92024353,2601486,1687223,4361996,496044,726446,145872630,975802,147086444,1212358,8242191,22913256,707889880,1082963,147064391,37710,81032468,5688,81904,35706,577328118,194437074,183094000,11005000,208694409
33,4124395.exe,6869400,217094513,118203317,3121404,1044772,2159089,1129083,1801486,147991285,1053064,143439159,1054425,8747615,20946842,626839999,748799,193575311,185592,106872111,9601,15068,50918,762035427,169432233,149070000,20009000,183760434
34,4136556.exe,10235625,208271752,112854409,3504843,2019067,4366956,1579668,1265910,185773336,663407,190000029,743529,11360932,24616583,788864750,900335,259002586,83060,135723525,13167,91116,70854,844885701,212960393,188432000,24055000,227405895
35,4168672.exe,10154561,214103129,112973283,3359333,1954066,3735862,990508,1608459,118141646,1534228,115453962,1336331,14562677,29420194,772618133,1301483,173556284,176400,94053297,9121,223978,61884,702203272,208842344,190354000,18033000,223076350
36,4173136.exe,5948394,226276074,124887494,2882943,1076163,2204983,997862,1534959,120338285,730331,120677462,760472,9925365,21462891,614086082,962463,178875662,254026,102478766,9553,90525,74113,750719599,166520762,147152000,19019000,181015007
37,4198999.exe,6160234,136927150,72267176,1887834,1132413,2972785,153752,224371,133428280,763572,132234624,761432,5515992,15758173,553125036,800118,153210702,18006,67219327,3460,7614,13583,473953557,149977295,143700000,5987000,164128319
38,4232821.exe,9427119,412389170,231676800,4087902,1380082,2903780,1088528,1237626,306230152,963440,311450047,1017727,7424162,18051275,897965492,703095,450299522,270459,231554463,12761,19355,87079,1359997871,241925474,210612000,30943000,256341772
6,4245198.exe,9108638,159295371,77069384,2543634,1745236,3424067,1266886,1586112,123197593,1031128,128841163,997865,10525949,19315892,640076835,994420,194140856,394054,96023976,7946,97017,34661,600264600,177566693,162222000,15020000,191977611
7,438014.exe,8716600,375115744,206432087,3162321,1927889,5178498,389440,1059344,246550287,1728957,249858332,1576869,9396301,24555663,927288023,1042063,406918453,36417,223240900,5692,25643,52335,1225979448,251079706,239760000,10989000,265297625
39,4445432.exe,5501157,197775127,104816211,2148966,969432,2213937,656597,717364,105485932,1134830,103769415,1012324,8097080,19901426,526620678,853261,147243675,116572,83955239,5992,38830,33677,655843332,142586532,128281000,14030000,156796940
40,4514265.exe,8760672,148221129,70075903,2548600,1705891,3916084,476426,1089887,140504741,1063255,141667904,1138174,7789068,18849883,649334898,958615,192530218,63824,88931948,6581,131192,39814,554056799,175625001,163300000,11948000,189964188
41,4549636.exe,9186515,200887514,109202400,3553825,1235806,3118813,813577,1230781,159654213,812404,158354257,820680,7824171,20075541,646579304,834738,214111611,91893,107979139,10869,96074,64131,701670286,175384613,158006000,17000000,189429084
42,4732044.exe,7410079,141676171,74167513,2633722,1366522,2662095,500288,592745,136356289,889459,136061026,1042417,7615356,17746036,563969971,832073,168514183,128192,77912776,8089,30305,76646,523869164,152088797,141839000,9918000,166505639
8,4757111.exe,5394837,186809512,101427962,2387915,986291,2411974,471408,857790,108593811,1003479,107805161,985209,7689490,19573850,527719269,883687,150524267,170856,85259113,7013,39671,34134,641301147,142664027,126163000,16020000,157069044
