,file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
0,1536382.exe,7503983,305999880,175796378,2081970,637614,2745753,770878,1503077,184701335,3887937,185529391,3896532,4053582,14993554,609113127,258447,299757915,306821,171945078,6778,35019,46502,1087223199,190066305,155216000,34047000,257860883
0,1578979.exe,12142655,1062289764,701172403,4558480,356155,4444111,229008,554951,622290002,8964825,624921279,8966047,1790843,23995108,1703030524,353949,1086147135,51804,714868769,1903,124150,46326,3589611912,465000620,428962000,34996000,509532903
1,1605758.exe,5231398,330622568,176439895,1833348,386041,1608049,880909,1812935,186378221,5116810,186996772,5109340,3442234,13043183,623356553,210755,308772399,232569,178886860,6776,21418,18919,1117198906,169631993,158288000,11020000,183910658
2,1627487.exe,8881544,862385632,651254696,3278869,592520,3041049,795035,989973,382394757,6993756,382582842,6990500,4583456,21990701,1295415731,482799,851530811,121713,654773613,6780,23107,14473,2882940950,351309415,339933000,10997000,365668621
3,1734547.exe,14781196,889221654,503797443,3940334,520349,5293651,421549,262047,487835226,6016303,487850826,6051272,3232066,29050948,1434278276,507984,898569387,96344,512654562,4041,113576,52013,2643965421,387266301,351945000,34994000,401755544
4,2002873.exe,14479192,880400449,499083801,4197308,516164,5406098,114971,302281,489137250,6272665,489298895,6270406,2834004,29409831,1439534640,540374,899372634,94211,512524830,4038,111784,107942,2631807327,388559039,358193000,30016000,403039829
5,2049538.exe,5054034,381025780,220024779,1938133,349267,1675417,981318,1687833,177935961,3436897,175922694,3564644,4449342,14134283,663106497,222485,378434287,201385,223600635,5215,8061,8494,1200612701,180334782,167193000,12937000,194565066
6,2134592.exe,6149755,225907602,116643578,1521477,276336,3075420,95015,647557,161897888,3481851,162143966,3492242,1170431,11701213,465476889,140440,246463063,102183,122263931,2577,7951,7683,843672412,125221569,120853000,3995000,139498376
7,2365914.exe,3951085,212981606,140750122,1797154,173055,1334341,536789,908077,203723189,3868963,204255301,3875921,1432813,9389453,481937628,95463,216360774,99599,145383852,2376,6652,12857,1004313939,129695284,124418000,4976000,143896375
8,2505532.exe,4854972,717246856,395360364,3049592,190300,1863328,131885,712728,454483599,4569855,454648934,4568168,990779,11388330,1190259404,190313,740940092,62472,407159928,2573,110940,41477,2277045874,321367261,289056000,32006000,335774285
1,2521075.exe,4221820,245010518,128976473,1482073,207982,1694882,895679,1379333,163535192,3739107,168343678,3794665,1306904,8478753,495055053,73063,259151461,54801,135713615,3261,8208,21281,927034036,133424628,126083000,7004000,147789342
9,2527896.exe,6721843,253719198,136235925,2091612,276698,3019199,567923,1181046,192644654,6746600,193729634,6769954,2493303,14743421,613926453,165692,270990160,196462,145574038,4046,7784,5808,1047025031,166185944,156878000,8993000,180280056
10,2640086.exe,4120970,247994956,125980112,1649387,175111,1418418,748606,1194606,155042818,3271415,157072562,3465934,1512622,9349378,488564320,79600,251630693,93588,129665833,4776,12671,16938,925160221,131813219,122471000,9034000,146079841
2,2653834.exe,6903344,273404082,145540267,1811629,611358,3030645,797352,1110998,157833621,3201582,160767644,3383766,4521747,16082001,592271017,210935,294587970,169880,153743505,5528,7719,7682,996790448,160117355,149779000,9919000,174506792
3,2665250.exe,3916806,229182282,128461408,1506871,175265,1508182,91772,446693,170361687,3934894,170458427,3935898,1011933,8534593,460498903,72886,242913890,61352,130260294,2574,7717,11872,882660408,124717897,117389000,6963000,139100692
4,2701337.exe,5076216,194442912,85403865,1312510,296384,2056361,367093,764568,146651630,2335963,146799266,2338215,1758509,11022591,375158718,146439,212593903,89874,91307837,3601,6971,7025,732708054,102083262,95701000,5981000,116487168
11,3014683.exe,4089486,236681999,158674493,1557910,199701,1508603,544418,849040,216519285,4161334,219244163,4183717,1440122,9229058,516093648,85914,250369523,91555,169088520,2375,5966,10676,1142976214,139455872,134134000,5005000,153841789
12,3018918.exe,12774846,398468034,210108785,3240240,1308396,5043597,466284,645168,204742816,3821200,204864999,3822295,12666966,34388062,883328594,990156,411027443,38707,216580719,6778,28176,45143,1144051103,238812695,230509000,7983000,253275772
