,file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
0,1135633.exe,2013522,198742481,93472814,1705263,191103,1016019,287670,299649,120429939,1490602,119904424,1493669,872706,5426924,312936962,35908,174591569,11957,88939144,2241,8890,13019,703590963,111782879,103196000,8015000,159720710
1,1247568.exe,1984844,527871109,272641858,2308237,112230,792068,83300,163364,323369510,1400014,329091630,1223002,447891,4935920,635473724,24825,540346587,7733,286038622,1824,12394,28902,1615193697,171556533,167141000,4003000,185988576
2,1265407.exe,1703260,134595011,65859404,1235646,146389,670247,109606,169996,130022966,293796,126105833,315218,1130271,6158479,279976937,36933,160980893,14786,70361282,2241,9390,14364,488357435,76007956,67725000,7967000,90181035
3,1290299.exe,2196738,163726033,70558924,1551110,176425,720032,120233,181957,127101626,1432249,126948430,1229615,763433,4429711,313227043,32701,203095176,11858,94257369,2240,6831,11718,618340077,85252053,73934000,10990000,99665524
4,1291495.exe,1878127,39565595,21992997,883555,122055,725325,119934,139288,37162789,556646,36201146,471400,438139,3399698,155703126,10761,40413596,6057,26612531,1868,5112,14889,199361494,41852321,36499000,4932000,56298844
5,1316604.exe,1741622,136816101,65411018,1285135,182445,710450,109094,172647,140552565,287453,133898122,294432,1289273,6120028,289588096,43249,163519725,19253,73408418,2437,7817,18906,503531221,77916812,74602000,2984000,92171373
6,1376560.exe,1736655,131983155,63255388,1255138,162745,674734,106967,170771,134188094,283923,129240418,308565,1183590,6156161,285555519,40593,162696913,15221,71028274,2287,8814,17545,492370579,76673381,66449000,9917000,91079286
7,1407254.exe,1711356,142080467,63249973,1266934,195971,763627,107492,159345,140040370,282044,139725408,289892,959699,5600596,293052564,38423,181128209,16227,75057245,2245,10088,16366,529459266,79083310,71810000,6885000,93435252
8,1442933.exe,1676106,141679558,62006654,1291989,201389,734891,108282,166491,139896581,340736,138548125,353550,1032410,5595530,293082874,39465,181227114,13079,74946708,2438,63677,14871,529401473,78911758,69534000,9069000,93186148
9,1477356.exe,1756240,139449327,62321716,1415788,179304,729606,108568,165915,140693410,268220,138426872,281850,1100661,5811823,291292235,40599,176156622,16559,74204287,2243,11094,16591,522748526,78032272,72721000,4980000,92475880
10,1510302.exe,1778857,135550996,63649098,1277977,162028,699536,109181,167215,135245684,280066,130912157,306210,1204291,6046907,285226471,41407,162638976,16602,71065930,2339,9521,14825,494202461,77058065,68761000,7972000,91124146
11,1545872.exe,1717806,137519294,61794840,1268432,179829,724592,107402,163090,139488919,272921,134358518,283096,1216093,5898364,290832347,41842,171467135,12851,73816306,2241,4479,14574,521779633,78316034,74935000,2997000,92712673
12,1655898.exe,1773021,142830507,62513980,1266685,184424,735100,108853,176605,138533106,330843,136954223,336000,1101099,5692923,290372842,40752,179483545,13506,74760241,2438,8272,11633,530440511,78575175,71131000,7012000,92915446
13,1832846.exe,1470606,145524871,72787855,1150582,85812,768505,85014,160682,122257932,315664,123807796,317698,690533,4632309,268149989,15771,153648882,11175,65457775,1826,6150,6983,487734585,72372519,69024000,3001000,86530302
14,1867433.exe,2252625,175923304,74914633,1498850,190110,786213,107774,164589,117068928,1225253,129652336,909596,765362,3995366,305682070,31266,211550765,11590,92007771,2266,10571,13699,619674478,82822352,79519000,3019000,97191891
