,file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
0,1536382.exe,7389910,309003194,176293145,2287261,612995,2755464,974988,1539443,182685141,3904756,183923219,3917464,4059231,15072184,601822620,260053,300178878,300492,172581153,6777,17177,38955,1099814348,192060406,162171000,29030000,255651557
0,1578979.exe,11923534,1081246067,712352390,4441661,363858,4564361,236041,502284,611515466,8894342,614706034,8936556,1950916,24997832,1700349083,341783,1090216936,45813,722130766,1903,319655,73655,3636111818,488394008,447727000,39886000,549235465
1,1605758.exe,4839227,334804693,177202548,1821625,385645,1631812,915526,1884471,187061435,5055267,184698759,5288137,4051184,13825896,620195076,211563,306042612,234163,178147105,6776,12620,16144,1123383886,167994285,154565000,13047000,182144124
2,1627487.exe,8833867,863965176,652525936,3252898,585885,3033019,834485,1035689,382355132,6986428,382510940,6979828,4591334,22025316,1297944786,485785,849408976,125238,653315893,6779,18402,19153,2881537282,349805941,337465000,12016000,364119275
3,1734547.exe,14626673,886446632,502222607,4015501,545976,5213925,480920,348724,486651748,6045711,487951059,6071387,3364095,28928736,1451573335,507894,902706961,97777,512425737,4040,318401,409748,2641410186,391620033,359139000,32012000,405933437
4,2002873.exe,14267866,888787158,503293842,3997586,514016,5246852,433994,299776,487947891,6036808,488210246,6058215,3266924,29202745,1440161963,502742,899294976,96834,512612835,4037,316593,168696,2645369332,387703146,346398000,40928000,402018592
5,2049538.exe,5019844,382363258,220428003,1814456,353731,1680321,1006238,1703702,182448318,3458834,175388425,3535340,4550936,14157211,664411625,224095,376074614,205965,223499157,5214,12934,9563,1200731384,180040255,170692000,9036000,194372631
6,2134592.exe,6131188,226947565,115934790,1552083,280387,3065922,99760,648964,162145950,3501748,162013768,3500759,1142962,11732505,464516133,138630,245792974,102840,122154679,2576,8843,7697,845882349,125446267,118972000,5998000,139707335
7,2365914.exe,3894118,213238461,140802618,1508063,165617,1330256,548084,882421,202671127,3870228,203099682,3879450,1440688,9249918,479087378,95907,214937688,100116,144019987,2375,8517,12531,996251577,129188942,125831000,3019000,143424756
8,2505532.exe,4494076,727350142,395951540,3090045,183049,1813692,128190,712215,453226809,4715504,453591278,4724203,1094541,11376064,1208398074,194550,738869655,65191,404376063,2575,316005,286969,2288368707,326297667,294934000,30993000,340725626
