,file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
0,1099920.exe,58905,27600388,13422149,506608,11305,61127,16311,23957,17465554,43682,17976489,39562,56266,716224,38845926,5312,30411812,221,15721255,134,899,642,98086578,30041468,27164000,2089000,101668660
1,1141254.exe,204469,9323834,4694126,524801,12785,47316,1420,8231,21828325,8548,21784101,17088,40735,489141,38843625,3427,26745459,447,3058456,524,<not counted>,<not counted>,<not counted>,10755507,9456000,1050000,24943859
2,1164955.exe,224224,6737951,7648084,595231,13883,55760,31944,39197,23531086,16280,23586841,14772,59667,380750,46990650,3399,37310133,1960,17246604,524,4168,5941,87850129,12731285,11378000,1034000,26850390
3,1192925.exe,92046,74535998,34065504,547547,11820,65108,2238,12846,50678714,16294,50769398,19746,38133,444648,90514253,3018,83939999,252,43384875,521,709,2643,240703500,24007116,21749000,1977000,38310575
4,1253138.exe,74974,74248906,35431659,535942,11603,64899,15592,25152,49460139,18423,49440211,16945,27736,355987,87881174,2590,80792311,1021,41923398,323,895,5429,232684744,23571429,23281000,0,37683955
5,1346798.exe,95593,77691718,35929827,542952,13562,70553,2276,16764,53267656,21790,53190228,21302,32326,473234,94185728,2611,87352748,251,45130359,912,726,2700,250472575,25368799,23097000,2008000,39585557
6,1399024.exe,45358,72667794,35489747,502300,11795,63501,4307,15146,48148948,23595,48418685,21646,26180,378322,87260886,2316,81250868,165,41960987,127,681,4201,231321736,23272420,22919000,0,37408839
0,1604797.exe,105932,29336573,14302617,480599,10517,58256,173464,91586,16928272,58008,17904956,49413,139023,1084270,42376435,4445,31820096,296,16291702,524,866,1146,101886054,29095133,23356000,4865000,79304529
1,166404.exe,46567,72177102,36630342,496522,10922,64429,6264,9737,48574475,24959,48522809,22627,37339,408890,85490195,3319,79961652,196,41378821,129,883,1924,229303026,24146913,21900000,1990000,38388039
7,182932.exe,905354,15311140,9415673,745498,17524,70662,117835,137281,25767550,18171,25780875,16759,171135,739637,57381006,4041,31657978,3236,16442858,1306,2105,1670,111955662,15169900,13763000,1058000,29512478
8,1840297.exe,153293,5275281,4298204,714892,12358,49480,2694,10124,22500095,9605,22476749,17282,55289,506103,41457085,2927,30327501,566,11510525,524,12372,<not counted>,<not counted>,10844584,8492000,2123000,24972385
9,1859305.exe,296794,8195063,4965852,478348,11338,46753,1453,7759,22233860,8203,22050507,17104,45730,489943,40138082,3578,27994085,538,5741187,525,<not counted>,<not counted>,<not counted>,11114158,8817000,1959000,25232589
10,1863270.exe,175914,5314935,3893919,529616,11345,46730,1375,8390,22387671,8368,22472260,17731,50853,508186,41721779,3777,29688128,642,9078469,525,<not counted>,<not counted>,<not counted>,10736867,9397000,1044000,25008087
2,1923894.exe,239936,7995642,7953769,526237,12838,52936,65529,75467,21283073,13217,21238014,12329,133105,633763,44811698,4323,29957097,3974,11373286,916,6050,<not counted>,<not counted>,11865248,8624000,2874000,26042418
11,1956910.exe,264638,10084484,8871053,634315,13363,81943,56141,37272,22297537,12105,20881986,11007,69085,556198,44564859,6292,27929256,2046,13553693,1041,5137,9766,16388402,12238242,7964000,3982000,26419944
12,2025154.exe,568949,9219568,7300515,600884,12270,46110,1305,8352,22045243,8435,20886327,16003,45271,506122,38883324,3015,25807348,628,931044,523,12945,<not counted>,<not counted>,10852958,9650000,965000,25022635
