,file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
0,1009412.exe,505789,74864085,39453733,675104,14409,82442,59289,188950,49608979,74859,42601041,70534,585715,1839440,91588447,16575,45772859,24550,29814428,1960,3578,9407,220727054,51476250,40274000,10805000,115860601
0,1054386.exe,237316,85384871,43425743,730492,44398,162075,319351,504560,25439719,46169,28337127,47440,692328,1946511,89573055,18281,63157313,14056,38844558,2604,4763,5445,290836551,44355820,35749000,8171000,95070637
1,1055671.exe,953516,136923200,76225393,943807,14619,95818,116467,164062,109412458,66886,102740994,60797,1123800,2747758,195311136,24770,145942739,15788,83133129,3484,4681,17283,487495821,52832425,43598000,8917000,67156901
2,1064013.exe,255545,119887935,63940665,842147,47834,168716,98228,102577,82349243,40704,78964640,39231,493991,1733637,155921571,15246,127627677,6474,69595442,2605,2217,7707,412089165,47284407,38957000,7991000,61469450
3,1163493.exe,471856,117318475,61739504,840071,60733,199366,211335,110360,77461150,38877,78522372,35512,484943,1711584,161748114,10245,127685437,5460,70936353,2606,2126,9282,401536661,43669601,38346000,5045000,57989619
4,1449114.exe,1115946,137347062,76145973,1341955,20238,110357,114547,165390,111110467,58899,103467359,66885,1099962,2758738,199482216,28312,143872399,18152,85317466,3482,4892,24892,488110256,53853449,45512000,7915000,68291739
5,1472098.exe,941176,74228840,43834983,980671,27609,99741,147439,140568,72919718,31828,73113299,32873,756964,2085833,133477723,20027,90972115,17121,45712651,3554,6280,22868,298179023,36409593,29068000,7016000,50819796
6,1488692.exe,529449,75142564,38382668,555147,59846,157031,101754,162508,43342604,25569,42007863,30586,175642,780766,94046667,11438,68114134,16154,40313476,2544,3667,10275,261551009,25343938,19285000,5785000,39707344
7,1523561.exe,415290,82496173,41143738,686933,48516,150346,339882,88543,44879983,31094,46175021,28707,138790,746314,94060131,8533,75045141,11725,39362673,1959,1998,5780,283900999,25438056,20280000,4828000,39719307
8,1581847.exe,472235,77350713,38545506,806399,47498,152545,217639,76697,45524933,28317,46592741,27186,171026,790268,93868120,10373,72615781,11067,42796685,2152,2461,5116,284452067,25093115,21796000,2972000,39387563
9,1677942.exe,404748,115452000,59308479,851569,42121,185345,32163,47121,77581884,34689,79084429,33684,82054,857946,155333775,5529,127262016,2766,69158954,2046,2369,7884,392497005,41945658,36693000,4958000,56206458
10,1696369.exe,1129827,69154367,42267622,916899,34744,138136,134161,182060,68398525,30294,67613630,32350,669672,2078853,131821145,15138,86841166,27041,45291526,4136,7471,28308,285086267,36074402,30810000,4969000,50215106
11,1890375.exe,3099632,115904153,66662840,1210089,373148,370552,839833,838202,96644943,73848,95474196,70574,1000370,2024917,242449037,20793,142971761,76894,76975533,12499,14510,55369,438530836,65689384,42568000,22768000,79927134
12,1930790.exe,455963,115045110,59659787,842734,64857,197359,300455,169029,76292857,37534,78034422,34951,147589,1012441,156316896,9257,126550997,2826,69581688,2247,1914,9175,384959737,42070751,35799000,5966000,56446606
13,2014155.exe,1326915,76524391,41386670,1060991,32259,123395,277740,170443,72718145,36369,73112766,53180,459981,1605601,147159399,16209,102276665,19211,51276001,4820,6944,21583,325433688,38961660,31643000,6921000,53255588
1,2082270.exe,214291,117378207,60651926,838794,20522,110043,129800,48093,78229106,41784,79218296,40142,254810,1345055,154960106,5472,126092450,3209,68313319,1952,3541,8545,391520592,41641663,38197000,3015000,55720945
14,212989.exe,513020,75928558,39266669,581457,52054,150154,122702,126661,43157511,29121,45262564,28252,167202,868301,94766962,12340,73115489,15007,41024528,2606,1583,1963,276268309,25440247,22034000,3004000,39786567
2,2136822.exe,1091983,69987098,41987834,822185,27108,93246,124151,148011,70171236,32846,71046972,32002,832358,2072724,127643297,14515,86091874,20683,44697262,3489,5935,29499,280200086,34857197,24666000,9866000,49187027
15,2209249.exe,419140,78216575,37809312,543958,38009,133686,59229,91897,44611702,28486,43021135,27544,96591,687050,90042837,12034,69175438,9629,40462597,2152,2650,11884,270154632,24468773,22186000,2016000,38942225
16,2218845.exe,528660,113261243,59056829,917934,61170,209856,249903,298219,70881952,44126,74867944,39594,387238,1466617,157485182,8281,125994264,5954,69540998,2597,2958,9333,381120531,42681311,35455000,6894000,57163856
17,2288631.exe,1096077,68633890,42603265,937777,31043,117695,123127,150090,70534656,34105,70357105,34528,780925,2034960,130382380,15028,88506532,19801,45420677,3877,6627,25025,281985846,35762851,26508000,8836000,50072996
18,2302763.exe,292919,72838492,34892294,573603,46334,157227,44567,93417,44391104,20475,42620455,22059,82935,843184,89109957,8653,71953062,6571,42219753,1960,980,1013,281120561,24225218,19964000,3992000,38569309
