,file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
0,1536382.exe,7006026,309971624,174662576,2142068,586007,2624679,1142529,1765047,168580564,3490077,172950005,3683698,5318948,16315671,590488134,262873,305731504,302411,176078377,6776,12681,30207,1101785833,180286826,153427000,25903000,246338457
1,1578979.exe,11490861,1061270656,703821774,4277297,307873,4336697,167665,381795,627866796,9544987,623459016,9619027,1604782,24217306,1717136548,350622,1068569211,46222,707038284,1902,125530,44912,3570557056,462495036,430081000,32006000,476944941
2,1605758.exe,4858773,334931661,177149662,1777096,389229,1601431,903066,1813599,186644199,5047154,184153718,5292087,4068566,13430255,619634149,208884,306732915,232874,178351697,6777,10987,15669,1127264200,167558994,159160000,8008000,181730627
3,1627487.exe,8871234,863451691,652398109,3276342,584029,3007673,826922,1031104,382952740,7023754,382856092,7011271,4614402,21814711,1297883626,484739,850216658,124155,653969592,6778,16884,17816,2884968382,350156313,339743000,9992000,364390515
4,1734547.exe,14489541,881499217,500378309,4030085,518557,5436479,149249,270976,487815130,6109436,488046387,6118217,2851916,29252611,1433779928,496614,897737174,102571,512001009,4037,114071,44872,2630771892,388680629,354232000,34022000,403109355
5,2002873.exe,14606962,883294977,501593309,4020711,536859,5444149,331786,252647,487884546,6049018,488034628,6066035,3109445,29503762,1437108077,505813,897739719,96399,511527307,4036,115479,48562,2635144139,388555434,347277000,40914000,402913022
6,2049538.exe,5091131,383143870,220377711,1791632,375120,1750737,943572,1566149,194116961,3528605,183190218,3486504,4604297,14038554,668940772,221535,372940668,217804,225880452,5212,9213,6305,1204691901,180514386,173170000,5971000,194763621
7,2134592.exe,6149453,232827289,116027664,1527121,262552,3020268,90859,656241,161254442,3494639,161675866,3498483,1133570,11659776,464778570,141233,245985130,102780,122258940,2577,7268,6320,857618468,125493380,120143000,5005000,139953934
8,2365914.exe,3883938,211496485,139939327,1576036,169724,1326506,352465,880677,203111677,3869708,203311175,3876853,1377696,9155238,478690534,95113,215165296,98885,144100559,2376,5404,11220,995984502,129518593,122235000,6956000,143740772
9,2505532.exe,4698444,720643141,393801883,2976030,177105,1844587,126388,704622,455378222,4570853,455295293,4575146,949917,11230272,1189836822,193080,739395859,62327,405964597,2572,109919,36307,2279115396,322182183,289828000,31981000,336342005
