,file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
0,1151909.exe,5914041,141961020,70038438,2351674,975985,2254520,935790,1236317,93993224,573593,92129668,637474,5429214,12099477,430954380,562352,128740824,179694,68789889,8587,69451,41944,480401157,138230491,115870000,21975000,187439965
0,1200127.exe,6475191,127213700,63729368,2289901,1378958,2970438,426221,614851,107833020,645300,102340717,651244,5663764,14573132,480082142,676343,115530610,56047,64237712,6384,43414,41926,438685863,161698091,141262000,20037000,217261836
1,1259704.exe,3940126,319770787,170751638,2420562,944715,2183707,345997,372827,235852448,774163,235950313,789944,3457865,10251047,600594367,387849,362720660,256292,190731092,5949,12174,46826,1020456445,162226973,146903000,14990000,176604424
1,1288015.exe,5929541,130974891,61376238,1598073,926916,2938701,171885,219770,99382589,633530,102898671,619844,5877384,17601305,457485767,640009,142939340,16700,67941795,3463,7003,15235,498233732,122983587,117679000,5029000,137305862
2,1412740.exe,6207836,359925694,192325625,3081885,1372338,3302601,687772,925573,232345466,1170939,233662792,1153980,6563245,15419351,760920069,629712,393067983,280558,216087211,7964,15230,49452,1173298628,205124766,184788000,19977000,219336008
3,1420625.exe,8015421,176048296,92639991,3233799,1514677,3082165,1230661,1553698,137227959,652126,135831558,662523,9940672,18903100,606388094,1106341,159437768,432736,88220424,13171,25986,107844,575982831,163334676,146046000,17005000,177876467
4,1661747.exe,6142274,325112055,172922121,2784105,1301616,2810178,320380,415774,242166115,831283,240595041,858128,5213625,14036905,690811202,594236,356642209,40836,188836941,5994,13251,52643,1030853303,186117417,174724000,11045000,200640158
2,1738849.exe,4861098,146932884,74217431,2325388,820963,1977862,717586,1034994,109393702,625386,108639477,630764,4977612,12075747,439530960,524061,141388239,96197,75402259,7639,10113,50146,528754765,118238152,99912000,17984000,132366719
5,1836986.exe,4412334,129000503,63345075,1561339,873437,2338211,159926,220607,91016622,656330,89557178,652084,3726474,9949417,415136810,541788,121940165,32097,61823416,2876,6462,12761,455996708,112111232,106591000,5027000,126600801
6,1867909.exe,4188582,127037723,64013398,2190283,663766,1432409,654463,2318367,89226339,846099,89022108,925556,5551313,14825821,394742579,495209,134239255,32542,68700659,6343,9924,36943,481682289,106505656,95164000,11019000,120823339
7,199194.exe,6664716,320323767,172012097,2567239,1312462,3315573,362397,991653,241606882,839089,240643508,853361,5622964,16474045,693560136,635122,354413215,50983,187371421,5450,12472,62813,1005156659,187498085,175143000,12009000,201604916
8,2010138.exe,5325513,125139622,60607473,2037110,996746,2391746,520387,1939213,86828686,678982,93004611,662342,6063357,17522940,463946915,669354,138314864,62968,67326225,3455,7296,79172,463095675,124625921,115190000,9014000,138917619
9,2026322.exe,6678364,323489409,174068764,2553081,1332208,3355567,360852,987630,243283222,845540,241812143,865506,5604915,16494404,694379464,635190,353446265,50301,187067371,5498,14690,53831,1005563005,186894294,174463000,12031000,201301948
10,2065049.exe,3976590,331854978,175792635,2783804,821456,1953473,168783,300955,231867843,971188,233576029,953520,4570698,12922927,614822788,360507,366167663,58348,194736265,5953,16465,54071,1060029076,166313423,154985000,10998000,180520546
3,2121340.exe,5030677,339788002,184013372,3128621,821590,1853145,214619,344978,253723896,919574,253896221,921140,4550111,12848193,648259241,453824,370819068,245057,192219897,7574,13507,83616,1061737059,174843879,158543000,15954000,189197785
