,file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
0,1051415.exe,9636890,364916481,190001026,2531744,508784,4748279,373947,839169,221337937,3015606,221257419,3007061,3206178,24849148,701316725,522542,346235724,47999,183378208,3232,10435,30244,1162486243,222909231,209500000,12969000,290724927
1,1051839.exe,2736406,116395267,55933112,1131091,114398,1329215,108506,272464,70124955,911103,83964261,740774,774897,7981936,221506703,27175,142133613,8830,68095359,1878,5026,10787,430979603,59714788,54311000,5028000,73853265
0,1252905.exe,5462710,112169859,58032664,1521714,389568,2548267,581336,754801,91646493,565159,87907814,562015,2635667,10694821,276890624,166158,107059388,42843,53556514,4215,7712,27707,369159645,97436010,87765000,9079000,142952158
1,1384707.exe,3609160,137442658,68589100,1129334,210288,1324588,235637,569722,81013941,521801,79242385,560831,1423711,8090767,262953724,71382,106202294,21808,51425753,3528,4256,11948,442277374,71272453,61950000,8850000,85610815
2,1415787.exe,2534884,140080723,65121169,1163725,156805,1388070,244190,449481,72004923,642245,71693059,794229,1570048,11262103,239996797,86499,127912223,8980,69331404,2729,3627,8551,493146172,64473425,58144000,6014000,78718473
3,1455001.exe,2496808,142126208,66266040,1161040,153459,1445670,258963,453222,71439684,614961,70899284,735409,1425163,10627340,238915391,70739,123919459,10071,68451076,2442,3736,8326,488861864,64462690,57128000,7015000,78732826
4,1459579.exe,2642969,126768002,57861293,1400421,108798,1121542,118023,280325,71147995,897225,70927968,874581,767078,6965708,230576688,25268,139357026,8550,71593906,1788,4781,8499,477362895,62553111,58134000,4009000,76916362
5,1537646.exe,3571485,143957321,70327934,1316506,110999,1388097,305952,492775,77711133,909876,77457194,950597,1399747,10345762,250670732,85129,106024418,15471,59035984,2861,3974,10795,482196701,67641370,62371000,4950000,82061340
6,1540819.exe,2463230,139369882,65388317,1168109,159844,1416149,224022,418880,75436131,867347,75780346,914458,1428362,9499156,243267249,56564,131054830,9796,72728561,2170,4276,9947,487351814,65091273,58799000,5979000,79437517
7,1559825.exe,3467068,142469944,69932103,1150352,143880,1317705,368531,701381,74473003,571156,74249701,620427,1366087,8520089,250980662,77002,103881636,14521,58757288,2842,5226,8327,484561819,67969951,59835000,7847000,82464631
8,1764918.exe,3344783,138349970,68406412,1116424,166724,1223884,312495,781537,79595906,506708,78300066,556769,1318713,8115240,255751601,74768,104699229,18570,52702933,3326,3471,9565,453374251,69603631,64267000,5020000,83941581
9,1982367.exe,29626218,255637022,83049218,4954188,2524963,14421733,571261,1018656,203304364,17829695,202141606,17786306,14005330,68078183,1764181264,2220631,261108077,97801,79730611,5472,30175,35345,803747546,476345621,468836000,7012000,490669610
10,2155531.exe,3141334,143572512,67938784,1105597,157663,1374710,307566,765470,70974750,571755,70486312,649680,1435304,10329891,242462455,81723,115701101,11004,65770548,2485,6061,6502,478859877,65409087,61092000,4006000,79785009
11,2186654.exe,3432431,308545708,160980296,1986896,280818,2426731,122844,387804,227550762,903134,227856824,883175,643602,7515490,462522312,33913,352331157,15869,182218962,2657,8014,36257,974726829,124539634,115138000,9010000,138755228
12,2322404.exe,13782004,175468822,73351813,3081592,1427643,7177749,506711,894213,113727739,5585021,113604280,5620528,8303159,34900913,850382033,1092384,173771209,118656,83769302,4854,12680,37538,606981376,230223082,223867000,6023000,244634975
