,file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
0,1086590.exe,6778838,311418438,102182132,1015429,14323,213290,39985,120957,195091216,84623,198404723,77848,55258,12923071,321046131,10449,310182670,999,103994663,232,3200,2200,1480567792,103240179,99836000,2965000,166744337
0,1251351.exe,27688166,661172188,296191704,7208270,63964,3892478,7306075,7895095,291047998,418142,291326134,416836,17900708,52410325,1324092961,289674,657275818,1031698,303292074,98339,143479,635638,2176210350,371316977,187659000,182669000,419786826
1,1573990.exe,27645238,644087922,194867772,7477633,68909,4066573,6912898,7565785,301775087,439575,299414542,429495,18384964,54129770,1328558936,296355,627712593,1085083,191405558,98333,331204,496920,2159770303,359427401,182896000,175900000,373755178
1,1678927.exe,6180057,370938452,92717026,1359189,15292,229196,9445,59298,221330481,100137,220321355,103345,41430,13873728,538877381,16042,373518016,1498,92669633,240,4398,2835,1456188926,146437905,144044000,2000000,160505132
2,1712113.exe,15415527,438281071,288162461,4741264,49041,425808,6463001,6617120,301165507,354354,299936205,347466,8131739,27595573,1013664355,130249,438528368,663062,290472564,97894,301850,425252,1977839476,273198583,117948000,154932000,287544497
3,1727347.exe,27700829,639741111,293492789,7311353,52863,3729930,7188289,7820356,304682487,387921,304930151,394756,18577795,53015094,1184991774,296119,622228081,1072536,278193033,98335,145376,664942,2019074235,320805998,164536000,155561000,335132031
4,1822881.exe,27449202,759437140,310526271,17370869,163578,546340,15785682,16218806,433472551,542636,442322797,546341,21928266,42158881,1482906400,797636,755958951,476177,311355811,97890,156035,407625,3110799774,400459739,216023000,184019000,414746078
5,1850469.exe,6328386,192143861,96942528,764747,11709,230645,7825,23011,104704948,38841,104500567,37825,8786,12408860,218354747,6785,205263569,668,102532458,327,2341,1817,922486702,59015743,57727000,995000,73465848
6,2233911.exe,27762773,612124966,226473565,17690909,71243,435888,15686632,16631812,512492393,479590,535223860,479593,22783738,43967318,1356597850,641079,639267541,596925,237382822,97885,303446,402142,3065658725,367536328,187043000,180042000,381789360
7,2372143.exe,6476025,298454560,100247730,1173285,14088,204294,7317,50838,204763165,91352,204617493,88507,82355,12259981,422691426,11656,304773494,957,101904827,233,2596,1351,1223119549,113600918,112311000,1002000,127890091
8,2379673.exe,21193377,522753336,233835254,17153959,62661,451746,7424057,7908141,345357187,469638,344867774,462498,17865847,38066295,1201048886,651853,497436882,516929,231988080,97890,140431,551102,2320574186,324848885,142742000,181672000,339317527
9,2467040.exe,28727212,506995257,326401820,17651679,82249,432427,16521274,16941781,339557542,781846,379875702,939727,22381299,48918030,1409863703,689981,580165376,523356,359581145,97892,181027,377590,2569913501,347433727,157057000,190069000,361756837
10,2526872.exe,50225527,296203004,99201395,1122959,14362,4267820,18988,15739747,206710083,89617,206338499,85441,68189,90612149,385789901,9828,304411249,1088,102303566,529,3318,2110,1118841911,104366311,102975000,999000,118698032
11,2559658.exe,25646834,495653195,195228744,1202611,18094,419938,11636,2360169,207490775,72639,207650031,72417,44608,57238043,393666348,10041,516802872,877,205201471,726,3612,2003,1641404398,105999364,104701000,997000,119976327
12,2595156.exe,20725278,820405707,230055929,18038157,64981,479157,7067644,7621089,641881144,522376,642114856,526446,18100579,40357626,1681075025,669980,804322827,517104,227227863,97891,110140,489166,3613601347,453942863,259736000,193803000,468316519
13,2630421.exe,27436635,648860174,194443114,6684654,63014,3676130,7000364,7718005,296371958,444651,296193185,431115,18632371,52249349,1330964014,300111,628648483,1080833,191146577,99216,131499,833741,2168000810,358680705,183567000,174588000,372820611
2,2703189.exe,27218656,638367304,293787926,7280725,70845,3701503,7156193,7765654,307796488,386656,307989603,385917,18559032,52521233,1188298507,293251,621529790,1066955,278716228,98338,195327,687657,2026576699,320242383,150813000,168790000,334182777
14,2795168.exe,6396435,193052191,96534857,766400,11563,239488,3875,23034,104079243,38336,104382267,39717,18464,12424277,219028483,7274,205478755,795,102577344,328,2426,2128,920753556,59160236,58672000,0,73069029
15,2863666.exe,27510947,607614893,280465623,6696941,65509,4307742,7177564,7783918,308704852,399414,309102892,401280,18742892,54745315,1192308218,283592,659285019,1042222,292240567,98332,153251,680906,2030737521,323800294,158131000,165137000,338049528
16,2863908.exe,20451759,819252800,228674243,18463731,62998,471493,7079127,7623177,642759653,569610,642831218,557604,18207262,41672072,1690950887,663160,804218611,517853,227780914,97891,302174,467930,3611316780,454739443,269189000,185130000,468968028
17,2881871.exe,15259900,539202132,191475074,5908356,60519,544772,6495903,6737275,499901455,383858,501869527,385902,8245000,28150232,1413520627,138880,539590731,602504,190116692,97886,299465,340883,2972261208,381250272,251552000,129283000,395482783
18,3046101.exe,6318283,383391187,39908318,1085009,17444,216123,10379,42606,297772704,1378904,294503688,1442563,33826,12978476,375571310,11720,374560744,983,37492003,233,3319,2328,1307012517,101752536,101282000,0,115944949
19,3095538.exe,27414289,629501911,191993834,7170701,71584,4193724,7254920,8038634,309573871,444240,310022138,433152,18707882,54534675,1187730150,295326,626948634,1080541,189644732,98338,160371,636453,2085298309,320768705,153605000,166572000,335134997
20,3147217.exe,21194269,537131401,239417874,16768033,66264,462954,7651338,8147290,331012314,465370,331474717,461109,17305562,36978685,1139591751,714283,488233303,401769,231184296,97885,182073,433815,2124807099,307270407,129568000,177408000,321655255
21,3153091.exe,6469720,298170234,100728708,1373811,15023,209442,10020,56611,205142877,93309,205017583,103095,46032,13052115,525958626,16301,304141843,1467,101866078,229,4851,2556,1222034428,143421250,141037000,2000000,157710084
22,3305401.exe,12821917,400944595,102144419,1978012,18435,290295,17599,688934,404595248,154952,404930702,149612,72390,31393820,835543247,21679,405033477,1884,102097548,330,5551,2271,1925207734,225400164,222978000,1999000,239652961
23,3372874.exe,27554719,853197384,194980594,7237628,70950,3624657,7015363,7625672,497251101,444680,492017191,427077,18672215,53013514,1332456637,302873,813262991,1084949,190138058,98333,147174,682879,2961523448,359315553,198877000,159901000,373772741
3,3384818.exe,16195945,592988151,322133607,9513614,41761,543710,6470027,6656841,444355561,578272,444093061,564396,8064526,29771333,1685595072,541503,595974417,638533,321565396,195550,606408,1604018,3012479828,454439528,233018000,221017000,468903151
24,3442617.exe,26685748,533433268,243284464,19321421,88476,498454,17071916,17696849,354479352,510889,354254152,508094,27361214,49001537,1352832648,746594,546444782,624530,252681189,107665,337828,552184,2436049193,366407727,162985000,202981000,380589891
25,3777482.exe,6066951,190769471,39391392,1336347,15519,207762,15548,62467,400925186,1172058,398442754,1245509,72977,11396649,485791280,13518,193487847,1347,36884870,331,3159,2812,1259115788,130903159,128629000,1994000,145072316
26,3840368.exe,27099618,629186049,289679450,7233551,70886,4057037,7250905,7845777,307113562,394444,306969163,391374,19050008,54359335,1197270853,296905,630026937,1072599,281293174,98332,146306,675788,1994284883,321579168,151964000,168960000,336036627
27,3841280.exe,24662376,299927895,196124075,1132923,14413,556571,6503,2954187,205181824,66400,205007388,66684,23579,39435625,370946415,11289,305515887,1015,203323856,331,3167,1650,1426951287,100101027,97804000,1996000,114502292
28,3914075.exe,30233633,513579929,332236192,19100874,79800,478843,8293969,8613219,376493213,553673,376174139,552547,20937017,45569085,1612179433,680344,529695454,696632,339711444,107656,322301,348713,2594617142,434544357,227094000,207086000,448947166
29,3975405.exe,12859683,296874394,97151491,873240,13463,996041,4895,29648,202437621,70614,198923127,68142,40082,24787299,275311347,8776,284613658,669,98062797,337,1722,853,1029594032,75058551,71761000,2990000,89561361
