,file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
0,1135633.exe,1941074,198047218,92048470,1480504,190232,973457,528726,513714,116113004,1476054,122421015,1482707,992184,5217818,328130898,34939,183810537,12420,90746944,2242,8726,16464,713867818,90150088,79636000,9954000,143338683
1,1247568.exe,1992988,526967863,272099021,2362855,135983,779325,80408,161623,323035676,1404702,329986180,1237888,572298,5047602,637967560,24513,541827092,7576,286311147,1822,12870,29097,1617157559,171672512,164282000,6969000,186033389
2,1265407.exe,1697833,137153213,67328016,1203030,140718,651365,109742,167290,127963294,298292,125140174,317163,1148646,6142140,279780866,35634,159243685,14680,69300150,2243,4932,13508,481637980,75536758,72182000,3007000,89836468
3,1290299.exe,2653273,159444103,70708791,1952767,199247,761665,118293,178580,129697095,1409901,135506199,1061114,906217,4750207,323154676,46747,206222124,13281,92091848,2296,26378,39849,604036293,85510500,80125000,5007000,99970746
4,1291495.exe,1857573,39597435,22304138,894158,129609,863670,125239,145741,37885801,844399,36881528,666406,438500,3502215,156879175,11467,40740841,5871,25679611,1867,6682,14285,202627513,42383877,39069000,3005000,56889211
0,1316604.exe,1909630,161329743,80673850,1351377,152712,684863,232261,436676,116294045,340964,117151682,387267,1700999,7165937,290933330,39540,152352654,18318,71830646,2437,7018,12466,531826357,95257737,89733000,4985000,156510026
5,1376560.exe,1762064,133768059,61810747,1276141,177401,709987,106244,171485,137906435,278977,133099064,294892,1174837,5911481,286126648,39379,167865133,15513,72954940,2288,6195,13303,510466591,77188385,72826000,3936000,91549555
1,1407254.exe,1735294,137848329,62142381,1300124,190085,743233,106266,164074,140795131,281388,137199975,290839,1111514,5757364,291588915,40293,174484991,15910,73995976,2246,10291,16715,519690435,78311771,74996000,2999000,92695116
6,1442933.exe,1725427,134923609,61403506,1204548,161856,704148,110215,172050,137464277,278912,132100969,295969,1123840,5900610,283232138,41046,167932706,12105,72743729,2436,6221,13225,512546855,76825343,73464000,3019000,91093178
2,1477356.exe,1768917,140989426,62887749,1502819,198148,763995,108041,167721,140518163,270121,138998818,280190,1024518,5723905,290202419,40136,176486441,16154,73767567,2244,12569,18855,520216128,78859344,75487000,3019000,93052541
7,1510302.exe,1828551,135091484,66690548,1213692,155372,687743,107188,167689,131609887,290857,127557033,373153,1557955,6584048,294678464,41723,161210527,16571,70904172,2342,5748,14898,488785788,77297273,74886000,1996000,93592083
8,1545872.exe,1738761,137250577,61772256,1285157,179900,731153,108530,171891,139814659,273850,134642320,282700,1201330,5921031,291292001,43150,171766389,12765,73841334,2241,6006,14000,521041939,78640223,75152000,3006000,93058013
3,1655898.exe,1801797,138247681,62109509,1241390,181295,730168,106666,177167,138421565,277554,134187167,286093,1200909,5892963,288280838,42001,170913932,12138,72724721,2438,8075,12947,518572378,78384317,75054000,3002000,92789822
9,1832846.exe,1521664,140225138,70161643,1115535,94196,664105,74958,142771,124509259,294123,125011787,300500,715232,5250553,267704324,16660,157632356,11391,66936071,1826,3817,13011,473628121,72717763,68446000,4026000,87073888
4,1867433.exe,2202946,183449106,76277412,1446543,180004,766919,99929,162792,112742512,1692980,117223407,1330121,771622,4254259,304510057,27164,209945675,11046,97119064,2265,9432,12639,668610465,85087205,73822000,10973000,99539350
10,2004531.exe,1465269,544240634,286131992,2463680,181830,1031577,105932,203476,321094452,2506447,320916064,2510909,909821,6200294,663936748,39216,520944191,11246,282589818,2239,14351,33780,1635662438,179123285,172849000,5960000,193561172
11,2059675.exe,7406154,611343343,317407120,3303366,528319,1430267,293920,411197,381690488,2983436,381821464,3007670,4455541,13825720,942380233,295551,585493285,38468,304108583,5095,19297,45374,1838098386,255229908,245905000,8996000,269540831
5,2126568.exe,1841213,138732138,66110081,1217485,171293,697220,107410,163941,129993641,277873,126691768,298581,1250495,5973624,280629107,42554,163226963,21384,71438900,2438,10630,20589,502522802,76395042,72064000,4003000,90585984
12,2147790.exe,1781593,137140718,61774840,1284129,190069,749731,107927,163378,139670908,271095,136380328,282940,1170585,5896955,294344451,41572,172619097,16655,73053350,2242,6414,14726,516169582,78810729,74479000,4025000,93134160
13,2267323.exe,1461598,545834819,289000028,2377003,183033,1030662,107432,197418,322430885,2439519,322256810,2452316,962857,6136798,667352034,39041,520153659,10947,282251662,2238,10298,33181,1639736329,180003469,175643000,3991000,194212583
14,2384511.exe,1748825,151578052,67079491,1275648,189348,788036,106018,181228,140093635,266120,140164500,272201,1035674,5658893,294498927,38385,184483861,13534,78143651,2828,5349,16061,546663366,79887073,75506000,4027000,93979575
15,2531093.exe,2216868,153391263,68556276,1382617,169038,727092,118189,176721,125067561,1234274,132584886,923593,762122,4167861,311324212,39777,199128133,11597,87364470,2339,7246,13378,577883265,83873391,77491000,5960000,98240843
16,2589093.exe,1742397,133113127,60991996,1418639,179374,700715,107174,166001,138151811,283119,132747613,290650,1212087,5936695,287976926,43600,167233184,16133,72749684,2266,8280,16082,508896667,77752183,70437000,6944000,92029574
