,file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
0,1097798.exe,1552094,103296150,52070694,1125054,78087,714421,276340,382176,62613230,321560,57541409,561334,639726,2853268,167318308,14083,83189532,8405,49942226,2025,3251,7801,347696607,63592459,54185000,8866000,126933108
0,1146371.exe,2044318,92015561,57298840,1440746,457238,1316195,277870,390536,92885819,203626,91351499,210306,2038524,6486298,238201414,129656,99694357,28770,61985900,3246,6608,21879,428340235,96155372,79505000,16102000,147360320
1,1168165.exe,2523369,120046684,58039259,1514454,522070,1347687,125261,178467,93943998,303066,96381151,313873,2038526,5747154,269293303,145646,134167165,12023,68419418,3520,4349,16972,444202751,73437032,67105000,6009000,87704865
2,1212213.exe,3117404,104490657,52624339,1132840,457649,1096403,830470,626523,77342664,293715,74486866,331578,2582825,5990882,259132937,154739,99932338,12722,54300098,4307,4950,15918,381407162,70149267,61852000,7980000,84153690
3,1240657.exe,1772272,94728457,52968031,1116943,87141,602537,79372,110347,92815187,136375,90349082,145405,1409305,5452407,196637190,18540,106286209,14952,53022142,3716,7918,18880,347754409,53070995,43805000,8960000,67414799
4,1405615.exe,3065758,104714759,52945095,1357728,552927,1669275,715576,851481,79823606,238385,77418438,284262,2285909,5326601,266106467,158681,103254918,12792,55706094,4304,5437,16297,373600936,71331239,61181000,9868000,85648846
5,1673379.exe,2912629,103550192,50793815,1324761,432787,1061924,450855,192975,73128285,392874,72931462,379726,2040932,5486900,253979736,153832,100729050,16082,52420037,3545,4397,15198,365559910,68512437,59133000,9020000,82808983
6,1767663.exe,3755487,127980159,70951078,1533856,425164,932758,598355,513303,107700589,463303,102922558,367789,3949970,9470483,315027965,211603,120186602,50836,63159355,7295,16612,38690,476053993,85185034,71822000,12967000,99512028
7,1982510.exe,2584490,114399116,56987183,1569243,532949,1379773,246977,190594,90378000,316251,92416901,324403,2020228,5603316,269392808,153993,125687260,14800,66422167,3591,4889,17009,420412860,73292435,65968000,6996000,87630261
8,2054877.exe,2583740,101826264,52132324,1581688,499661,1133289,153779,183608,77847162,355443,77866547,369952,2983134,7572948,280670256,178802,108611220,30088,56829990,4564,7394,41086,374218446,75286063,65940000,8991000,89742273
9,2139162.exe,1021091,237583854,130198069,1270575,55964,782602,67403,103125,181142704,641019,181261732,641983,272256,2638994,338780507,15743,262296760,16069,137261638,2084,12350,19535,746838052,91066537,87759000,2991000,105446161
10,2447183.exe,2108252,307014902,174794056,1861629,316879,857450,146704,206070,193645238,791254,189586776,777877,3372346,9071887,466188196,217582,287717412,16812,165872022,3517,8628,27216,948760800,125515829,121171000,4005000,139802521
11,2581390.exe,2930750,283831515,152003696,2008320,434360,1000565,361883,589983,199782122,1089906,201310652,1095700,2492654,8136389,483173353,183267,294028636,59424,151508987,5793,11558,41361,880377783,129986081,119571000,10048000,144165743
1,2710332.exe,1166379,236895544,128520941,1294251,78557,778674,80723,127232,180765694,901610,180601854,898237,218531,2606044,346017695,20144,273924854,25049,140214901,2214,6376,29879,756017265,93760206,88400000,4966000,108136144
12,2749622.exe,779030,103356401,52797640,848598,49411,551026,71827,116563,82770373,202982,84341476,260522,538598,3110329,188581113,10620,113335774,5005,56637863,1989,2543,7708,371923380,50532403,46164000,4014000,64821123
13,2768057.exe,6302362,218323686,126069676,2261205,1069736,3253439,644307,962149,200843634,456830,193350582,428593,6787366,14515711,568878366,461279,232320853,53674,129931970,9765,12797,51043,820189951,153035891,137746000,14972000,167213326
14,2791177.exe,2091911,85059824,43025799,933796,49235,639903,91425,111337,68924667,124100,68854522,124695,355948,2452218,153523847,11694,86806850,6381,45018943,2025,2324,7424,306303304,41768639,35381000,6065000,56167194
2,282754.exe,1266105,74360012,42068157,811345,67729,719425,100820,125701,79343045,149737,79008947,149360,422380,2566365,177012730,12232,94803528,6026,46197174,2072,2850,7438,296400939,47396815,45104000,2004000,61651687
15,2855608.exe,2467090,275047818,149058526,1828193,488105,1079755,507940,553529,178395240,773818,178678973,775899,3490696,9716324,458799236,193071,283778798,57105,154092719,5986,11686,52507,859025349,124298091,109113000,14879000,138628933
