,file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
0,1097798.exe,959719,95280540,49123538,1057183,77049,474016,209695,347366,66911583,280115,65252049,244383,810935,4708366,164127091,19700,103135981,11617,53751270,2025,3731,11694,352358615,73321285,60762000,11953000,133834662
0,1146371.exe,3107500,108583973,61716508,1480805,398182,1176063,503033,743017,75822126,333492,74608780,368873,2030495,5445637,243176274,112669,87239507,18209,57001282,3247,4972,14711,444699370,88148638,76589000,11085000,143363612
1,1168165.exe,2140199,124026193,60325187,1378460,502669,1258178,502227,344469,88726370,252005,91204322,273273,2333988,6332690,269122990,144631,132736675,12037,68652172,3521,4154,15879,456983048,74256938,64940000,8991000,88638279
2,1212213.exe,3080977,103831255,52857109,1167909,516635,1571061,786380,822821,80801736,240950,76426085,293003,2506931,5859411,259614389,157843,99203926,12527,54393221,4305,4306,17076,376308402,70811752,59377000,11070000,85120320
3,1240657.exe,1768842,95576820,53381175,1097502,105490,724070,77363,103324,98811279,138947,92990327,144902,1232569,4936252,195273350,17749,101736646,16773,52719846,3716,5764,18406,352885716,52971285,46611000,5950000,67184458
4,1405615.exe,3088527,106064257,53080836,1414391,543525,1551965,786677,768365,79317836,252916,75992644,298535,2204992,5293577,263569472,156601,102602544,12728,55554757,4303,4153,13726,376563069,70864890,63491000,7054000,85272146
5,1673379.exe,2999836,103013189,50932825,1457767,403640,1025948,149778,189596,73021151,400292,72948878,388742,2039982,5486424,253894457,170989,99923399,17061,51908311,3545,5459,12869,364936546,68233777,63919000,3994000,82597339
6,1767663.exe,3752854,129001035,71342178,1515364,417479,937644,502663,500826,110420943,464307,102498008,367253,4023427,9590773,315238738,211632,118802894,52096,63711588,7293,33426,38214,481797538,85032893,70736000,13948000,99536216
7,1982510.exe,2454397,116296045,57693194,1421433,526275,1317164,347132,295613,89661588,301270,91609634,308070,2248639,6086072,273627837,146673,126446004,15035,67048734,3592,4968,17596,429993280,73284473,62933000,9989000,87649488
8,2054877.exe,2644027,102323544,52631526,1511706,514602,1208064,122943,175237,77487706,347386,77529403,379168,2749666,7168310,277107934,172314,108126179,26070,56469905,4565,6933,39111,371874746,75029979,61754000,12948000,89450784
9,2139162.exe,1065724,235210227,130763676,1288665,64219,784428,75993,119839,181335858,644116,180866020,641213,261455,2641594,337588861,15904,262629346,16350,137371265,2083,8021,20265,743886930,91942401,87561000,4025000,106324865
10,2447183.exe,2083108,306543895,175099795,1865733,317906,848418,151605,212962,189388455,785941,187758472,778438,3522038,9255909,465605363,210123,289539095,16742,166250601,3515,6207,26866,950531863,125576933,113248000,12026000,139889790
11,2581390.exe,2964865,283513310,151701140,1934991,442041,1017738,342319,594387,199691859,1082997,201175720,1093972,2461733,8027122,482304068,184790,293868422,57667,151517758,5793,10029,39533,875156623,130260083,121858000,8056000,144587644
1,2710332.exe,1047834,248369346,130015161,1445512,107403,526747,68673,108839,173122659,889462,175486590,890653,624807,4655043,353213317,17959,289738987,20355,147072947,2215,14510,31216,784139946,95718489,92357000,3011000,110025947
12,2749622.exe,764681,102914057,52499746,899178,57248,381596,67124,99095,88351652,174901,88026952,181627,545239,4208605,189270365,11999,115262139,4238,57260153,1987,2858,8202,371171606,51313818,48894000,2037000,65764427
13,2768057.exe,6368633,218299202,126236354,2268536,1073049,3192808,730304,890900,198832677,500365,193420754,459304,6791991,14911002,568462401,459019,233142933,54837,129669162,9767,12105,55907,821172577,153583210,128399000,24883000,168011043
14,2791177.exe,1990185,83487900,41920120,956400,65937,560627,90937,109975,70085182,126430,69996938,126526,512171,2738592,156358373,12595,85510461,6238,44460744,2024,2192,7717,303175392,42247588,38955000,2996000,56404599
2,282754.exe,1250460,72955836,41193668,801102,75844,700771,100721,127376,80190822,142939,79988022,147320,389434,2579910,178523074,13602,94857094,6019,45939106,2071,2661,7486,294066849,48057151,42742000,4970000,62310471
15,2855608.exe,2393597,271391612,144509028,1871405,494025,1650144,332408,420061,178367684,756856,181643797,771619,3438125,8901551,456312694,183923,287825343,58337,153763671,5987,18250,42151,855252819,123288178,112977000,9998000,137624284
3,2877258.exe,2893709,266819502,140105563,1883435,451149,1300946,590988,195002,193244041,762883,182704902,795368,1657126,5487602,415674299,116829,261868051,11382,143200503,3278,11666,21114,823221620,112407981,106051000,6002000,126677328
16,3161939.exe,2615097,261567857,138711867,1769626,561522,1414176,139669,217354,189531604,872841,183096430,912662,1993940,5999013,434972573,159354,267601512,11528,145122180,3521,6790,27743,826145299,117097144,108757000,7982000,131480390
17,3205324.exe,2731619,121950571,61387031,1205651,480354,1764225,384402,594717,85121955,282217,87947036,313994,2042053,5400393,269505495,117657,126960873,15940,68081566,4374,4821,15995,439520956,72491222,64123000,8015000,87002640
18,3497446.exe,3177695,101383100,54253777,1270826,540075,1680123,350840,381704,80425405,183397,81330589,210716,2598018,6287612,272099147,158853,104576595,29048,54699200,5795,6544,21121,365194591,74149774,60850000,12968000,88577251
19,3513410.exe,1236042,100492072,55460489,871834,92932,770200,105784,134556,82729153,146844,78309349,159974,520880,2558548,175339901,12981,102618106,12612,57583298,2023,3366,6302,359715931,47871226,47550000,0,62342253
20,3527479.exe,989370,84816801,44461580,788332,60881,638254,91509,122431,83446476,156391,82999483,161937,274592,2157910,176500609,18396,112028460,8659,50615845,1891,3632,13085,327160590,47762304,42508000,4942000,62007243
4,3551732.exe,3426974,123946097,66359258,1594289,447416,977519,252096,426772,91651558,900120,90143656,845736,3724871,9368282,318283924,263647,123236856,37636,66761799,5752,8357,35643,464133923,85807509,72557000,12921000,100208367
21,3602496.exe,1214764,83448146,43953319,876040,62415,630740,88754,110907,78495479,178347,77882505,221557,476858,2391148,168523690,10303,86653788,12544,45227174,1989,1909,7411,300538753,45562378,37163000,8035000,60104276
22,3608768.exe,2974235,103778688,52523003,1153435,389238,974630,147729,180221,70899241,392820,70882466,402034,2072078,5416715,249073322,199043,99436697,13101,51552286,3525,4604,14345,366597622,67097962,59800000,6976000,81227788
5,3639330.exe,2373127,107842631,54346283,1216572,298758,776089,131927,164811,70697360,418548,70428198,415219,1862094,5908919,238977470,127635,102052964,10890,51928778,3261,7044,10432,376524164,64222180,56874000,6984000,78441463
6,3726166.exe,2254640,106592738,53676081,1361616,429368,1078530,460911,251734,75785414,1039128,75351564,1066478,1431231,4266489,254178669,118907,108426368,11363,59976864,3518,7867,16848,386293730,69032896,62632000,6061000,83116964
23,3774449.exe,1417517,84090638,43936023,911225,82850,666598,97178,122515,76788154,139562,77015620,249846,510923,2464200,167426063,11806,91667923,5976,47496339,2024,2004,6386,299277401,45539395,42244000,3017000,59811643
24,3942267.exe,3023865,104466951,52910037,1230117,400733,1005705,147647,185233,72644449,371110,72280007,379413,2126723,5583137,248733187,197286,100297458,13123,51934613,3618,3992,12598,366437468,67081849,59779000,6974000,81206081
25,4050045.exe,2404397,265675535,142343847,1987246,514353,1675262,413660,423500,181964661,460104,179877089,471255,2636168,7234363,440882450,161082,280927215,35970,151716153,5033,7675,28744,835737124,119487664,108206000,10919000,133754750
26,4107700.exe,1665620,286223862,158070445,1633450,151410,773010,77505,124844,200440229,1547345,204018984,1498744,870884,4376116,431172017,25612,315856917,14913,172759664,2998,8122,38237,940486678,112009755,104720000,6981000,126296633
27,4139687.exe,2611860,116394558,57041839,1117968,564461,1428607,161796,198994,90434788,337714,91361112,354689,2072497,5313562,274034844,145068,125502198,15344,65788316,3521,12973,11755,417043232,72151911,62405000,8915000,86398265
28,4184287.exe,2773845,108974259,54825430,1162848,312741,846032,139590,174478,74510284,381030,74148574,383633,1706566,5084262,242215771,126043,102118532,10430,53904128,3308,3614,10864,377565458,65209114,56902000,7986000,79567790
7,4232119.exe,2460115,99098029,53018716,1591431,538916,1592702,475158,462859,87616066,161673,83263720,177710,2857688,7160220,280575983,163420,106602101,47471,57723327,5991,18258,28077,371191553,75477250,65110000,10016000,89812484
29,4274861.exe,3069231,267040067,140605163,1622372,489068,1513278,153633,211364,187927966,705492,179011972,744163,1855079,5525614,420415624,127045,263967008,13553,143319497,3842,9270,20968,827749985,113630309,108208000,5009000,128044855
30,4440376.exe,4609934,145141574,70610560,1840686,375868,1652897,561001,707549,111064418,3369996,111200400,3457013,2184669,9432224,433777996,125269,144379870,23426,76565560,6449,6912,29608,534505793,118399209,107063000,11006000,132803278
31,4489299.exe,3495505,155967299,91264873,1807201,746621,1213777,967470,964233,141398083,605154,142044698,602240,5182177,9809555,418973086,434488,160374532,30322,93561425,5993,7902,25836,643667355,112524687,103224000,8932000,126862279
32,4590606.exe,1915768,272231988,144405250,1809057,328516,861039,150117,207703,175270639,1517379,174891336,1516445,1011246,4187556,409322529,65111,280902023,12339,154414620,2765,14536,31110,852493248,110937505,107567000,3015000,125272172
33,4732234.exe,2489687,141537877,84045114,1649300,224905,500124,343356,336940,107555536,1167442,115745291,988892,2342987,5868427,313762954,106146,163854454,26612,86920926,6316,8175,23302,529450834,85167788,71074000,13820000,99649618
34,4735880.exe,3211882,102253525,51529673,1231201,528721,1145578,595051,727951,74292162,315886,73117030,346804,2283473,5592415,262375411,166035,100114441,19983,52778344,4694,8342,19233,363080936,70539347,62152000,8019000,85008389
8,4736614.exe,2264121,262260811,141263073,2077634,501194,1606828,492907,209630,186194874,894928,186119953,905167,2651787,7573812,449654449,168661,284234100,23494,151568167,4300,14210,35425,839538581,121383462,113066000,8004000,135648529
35,4819284.exe,1302445,98844307,48688168,1073789,94628,772888,103780,136657,81439578,149551,81398577,163983,475333,2716313,174192109,12439,105622592,17395,51267084,2226,5150,13434,351284797,47221844,42843000,3985000,61507538
36,4990809.exe,2445865,270821015,146696327,1957586,476485,1638858,379101,544586,181906188,599600,184315102,595050,3575051,8937459,455902728,192340,280673035,76039,149942208,5985,10788,44045,864563201,123458666,114047000,9003000,137957150
37,5356399.exe,2738119,99421654,53378252,1637745,546578,1639266,447843,309803,85652992,172239,83259487,186519,2803710,6863625,280006201,163098,104937753,36663,56378231,5992,7132,24767,367975021,75461834,65217000,9881000,90062683
