,file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
0,1103772.exe,7367639,232808955,131370236,4112266,1165252,2715955,813562,1692983,146257881,854895,138812981,871548,9271677,19972800,644647452,746373,200722002,241955,124461463,12767,135171,62715,899260125,205994062,177583000,27934000,269360435
1,1155269.exe,5766867,398012309,216226479,3410037,1137701,2651696,1670454,6093045,254782428,1556989,252167976,1412122,8359364,23981654,789129220,824707,392683304,201954,215101585,7648,109223,68308,1255632111,212991728,195533000,16959000,227403125
2,1172017.exe,8446664,197458242,100153888,2798072,2014625,4825336,1057733,1161591,115182598,1133885,108726065,1316138,11141379,22664478,688142007,1115026,170921287,90971,103074675,12641,65701,51825,733479233,185605832,165208000,20025000,199936774
3,1265468.exe,9440098,414609933,229912775,6727566,1754759,3833286,1012566,1400191,327320547,1588890,322630882,1644326,8675633,24617165,1046718615,731221,476604152,309484,257877864,14255,61551,113685,1385731984,246729372,224226000,22022000,260956544
4,1346726.exe,7231652,388958017,209935634,3247449,1495682,2911526,1414668,2492937,249618941,1539150,251202935,1394364,8428316,20369539,800017142,1088780,384043654,152510,201704718,7207,128566,58523,1203696617,215778745,205443000,10021000,230049687
0,145020.exe,8014403,158575981,81906436,2852218,1772646,3606106,886443,1951792,103028757,1395306,119040362,1181336,8216600,18287122,622475165,847411,193806309,87256,106139747,8143,22162,69656,622970838,201487320,176081000,24870000,273324998
5,1482288.exe,8618958,158720198,83826440,2512594,1498119,2684362,1217924,2087528,130399498,842974,128115251,813815,8257269,20080125,633484899,883792,158510340,66529,76051264,7363,177326,40997,527617827,170732497,157235000,13019000,185152156
6,1558669.exe,5780932,181118847,90362605,2154341,1386022,3195461,577527,1254445,99217084,1392180,98637463,1346893,9088360,20204378,595821867,932493,166248053,132878,94285266,4951,40373,26410,690490831,161269269,149951000,10996000,175477779
7,1881529.exe,5884549,376111943,205685628,3097058,1311544,3407692,481922,1014621,242963447,1266848,247263517,1257132,7863365,18702851,771113510,656972,413089773,59928,225127446,6425,27742,88075,1245016542,207835934,194418000,12961000,222333103
8,1892033.exe,7391303,224122783,120371082,3686752,1360675,2957563,1373860,2760585,132407858,912749,142970772,971435,8991671,20684876,675545503,775839,235373429,118252,138330513,14529,111269,97577,874104325,182008798,162498000,19058000,196463855
9,1992578.exe,5890350,181234069,97900915,2366840,962110,2390720,657827,2822238,109397838,1098294,108004851,954680,7696829,20449101,529183147,801051,143171857,159759,81396049,6819,104766,38257,617551798,143745278,131511000,11955000,157868777
10,1997898.exe,5810959,188962801,102614440,2359830,988076,2474754,446065,1126275,108550956,1007291,107600478,955239,8013161,20147872,532801455,794366,150012683,47626,84647905,6428,115000,37796,651129140,143299823,125820000,16975000,157795247
11,2040953.exe,6502475,381513065,209612761,3209485,1309578,2915383,888223,2790393,255027667,1301277,250932713,1184082,9009406,22634499,790812505,1001119,377696640,255008,204064470,7205,90441,64600,1198522610,213309890,196968000,15997000,227674996
12,2079377.exe,6355529,159621918,78250654,2257799,1438736,3435696,290759,1159288,96878290,1734309,108018041,1451253,7578347,17826295,589167451,842395,192684936,35710,103194399,4737,15171,24579,626557946,158700638,147360000,11026000,172887334
1,2209419.exe,9794580,164841614,88894052,2759337,2167082,4092519,1494326,2167201,150962098,692600,152201176,727693,9413666,21329852,688532562,1155557,209429850,263680,107419758,12588,16629,53601,610682165,185653695,166214000,19024000,199841537
13,2396518.exe,10379124,259222821,146973479,4150973,1958310,4087815,2105524,1856526,133214109,1048834,134676656,1059911,17145063,30157482,801847493,1738079,216395027,521888,136371272,13241,51910,106435,1003264400,216224422,194914000,20990000,230599122
14,2417063.exe,8754567,227985205,126166608,4592146,1253868,2375595,1185244,1181054,180981221,1122243,180252729,1163441,9459897,21217591,725716523,924682,234307113,183617,126703792,15453,17951,86419,838053376,195589186,169226000,26034000,209971841
15,2475670.exe,8743356,173247557,86737483,3389208,1563683,3107915,947079,1105976,156787804,1192688,156787763,1134089,8225262,19431620,655226690,862374,213697300,197269,110625382,11209,17311,60054,688581528,177047102,151742000,24957000,191227125
2,2536350.exe,6554223,207151661,106002086,2936709,1276684,2826926,970184,1032763,108625564,974237,112592620,1209238,8766874,18075008,592894102,862280,201599368,65628,117082856,9357,16182,48862,781287564,160654845,138386000,21902000,175177421
3,2547962.exe,7407046,169364628,79878348,4757466,1398512,3514123,561340,776431,146730615,1380610,140941461,1185519,6954409,18689492,637801906,826244,202766731,17288,97773237,5081,39019,65672,642069152,155429747,145730000,8983000,170140345
16,2553709.exe,10382169,187999498,95958784,2790129,1992283,4187501,2108581,2371325,129343175,851979,137701018,890069,10983414,21514190,665503017,1269713,216041842,290642,112996502,10140,59269,54153,704174518,179116100,156664000,22093000,193353983
17,2677632.exe,7546176,264317293,148751832,3672421,1567627,3320424,1130658,2020174,191024889,1387820,191721948,1331016,11680899,24452977,757380933,1044339,282798971,350209,164343340,10428,29913,60113,1013982330,204595517,183247000,21028000,219000087
18,2683511.exe,9779456,345855982,181995182,2954082,1745797,4666028,316877,843260,271740876,1058993,271547092,1052561,7012403,21228089,897674671,1082846,407240601,50647,206356384,3449,13731,39398,1126557567,241949651,236618000,5013000,256553856
19,2684432.exe,8095288,345754251,186428369,2631313,1381260,3885887,135725,225591,263389100,1159714,262771164,1156420,5516998,16948523,808552327,888418,388043567,24581,196723225,3453,53922,75275,1078009713,218598200,211263000,7008000,233135376
20,2736927.exe,7034879,158929882,86126603,2426620,1223657,2404913,873586,3233837,124729222,771622,118103158,911342,8249183,23504014,545623337,847672,143558527,91164,72398841,6623,72628,28675,536848488,147081847,136782000,9984000,161364791
21,2918721.exe,8072288,347626701,188571165,2631634,1382273,3830175,139760,226522,264030358,996823,263923668,995380,5541090,16997364,806746102,900833,387951082,24655,196266065,3451,16810,33469,1083085110,217964572,210508000,7016000,232348488
