,file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
0,1086590.exe,6730113,311318959,103444069,1108321,12686,215827,81730,110318,204262585,98377,198866775,91226,61775,13288517,317129005,12739,296721283,959,102064674,232,2559,1300,1471044542,117952348,115469000,1973000,182648175
0,1251351.exe,27447566,634563993,289624265,7281740,62703,4014016,6584927,7215014,308695887,429155,309488255,422459,18746773,54063084,1323079771,287018,657343619,1060017,295801594,98338,154046,668033,2082892842,364733263,208522000,155389000,426452317
1,1573990.exe,27432194,649194811,196329175,7130047,67876,3793282,6902105,7645151,297427935,449582,296907425,437123,18369112,52969522,1327083984,298241,627640751,1093690,192096837,98334,295331,691171,2171073155,358337755,191851000,165871000,372590974
1,1678927.exe,6169121,369472462,92274573,1404697,16147,221822,9259,59275,220750793,99753,219805358,100567,38891,13728574,539316667,16026,374037664,1460,92935715,240,4643,2931,1457283108,145451101,143139000,2001000,159572832
2,1712113.exe,15817008,437849035,287459171,4369825,42607,423789,6456130,6740058,300451870,333789,298656267,339001,8186964,28092525,1011046078,131240,438232429,662028,289673651,97893,300291,391436,1978476354,272748372,134711000,137705000,287184438
3,1727347.exe,27261615,629335448,291588190,7351551,68774,3814815,7170025,7786754,307312166,387805,307494184,390172,18629405,53349404,1191937171,291236,633951879,1061723,283729171,98336,332902,656484,2007150457,320852892,155031000,165033000,335320928
4,1822881.exe,27729515,759289826,310619459,17797943,159099,540839,16927513,13752996,442565863,613507,447996022,597649,20749537,41368096,1482041834,772175,759742283,504575,312496382,97890,299636,482685,3112961483,399729877,198683000,200680000,414268840
5,1850469.exe,6447593,195425310,97593344,773660,11837,226190,3897,22225,103517855,36536,103675946,35385,8782,11940672,217717301,6793,204709044,659,102426278,325,2332,1630,920108876,58848836,58576000,0,73112027
6,2233911.exe,28328920,605516768,226703444,17567487,78422,450371,16092030,16680427,519768766,489863,547286827,488922,22306879,44010677,1357878079,641957,643837007,609812,235179856,97887,401384,491476,3032681109,366399854,172032000,194036000,380928147
7,2372143.exe,6474097,298627669,100404640,1207708,13416,207041,7346,43326,204484168,73453,204509047,72436,19470,12575489,420914606,10440,304713072,998,101850081,232,3160,1348,1222387168,113513402,112180000,1001000,127734021
8,2379673.exe,21327463,524556378,232567926,18431370,67244,476287,7437614,7916841,342684213,463797,343501410,462707,17831597,37917055,1199943976,641574,506359428,519023,232190529,97890,299017,444390,2327824810,323779794,143744000,179680000,338290144
9,2467040.exe,30575664,542586419,343304955,21004152,85038,562468,16388768,17010002,343742920,467975,355439484,512712,21581609,45185682,1354059409,692922,576123662,568953,374392626,97891,319044,429221,2757018446,346854133,150794000,195733000,361178771
10,2526872.exe,50973709,299565843,100412741,1251402,21960,4193148,7531,15600625,204429828,75173,205432843,73958,19367,90376682,383766760,10099,307395075,877,102833090,529,3464,2273,1121933217,106116127,103794000,1996000,120302150
11,2559658.exe,25808161,498901940,196430359,1220788,18240,437494,7153,2254031,206371361,73079,206963936,71744,20712,54737125,392779936,9563,516571965,874,204337031,725,3554,1873,1634442557,105880086,105514000,0,120138129
12,2595156.exe,20593468,816788108,227842569,18619168,72624,514011,7103113,7594039,643519566,535305,643615248,534673,18436566,40932741,1683001288,664988,798645178,519163,230373911,97889,305712,298738,3600008846,455922071,270313000,185214000,470277323
