,file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
0,1149166.exe,135800,35819924,18555873,548846,11268,63934,26742,42832,59707636,134559,50914023,112665,78656,1133989,51945379,5642,33254022,2661,16887651,525,2402,6227,117400198,30432845,24900000,4980000,94098568
1,1659823.exe,34579,1302550,749139,157407,4158,22645,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,136,<not counted>,<not counted>,<not counted>,1764110,1430000,0,15919604
2,1716934.exe,55156,1562824,735097,161716,4076,22934,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,136,<not counted>,<not counted>,<not counted>,1793270,1488000,0,15930497
3,1793587.exe,70880,1588760,762553,166995,4412,24269,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,137,<not counted>,<not counted>,<not counted>,1820767,1519000,0,16062465
0,1950459.exe,518606,92505100,41794459,820872,12820,83420,104692,241462,50656326,53276,55997511,49216,131334,1368534,118449660,6480,101331068,572,35259132,521,2488,4880,290987689,60845253,55452000,5041000,126278332
4,1995279.exe,592475,10662503,5451915,695391,17636,65148,3118,15974,29063469,11255,28966976,10888,48983,720456,53103528,3171,33459968,414,16632491,916,2253,2081,116051605,14237526,10910000,2975000,28342296
5,2012602.exe,246275,90174401,47174919,662626,12807,67505,36144,62222,80950674,127138,71369038,108138,108796,1160545,112488386,6940,95799941,11690,51679862,1037,5565,8608,286610036,30601472,28359000,2025000,44848690
6,2099466.exe,72168,84017789,39984591,585991,11531,70331,6392,14221,56361202,22164,56350728,20718,19332,427092,99670854,2550,92464719,255,47903590,521,787,7146,266007172,26801153,25593000,984000,41021009
7,2230190.exe,4299509,68822013,28696783,977863,13999,136800,138515,149711,61122132,363442,56041462,368762,625088,2010143,196160187,11681,71157639,17742,29469401,2480,3889,19314,240940495,52874640,45388000,7060000,67168369
8,232374.exe,611245,31446766,11723762,754018,20384,82613,79450,54755,30143070,19532,30887182,19576,78859,712474,66012387,3825,47759829,1271,8206498,1042,1903,1263,138269970,17779878,12657000,4868000,32186688
9,2353585.exe,215449,8108369,5163264,769335,12862,53403,1220,7887,24843635,13689,24801174,11564,52363,416754,42643908,3416,33164220,387,12932631,525,6743,<not counted>,<not counted>,11530874,10235000,1023000,25856383
10,2430690.exe,52724,1525156,717777,156204,3949,22062,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,130,<not counted>,<not counted>,<not counted>,1732518,1433000,0,16095084
11,2545079.exe,416696,14470455,9185723,793419,16149,79176,35257,29201,30436756,14817,29065216,14973,46931,482983,56244841,4386,34640112,987,18264885,784,2226,1831,117464129,15140207,11911000,2977000,29233788
12,2745668.exe,510522,90181989,47221020,847358,26034,101000,79336,120571,83824404,108131,81806797,128275,187906,2010049,122747998,7882,94522103,11836,52462963,1940,11818,22575,294980727,33282194,27991000,4998000,47605677
13,2764661.exe,102242,93530767,46536837,551285,12799,65044,2622,17468,75004836,123131,70703130,101625,68075,969888,109820960,5103,100211677,281,53152389,523,831,6372,295533169,29956202,28636000,1022000,44058077
1,279056.exe,580047,7381383,8757531,652264,15471,62581,41541,49999,26052424,17874,26178486,18634,63026,598271,52573560,3110,50426304,1371,7365229,523,1895,2506,152966433,14028603,12603000,1050000,28148041
14,2939537.exe,459233,7323950,8291299,649849,18083,67176,39942,52199,26700414,13268,26773711,12444,58955,433922,53544989,3262,30240119,1357,14965331,523,1995,2232,105232458,14258213,10977000,2993000,28689656
15,3043260.exe,43089,1495807,744360,157025,4467,23100,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,128,<not counted>,<not counted>,<not counted>,1780818,739000,739000,15887584
16,3147371.exe,186811,6621589,6629702,543934,14632,64924,27065,20359,23757804,12302,22629558,14102,47641,396304,43034245,4372,30092475,1480,14992166,589,4384,<not counted>,<not counted>,11611411,8259000,3097000,25817721
17,3162106.exe,240914,79755592,42173754,588607,11261,68660,32712,50348,50817766,51024,50227478,40420,77159,803959,101356336,4943,89500529,12598,45650120,997,5079,9796,254932309,27596946,23394000,3899000,41885708
18,3323395.exe,97692,92087286,45748509,531070,11909,63879,3773,19063,75212439,129981,70827598,106261,72812,961763,109963985,5127,100559918,255,53230237,519,1296,6976,293720571,30036536,29696000,0,44348680
19,3439954.exe,583487,28150572,9983519,811671,20428,76513,2466,12767,33102538,14327,33114241,14651,29073,605761,62103035,1611,45164201,274,5833991,526,1562,1264,130590562,16665929,16419000,0,30683405
20,3449984.exe,619388,33562197,8512725,720349,19506,98226,81368,83422,33661522,22986,31467400,20717,95449,722982,67341637,3951,45100228,1709,9218088,1041,1945,1110,134113878,18172693,16914000,994000,32268259
2,346612.exe,225121,84576657,44289376,585898,11145,68549,24690,50926,55515313,48047,56266822,42327,80452,799794,105607049,4643,94741296,3721,49782304,584,1847,8033,278263333,29154673,26907000,1993000,43157550
21,3565465.exe,105322,71870572,35743268,577354,13054,67919,1637,10888,49479600,17690,49562495,16628,12113,386148,88894640,2345,81116559,199,41964178,324,662,4988,233212516,24173608,21931000,1993000,38439382
3,3654061.exe,84961,1533152,746016,157223,4392,22331,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,186028,0,202691,134,302,433,834267,1747787,1440000,0,15813832
22,3729533.exe,1276994,31580870,7740736,733808,22394,85150,3595,19213,35741325,14146,35716350,14729,58410,1027624,64722493,1697,47100219,260,7807204,916,1398,1208,128177589,17572635,14119000,3025000,31940268
23,3732533.exe,1595327,38968664,9648615,671582,20098,117323,174452,193386,31882611,23152,27909865,23258,215578,906762,70872837,6406,47283512,8130,11872549,1946,2610,2066,157656461,19187783,11942000,6966000,33289643
24,3765927.exe,218766,7926526,7824729,610572,14759,81512,55066,39485,23992173,13407,22180971,13323,76143,495733,45554804,5660,29736423,2649,15238021,1042,5510,10708,15918764,12150192,11802000,0,26613793
25,3822578.exe,557569,27915156,9781619,737849,20996,78831,2138,12533,34171108,12610,34030152,14622,20194,606578,64264185,1607,44386988,282,5274995,526,1559,1363,125421142,17119285,14770000,1969000,31352410
26,3883933.exe,25603,1422347,754982,156116,4452,23077,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,131,<not counted>,<not counted>,<not counted>,1672810,1435000,0,15590733
27,3950735.exe,1630345,40904584,7879000,660226,19124,103486,170411,253788,29787714,25632,26778345,25471,234211,888793,71340513,6633,47771096,15040,12327637,1946,2620,2217,159417611,19213562,13895000,4962000,33330129
28,4068144.exe,36055,1498828,747347,157821,4405,23277,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,135,<not counted>,<not counted>,<not counted>,1742389,748000,748000,16004400
