,file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
0,1172589.exe,622341,197140802,98467934,930995,16117,112832,45510,182130,109393028,2397617,110028179,2422885,322279,2926108,250094131,22456,195423324,5639,111160727,908,3706,9176,614059076,98312793,89879000,7989000,164453863
1,126726.exe,562613,163745363,85806646,939752,18532,128394,43568,94110,141483831,108125,142608136,108488,77725,1322508,253396781,8529,202208377,8548,96202403,1004,2868,9732,523785683,69942758,67655000,2019000,84068836
2,1342186.exe,7637464,117300791,40479145,1320262,147448,1151961,139857,259371,113905836,652717,114066349,661079,1088540,6748935,337722093,103020,141741832,22694,43868370,2870,8074,25656,388109160,91377147,85054000,6003000,105837997
3,1374738.exe,242350,76599263,32372618,769103,17711,80859,2804,18103,51449665,1855860,50638312,1834853,32591,1049952,130624075,5263,72643227,517,39502360,524,2319,2768,311237151,35526186,31314000,3914000,49702977
0,1409011.exe,881271,184230744,94691085,1136042,18791,121840,291847,168274,135165091,194580,130634494,1024096,161651,2020840,254928436,9426,184672503,934,93326501,908,2413,5480,559836080,89882809,83296000,6021000,136713444
4,1690595.exe,467163,70400712,49466398,782942,19065,96633,44661,54735,70419497,1707210,67785002,1817887,72087,955133,159422985,4704,68378156,1901,45109372,523,1914,3230,293801499,42950808,42664000,0,56972663
5,1825983.exe,554320,170619637,89091077,899243,19642,107318,4788,29878,141011811,307610,130997645,1102791,37187,1217614,244235012,6699,174085941,564,88587214,522,2284,10375,535475550,66335108,65031000,1000000,80542879
6,1883504.exe,1019046,164989660,87279480,1033302,23795,164372,59037,155876,144789226,114995,143513406,116114,128850,1823819,263304915,10740,199573054,16769,96571419,1904,3981,16778,526361158,70744746,65390000,5030000,84799814
7,201747.exe,629169,166112201,87257165,1073204,20938,137209,36125,63997,141180093,117624,141020428,112664,90593,1422867,251712657,9518,193206131,8018,93387633,1004,4113,12196,530107069,69723786,66432000,3019000,83924557
8,2024997.exe,549624,79460636,33008084,703770,17060,85086,5470,23129,48202857,1836650,48290061,1860960,67646,1439675,134193465,5603,74878667,708,40344577,916,2498,3141,322746705,36008221,35709000,0,50112648
9,2094555.exe,612347,96612820,43097254,691212,20457,104515,82511,132606,46964736,1990929,45014077,2096933,120507,1563265,134600537,14344,62945279,13404,36694649,1431,3934,9825,294706723,36312130,31987000,3998000,50541210
10,2131253.exe,1436631,82587469,50089061,1072842,28723,164702,347455,150856,106960878,927234,105894631,1358513,174284,2238484,253663033,9693,93235809,6938,48530542,2333,3888,10013,396148658,68702550,62425000,5945000,82909612
11,229437.exe,360160,184817458,92030707,1088679,34570,237681,46680,178943,167179273,2793142,163836845,2718689,125813,4745598,309280631,14223,212667361,5206,106731998,522,3631,17470,597378234,68156782,65857000,1995000,82164709
12,230403.exe,807185,170407549,86801904,1036575,19531,112855,5868,34510,145078523,101177,145752479,164137,66843,1457755,257008085,6355,198146433,770,94548395,959,2339,7427,529924998,69457536,66137000,3006000,83797550
13,2616722.exe,450366,168193116,85963827,1010463,19136,108695,5137,29657,145144354,98373,142491232,716416,41639,1180576,251912005,6769,184745164,631,88979469,518,2291,8272,526696783,68244915,65732000,1991000,82704725
1,2631785.exe,384198,78526680,32618086,681535,17359,83738,5917,19447,48254043,1986374,47933782,1945421,66742,1711389,129651805,7398,75965682,890,41113598,915,4126,3106,315584872,35075894,31714000,2973000,49384115
14,2642820.exe,347368,80077267,33454488,673097,17397,85970,5951,19446,47955338,1967326,47690105,1911382,94265,1720283,128280042,5852,76570007,699,41705687,916,2792,3086,325203126,34699753,32376000,2023000,48862597
15,2657371.exe,456598,58442552,33651364,733179,23775,106448,44935,42968,56279728,1500860,51508729,1718191,68130,1093870,133626768,7179,55581426,1300,21940907,784,3278,6740,208710223,36068209,35748000,0,50092723
2,2781088.exe,537688,172785105,91707211,880685,18228,107034,147898,135717,136947375,420564,127939286,1264630,82218,1289203,242953941,6747,173539250,561,88462554,521,1772,7947,543758260,65418532,62084000,3004000,79656690
16,2923923.exe,281883,77970612,33030685,920352,17500,86082,5850,17974,50610626,2118078,50885469,2075186,123268,1788039,125638959,5033,79266887,848,43243858,913,2492,2305,321215341,33902227,33591000,0,48123372
17,2946862.exe,248157,73617482,32471284,678441,17190,77285,23943,38883,47874954,2123610,48488998,2106402,89289,1151921,126266320,5535,76076718,2993,41862000,524,2750,6373,310530128,33726524,32409000,1012000,47786822
3,2951063.exe,609076,81442903,33894815,676878,17296,84855,3523,20725,48491856,1880941,48234331,1869006,115203,1447625,134562954,6325,74575213,751,40210005,917,2478,2937,320047503,35817685,32454000,3042000,50142662
18,2961600.exe,825033,60340433,31941148,657076,20121,83507,3479,21021,51537255,1912636,51436927,1964633,81997,1894439,125701261,5949,50585106,512,20509292,915,4083,12142,180186227,33972551,30707000,2971000,48377522
19,3025699.exe,932809,176744423,89814017,880220,20188,120492,167931,604329,127303361,128827,136671895,267671,409050,1913200,265310097,8227,204353695,834,97432001,1301,2622,8743,567374974,71446110,67129000,4007000,85708665
20,3098869.exe,1046423,169137507,87289914,1126546,21048,112039,5889,32428,141273770,124815,140595664,712137,83068,1487085,248020114,6221,186381749,692,88484588,908,2228,6226,527553813,66634166,63368000,2970000,80894102
4,3122929.exe,587789,164378665,84678129,985668,16245,117479,98858,181546,131302874,128576,135744551,122601,136491,1681059,249642228,9220,218697044,6558,105387965,1002,3042,9871,566015724,71835543,71492000,0,86047888
5,336539.exe,456094,166051548,85093853,895115,18045,105667,5090,28428,139734165,95409,139985402,237751,45335,1144303,243794176,6266,188282124,553,89246767,521,1747,10368,528903148,67166738,65861000,1013000,81425008
21,338328.exe,557383,169638869,88024308,1009531,19935,108086,4805,30037,140373645,100371,134350087,1025123,47934,1176398,244678810,6307,177802255,581,87831075,518,1753,10804,529090411,66083806,62695000,2985000,80407650
