,file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
0,1033658.exe,5875448,452484333,268214327,2248847,215518,893932,1053797,3358028,224270728,4210168,225434177,4227122,4018302,16671182,757854825,81370,437035300,377011,265699799,6387,39969,38551,1561604281,231684419,201097000,30014000,293869887
0,1161783.exe,6098232,317339153,170924955,2337104,246743,1026148,802731,2757419,180720025,3441524,180742301,3445699,3105625,15937096,646907807,96250,319031964,341843,174722829,4427,13237,43226,1183902141,196519835,184985000,10939000,249436530
1,1200749.exe,5915292,374908704,226202762,2205983,194614,937065,793290,2805848,187170223,3507781,187161534,3505613,3271576,15787806,699877976,82112,374015863,352930,225399792,4232,12713,36601,1331618055,189480793,184104000,5002000,203887552
1,1325505.exe,10981785,300613650,143744965,2678592,963115,3733686,746447,1021399,180577692,3249998,180614504,3309719,6162083,23037113,1031375988,2660731,313711721,57098,146576802,5645,877294,11363,1055256590,278298204,198876000,78951000,292447761
2,1335271.exe,8077539,236977789,114842898,1605737,510951,2551271,1255599,2721842,144135379,2325244,143976879,2323732,5216541,18050371,486886384,68922,254976264,374265,126134831,6778,5324,5679,886489307,131414654,118061000,13006000,145892272
3,1499617.exe,10333962,264756124,120819424,2318026,1125258,3790887,550136,723180,161220816,2536667,161108954,2533024,11091721,27627084,664911287,809401,275952132,47755,124534449,8143,16510,45223,866720964,179918882,155638000,23944000,194309301
4,1505641.exe,7973862,229070463,124787413,1565815,721402,3448859,987503,1443682,175552104,512236,181055058,526270,3562076,15750587,495112902,48486,242950622,299742,134941195,3455,4913,11337,1203465110,134071365,125713000,7981000,148467061
5,1542189.exe,20159143,794231345,423067678,3701838,1004077,5733461,1934560,5064796,441080601,4048864,438677835,4016866,8491169,33731021,1545278148,383245,774874702,1480087,420877365,6772,228846,36422,2340461575,417325233,344987000,71997000,431610582
6,1631151.exe,15580151,257323041,139183286,1799912,931931,5279865,2241898,4846200,163036951,2855059,164775718,2897476,7697987,26703425,554770361,283622,273947859,1542174,143629459,4625,8322,10865,957048684,149889569,139516000,10037000,164369163
7,1856669.exe,22221678,723908388,471492697,13659683,1868332,6136375,6538361,7157105,553651814,4266246,555846668,4226851,17636239,43410297,2123252462,1578328,727459859,738066,478203235,90615,110081,696526,3116886318,574324927,420943000,152979000,588798936
2,193506.exe,17330791,331009947,178951107,2740124,934656,5574149,1864596,4669022,199034334,3569172,199464266,3562229,7613328,29937783,1062640071,388112,340057107,1421640,181764635,4815,824384,220070,1224694735,286710966,221290000,65085000,300971844
8,1963015.exe,8232909,245841464,117062713,1580118,549533,2564399,1103042,2697347,142880425,2169535,143536595,2182365,5325400,18447389,518943290,60886,268837655,375163,127647576,6583,7043,5678,885270884,138775473,127429000,11037000,153065254
9,198113.exe,7900344,338406622,163338247,1732796,512760,2369031,1179051,2881044,158347700,2775448,159152685,2818433,4378491,16724137,577201939,78361,326223106,364418,163494067,6388,12764,16713,1155202733,161148706,148721000,12058000,175525155
10,1981694.exe,7559798,215228520,105259052,1639521,413840,2299286,1104739,2300675,140472345,2281799,142392605,2374007,4382283,16910159,470049470,62451,231024096,327501,111982687,4621,7768,6100,828279354,126923445,118602000,8040000,141147438
3,202900.exe,7692231,166267814,95396114,5107339,464831,2031441,478056,1179433,113135485,2670422,105447036,2628157,4689987,15653525,401436614,85857,157756922,385656,92296519,5928,69974,131103,644526393,94271249,84955000,8995000,108385023
4,2124644.exe,7085168,745119761,394563469,3997365,624351,2875012,1051000,2469504,420763004,1573812,412280088,1526649,5333335,20400980,1421011553,269742,717704914,388502,390400957,6380,220451,320859,2238690752,383468579,319066000,64013000,397980725
11,2145027.exe,5830246,237435791,115965391,1438484,243708,1535049,555537,1467267,132576117,450082,132517841,446402,2870523,13404383,453970736,35572,243342395,320930,118915154,3266,9290,27547,972849025,122644790,113278000,9022000,137056525
12,2184330.exe,7557957,271223460,135630545,1709844,632348,2678708,957869,2600668,145348019,2565880,147049747,2701216,5119601,19898980,587207099,238781,286308919,156652,141693751,4626,7021,4867,971707889,158982468,151578000,7026000,173173696
13,2362734.exe,7431686,225283121,104946151,1725086,502371,2459664,1145307,2573843,136417627,2307594,139766882,2398549,3797108,16350768,475932588,70747,237140318,362070,109453071,4622,7508,5493,829052085,128567320,124287000,4009000,142965740
14,2387311.exe,9929641,248503549,107275575,1829939,966569,4287556,1313681,2009255,172805328,2510362,170850589,2520395,7903619,24501199,558011817,110353,263118007,479644,113539948,5998,8436,5073,1074685196,150900055,136530000,13952000,165216065
15,2464944.exe,22388410,771783735,406913226,4188272,1388071,7338166,1286031,4494073,460650298,4527054,460691822,4518327,6611498,32948890,1604157862,428554,788070146,1426214,412251032,6623,231016,90627,2445644476,433311020,358958000,73991000,447661878
16,2545383.exe,7585629,211306871,97481433,1411056,513623,2710448,1105680,3182905,123012478,424762,128763502,439753,4673826,18194292,405221913,50241,231154957,363450,104061621,4627,4406,4621,810695544,109504423,102110000,7007000,123769538
17,257402.exe,6448301,712958975,382119470,3788800,398127,2114904,342169,411186,442020184,3902655,442028887,3902664,2774027,16457421,1430312510,267710,741331676,395613,394974271,4421,214387,46712,2238809386,386854924,324578000,61919000,401307962
18,2687380.exe,9361977,336263367,164081891,2947954,753258,3820663,1671536,2020075,206235239,3084016,197765346,3062422,7338784,22646116,1096708821,278864,336249174,476115,169034287,16910,231594,463266,1174033208,295871544,214404000,81153000,310044440
19,2712758.exe,8293893,265956987,141447409,1996844,631299,2741152,973101,2436861,159559621,3499450,159534142,3514683,4886757,17942521,548200659,92667,266822635,455513,141529803,6790,19873,65611,1014117218,147930438,140633000,6981000,162308340
5,2764157.exe,5942563,540333442,356596197,2406801,190760,1036620,811563,2686513,216182743,3322349,216101112,3321762,3021037,15399576,807889157,50100,556167853,379512,368309188,4233,12583,32581,1552482768,218465086,212163000,6004000,232853161
20,2897120.exe,8076321,249201912,117522507,1516220,572109,2651991,1459424,2943382,144037592,2290539,144054648,2290318,4251220,16558666,506540363,88071,253161763,358307,127834209,7357,8847,5180,904167609,136595388,121235000,15029000,151291415
21,2986121.exe,7032507,363698977,190931911,2089517,567285,2934859,1076537,2042581,149389858,514936,153903441,526516,3599711,15833845,583146486,55653,369764042,346071,195324874,4825,18790,13654,1048636583,157157816,147739000,8984000,171361335
22,3011182.exe,8351086,370763831,181156808,2592982,721236,3517807,883331,1466167,204117227,3093724,200220773,3078999,4764890,19195341,1061477645,275242,379678053,392401,188993193,4425,217195,422684,1254073804,287622617,221162000,66048000,301940409
23,3040305.exe,7884796,223154103,101339593,1291596,501129,2467198,1139463,3458884,103158883,336579,111703957,381651,5092886,19458333,405901831,92344,223660788,310843,104332102,4231,4475,4745,823209539,109350525,102925000,6054000,123851729
24,3205125.exe,10524468,365997872,196591861,1816993,735487,3388289,923688,1646014,207407999,3094773,207761830,3086843,5285966,18911666,649909814,64050,342142716,432238,200654934,6775,11379,21983,1361611603,175961103,162562000,13045000,190413038
25,3205462.exe,16841922,724545142,373406939,3703764,1148035,6077752,998891,3593141,430129636,1492156,429493224,1486572,5472347,27614860,1389514870,371256,752724375,1298530,385904144,3287,835989,50076,2213561026,375424365,327944000,46992000,389679522
26,3298554.exe,6326931,717404675,382054934,3657903,359349,2074850,622801,685172,440680043,3960349,441367430,3932564,2908200,16782120,1428156082,265335,742541198,386693,395623511,4422,214719,426982,2248156513,385129440,303563000,81150000,399538408
27,3364998.exe,8799986,780289599,427178387,3632463,703528,3366370,1008404,2008603,446547758,4268077,447411977,4268841,4712209,20757653,1536809206,281501,761615745,465327,422088965,6381,224166,422167,2485054652,417550715,345146000,72030000,431949683
28,3517094.exe,10727953,281155463,134718583,1892383,1303237,4135069,1067741,1478709,159549953,2374539,161352397,2455176,8747424,24885566,600606733,3308617,294436922,130476,140404552,6671,6517,6729,1018963238,160085570,146662000,12970000,174526616
29,3560006.exe,7174028,708036283,377195926,3465284,650138,3351489,777551,1571754,431611007,1502145,434123108,1501148,3932414,18946041,1424609274,273925,737834958,337583,395079264,4620,216433,296601,2251853919,384470363,317089000,67018000,398971879
6,3647296.exe,17265610,244985789,101916226,1297171,1110678,5503490,1275631,4628560,106325893,355159,108553135,380564,7195714,28062227,448418039,244404,234522236,1248532,103507205,4236,8963,8472,820956904,121247934,114920000,5995000,135697463
30,3839680.exe,8504234,257076123,110563501,1462137,542992,2597035,1226951,2845665,146052821,2265266,145908305,2263625,4611949,18314381,494582930,45463,236351980,451504,108401130,7954,12409,32450,839770325,133472655,114166000,19027000,147838170
7,3851193.exe,5715322,237663757,115237153,1581607,221414,1183456,1031151,2207695,140633971,2487359,143561879,2564049,3156495,13338331,468944470,56987,251999711,366141,118449284,4624,11036,10065,865037578,127272272,120916000,6045000,141550409
31,4090087.exe,8205525,276491607,147121627,1681350,552195,2688990,1323039,2858823,158147920,2503258,156933697,2481649,5480212,17318172,526327716,62183,297324897,373053,158688177,6778,5708,8564,998116369,142341265,129032000,12903000,156705427
8,4154710.exe,12579209,266250265,128409435,1667613,1593577,4858125,871220,1153235,158096116,2464753,158193263,2464028,9292677,26353976,584794441,3407698,265632583,132690,129354996,9902,20983,60611,882789476,158306025,142002000,16000000,172692253
32,4243029.exe,5846228,301619397,160245939,1846837,257598,1310230,1217642,2601034,162942729,2793051,162794167,2789377,3947147,15762763,651315078,94254,290052307,359266,161421735,6775,9654,13601,1110993815,175836165,162465000,12957000,190163949
33,4281961.exe,28158968,279508632,124255564,3048856,2860132,9630680,2128768,4781607,192247690,2781577,192300640,2771345,19631937,46835212,1028933172,1166285,296723080,1653296,129990173,7749,17915,57416,966076391,277925975,264626000,12981000,292300103
34,430409.exe,7479475,292026043,123590395,1387512,573454,2958236,1183064,2477728,143611209,503887,143630178,501498,4409516,17200920,464357746,54718,254508258,362493,118881068,7949,27283,27621,1027957283,125079491,109689000,14957000,139571742
35,4304680.exe,18749326,279995230,167443218,1736612,1279770,6935354,1416982,3361369,175750440,2788400,175544708,2687207,7148936,28288550,613326443,234647,272149455,1292236,171395037,6569,12556,11066,1111175861,165853301,154528000,10966000,180301868
9,436565.exe,8191835,252181941,128319515,1621108,561493,2604357,1021346,2753682,150215714,2619686,152706102,2663125,3951092,17917803,530448045,81810,260180098,342510,130949186,4621,7719,9270,911395815,143514724,135152000,8009000,157869743
36,4368858.exe,8730018,302275193,168064968,2227270,568871,1753504,1997010,5329786,196074125,8374170,197057848,8501375,6828578,22129286,756497583,55115,308682285,720425,170087833,6668,10900,23062,1066670986,205749940,190329000,14947000,220243576
37,4484988.exe,8192568,243780629,117705350,1525919,587462,3020320,1123949,2180176,137399723,3003858,131742733,3116906,5327865,17795874,509903033,52015,239167607,391719,120984587,5018,5270,6533,902205839,137598453,130256000,7013000,151927655
10,4649566.exe,7393134,366666120,211828301,1651310,455459,2142235,1248384,3640120,155486651,2534497,155506464,2555128,4988276,18782312,609834603,66424,360752432,328529,213986146,4622,7898,8895,1149847705,165173054,154874000,9991000,179496070
38,4692906.exe,10181494,346903223,222964905,4119736,286498,1549511,4850740,5753945,201099133,2740726,213940658,2850388,8769372,21170856,934516338,144277,352319180,733794,226218732,63026,70219,257155,1334459081,252625303,164201000,88108000,267203573
39,4693092.exe,12073775,795160176,441995246,5974053,1180674,4134662,539308,766573,464620673,3861242,464988046,3868035,11532604,32643005,1726226345,1087647,821664628,46553,454128948,9895,222105,90860,2374265298,466449853,378004000,88000000,480629006
40,4743248.exe,8174364,251920583,171147455,1727051,633713,2883130,959211,2117851,185540855,3003437,187553935,3143420,4113927,17792702,569132574,56410,256691898,386340,177417638,4424,5895,10509,1139159362,153571585,139103000,14010000,167871730
11,481529.exe,5539739,285681209,140541824,1711588,194214,718507,1300545,3575955,191351023,4667818,195427612,4850004,4241167,15171778,597473100,34368,300100370,552613,146195914,4622,9631,13276,1031412017,161105285,150736000,10049000,175423043
