,file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
0,120780.exe,277653,2090883,1744591,2317717,18157,183404,31213,104184,19445251,240119,19862749,240299,62397,3623311,977145829,27785,2315583,2404,1200496,134,7489,3346,223953128,272404914,268874000,2998000,339015641
0,1230547.exe,138170,880478,767875,810460,7531,67478,5148,30020,10424305,255612,11083947,254374,131079,1470863,249888973,30624,8065959,1009,3912181,65,11992,30637,136915847,79304267,77695000,1009000,146700257
1,1231818.exe,77022,3019636,2249413,696484,12505,74303,2904,15440,1998256,27543,1995115,25805,7309,502216,151699697,3822,266752,335,218455,128,1704,1130,136662589,40716407,40465000,0,54977874
2,1290864.exe,76959,3157617,1537352,438249,8580,54726,3038,14698,2552833,22892,2467499,22777,14352,380773,99077294,2609,211823,217,128583,127,659,201,114926050,26783082,24427000,1954000,40733392
3,1318308.exe,134381,3997518,2260711,875064,13160,89190,4095,24467,2066811,39675,2062863,40069,11248,810161,237822505,6219,496695,523,333547,133,1518,1430,228093642,63846922,62459000,991000,78055762
4,1340102.exe,148805,3266260,2513159,1460330,18967,130441,8621,54059,19889300,88323,19852096,87140,19581,1707982,496228531,13501,883438,1083,635997,133,3885,1912,314237011,134023116,133634000,0,148012820
5,1570142.exe,124922,9145870,4079218,613973,12979,56650,963,8859,2199060,12665,2135766,12350,11808,209051,54449744,2672,575201,323,454786,132,1908,2089,62532836,14490388,14249000,0,28670351
1,1647016.exe,268259,5105380,2593833,1925755,17826,148101,13519,78020,65189711,125197,65161113,128759,46973,2605088,784111013,21911,2105896,2161,1414496,135,7336,4060,945764553,212802558,211496000,997000,227237593
6,1751912.exe,176582,34384440,32609557,1309038,13057,110578,10376,58294,62535295,107494,62394515,101055,49313,1941543,523703800,14826,32584482,1161,31909357,132,3445,1293,562787343,141121963,139705000,997000,155370194
7,1920040.exe,142211,3390976,2720793,930189,15576,79298,2671,16524,4284227,62347,4322273,64785,6591,504095,151690582,3703,286410,330,768311,195,3532,3948,88234620,40979513,38609000,1949000,55139286
2,1983458.exe,411568,4868019,3446763,3242050,23766,236390,25556,149600,210304479,240208,210427616,241450,60158,4829832,1448745867,36248,3167186,3624,2386883,128,11356,5766,1993677887,390303488,389803000,0,404571630
8,2079662.exe,134345,2586792,2055535,1257579,14299,119592,15768,50210,3269771,83394,3242615,83088,23921,1656888,506263459,12573,904914,1104,563391,132,3240,1013,72216346,136337754,135947000,0,150440582
9,2087440.exe,193638,91470358,61889619,1474925,14374,123554,10339,69926,144367298,116708,145035381,107874,40835,2090754,598712715,15539,89759158,1320,61158579,133,3867,1701,741493442,161447859,159080000,2001000,175523864
10,2095380.exe,99659,3387755,1715870,626658,10400,72505,3721,19332,2091096,32488,2054389,47271,101599,787763,182690805,5743,903218,467,544008,138,1150,402,141161600,48641807,47196000,1004000,62621106
11,2118492.exe,176353,3982154,2127428,1229282,14482,102540,8540,48341,51048434,98402,50460954,92201,67872,1713269,442136816,13021,1400389,1009,603278,133,3443,1838,704399975,119383975,119071000,0,133633766
12,2133666.exe,399581,5444688,3351702,3243315,22458,238389,27411,149281,210600979,235937,210489528,246380,79733,4968261,1447133509,36876,2644823,3443,1959295,130,10617,4846,1988512166,390545587,390206000,0,404755977
13,214531.exe,78583,2453691,2173366,600344,11136,64937,4330,13552,1073149,23544,1092536,23521,5561,503719,133069756,4916,766135,479,491689,133,1915,1638,31940023,35839011,34518000,1015000,49937246
14,2148414.exe,75258,3287717,1761297,632623,9885,68521,5029,22577,2178145,32779,2108971,33545,17310,701428,182363836,5099,475574,463,294387,130,1624,559,144483740,49051801,47770000,995000,63278462
15,2167825.exe,39186,2072385,1727529,484319,9067,50375,2494,23401,4363914,69129,3976384,121222,35361,540516,103752870,2591,220305,230,131628,134,703,280,79537435,27894323,27612000,0,41970285
