,file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
0,1175601.exe,136023,1320602,1619083,509859,11256,50189,6465,6085,9585418,13549,10616502,15295,13053,295004,15391446,2710,8367476,377,677587,137,3051,3594,4601544,11867596,7344000,3672000,75412110
0,1315752.exe,175934,835477,1028547,464846,10935,51808,8489,11546,10604880,21670,11417159,19048,15003,285351,16396093,2699,10791836,334,3693686,131,2425,3252,31038151,13079016,10134000,2026000,81142202
1,1322787.exe,3985429,71452271,11932660,816509,48749,174890,752930,764936,15724424,44160,24125954,115091,2415000,6922770,90567808,18286,83432999,251,1608733,3063,565,308,252706380,25103645,16877000,7942000,39405312
2,1323960.exe,174304,7509229,6006950,525072,10181,55099,209501,293979,11957550,16415,17507835,22144,352254,1109932,42070703,8785,34804383,553,6950495,3110,3979,<not counted>,<not counted>,11016508,5360000,5360000,24945661
3,1326566.exe,880794,25159379,11879039,628612,22224,85698,707193,710976,8047499,31184,7835404,27218,539163,760457,75284951,8823,19366017,5321,11181309,4326,620,828,84308215,20034578,13465000,6214000,34483774
4,1471884.exe,270917,657159516,2802907,1785361,14904,139049,16415,80862,1010206243,610586,1000746777,619944,69535,2492626,716552532,18733,663765865,1846,1179979,138,5477,2927,3508479873,192928478,190636000,1996000,207095924
5,1551067.exe,77379,2734266,1203430,164154,4402,23615,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,136,<not counted>,<not counted>,<not counted>,3796360,2627000,875000,18018197
6,1554849.exe,48847735,203334855,46043766,2150958,120257,1251303,469226,542614,130595286,901523,131366671,898698,1078194,6076795,745963863,33452,198722824,39919,43621650,5989,10670,38958,593582823,201480008,194134000,7004000,215836768
7,1560344.exe,2474998,122085533,95675472,657575,19213,199365,656691,653366,47761703,91086,52151508,77091,1489541,5132881,133332879,24748,121303051,566,95603797,3057,1834,1270,328692519,36016011,31502000,4064000,50499434
1,1571671.exe,334393,10983740,6622904,692842,15342,123376,245535,346626,9824155,24272,10386699,22410,340516,842826,52861435,8159,31304855,24063,5080899,4142,5356,2045,123859687,14276774,6933000,6933000,28214133
8,1577659.exe,2266837,36789788,11006027,832320,22303,148955,302604,611698,10555708,27876,12811852,34570,642109,3342233,64397119,7393,54783681,7469,31779011,4143,1546,1233,184418579,17363611,10014000,7010000,31506097
9,165572.exe,51180321,268701017,53757995,2811417,102663,2039669,593050,631990,242567602,1847615,242200433,1839812,1484281,7395504,966883659,40850,272627776,48766,49960460,7924,14665,57640,916767722,261311634,248983000,11999000,275583455
10,1810441.exe,49295680,662678669,3811935,1775965,16551,142085,16676,72394,505633332,560679,505722106,564923,49686,2223159,642060285,15995,673689662,1568,1345172,147,5566,3339,2678297297,173644400,172353000,1002000,187904076
11,1822655.exe,98504,2513377,1897081,211800,4474,23668,870,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,137,<not counted>,<not counted>,<not counted>,4448460,3123000,1041000,18886187
12,1824751.exe,40165,1831075,812798,157770,4253,22269,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,139,<not counted>,<not counted>,<not counted>,1855579,1513000,0,15917674
13,190239.exe,102053,3527885,2566449,193819,4350,22632,1899,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,123,<not counted>,<not counted>,<not counted>,4842432,2756000,1837000,18648817
14,1946318.exe,296905,333501952,3065769,2118362,18390,163830,16431,93290,668724735,623520,669268486,626495,68559,3090923,876418992,23135,336957683,2193,1353284,141,6797,3443,2009118108,237083368,234806000,1998000,251165077
2,1992683.exe,176665,331728002,2401057,1372435,15056,113759,9269,54826,505739234,586997,505776135,603119,35491,1969180,536242673,14982,335848363,1382,917601,144,4346,2328,2352694450,144657046,144369000,0,158824619
15,203751.exe,2632955,40875538,6475804,517192,18936,142162,429734,883156,19641086,45035,24129557,50811,983165,3405310,98908373,13814,42714929,8949,1020332,4144,597,272,181217596,26434914,20971000,4993000,40657252
16,2073892.exe,183890,331815387,2859572,1357696,13992,115507,11955,52964,506474848,571346,506290078,579522,25725,1785985,546097983,14675,335871902,1393,910383,132,4286,1969,2179826998,146982854,144602000,1994000,161377979
17,2154951.exe,2224370,24172778,18571954,941626,78964,238689,621581,782035,18553295,44274,23462738,52516,1527723,3351504,121493056,32163,40431945,124871,18780776,12066,44466,58790,97489209,33130271,17368000,15438000,47516061
