,file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
0,120780.exe,293047,2383446,2053444,2382916,18458,186407,32766,104178,19719964,221785,19753354,228710,78148,3440006,982432954,27198,1958440,2844,1222665,135,7018,2640,221799095,283972727,281612000,2004000,341619561
0,1230547.exe,74666,1995950,1157277,586905,6028,50680,3584,28125,5526363,162560,5380011,136039,23554,813028,180029800,5918,533620,514,325864,65,2095,1090,124291330,50539843,49991000,0,92171004
1,1231818.exe,161298,3961585,2183607,716442,12415,78309,3460,17194,2052988,29117,2030476,27580,8802,542667,151281187,4091,296956,391,185910,127,1561,1325,135436432,41157851,39908000,997000,55379861
2,1290864.exe,94116,3651340,1809752,473510,8565,54291,3447,9683,2358715,25610,2490377,21869,20438,396176,98686176,2932,371413,272,125764,127,667,310,114991018,27251177,25908000,996000,41482588
3,1318308.exe,98958,2012101,2177302,838428,12980,86063,5131,27050,2339991,48926,2230416,46543,30372,861569,236980404,6210,427919,611,279140,134,1574,1104,228453156,64314372,62099000,1971000,78711952
4,1340102.exe,175547,4326081,2387546,1327020,14480,118718,11613,55916,20084705,98746,19962338,94705,53693,1767770,495432896,12877,872693,1288,540641,133,3428,1502,313287196,133581524,132164000,1001000,147961141
5,1570142.exe,321041,10491821,3509581,575694,12097,52108,959,5501,2044620,13568,2115548,12011,10348,219737,53322384,2893,719070,365,482351,133,2010,3027,60361896,14480539,12282000,1889000,28684940
1,1647016.exe,238223,4442503,2532859,1845881,17000,146932,13536,79563,65089786,142393,65234319,138277,59715,2870083,781573494,22916,2029544,1940,1157263,132,5694,3252,943788599,211111987,209828000,999000,225176068
6,1751912.exe,171067,34352937,32537232,1356108,14071,116196,11112,59083,62533352,92691,62536105,104576,51177,1986993,523957456,15443,32621202,1542,31908318,132,3346,2189,563069437,142394331,141007000,1000000,156775738
7,1920040.exe,212324,5011036,2751518,956144,14787,93355,2669,15802,4539452,74513,4431829,75772,26743,590129,152355580,4329,284140,392,346926,192,3533,4179,86781822,41022063,38748000,1956000,55230321
2,1983458.exe,462271,6121392,3739148,3221992,25103,238479,25107,152684,210868769,253267,210673113,248744,78470,4889127,1449398141,40002,2780397,3469,2022304,128,11597,6494,1990718723,391441395,390130000,1000000,405416422
8,2079662.exe,147429,3340979,2206742,1305593,13429,118433,10500,52743,3244049,82671,3261582,103585,48948,1739657,509989691,14025,1603847,1418,1018800,132,3504,1547,72887888,136772845,136393000,0,151002036
9,2087440.exe,205637,91722126,62005061,1463530,14678,122510,12010,77665,144197394,131408,144773424,122629,74829,2232922,598817558,15764,89973579,1533,61328301,135,3714,1931,743192822,161172452,159873000,999000,175211740
