,file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
0,1055487.exe,2000662,321716860,169458016,1844094,94899,1015670,471987,569057,178795979,816519,182917145,837017,1029864,8611058,392193703,29785,312483743,11815,170187309,2067,5412,27202,962685537,139674473,130076000,8066000,200527584
1,1085914.exe,2465024,295717567,154012642,1642439,135430,1080343,126464,371806,198479206,860952,198331211,865150,549986,6381009,396946506,28759,314816944,16316,164047904,1864,7447,23528,907482607,107756245,103413000,4016000,121998219
2,1102079.exe,2443012,295220739,153532923,1601306,116993,1019247,120400,365813,199050966,867761,198395406,871564,541016,6379897,399061934,29105,314859082,13910,163767512,1844,5163,22533,910771066,107697850,102327000,4967000,122193457
3,1192664.exe,2446485,293576715,152991266,1530766,84700,922791,120437,366660,198749097,865304,198919530,868310,480589,6318930,395084035,27196,310358211,14651,160875017,1900,6666,26037,905912936,106629029,101259000,4963000,120958927
4,1300054.exe,1963181,99685168,47263685,912856,88608,926722,93259,232327,76831391,411861,77078108,437954,728054,6462405,187601082,16868,107196707,10059,52002143,1948,3830,9934,355756328,50880134,48434000,2018000,65229973
5,1307935.exe,1918159,99295347,46487796,1104579,100439,1056147,98563,279442,75542928,438575,76545923,458931,522664,5666419,185884290,15517,107367644,10372,51546626,1852,2455,9835,351047403,49904103,46578000,3037000,64078980
6,1580081.exe,2529357,102767517,50086095,1152510,130623,963902,215403,447925,77888011,478225,78790190,497835,1299922,7238334,209128163,63631,103242369,27915,49496258,2901,5357,12398,359025549,59918568,48581000,10906000,74390125
7,1623988.exe,1931632,99306419,46860756,887741,107283,1059405,102520,302254,74478722,450616,75572922,470293,520075,5499669,184030303,14504,105459900,9346,50926217,1895,2580,9643,348684164,49618076,45406000,3948000,63906978
8,1701757.exe,2480160,293080802,153169580,1617229,157084,1147950,125675,372857,200370733,870268,199838597,877906,624996,6386270,403406441,29381,315065689,16576,163841853,2046,6781,29396,900810948,108324185,103880000,3995000,122569972
0,1735981.exe,4021378,343258401,183876921,2111447,156654,1449305,484974,843720,183512117,1390531,186231149,1456523,1525936,11891524,476906080,116809,307987491,17186,174397402,2833,6420,28987,1027127410,154356601,141847000,11903000,201066954
