file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
2267323.exe,2139498,524316594,275253494,2529372,196733,870055,244573,448569,324514522,1131120,326338848,1135671,1063565,7546196,672498561,60254,536826163,16650,284973765,2241,8965,38367,1596298395,189234423,182217000,6040000,240625902
3323785.exe,1897856,538754034,279830377,2584767,212409,1099220,111431,207626,321866091,2334817,321600618,2344386,936870,5994510,656345814,38232,532829274,11242,289781769,2262,11337,28037,1663671455,177210255,168887000,7994000,191706698
3587345.exe,1713263,133309471,63181198,1391913,154127,665654,108861,167914,133843579,289378,129058167,313772,1246838,6182462,286352083,43941,164595063,15052,71942370,2244,5173,16397,497010977,76696438,69410000,6941000,90949440
3827594.exe,1474663,538057388,284597881,2317777,188376,995994,114778,196183,315840024,2621297,317156173,2624435,1097314,6412690,669700464,40736,517320206,10790,281004450,2243,10489,30194,1626677491,180456192,171758000,7988000,194743481
4646477.exe,1763122,133850291,61978147,1412040,162886,693021,109919,168470,135393334,282520,130073408,302595,1120913,6024380,282461522,39893,164526912,17099,71803822,2341,7183,16652,498046192,76803193,71530000,4967000,90989393
4656918.exe,1554233,121329322,74218680,1216181,93355,580207,81630,134277,156548118,304039,154096093,312442,735091,5565100,277905764,20675,135586673,10654,74307020,1878,7912,16269,552520317,75470339,70182000,5013000,89675497
4870731.exe,2561002,147050365,65023603,1496857,221025,824038,113670,169323,141736121,331624,139328783,326580,1246726,8553005,298820915,56155,171387546,29731,74061787,2499,8611,21705,522551098,80868969,73410000,7039000,95078110
4990217.exe,1538540,547804027,288778456,2280724,203679,1045722,112073,217425,334200781,2065983,335741662,2077297,893047,6057936,673591805,39210,536706410,11528,287198998,2237,10555,34718,1652211409,181522435,178161000,3002000,195978494
5120159.exe,1643848,537356522,282550306,2399334,209887,1052777,107699,196620,319371443,2444225,319014478,2456234,1054411,6361212,662483933,41297,525905200,11029,285852352,2435,7891,34441,1653581454,179287507,167830000,10988000,193771630
5768294.exe,1768119,133258837,66644285,1207228,160942,669584,106888,171548,128154507,284661,123989373,310987,1295242,6187395,281630236,40400,160844189,15075,70971266,2245,5858,15059,491230155,76594943,73263000,3010000,90921298
6207480.exe,1741902,130080673,61579430,1209420,182658,698498,106525,174382,134870355,280754,130563792,348125,1598270,6600759,303846014,53532,171084670,15825,74642447,2247,8115,12294,498959227,77555662,73198000,4010000,91821270
6345129.exe,1734532,534010167,279270353,2381876,216988,1056197,110948,200039,318719314,2446658,318383522,2445935,999252,6195943,663356075,39446,526896825,10966,285934511,2239,15200,33093,1649027913,178844104,172515000,5983000,193164203
6761058.exe,1578942,532141964,284346837,2319000,167400,973462,122284,371113,326500640,1970783,323163996,2158488,1190541,6626329,665297140,40237,507426097,10925,274316469,2240,11701,33399,1592080415,181921898,177582000,4013000,196181956
6947711.exe,1761007,134064175,63621876,1225924,165660,694777,106915,168028,132064295,305739,128171705,321074,1434754,6196461,287779313,43631,164680635,15314,72191661,2241,6866,16300,502531840,76773347,72430000,4023000,91160238
6963176.exe,1734808,136112876,63525471,1205037,156525,681402,107030,162996,132081195,277033,127864371,296783,1282291,5982709,281608998,42386,165399430,11618,71618010,2248,6019,12863,505916855,76558290,73223000,3009000,91007782
7254933.exe,1464112,542027477,285788174,2444083,185527,1014691,258386,206001,319553077,2451885,319034442,2458034,1086365,6411199,665232772,39357,516703769,11047,280853778,2238,8891,39761,1626900065,179488826,175158000,4003000,193966050
7256574.exe,1522592,547638163,290916009,2310677,192507,1033828,105077,216612,324616828,2471939,326689861,2481861,1039644,6190145,674900384,38675,523375039,11184,284182548,2239,12456,27355,1646415756,181940673,174639000,6985000,196098922
7857074.exe,1553459,135375084,67163032,1165861,102746,595959,77381,135172,130983203,284430,127810420,296278,855356,5765720,276368814,18839,164785615,7352,71343734,1839,4724,9611,499291980,74500366,69162000,5011000,88961044
7954781.exe,1785257,132956941,61558618,1266103,173689,714490,104213,160343,137366896,276894,131607168,287433,1241287,5948743,288367086,42561,166088318,15360,72991389,2242,4907,16730,509413954,77893572,72540000,4968000,92330435
8388087.exe,1737630,142111956,66116525,1456532,194411,763319,110831,182846,142209045,289933,142268814,294915,925276,5617844,295625593,42966,177085125,19724,74305682,2440,7710,20285,516274618,80049495,73638000,5970000,94195316
