file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
1141757.exe,9140912,223148683,83823569,2142160,85892,3314014,307293,595997,121520722,4767596,125025253,4812367,501351,15848119,605147264,25076,189858064,15931,74153805,2869,7831,19800,698214060,196155629,184668000,9982000,258161347
1194834.exe,14414268,202330339,89625754,3081460,784859,4748988,428282,616848,217583885,5463955,216820486,5307604,3973591,23881263,934389562,541939,209464088,45354,92130113,6383,17010,54387,829613120,252907397,242509000,10021000,267332461
1334614.exe,13327222,178068743,63899227,1614512,94656,1662268,108997,239642,155313260,3384538,155112603,3076052,502458,9218170,576541587,22941,213788705,22201,69091196,2870,9430,26782,608111387,155293406,147947000,6997000,169282743
1369810.exe,8905403,192376436,70186311,1856677,73979,1957930,310698,260693,151611816,4032893,153804873,3431051,496184,10668650,563868596,24421,224505941,31462,78578666,4254,12011,26803,650457215,152235126,142798000,8987000,166537865
1376527.exe,3699722,149657421,54574735,1329595,34369,1483079,241761,370786,96178259,3874024,102950338,3424382,268145,8497772,362558219,15996,180818879,12861,69460219,1874,8672,16012,521559498,100835837,95531000,4975000,115297369
1394267.exe,3426604,60539848,23553344,1065315,30651,1908388,75775,198785,66410786,1799710,61714024,2820336,309621,8445218,257337876,8717,54582034,5338,16397385,1381,3619,6477,179726083,69125453,64740000,3984000,83258148
1702636.exe,9184318,188644865,68797628,1872752,57418,1602293,185145,275657,150459597,3971411,151598214,3420876,607281,10504120,552724173,28974,231313116,31291,83423846,4257,13175,32835,656580801,149185550,142738000,6031000,163527648
1828655.exe,8308563,492369205,237195149,2284602,94813,1384636,254748,392525,341602841,3067868,341344922,3084352,446418,10756447,895297831,29577,507861946,19814,236909760,2863,16828,34812,1459466920,240787513,235321000,5006000,255002005
1993016.exe,4339969,139377021,50399044,1457301,77160,1480118,222301,424385,164003977,3591208,164586970,3487159,686659,8424964,426856292,26943,186916586,17364,67226792,2846,7089,17097,615337031,114692176,108311000,6017000,129198485
200463.exe,3259661,466241921,234140874,1797392,41520,1538032,93787,233794,318598016,2963586,314716519,3364414,374268,10157699,682459629,22329,474626266,7006,236405958,1381,7790,22254,1402985063,183660186,180117000,2985000,198036060
215691.exe,3819569,128938144,56865002,1287723,32151,1492157,84052,203811,148789307,2997750,149125417,2895339,206291,7915687,379351683,14694,157861500,9476,69424838,1386,7680,16441,574785554,102276961,95887000,5992000,116728487
2182933.exe,7936440,193334356,71501286,1861210,89214,1399303,226395,356731,146850806,3091823,147935677,3517898,580263,9594101,570963534,21553,209992113,18305,71764301,3354,9177,24932,637950563,154344603,145981000,7998000,168795683
2283561.exe,8994011,205666159,72697938,1851449,139796,1646354,195833,471275,148768973,4343474,152149156,4200194,444394,9021643,580798231,21271,225424059,25684,81765103,4527,9607,32644,681396754,157180065,151866000,4995000,171553124
2317321.exe,12784798,175920350,61069387,1631181,44402,1468445,159158,368288,153546693,2575906,151884973,2518595,426687,9637470,555644812,20772,217026320,20672,73996419,2869,10062,22109,618007291,149963435,145596000,4016000,164141897
2473888.exe,9524080,516562484,244817405,2651566,82368,1451728,166148,382127,350926664,3385341,347869421,3487492,616060,11211921,889148860,30230,519593110,23897,238503337,3253,14344,37053,1503775377,240029107,227712000,11984000,254140181
2557813.exe,10347890,229624498,91242090,1908929,126028,1470982,324994,377071,141753262,3425986,136016874,3769833,429971,9705005,574753941,21262,191236179,26815,70248806,3385,9523,22457,706957928,154992342,150670000,3991000,169410693
2870679.exe,3494418,123527008,48857761,1188444,43809,1146255,72473,244190,136468269,2481308,137420628,2300844,564252,8160044,370422475,19936,168254206,7702,62030731,2068,6068,12585,480926434,99704923,96377000,3011000,114173544
2876767.exe,8526110,187945017,66284972,1794649,73703,1380926,127470,268198,154808615,3121104,153662107,2829650,404520,9600300,561944006,22300,220167970,25533,75946708,3354,10134,31967,640688859,151668686,144386000,6970000,165954564
2956436.exe,13387245,181727139,65236763,1670696,64001,1417199,173268,386363,158940363,2299332,157849991,2285217,568294,9779639,560825966,21259,219178640,20767,76151547,3261,8723,21035,628636655,151175967,142857000,7992000,165543970
2961485.exe,14219996,536076150,255641546,3502257,507621,4430210,370314,608626,355751007,3314157,354097349,3359464,3423338,22927434,1126955077,397105,543862080,30749,256817953,4817,14743,47923,1612800107,305700349,295396000,9979000,320149161
315901.exe,3622614,125201023,45094954,1119418,37170,1502928,42643,165410,126993926,2495955,126923276,2325092,351293,8271626,356378858,14072,172917886,6949,58457201,1389,4463,9690,453306936,96424441,91105000,5005000,110799310
3310511.exe,3730023,139932510,49772011,1265531,34697,1531877,75008,195526,120177525,2782573,122961757,2513414,278465,8195961,359342430,15914,180539415,13873,63581184,1873,8054,11092,497172026,97422106,96101000,1001000,111909267
3448452.exe,4175365,128190542,45073925,1150311,31345,1525495,40725,162116,127891521,2465310,128595867,2293968,365868,8425564,356513705,14269,179154715,7924,59057409,1777,5211,12348,461932245,97697412,93254000,4010000,112095053
3533053.exe,7896378,543269038,272040862,3300016,122444,1454621,223814,619785,306013126,4650698,306538424,4845508,860714,12288646,892153235,36731,486597255,30948,242280117,4281,17069,34438,1562644799,240534200,233186000,7005000,254887450
