file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
1499617.exe,1206349,282983121,127221869,1881183,44320,207340,568057,684347,146268559,536617,144334293,532398,1018999,3484825,387234595,25067,268460336,43859,127723695,8143,12898,64277,894952234,136357172,112917000,22983000,199886253
193506.exe,17740428,323808021,177819283,2396391,52897,259732,631576,759931,194577126,1492945,195869929,1453218,562242,4130622,904917151,232280,338120019,3068,182464981,4791,771836,419904,1211086153,244313429,185019000,59006000,258767775
202900.exe,4420783,139680261,79731918,979075,42211,161347,7018,28700,103133634,756960,98310952,669676,428324,1709565,228174024,21835,140224479,48283,74274560,4429,15077,55109,535816825,61653250,53299000,8045000,75944062
2387311.exe,634042,252679848,107296352,1428491,45645,179024,799219,840501,163631567,448188,162395571,443747,2784920,5880901,414703128,27316,258405143,13805,114276512,5998,6612,7318,1113217571,111845601,99571000,11948000,125856820
2897120.exe,7954490,245417443,123275830,1310362,59980,193407,593099,630895,132469203,445874,133792815,444015,1219096,3199707,379727550,24259,223524406,71311,120969354,7357,26006,32637,851762811,107218847,93898000,12985000,121451441
3647296.exe,11185583,242323882,101256819,1104453,47938,2247119,674966,2088659,99844473,334865,103549899,366255,2001031,11059593,361942747,21080,230279565,9028,102772010,4236,5206,9236,815035533,98380063,91050000,7003000,112648542
4154710.exe,6749277,254284685,125325881,1395396,64112,193178,781361,825858,153627858,498138,153795147,490312,1128954,2709853,391040824,22783,255900194,84177,122148795,9903,41409,57152,850359981,105593871,88397000,16884000,119980533
481529.exe,4988563,288329491,141830374,1483433,49297,191316,615676,693376,183103383,817240,189083013,727695,591776,2435693,418501951,17106,302144448,3279,150487381,4624,6743,14126,1055111485,112877468,104539000,8041000,127157969
5183347.exe,12594473,725302781,393170423,3426889,66752,372442,886763,992549,404289904,2214694,403969452,2178251,2102214,9864569,1301471090,255240,716983984,40962,388039024,6786,652694,632181,2160347472,352747338,282353000,70087000,367042391
6322295.exe,8210298,280094858,140418609,1644466,51331,225059,438414,480245,152072009,1192676,154504111,1158627,542114,2672217,422441656,25219,286228065,21476,143462873,6659,12911,65695,1013356375,114949699,92622000,21910000,129450090
6322717.exe,12402366,271042347,118928461,2225193,46642,1177352,721074,1171130,155945912,923519,156714693,947717,2178484,9608274,837453022,236611,287523316,1822,125084476,4630,636015,336431,918730247,227407095,149071000,78037000,241802574
6623355.exe,4291464,366940846,226282539,1620580,38544,190347,649272,749980,204773346,1273925,204655085,1282144,1099149,4032452,599860120,27969,354605147,23731,226627265,5376,11712,15149,1324212803,162612535,153236000,9013000,176956757
6645661.exe,3990323,245438280,118408762,1132957,42116,163083,664621,695712,128175027,451796,121057653,469726,1991785,4022829,355088774,18586,236987996,12419,123269430,4426,3996,8062,902732738,96342955,83962000,11994000,110637912
7298136.exe,8143540,336519806,159448554,2704135,52790,304294,1131540,2339671,222521468,813745,231030407,856754,6317226,12181001,942250256,252325,354278417,41941,163142786,9353,644246,759045,1153086580,254504491,175068000,79030000,268798166
7372279.exe,9009555,240774550,117928692,1233461,38951,154775,752384,785271,136698235,467548,133867480,483839,2180780,4194021,364722484,18072,255053718,13969,132600206,6778,6150,6275,924652429,98151570,84747000,12961000,112533726
7372799.exe,5701340,391389394,223304777,1875026,50771,233078,281487,341872,177896666,1243563,177756618,1245199,453537,2992738,581471079,23617,398769375,21486,228814306,4233,20581,31233,1256779661,157215610,146828000,9988000,171490914
7629352.exe,9713590,426798986,228314002,1886782,72477,285990,835425,948104,180242471,950499,180391340,949627,1924105,4784396,671143040,33315,427468412,91210,229342555,11073,20071,60202,1368809365,181021903,162746000,17972000,195412817
8183565.exe,18488368,751941823,391114724,4364907,54986,339425,335956,477519,446619201,2738706,443970076,2681304,541015,6270436,1367943591,248014,758466481,22145,393116861,4619,639000,417292,2335211979,369628017,308208000,61041000,383885514
8335978.exe,10095533,713083898,381119021,3125866,61349,327433,840244,1000601,414778863,1818284,409476450,1775771,2436636,7368183,1293611663,247611,687366792,53227,377440380,6770,640756,32244,2202866345,350138614,278614000,71156000,364304353
904018.exe,9249878,250662863,118726638,1275396,42579,160517,727846,770345,136772469,430430,135636723,431798,2049296,4178532,367811894,19369,247143117,25836,127703739,6584,6228,9794,913329890,99160838,85808000,12971000,113608680
