file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
1009412.exe,812472,98690897,41704545,1080104,55087,127038,800170,375227,50609082,159127,62687785,120181,796347,2045951,147048276,7744,120154751,7891,59656779,3684,6868,11273,383397801,40720764,33023000,7004000,85438829
1055671.exe,2023283,206690641,112365346,1891136,52950,165229,286423,207667,154840909,315408,155895099,306368,369063,2146168,301627618,20073,238099629,25018,122965021,4817,21275,51710,693538075,81470557,73093000,8010000,95763078
1064013.exe,360599,210080831,113469157,1180631,21533,120202,108202,139033,141639951,418557,135767756,396366,1614507,4116600,269407493,25899,201589885,28301,112342436,4105,71136,12018,688850749,73257358,65966000,6996000,87375018
1163493.exe,1229233,213814501,114887391,1204488,21780,122381,219492,128004,147235181,407821,145498623,402758,1282451,3103437,283256776,29937,194837965,57124,107912689,5276,89378,34764,679969112,76526044,68188000,8022000,90772975
1449114.exe,2384547,203301968,109453234,2491577,60777,186797,212828,211478,159163957,310873,160772813,307095,355045,1985352,314319576,15662,246188248,25362,125542840,5598,23104,80167,694805918,84035820,75483000,8051000,98170205
1472098.exe,1068752,122554647,58328390,1106588,37177,136268,260089,484580,64293487,53882,66489479,61270,1543907,2982776,169935261,22159,133093393,8155,74920141,4282,5610,12601,482976737,45865736,36626000,8909000,60129541
1488692.exe,971168,81411219,33887899,1421107,45757,131208,119932,139886,73792976,41921,74161393,38438,290780,1177473,139143176,12007,101481538,9979,48921484,4010,7861,12917,323797135,37606052,33223000,4027000,51947119
1523561.exe,763450,96701241,38755789,1606712,29390,116328,393402,120801,71541228,158225,74298653,121924,526460,1717215,148408676,7458,116146911,7010,55672941,4075,5755,9923,367713608,39836134,31426000,8109000,53989877
1581847.exe,885379,93219002,38017879,1874253,27865,118028,376140,203565,69315871,165543,73406194,121115,518423,1772206,149780326,6629,119755217,7708,57060057,4660,6172,9640,377845487,40752489,30297000,10099000,55079484
1677942.exe,333908,214952163,115070615,1141678,21209,158831,84921,126906,136153327,327931,128181399,319232,1712408,4010662,270249322,29537,198579656,26412,114898333,4260,80711,19088,690989529,73087630,66771000,6070000,87291976
1696369.exe,696048,127421451,62273911,1008160,36129,146498,290970,579428,66684564,56341,63896212,63436,2083297,3671867,172861006,24657,115057639,19868,70866136,5245,31011,14933,483949013,46630491,33234000,13092000,61017637
1890375.exe,1281111,220941607,121758976,1518241,585869,1325910,964972,1265429,118604359,319475,129892855,309407,2042368,4251551,347980159,29837,229863862,82219,133856235,13833,42188,73635,753898643,94533212,74089000,20024000,108851959
1930790.exe,578480,208872632,113004167,1137351,19544,112137,86464,130399,142870275,423867,136773144,406197,1518632,3679426,269778184,26055,196813382,33760,111336924,3972,69683,22395,674156450,73699141,66368000,7039000,88203816
2014155.exe,720353,127691204,64387624,1008289,60976,199493,319167,520572,71363900,59561,67459580,60828,2200528,3813707,178578258,25821,114891891,22819,72011820,5930,69952,14964,501703989,47836732,33697000,13875000,62222766
212989.exe,834136,78137459,34510197,1186610,37340,123936,99463,115063,73098674,33847,73213264,33426,348524,1472754,136124411,13260,100069570,10776,47035666,3715,8916,14882,312717715,36718183,31319000,5051000,51191153
2209249.exe,847899,84561517,34288540,1488377,42827,137522,114163,116387,75900259,37445,76428559,36006,277139,1045970,142857915,11543,107513839,7704,51923959,3877,6932,10130,344672301,38013582,30549000,7128000,52427800
2218845.exe,370138,206257683,112115735,1149965,23171,165423,87465,143636,138790755,448245,133136725,423506,1497498,3595148,267837406,25977,198005798,42465,111501842,3793,18749,12616,673200703,73062760,67700000,5052000,87192483
2288631.exe,487262,131202610,65457015,923420,35304,135373,222007,450237,69141120,63740,64798630,64332,1853036,3727634,174118229,27758,109915167,23604,68341345,5212,45671,14783,489409245,47598113,36451000,10836000,61939421
2302763.exe,624516,80072225,34678433,1179658,36224,118484,98775,108603,72342344,33879,73533716,38781,293718,1429149,136228696,13322,100311923,8364,47274948,3294,4070,11300,315421013,36638757,30425000,5888000,51000413
2311858.exe,840585,76211004,33832025,1359671,36455,121189,101960,119436,74491914,34651,75725238,31557,262554,1186509,139077863,11966,103878427,7315,48890455,3684,6657,9747,327877093,37297891,29948000,6987000,51605608
2427666.exe,971814,116097418,56596813,1010307,38164,151063,236581,443804,66120315,55211,63945961,58497,1623791,3068259,167177176,23369,127459360,8910,73751575,4595,5420,13790,467443198,45208112,37910000,6983000,59446679
2552501.exe,1257546,214411742,115778963,1182812,20938,120570,85061,127316,148814140,438771,138906698,428613,1330016,3180053,279806385,34074,190215694,86717,109045018,4879,66433,49832,664800478,75985573,65597000,10091000,90135544
2653264.exe,873202,98169905,42920261,1508801,60569,159900,569405,571068,58162469,179204,67788283,131928,904314,2273817,154784563,8850,124246702,7175,62528932,5435,3777,7882,401281612,42069946,31851000,9953000,56343692
2787179.exe,760775,96447169,39953973,1377006,33336,119748,431489,154517,71494726,60224,75086908,52151,893986,2099050,151215730,7371,120464832,7055,58584852,4660,4249,9777,381135999,40555425,29145000,11055000,54803281
301119.exe,895984,81194011,33580101,1455995,41343,130433,103308,124513,74973523,38740,75833837,37098,273345,1029822,141363367,11523,105191489,7520,50326258,3782,6972,9216,332128363,38123024,30870000,6970000,52437260
306775.exe,310617,207316288,109915200,1135344,56275,179416,108067,199295,127499912,314278,122218468,301197,909109,2592398,258128803,22920,206857649,8721,116482513,3250,5370,14318,672830699,69494908,63172000,6016000,83874840
3068084.exe,606345,89350987,56482705,945514,64232,188721,458704,324917,68751488,54555,75331403,47977,593632,1749405,156031162,7101,90866517,7774,65740578,3255,3357,9752,417937257,43593364,39247000,4025000,57998166
3075283.exe,677129,90567212,56457763,1041606,59389,177578,488515,217571,77741197,169895,81793930,125151,658307,1808964,161337219,7223,94448224,7564,67879953,3679,7177,6942,424191537,43868783,35406000,8092000,58473143
3088906.exe,737675,128638323,62985346,1005026,45875,156342,390556,680375,66253847,93415,64297953,83814,2345853,4007445,178538388,25830,118935158,25671,72080996,5636,67133,16120,497387074,47775877,34238000,13091000,61988534
3356312.exe,852239,124379273,59981136,1020390,37088,152521,237070,532288,68635162,53044,64254138,63157,1856591,3418632,170356629,23244,121884218,12977,74017727,5028,8398,13464,478214066,46346069,37010000,9002000,60852811
3403339.exe,927345,84299342,35833591,1632522,49477,178331,192226,182022,76446724,74405,76635789,60389,348736,1340364,141811265,12445,104758739,9281,50456010,4106,7490,14768,329894907,37848471,31384000,6074000,52172814
3562054.exe,420926,131306045,68511167,887189,30733,125537,343565,473566,69854008,55683,66604484,56065,1904496,3561552,176360476,24290,122021730,16075,66950907,5412,13038,8445,510043405,47602373,33492000,13791000,61798413
3717985.exe,799905,265700506,149008552,1556443,240956,594670,1268219,1386681,124780173,284097,125624415,357038,3225157,5684039,354277114,41822,218657929,74380,140080581,11264,30924,39190,852443142,96060439,75554000,20147000,110448095
3737250.exe,377737,206096252,109453883,1119291,58491,181037,115058,189896,128867790,310832,122293253,302149,982557,2718109,260324783,24372,206384961,9826,116638375,3445,3892,15099,674776665,70229064,61950000,7993000,84614326
3777153.exe,925912,85931626,34488517,1434070,26599,163384,150946,128268,77878533,42838,78245602,45777,431133,1240107,145754035,8827,113721712,9112,53381476,4497,11235,12668,349202360,38828628,29311000,9096000,53206433
4033327.exe,868980,216231749,116974262,1144917,22104,115789,315002,130356,150857480,323569,138959481,313083,1528947,3381237,274881127,31159,196456018,41600,113761642,4652,37234,25891,683968122,74468399,65110000,9015000,88814170
4045462.exe,913817,95164805,40610996,1488718,63479,143283,599225,338693,60406800,157150,69425003,117749,1120458,2444484,154064492,7670,123754775,9354,61484879,5278,7407,11666,381638180,41579704,32174000,9049000,55976869
4115161.exe,2631312,214020611,115256190,1883300,50986,156811,772408,828499,132610332,258660,132010156,257263,1094046,2388303,309699644,33731,221685053,47427,119010919,9144,19321,40376,688227878,84025934,68755000,14946000,98113602
4240010.exe,883648,135098435,68646231,985045,36180,148055,352930,507499,75151860,62160,70370609,62449,1670918,4128477,183560150,33981,110913621,32682,68855334,6417,81819,15439,490011168,49436438,38094000,11027000,63607881
4254596.exe,2369576,197011503,110705271,1847460,55089,178270,144882,164597,158124743,320021,158326608,308287,316439,1953862,303318176,23181,233036977,38243,120974953,5599,26521,65592,675785104,81964325,69553000,12096000,96264278
441794.exe,535768,132147482,66757872,962499,41054,151721,454932,340918,75486842,57617,70230173,61223,1722139,3657705,175759319,25769,111608971,28804,70152103,5636,39164,13893,488329578,47813484,32368000,15172000,62192675
4469483.exe,757658,99701233,41578592,1695149,38729,130546,495265,177678,70612571,93106,74709469,73440,751494,2017502,153493514,6813,120517666,7982,59756717,4466,3602,9570,386804547,41217647,32717000,8179000,55137270
4484848.exe,859339,218628969,118082695,1121044,20381,111227,368555,137316,148362057,331873,136700125,320447,1569123,3468068,275289074,32835,199440072,41540,115381990,4653,41599,21774,697487728,74567473,62204000,12039000,89073335
4513979.exe,167434,225581617,115109623,1347300,20009,136434,260489,302911,132833788,292155,127803784,298065,1707356,4211768,270054000,27193,209958880,33814,118657454,4262,7079,9321,717108129,73203787,59094000,13788000,87702358
472510.exe,798252,93882274,38653298,1508734,35305,117361,296102,123645,69200906,154899,73157487,114101,636341,1755952,148728475,6725,119607546,7200,56370013,4465,5410,8443,374649566,40122229,31619000,8159000,54542239
5110838.exe,2135022,209998291,111215915,2201342,67700,187435,584673,645769,153879961,350069,156711977,352538,470549,2416384,309649852,16232,249338903,16006,129463342,5826,15500,49293,711185157,84226295,69733000,14148000,98546210
5125995.exe,16140404,230414894,113790859,4466281,305331,3784366,2708493,2995817,157138504,1440433,157575012,1438137,5013437,19196991,832378746,123573,218242883,324528,95295070,39280,168295,215244,794512086,225036451,156493000,68214000,239366905
5247219.exe,880025,77618749,33839845,1384263,40370,124390,100137,115910,74240191,31725,75619506,30575,258129,1064040,139337305,12332,105661528,7925,50055817,3684,6172,10309,331409019,37621312,29450000,7853000,51958857
5678075.exe,798593,96252908,39319071,1420417,29295,123139,459210,123846,72330963,145504,75010092,109950,575570,1554725,148897052,7525,117829459,7454,55846904,4469,6726,9697,368798655,39822706,30619000,8889000,54171157
5762976.exe,363013,208065416,111443124,1100782,48066,168825,96363,329417,126867106,317957,121434812,395386,1392060,3295055,266721273,22724,207304057,12158,117183581,3675,7207,13268,688768092,71474188,68158000,3006000,85575912
5973235.exe,8361479,287671578,133188388,2274296,174891,655994,488821,534488,166314473,1464313,173647332,1437464,1952207,4836949,528619078,34219,294044773,43613,151671548,7357,15219,55004,954852949,143331093,125998000,16999000,157693675
6076028.exe,936603,80864358,34006283,1450264,36454,126144,103333,115056,75177051,39201,76132245,38029,253617,998995,141275888,11749,106079549,7373,50760593,3878,6701,9490,339548975,38084102,32799000,4969000,52495809
6090789.exe,1919190,262914806,141915017,3056036,57056,236969,139041,258181,176966543,966046,180983251,959791,1242184,4671841,780489374,227014,305449761,19573,161114817,5208,318628,58417,888902928,211180784,145913000,64961000,225773622
6276355.exe,1366876,134785974,71760578,996137,27966,134207,287919,628870,63883871,85113,63714420,80648,1537054,2927456,186387765,42912,107098581,53599,64284135,6418,77121,24918,473245301,50104738,38844000,10956000,64167804
6280386.exe,447167,133336423,66665616,1210035,39373,140004,255983,540307,69303239,57247,66020295,61156,1807378,3781357,177830519,27623,112515178,29873,69584195,5215,57493,14150,494393643,48061735,41653000,6095000,62320604
