file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
120780.exe,288289,2134298,1685324,2394127,18342,191006,34509,120689,20306340,211579,20276083,200668,75319,3825493,972292968,28176,2208901,2380,1173928,135,7613,3680,220813154,290964891,288406000,2009000,344277382
1231818.exe,85606,4014616,2153610,614404,10556,61390,3833,13160,1702683,22664,1701339,22308,5827,463054,129777524,4963,763939,467,506903,129,1873,1524,117437095,35789481,34523000,1015000,49905696
1290864.exe,73795,3390911,1854174,540241,10414,61423,1461,10584,2013866,17271,2058471,83885,4363,310880,84902872,2320,167351,192,119298,128,980,479,100361473,22960477,21629000,983000,37085946
1318308.exe,66201,3301325,1919152,697418,10944,69664,3523,20515,1769608,34235,1795851,47325,25530,836090,200729671,6992,949448,676,577149,134,1236,460,195284576,54551089,54303000,0,68727805
1340102.exe,246259,4578781,3543515,1399691,15934,120762,11368,43369,16954951,71291,16952706,70580,16407,1375284,423627560,10863,755850,1032,886071,134,3008,3673,274156234,114335754,114057000,0,128640151
1570142.exe,207361,9613775,4040455,560179,12312,51264,1714,7050,1810755,12204,1806459,11144,12611,303105,45803046,2740,671149,362,618645,134,3393,5518,38940301,12612915,12364000,0,26659612
1751912.exe,132055,29467375,27845975,1211382,14622,101924,7738,45836,53221037,76127,53190279,89062,45583,1689487,446817266,13460,27824447,1176,27356159,133,3153,1756,480077748,120605857,120266000,0,134749425
1920040.exe,174107,4259963,2042157,592940,11347,61768,2267,13725,3679001,74229,3676113,92594,11986,756111,127738085,7845,1769854,1284,1256493,190,4526,5059,76765280,35347299,33397000,1646000,49446126
2079662.exe,164385,4577279,2635651,1133070,15453,102785,9627,60417,3824303,97548,3471726,90124,47685,1662571,429302054,11402,784213,991,470578,133,2942,1274,61413272,116606257,115193000,1001000,130815197
2087440.exe,166187,89775980,61249240,1492069,13779,127492,12805,71535,142252497,120531,142108030,116487,73854,2207139,591120159,15548,88663582,1333,60397488,134,3635,1898,731815270,159544493,158254000,1001000,173824693
2095380.exe,100638,3983857,2220970,729647,12696,80137,3980,18858,1870896,30395,1841960,29460,15070,550947,154252109,4065,303639,343,169880,137,1165,1326,119599327,41683408,39418000,1970000,55984031
2118492.exe,138931,3707829,2051141,1032304,13334,93605,7712,42467,42210887,70687,42223082,68422,34025,1293088,378445647,11269,1191154,1005,730844,133,3323,1794,598663477,101769276,99450000,1989000,115976297
2133666.exe,322955,3707584,2893621,2738128,20640,211523,25372,128187,178862140,205460,178793807,200059,54079,4014471,1229285243,31718,2082637,2769,1329487,131,8209,2424,1695490937,333302925,333007000,0,347500810
214531.exe,54187,3589890,1907768,550691,11716,57896,2019,12027,933376,36470,1357708,33719,23360,573674,111819424,5039,924909,261,159966,132,718,339,25661876,30839524,29576000,985000,45032100
2148414.exe,79557,3193508,2118459,729993,12011,80639,5780,15897,1736945,28943,1725454,27324,6996,548937,155674197,4120,325077,355,206254,129,983,982,122204752,42122834,41820000,0,56139339
2167825.exe,107986,2894450,1674299,493505,8992,57968,3817,14822,3079099,146628,2991186,139699,18060,365905,89147808,2397,199354,199,105338,133,615,260,68588579,24234916,22950000,997000,38437509
2270454.exe,101610,5798555,3091203,733632,13737,63187,1077,12831,1975026,15595,1863684,14436,19647,257595,61410522,1636,133697,288,371196,135,1380,1244,73534802,16875926,15649000,978000,31055081
2279764.exe,130386,2820204,2146498,1030781,12461,93200,6507,38700,4709319,115666,4623050,122102,13317,1352814,372820796,11431,1224645,1033,754169,135,3466,1976,65670738,101451187,101154000,0,115772108
2282083.exe,282200,61151392,59116017,2230269,17237,176527,23048,106808,110091449,173293,109802926,181496,83496,3576592,1011649744,27739,59167366,2414,58254809,127,6195,2986,1389212409,274091409,272812000,999000,288402548
2373932.exe,353970,5172549,3138254,2744852,21088,209234,23616,122978,179003463,199255,179030010,196090,149119,4137748,1237016154,30963,3411071,2795,2219244,128,8444,2517,1696398751,332672243,331010000,1000000,347017357
247789.exe,309548,10434663,3316366,516525,11546,48489,827,4859,919016,9325,920240,8636,12630,284006,44836577,2704,682325,360,701811,132,3571,14080,18955054,12397632,11110000,1010000,26510897
2513196.exe,78533,3564545,2091883,677873,11666,76818,2916,16094,1691304,29377,1729099,28332,6285,569567,152323909,4116,312748,349,181051,128,973,443,124326949,42684917,42370000,0,56879611
2674105.exe,106181,3310104,2082782,1019833,17003,97002,24053,63515,5028839,139875,4807809,165494,120944,1504745,368594896,11739,1344416,1063,845572,133,3174,1464,59129137,99193197,97792000,1008000,113449897
