file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
1787832.exe,10294180,136254261,50857448,2309396,71714,1377216,1191732,958622,232577700,16569489,225023687,17345928,2724131,14252908,751198968,40730,133225500,59858,52842022,8302,20727,32206,974196617,219002393,210444000,8055000,280067576
2048785.exe,188462,88210382,25948244,1531349,17592,128739,12229,73666,132153253,13528812,132417555,13445688,48924,2209867,587867087,15639,88350355,1340,25067489,134,5436,2191,570335551,159798461,157544000,1994000,173849357
2110174.exe,16588462,93166629,26421680,2091205,141641,3761450,104585,294809,176975785,18582236,181001147,17819627,728151,19201020,711759903,40338,98201655,108918,33706850,6286,36208,33938,801015525,193378037,184050000,9002000,207785204
3080883.exe,1748558,74635008,29243610,1538758,16567,139448,119293,153781,163790687,16428466,166334802,16489932,299203,3625549,547652739,18628,75019631,8860,25936684,1605,9099,5637,587071428,148649528,146341000,2004000,163008256
4900502.exe,3023549,92956767,30304106,2057778,36570,296111,479264,515388,225520910,16130063,219958297,16468690,976166,5509123,661650790,34286,82234888,134142,29644131,7144,29166,43743,758998581,178056092,166755000,10918000,192603808
4972182.exe,13220041,129243663,65032788,1440437,92389,338663,233388,507934,138901182,5895215,143984578,5821183,1860749,8853358,407978517,39825,138210293,67805,62912783,8301,10374,40571,744331051,110971305,97581000,13077000,125327684
4998183.exe,13843999,154912956,73326995,1479696,133440,399004,482845,825778,198576894,3518175,197223899,4233698,3256602,9282043,461802157,43281,151841383,69457,76012228,8297,10795,41381,901518744,124881565,114507000,10044000,139242498
4999544.exe,2614676,65202971,32179900,1000140,36986,194857,487250,560573,107903705,1692445,107247648,2034857,1484851,4231322,241382390,20158,61201320,62169,26020019,7171,26092,34655,437934406,65395517,51999000,12999000,79731357
5226706.exe,1679933,123562936,37098143,2825215,18572,196738,12696,65596,126899897,13246411,126629909,13239619,417231,4770406,676042681,34195,136133451,3102,56268529,138,30139,124831,702306109,165317916,163816000,998000,179646241
5670639.exe,14920050,149291033,52913904,2391132,203739,614863,258648,486198,267265264,17446127,271148474,16313890,3521826,11543124,800281871,57062,159235732,101182,51234844,8296,22524,24464,1113057743,214728760,200348000,13954000,228968482
6013525.exe,15792331,194455983,52291458,2470401,204864,638041,258605,462297,270381989,17209167,275429233,16490309,3893071,12102700,813813501,66320,199630775,81417,49101364,8296,12023,27133,1254793263,215617536,200252000,14944000,229812689
6224408.exe,16304962,187926890,47178063,2198028,54189,309256,245645,385263,280033799,17995211,273464376,18082301,3510458,11004795,761651917,73864,194304660,76459,50954862,8300,25235,29734,1084038139,206563788,189310000,16938000,221040151
6258569.exe,137759,40995313,3416184,1350193,14473,115356,9208,51452,123537378,12990867,123900044,12994582,19959,1604537,494111649,12192,40708258,1117,1801293,135,3032,1128,394074334,134048795,133642000,0,148219164
6608004.exe,701274,62119538,21732750,701551,12543,122063,55359,478616,78743887,1423205,82996715,1996044,463172,2058108,183831894,6858,61718643,436,23311628,1736,1090,614,427185387,49878328,45533000,3959000,64125539
6644544.exe,20458008,148999933,33763289,2231183,84987,1519067,259774,641747,213825159,16816136,218322852,16363264,1459199,17090795,733065225,40304,140265148,124082,31476822,8307,14041,41963,1117208349,199090889,179806000,18979000,213466637
6730647.exe,208379,90472914,25123905,1485700,18104,122922,700259,1841834,101766391,11188829,103563118,12092897,1577587,3279800,521699848,22008,88821058,1221,23414231,4263,3523,1828,569855157,141201595,131882000,8991000,155412825
6933552.exe,15263599,140401229,60416378,1420541,42064,275408,407929,461575,197642962,4813787,173856350,5150876,2278707,9188551,440156220,40599,146423845,67548,67413894,8303,11189,52848,828210455,119477926,108198000,11020000,133716730
7977536.exe,24202961,117062656,26634640,2002719,76322,3120014,161571,249047,213262148,17782987,207432046,17367437,830988,19759673,754913796,30136,103957804,74564,23846530,4237,13992,15903,867043831,204172401,196734000,6990000,218320686
8465470.exe,15363434,149946853,51164668,2360354,202157,636809,261016,446859,250332196,17721066,261635291,16717874,3445702,11634819,798940683,63535,158864690,92561,49031607,8302,13834,22467,1118691002,215762047,198461000,16953000,230184838
8485009.exe,2148884,81349214,20401829,1826035,23556,193594,52087,499464,185563487,13774062,188670706,13943057,1023421,4795486,695238308,25523,80216842,69234,21391987,3346,11140,26084,779637075,187928236,180455000,7017000,202082840
