@relation problema
@attribute 'pkg' real
@attribute 'cores' real
@attribute 'ram' real
@attribute 'gpu' real
@attribute 'psys' real
@attribute 'duration_time' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
3.00,2.42,0.00,0.05,0.00,149118212,123922000,24984000,0
2.91,2.34,0.00,0.05,0.00,144249523,125199000,19030000,0
3.04,2.45,0.00,0.05,0.00,148104777,129100000,19014000,0
3.05,2.46,0.00,0.05,0.00,147734401,113787000,33936000,0
3.12,2.53,0.00,0.05,0.00,146002894,136004000,10000000,0
3.09,2.49,0.00,0.05,0.00,151534742,120630000,30905000,0
0.61,0.47,0.00,0.01,0.00,35516104,33465000,2028000,0
1.68,1.34,0.00,0.03,0.00,84059444,59778000,24316000,0
3.11,2.50,0.00,0.05,0.00,151250736,128217000,23039000,0
0.59,0.45,0.00,0.01,0.00,33852359,31844000,1990000,0
0.61,0.46,0.00,0.01,0.00,37359589,36375000,1010000,0
0.67,0.54,0.00,0.01,0.00,30555056,29467000,1016000,0
0.61,0.47,0.00,0.01,0.00,35884738,31792000,4102000,0
3.10,2.50,0.00,0.05,0.00,149655320,114747000,34923000,0
0.70,0.55,0.00,0.01,0.00,39217039,37178000,2009000,0
3.15,2.54,0.00,0.05,0.00,152640651,121730000,30931000,0
3.07,2.47,0.00,0.05,0.00,150391903,125367000,25073000,0
3.04,2.44,0.00,0.05,0.00,148615214,121675000,26928000,0
3.29,2.69,0.00,0.05,0.00,147755896,121587000,26126000,0
3.11,2.51,0.00,0.05,0.00,148257977,128073000,20011000,0
3.16,2.56,0.00,0.05,0.00,149951304,117943000,31984000,0
3.17,2.55,0.00,0.05,0.00,152739226,123593000,29139000,0
3.14,2.54,0.00,0.05,0.00,150832441,126694000,23942000,0
1.89,1.52,0.00,0.03,0.00,94072121,64035000,30016000,0
3.11,2.50,0.00,0.05,0.00,151185187,121164000,30040000,0
3.09,2.51,0.00,0.05,0.00,147194977,123131000,24025000,0
1.84,1.47,0.00,0.03,0.00,92200800,67440000,24794000,0
3.10,2.50,0.00,0.05,0.00,150231070,124209000,26043000,0
3.09,2.49,0.00,0.05,0.00,151243354,129221000,22037000,0
3.13,2.52,0.00,0.05,0.00,151079384,120078000,31020000,0
3.01,2.43,0.00,0.05,0.00,147012024,119021000,28004000,0
0.64,0.48,0.00,0.01,0.00,38368957,35455000,2954000,0
3.19,2.58,0.00,0.05,0.00,149970844,118984000,30995000,0
0.62,0.48,0.00,0.01,0.00,35667445,33700000,1982000,0
3.19,2.57,0.00,0.05,0.00,153329215,128388000,24881000,0
3.09,2.49,0.00,0.05,0.00,149855857,120686000,29165000,0
0.67,0.52,0.00,0.01,0.00,35654745,35687000,0,0
3.19,2.59,0.00,0.05,0.00,148347875,124266000,24051000,0
3.15,2.54,0.00,0.05,0.00,151921982,119172000,32772000,0
0.63,0.49,0.00,0.01,0.00,35566481,33547000,2033000,0
3.16,2.55,0.00,0.05,0.00,151709777,124684000,26931000,0
3.11,2.51,0.00,0.05,0.00,150454894,133419000,17053000,0
0.64,0.49,0.00,0.01,0.00,35507544,33551000,1973000,0
0.67,0.53,0.00,0.01,0.00,33664452,32662000,989000,0
3.08,2.48,0.00,0.05,0.00,149711012,119665000,29916000,0
3.04,2.43,0.00,0.05,0.00,150522899,114614000,35879000,0
3.11,2.51,0.00,0.05,0.00,148553140,120372000,28086000,0
3.11,2.51,0.00,0.05,0.00,148479229,111364000,37121000,0
3.13,2.52,0.00,0.05,0.00,151349511,120285000,31073000,0
3.07,2.48,0.00,0.05,0.00,145655207,111683000,33903000,0
0.64,0.50,0.00,0.01,0.00,34639526,32660000,1979000,0
3.13,2.53,0.00,0.05,0.00,149529672,127618000,21934000,0
0.65,0.51,0.00,0.01,0.00,35566964,32637000,2967000,0
1.94,1.55,0.00,0.03,0.00,98315075,96314000,2006000,0
3.05,2.44,0.00,0.05,0.00,153200935,128187000,25036000,0
3.14,2.54,0.00,0.05,0.00,150478458,119603000,30897000,0
1.94,1.54,0.00,0.03,0.00,99557065,97540000,1990000,0
0.63,0.49,0.00,0.01,0.00,34260550,32294000,1957000,0
0.64,0.49,0.00,0.01,0.00,37563741,35537000,2030000,0
3.10,2.50,0.00,0.05,0.00,148199968,117162000,31043000,0
3.17,2.56,0.00,0.05,0.00,152031332,115899000,35968000,0
3.07,2.47,0.00,0.05,0.00,148386841,129348000,19051000,0
0.73,0.56,0.00,0.01,0.00,42451696,41370000,985000,0
0.63,0.48,0.00,0.01,0.00,36092184,34135000,2007000,0
3.07,2.47,0.00,0.05,0.00,149325279,120308000,29074000,0
1.74,1.39,0.00,0.03,0.00,88701950,53821000,34884000,0
3.29,2.70,0.00,0.05,0.00,146419559,122435000,23889000,0
3.24,2.63,0.00,0.05,0.00,152958665,123722000,29170000,0
3.28,2.67,0.00,0.05,0.00,152093204,125956000,25991000,0
3.12,2.49,0.00,0.05,0.00,154396156,127478000,26890000,0
3.15,2.53,0.00,0.05,0.00,151341089,120520000,30877000,0
1.76,1.39,0.00,0.03,0.00,93451178,60290000,33159000,0
3.12,2.51,0.00,0.05,0.00,152821015,131718000,21115000,0
3.12,2.50,0.00,0.05,0.00,152750377,126785000,25956000,0
0.66,0.51,0.00,0.01,0.00,35896706,33895000,2054000,0
3.22,2.61,0.00,0.05,0.00,149795709,121614000,27911000,0
3.18,2.60,0.00,0.05,0.00,143691327,120466000,23089000,0
0.62,0.48,0.00,0.01,0.00,35528411,33584000,1975000,0
3.18,2.57,0.00,0.05,0.00,151384582,128249000,23044000,0
3.21,2.59,0.00,0.05,0.00,154317065,132327000,21888000,0
6.59,5.36,0.00,0.11,0.00,309227427,306977000,1999000,1
1.27,1.03,0.00,0.02,0.00,60169911,58041000,1967000,1
1.00,0.79,0.00,0.02,0.00,53242040,51315000,1973000,1
0.64,0.49,0.00,0.01,0.00,42001628,39901000,1995000,1
2.34,1.97,0.00,0.03,0.00,92092043,89158000,3005000,1
3.65,2.96,0.00,0.06,0.00,173839901,172650000,997000,1
3.42,2.70,0.00,0.06,0.00,181788984,178738000,2978000,1
0.87,0.67,0.00,0.02,0.00,49301799,47344000,1971000,1
10.20,8.19,0.00,0.17,0.00,499091835,498068000,1000000,1
3.55,2.89,0.00,0.06,0.00,163525935,160525000,2991000,1
1.28,1.00,0.00,0.02,0.00,70453102,69398000,1005000,1
3.38,2.67,0.00,0.06,0.00,179253149,178261000,1001000,1
9.94,7.93,0.00,0.17,0.00,503468233,501502000,1998000,1
0.84,0.66,0.00,0.02,0.00,45888513,44908000,997000,1
0.75,0.58,0.00,0.01,0.00,41139263,40165000,1004000,1
0.53,0.40,0.00,0.01,0.00,31636409,29680000,1978000,1
3.01,2.45,0.00,0.05,0.00,139645907,138148000,1001000,1
8.10,6.50,0.00,0.14,0.00,400111703,398942000,999000,1
0.83,0.63,0.00,0.02,0.00,48491031,47470000,988000,1
9.82,7.82,0.00,0.17,0.00,499256154,497872000,999000,1
0.43,0.33,0.00,0.01,0.00,24464206,23365000,1015000,1
1.28,1.00,0.00,0.02,0.00,68086258,67112000,1001000,1
2.81,2.27,0.00,0.05,0.00,133614417,133603000,0,1
9.80,7.78,0.00,0.17,0.00,503092753,502058000,1000000,1
0.77,0.58,0.00,0.02,0.00,46269508,45171000,1003000,1
0.52,0.38,0.00,0.01,0.00,33493682,31524000,1970000,1
1.28,1.04,0.00,0.02,0.00,57675925,56573000,1010000,1
5.25,4.15,0.00,0.09,0.00,276101342,276087000,0,1
1.66,1.34,0.00,0.03,0.00,80569005,79584000,994000,1
1.28,1.04,0.00,0.02,0.00,59200977,58144000,1002000,1
8.27,6.76,0.00,0.13,0.00,376618249,373624000,2996000,1
10.86,8.60,0.00,0.19,0.00,561325912,560257000,1000000,1
1.26,1.00,0.00,0.02,0.00,64109603,62078000,1970000,1
1.25,0.98,0.00,0.02,0.00,66874633,65901000,1013000,1
1.41,1.14,0.00,0.02,0.00,65466703,65424000,0,1
5.76,4.56,0.00,0.10,0.00,296267933,293327000,2993000,1
0.81,0.60,0.00,0.02,0.00,51146102,50115000,1002000,1
0.48,0.36,0.00,0.01,0.00,29076719,29093000,0,1
1.60,1.29,0.00,0.03,0.00,78777274,77786000,997000,1
0.83,0.63,0.00,0.02,0.00,49023041,48015000,1000000,1
7.52,6.00,0.00,0.13,0.00,377115148,375974000,999000,1
0.79,0.61,0.00,0.01,0.00,43742522,42766000,994000,1
5.88,4.66,0.00,0.10,0.00,304053095,303066000,1000000,1
0.70,0.56,0.00,0.01,0.00,34959633,33968000,999000,1
0.40,0.30,0.00,0.01,0.00,25410184,23482000,1956000,1
0.56,0.43,0.00,0.01,0.00,32914511,31962000,998000,1
2.59,2.08,0.00,0.04,0.00,126727464,124757000,1996000,1
7.58,6.03,0.00,0.13,0.00,383186534,382134000,1000000,1
0.49,0.38,0.00,0.01,0.00,29548525,28551000,1019000,1
1.25,0.99,0.00,0.02,0.00,63402500,63421000,0,1
0.44,0.34,0.00,0.01,0.00,25201741,23314000,1942000,1
0.41,0.30,0.00,0.01,0.00,25104114,24114000,1004000,1
0.74,0.58,0.00,0.01,0.00,40572402,39601000,990000,1
0.77,0.61,0.00,0.01,0.00,40855398,39764000,994000,1
1.57,1.26,0.00,0.03,0.00,76664100,75656000,1008000,1
0.70,0.54,0.00,0.01,0.00,38234571,36355000,1965000,1
1.37,1.09,0.00,0.02,0.00,70122126,69146000,1002000,1
0.61,0.46,0.00,0.01,0.00,38676371,37699000,1018000,1
1.32,1.03,0.00,0.02,0.00,70222263,69231000,1003000,1
4.57,3.72,0.00,0.07,0.00,208315537,201198000,7006000,1
0.43,0.34,0.00,0.01,0.00,22112648,22001000,0,1
1.40,1.13,0.00,0.02,0.00,68368793,66255000,2007000,1
2.51,1.97,0.00,0.05,0.00,133995390,132027000,2000000,1
6.60,5.26,0.00,0.11,0.00,331168235,330170000,1000000,1
1.34,1.06,0.00,0.02,0.00,68737114,66623000,1988000,1
2.54,2.03,0.00,0.04,0.00,123552941,122563000,1004000,1
0.69,0.53,0.00,0.01,0.00,39154444,38156000,1004000,1
10.03,7.99,0.00,0.17,0.00,504855150,502827000,1999000,1
1.23,0.98,0.00,0.02,0.00,62451052,60536000,1984000,1
2.82,2.28,0.00,0.05,0.00,134709273,133717000,997000,1
1.84,1.49,0.00,0.03,0.00,86143440,84103000,1978000,1
10.23,8.23,0.00,0.17,0.00,495915142,494939000,999000,1
1.25,0.98,0.00,0.02,0.00,66759386,65783000,996000,1
0.48,0.36,0.00,0.01,0.00,29187820,28249000,1008000,1
1.27,1.02,0.00,0.02,0.00,62421079,61421000,1006000,1
1.18,0.93,0.00,0.02,0.00,61746879,60764000,996000,1
0.79,0.62,0.00,0.01,0.00,42203886,35327000,6869000,1
4.68,3.81,0.00,0.07,0.00,215497772,214505000,997000,1
1.24,0.99,0.00,0.02,0.00,63121539,62194000,1003000,1
0.60,0.46,0.00,0.01,0.00,36524888,35569000,988000,1
1.75,1.39,0.00,0.03,0.00,91467027,86207000,5012000,2
1.80,1.44,0.00,0.03,0.00,90178530,87144000,3004000,2
2.18,1.73,0.00,0.04,0.00,112456023,106405000,6022000,2
0.76,0.60,0.00,0.01,0.00,39898645,37813000,1990000,2
0.99,0.79,0.00,0.02,0.00,51143642,50149000,1002000,2
1.78,1.43,0.00,0.03,0.00,88559279,86555000,2012000,2
1.88,1.53,0.00,0.03,0.00,86003175,81056000,4942000,2
1.81,1.46,0.00,0.03,0.00,88708160,81743000,6978000,2
0.78,0.61,0.00,0.01,0.00,43076045,39081000,4008000,2
0.80,0.63,0.00,0.01,0.00,42193725,38144000,4015000,2
1.64,1.32,0.00,0.03,0.00,81349064,78294000,2973000,2
1.80,1.45,0.00,0.03,0.00,86398037,84393000,2009000,2
1.82,1.46,0.00,0.03,0.00,87863744,84706000,3025000,2
1.74,1.39,0.00,0.03,0.00,87205973,85213000,2005000,2
0.81,0.64,0.00,0.01,0.00,42717740,40702000,2035000,2
0.81,0.64,0.00,0.01,0.00,43123556,39178000,3917000,2
0.79,0.63,0.00,0.01,0.00,40824097,38737000,2038000,2
0.72,0.54,0.00,0.01,0.00,43425599,41475000,1975000,2
0.81,0.64,0.00,0.01,0.00,41394285,38259000,3020000,2
1.92,1.56,0.00,0.03,0.00,90225849,88131000,2002000,2
1.78,1.42,0.00,0.03,0.00,88503742,87482000,1005000,2
