@relation problema-weka.filters.unsupervised.attribute.Remove-R2-5

@attribute pkg numeric
@attribute duration_time numeric
@attribute user_time numeric
@attribute system_time numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}

@data
2.96,149592031,115514000,33857000,0
2.91,148742491,124573000,24110000,0
3.13,142212320,110320000,31804000,0
3.21,149168885,118134000,31035000,0
3.09,148188909,115413000,32833000,0
3.13,153680159,119711000,33918000,0
0.62,36036302,35081000,1002000,0
1.78,89456757,62322000,27140000,0
3.18,151501025,126411000,25081000,0
0.59,34581844,32529000,2033000,0
0.65,35555387,33539000,2032000,0
0.71,30837836,28660000,2047000,0
0.59,38088853,37050000,1001000,0
3.08,150272408,126227000,24043000,0
0.74,38388745,36295000,2016000,0
3.19,153664160,121432000,32114000,0
3.11,150431940,126532000,23911000,0
3.11,150605676,126676000,23938000,0
3.24,156056063,129235000,26841000,0
3.18,154012863,134184000,19879000,0
3.16,151098409,113081000,38027000,0
3.15,150779984,117809000,32946000,0
3.24,150991506,123969000,26993000,0
1.93,98674230,60825000,37891000,0
3.12,151323510,114491000,36836000,0
3.1,149614359,127739000,21955000,0
1.91,94420097,54270000,40200000,0
3.17,150413817,118593000,31890000,0
3.2,150295756,123321000,26852000,0
3.21,149955246,124960000,24992000,0
3.07,147072822,118250000,28817000,0
0.64,36246515,36256000,0,0
3.21,149200331,125225000,23852000,0
0.65,35289574,32386000,2944000,0
3.2,154690298,118705000,35910000,0
3.08,152118883,119049000,33013000,0
0.63,35768941,33797000,1988000,0
3.22,150967797,126987000,23997000,0
3.18,149867069,126893000,22980000,0
0.64,34038069,32040000,1941000,0
3.29,154346540,132756000,20961000,0
3.2,151110272,124042000,27009000,0
0.67,33257164,30248000,3024000,0
0.66,35652519,31741000,3967000,0
3.12,149632745,130605000,19088000,0
3.12,146657010,121444000,25091000,0
3.09,149282912,126260000,23047000,0
3.11,150037975,117269000,32795000,0
3.18,146190384,123101000,23018000,0
3.09,147358420,120289000,27065000,0
0.63,33510345,30549000,2956000,0
3.15,149539581,119476000,30120000,0
0.61,35753248,33858000,1934000,0
2.01,96497380,94535000,1990000,0
3.24,151229829,120394000,30844000,0
3.23,153617960,125511000,28114000,0
1.98,94937845,92828000,2018000,0
0.62,37127172,36159000,1004000,0
0.7,30415710,30359000,0,0
3.17,150494312,114375000,36118000,0
3.15,151211792,118176000,33049000,0
3.17,152619848,129436000,22900000,0
0.75,40156764,37133000,3010000,0
0.66,36866837,35845000,1024000,0
3.17,150822326,120851000,29963000,0
1.77,91914189,68904000,22968000,0
3.14,146468010,120566000,25906000,0
3.24,153598981,129667000,23938000,0
3.26,155025085,126843000,28187000,0
3.26,153055090,119050000,34014000,0
3.16,149327051,123266000,26056000,0
1.82,91233731,68421000,22807000,0
3.14,146421201,118392000,27857000,0
3.13,149486027,120384000,29093000,0
0.63,35914370,32929000,2993000,0
3.3,147619970,126493000,21082000,0
3.18,149542983,117422000,32115000,0
0.62,35631180,34643000,989000,0
3.17,151692156,124751000,26946000,0
3.23,151628738,122643000,28915000,0
6.72,309837478,307586000,1997000,1
1.21,64747362,62828000,1994000,1
1.02,53616879,52647000,993000,1
0.69,39364902,38380000,1010000,1
2.4,90549183,89464000,994000,1
3.69,172006600,171065000,1000000,1
3.45,183592541,181663000,1996000,1
0.88,49353669,47180000,2173000,1
9.69,504052563,503063000,1000000,1
3.52,164160872,161240000,2985000,1
1.35,65314510,63317000,2010000,1
3.42,179490174,178503000,1002000,1
9.76,502354027,500369000,1997000,1
0.83,46124812,44187000,2008000,1
0.73,41328154,39340000,2017000,1
0.55,31993540,31007000,1000000,1
3.02,139197686,138203000,1001000,1
7.93,401438412,400437000,1001000,1
0.84,46542408,45581000,990000,1
9.76,503804990,502671000,999000,1
0.45,25202076,25131000,0,1
1.34,65965648,63979000,1999000,1
2.79,134972557,133993000,999000,1
10.05,503239872,502239000,1000000,1
0.81,43344328,41338000,2016000,1
0.55,31690542,29775000,1985000,1
1.18,61703933,61735000,0,1
5.19,273608171,272643000,1002000,1
1.65,79900562,78954000,999000,1
1.19,66045499,64933000,998000,1
8.45,376548942,372426000,4004000,1
10.91,561177219,560204000,1000000,1
1.26,65758228,64782000,996000,1
1.23,64580945,64605000,0,1
1.37,69471526,68358000,1005000,1
5.94,293894089,292658000,998000,1
0.91,40591259,39550000,988000,1
0.46,31194838,30113000,1003000,1
1.56,82112872,80144000,2003000,1
0.82,48729365,47756000,994000,1
7.75,374746285,373778000,1002000,1
0.81,43130727,42129000,1003000,1
5.96,301899335,300848000,1002000,1
0.66,39078506,37084000,2004000,1
0.42,23643309,22457000,976000,1
0.63,28084786,27029000,1001000,1
2.7,124887643,122799000,1996000,1
7.74,382948629,382968000,0,1
0.5,30637316,28727000,1981000,1
1.25,64625293,63618000,1009000,1
0.44,25157019,24169000,1007000,1
0.44,25273349,24295000,1012000,1
0.75,40282168,40290000,0,1
0.74,40753831,39781000,1020000,1
1.57,78921907,77831000,997000,1
0.68,40102127,39107000,1002000,1
1.36,69959938,68956000,1014000,1
0.63,36288714,34298000,2017000,1
1.4,69419403,67452000,1983000,1
4.54,211823331,206820000,5019000,1
0.41,26090652,25137000,966000,1
1.36,69792460,68853000,997000,1
2.5,135647678,133660000,1994000,1
6.65,329362725,328365000,998000,1
1.4,69803768,67885000,1967000,1
2.5,125874279,124907000,1007000,1
0.7,39043360,38035000,1027000,1
10.21,509768418,507784000,1999000,1
1.25,60928412,59941000,999000,1
2.84,136624316,135569000,1004000,1
1.86,87701692,87693000,0,1
10.53,497377894,495281000,2001000,1
1.27,64467736,64483000,0,1
0.47,30847833,29824000,1028000,1
1.23,63725255,63730000,0,1
1.17,64321316,64314000,0,1
0.75,45093268,33986000,10995000,1
4.78,215629145,215443000,0,1
1.26,62334358,60308000,2010000,1
0.66,36071819,34162000,1952000,1
1.87,83639783,81269000,2006000,2
1.88,91372282,90357000,1003000,2
2.25,112535116,108537000,4019000,2
0.75,42731760,41787000,994000,2
0.99,53182854,49188000,4015000,2
1.75,89564928,87596000,1990000,2
1.88,89214124,85183000,4008000,2
1.76,88226732,84194000,4009000,2
0.79,42760333,40774000,1988000,2
0.8,45025968,43040000,2001000,2
1.62,84874434,80890000,3994000,2
1.76,85930364,84997000,988000,2
1.82,88249097,81296000,6939000,2
1.75,86149572,84170000,2004000,2
0.76,44083128,41086000,3006000,2
0.82,43850707,41854000,1993000,2
0.76,41426680,37448000,3941000,2
0.74,41122754,38156000,3012000,2
0.76,43410695,41420000,1972000,2
1.91,92434022,89338000,3011000,2
1.78,91674679,87601000,3981000,2
1.73,87464126,83542000,3978000,2
0.83,46206496,44212000,2009000,2
1.75,86533140,84553000,1989000,2
1.74,86892835,84911000,1997000,2
1.87,91184963,89207000,1982000,2
1.8,86361072,85349000,1004000,2
0.77,41475373,39337000,1966000,2
3.72,175547346,170536000,4986000,2
1.76,89124484,84151000,5008000,2
2.17,109698040,102680000,6978000,2
1.74,90132726,86974000,2965000,2
0.75,45499755,41555000,3957000,2
1.79,87814388,84816000,2993000,2
1.91,94889622,91908000,2997000,2
1.87,84502742,80380000,4019000,2
0.9,48036539,45041000,3002000,2
0.77,43093658,37120000,6019000,2
0.77,44856988,40026000,4881000,2
1.78,87501710,84477000,3017000,2
1.85,91385462,85335000,6023000,2
0.75,40397615,37285000,3023000,2
0.73,44896972,42827000,1991000,2
0.81,45216190,42278000,2949000,2
3.42,165986620,159980000,5999000,2
1.75,86532615,81599000,4975000,2
0.74,43637866,42641000,991000,2
0.74,42543315,39520000,3040000,2
0.89,48864393,46899000,1995000,2
1.74,88758217,87765000,997000,2
1.85,86511853,83460000,3016000,2
1.82,88695509,85710000,2989000,2
0.74,41593009,40589000,1014000,2
0.75,42076166,40077000,2003000,2
3.32,160925951,154876000,6034000,2
1.8,87869843,86860000,998000,2
1.8,88518236,86589000,1990000,2
1.77,88108205,86117000,2002000,2
0.98,53917283,51909000,1996000,2
0.78,41564758,40592000,990000,2
1.79,87118389,84204000,2971000,2
0.99,52879194,51876000,997000,2
1.8,88566466,85502000,3017000,2
0.77,42083209,39156000,2936000,2
0.77,42945981,40943000,1997000,2
1.91,90720215,85715000,4983000,2
0.78,41216182,39261000,1963000,2
1.76,87543162,86535000,1006000,2
1.75,85711654,82613000,3022000,2
2.14,108349509,104268000,4010000,2
0.91,48016379,41992000,5998000,2
2.28,114417415,108342000,6019000,2
1.76,85992041,82989000,2999000,2
1.83,90048451,88963000,1010000,2
2.04,104181988,101149000,3004000,2
1.78,87392311,84404000,2978000,2
1.83,91194613,88180000,3006000,2
0.78,42490577,40529000,1977000,2
