@relation problema
@attribute 'pkg' real
@attribute 'cores' real
@attribute 'ram' real
@attribute 'gpu' real
@attribute 'psys' real
@attribute 'duration_time' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
3.04,2.45,0.00,0.05,0.00,150485285,122388000,27860000,0
3.03,2.43,0.00,0.05,0.00,151413036,127388000,23885000,0
3.00,2.42,0.00,0.05,0.00,148328671,126280000,22048000,0
2.99,2.41,0.00,0.05,0.00,147945758,118194000,29796000,0
3.68,3.06,0.00,0.05,0.00,155131676,128124000,27026000,0
3.15,2.53,0.00,0.05,0.00,158346582,122322000,36095000,0
0.66,0.51,0.00,0.01,0.00,37023870,35036000,2002000,0
1.71,1.36,0.00,0.03,0.00,87933830,60957000,26980000,0
3.21,2.61,0.00,0.05,0.00,153601312,121491000,32129000,0
0.66,0.51,0.00,0.01,0.00,36809738,35838000,995000,0
0.63,0.49,0.00,0.01,0.00,35047741,33993000,999000,0
0.59,0.45,0.00,0.01,0.00,34746098,31670000,3064000,0
0.62,0.47,0.00,0.01,0.00,38075280,36105000,2005000,0
3.15,2.54,0.00,0.05,0.00,154094070,121096000,33026000,0
0.73,0.55,0.00,0.01,0.00,43113701,40127000,3009000,0
3.12,2.51,0.00,0.05,0.00,152977089,124000000,29000000,0
3.28,2.65,0.00,0.05,0.00,158543841,139645000,18951000,0
3.10,2.50,0.00,0.05,0.00,151988480,130985000,20997000,0
3.16,2.55,0.00,0.05,0.00,154690608,121796000,32944000,0
3.12,2.52,0.00,0.05,0.00,152123478,125292000,26848000,0
3.10,2.50,0.00,0.05,0.00,150818100,123855000,26968000,0
3.11,2.51,0.00,0.05,0.00,151762203,129864000,21809000,0
3.11,2.49,0.00,0.05,0.00,149781632,120863000,28967000,0
2.16,1.72,0.00,0.04,0.00,109157123,78115000,31046000,0
3.13,2.52,0.00,0.05,0.00,153918283,134939000,18991000,0
3.09,2.49,0.00,0.05,0.00,151019663,124005000,27001000,0
1.80,1.42,0.00,0.03,0.00,96213858,65095000,31045000,0
3.01,2.43,0.00,0.05,0.00,147398666,116335000,31089000,0
3.12,2.50,0.00,0.05,0.00,154917992,124158000,30791000,0
3.11,2.51,0.00,0.05,0.00,151660059,122553000,29131000,0
3.01,2.42,0.00,0.05,0.00,147594588,124505000,23093000,0
0.66,0.51,0.00,0.01,0.00,37474486,36510000,986000,0
3.09,2.49,0.00,0.05,0.00,151036267,125032000,26006000,0
0.66,0.51,0.00,0.01,0.00,37923523,36907000,997000,0
3.15,2.55,0.00,0.05,0.00,150099741,120083000,30020000,0
3.09,2.48,0.00,0.05,0.00,152185108,128119000,24022000,0
0.65,0.50,0.00,0.01,0.00,37355681,35392000,2022000,0
3.15,2.55,0.00,0.05,0.00,150396972,127341000,23061000,0
3.10,2.50,0.00,0.05,0.00,150444617,122357000,28081000,0
0.66,0.51,0.00,0.01,0.00,37604036,37619000,0,0
3.07,2.46,0.00,0.05,0.00,152683586,124738000,27941000,0
3.16,2.56,0.00,0.05,0.00,150355472,124479000,25891000,0
0.67,0.52,0.00,0.01,0.00,37658697,34725000,2976000,0
0.60,0.46,0.00,0.01,0.00,35044831,32054000,3005000,0
3.16,2.56,0.00,0.05,0.00,150929954,125926000,24985000,0
3.15,2.55,0.00,0.05,0.00,150059579,121265000,28825000,0
3.16,2.56,0.00,0.05,0.00,149333114,129357000,19901000,0
3.30,2.66,0.00,0.05,0.00,159344838,130290000,29064000,0
3.14,2.56,0.00,0.05,0.00,149052912,122146000,26812000,0
2.98,2.40,0.00,0.05,0.00,143884320,116885000,26973000,0
0.62,0.46,0.00,0.01,0.00,39289023,39270000,0,0
3.14,2.53,0.00,0.05,0.00,152374122,133323000,19046000,0
0.63,0.49,0.00,0.01,0.00,35536340,34532000,1015000,0
1.92,1.52,0.00,0.03,0.00,100093478,97059000,3001000,0
3.05,2.45,0.00,0.05,0.00,151205175,126171000,25034000,0
3.21,2.59,0.00,0.05,0.00,154489019,130581000,23923000,0
2.04,1.64,0.00,0.03,0.00,100194914,98087000,1981000,0
0.69,0.54,0.00,0.01,0.00,36580860,35611000,989000,0
0.60,0.45,0.00,0.01,0.00,38989679,35934000,2994000,0
3.15,2.52,0.00,0.05,0.00,157365923,126293000,31072000,0
3.21,2.60,0.00,0.05,0.00,151666207,124568000,27123000,0
