@relation problema-weka.filters.unsupervised.attribute.Remove-R1-5

@attribute duration_time numeric
@attribute user_time numeric
@attribute system_time numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}

@data
149592031,115514000,33857000,0
148742491,124573000,24110000,0
142212320,110320000,31804000,0
149168885,118134000,31035000,0
148188909,115413000,32833000,0
153680159,119711000,33918000,0
36036302,35081000,1002000,0
89456757,62322000,27140000,0
151501025,126411000,25081000,0
34581844,32529000,2033000,0
35555387,33539000,2032000,0
30837836,28660000,2047000,0
38088853,37050000,1001000,0
150272408,126227000,24043000,0
38388745,36295000,2016000,0
153664160,121432000,32114000,0
150431940,126532000,23911000,0
150605676,126676000,23938000,0
156056063,129235000,26841000,0
154012863,134184000,19879000,0
151098409,113081000,38027000,0
150779984,117809000,32946000,0
150991506,123969000,26993000,0
98674230,60825000,37891000,0
151323510,114491000,36836000,0
149614359,127739000,21955000,0
94420097,54270000,40200000,0
150413817,118593000,31890000,0
150295756,123321000,26852000,0
149955246,124960000,24992000,0
147072822,118250000,28817000,0
36246515,36256000,0,0
149200331,125225000,23852000,0
35289574,32386000,2944000,0
154690298,118705000,35910000,0
152118883,119049000,33013000,0
35768941,33797000,1988000,0
150967797,126987000,23997000,0
149867069,126893000,22980000,0
34038069,32040000,1941000,0
154346540,132756000,20961000,0
151110272,124042000,27009000,0
33257164,30248000,3024000,0
35652519,31741000,3967000,0
149632745,130605000,19088000,0
146657010,121444000,25091000,0
149282912,126260000,23047000,0
150037975,117269000,32795000,0
146190384,123101000,23018000,0
147358420,120289000,27065000,0
33510345,30549000,2956000,0
149539581,119476000,30120000,0
35753248,33858000,1934000,0
96497380,94535000,1990000,0
151229829,120394000,30844000,0
153617960,125511000,28114000,0
94937845,92828000,2018000,0
37127172,36159000,1004000,0
30415710,30359000,0,0
150494312,114375000,36118000,0
151211792,118176000,33049000,0
152619848,129436000,22900000,0
40156764,37133000,3010000,0
36866837,35845000,1024000,0
150822326,120851000,29963000,0
91914189,68904000,22968000,0
146468010,120566000,25906000,0
153598981,129667000,23938000,0
155025085,126843000,28187000,0
153055090,119050000,34014000,0
149327051,123266000,26056000,0
91233731,68421000,22807000,0
146421201,118392000,27857000,0
149486027,120384000,29093000,0
35914370,32929000,2993000,0
147619970,126493000,21082000,0
149542983,117422000,32115000,0
35631180,34643000,989000,0
151692156,124751000,26946000,0
151628738,122643000,28915000,0
309837478,307586000,1997000,1
64747362,62828000,1994000,1
53616879,52647000,993000,1
39364902,38380000,1010000,1
90549183,89464000,994000,1
172006600,171065000,1000000,1
183592541,181663000,1996000,1
49353669,47180000,2173000,1
504052563,503063000,1000000,1
164160872,161240000,2985000,1
65314510,63317000,2010000,1
179490174,178503000,1002000,1
502354027,500369000,1997000,1
46124812,44187000,2008000,1
41328154,39340000,2017000,1
31993540,31007000,1000000,1
139197686,138203000,1001000,1
401438412,400437000,1001000,1
46542408,45581000,990000,1
503804990,502671000,999000,1
25202076,25131000,0,1
65965648,63979000,1999000,1
134972557,133993000,999000,1
503239872,502239000,1000000,1
43344328,41338000,2016000,1
31690542,29775000,1985000,1
61703933,61735000,0,1
273608171,272643000,1002000,1
79900562,78954000,999000,1
66045499,64933000,998000,1
376548942,372426000,4004000,1
561177219,560204000,1000000,1
65758228,64782000,996000,1
64580945,64605000,0,1
69471526,68358000,1005000,1
293894089,292658000,998000,1
40591259,39550000,988000,1
31194838,30113000,1003000,1
82112872,80144000,2003000,1
48729365,47756000,994000,1
374746285,373778000,1002000,1
43130727,42129000,1003000,1
301899335,300848000,1002000,1
39078506,37084000,2004000,1
23643309,22457000,976000,1
28084786,27029000,1001000,1
124887643,122799000,1996000,1
382948629,382968000,0,1
30637316,28727000,1981000,1
64625293,63618000,1009000,1
25157019,24169000,1007000,1
25273349,24295000,1012000,1
40282168,40290000,0,1
40753831,39781000,1020000,1
78921907,77831000,997000,1
40102127,39107000,1002000,1
69959938,68956000,1014000,1
36288714,34298000,2017000,1
69419403,67452000,1983000,1
211823331,206820000,5019000,1
26090652,25137000,966000,1
69792460,68853000,997000,1
135647678,133660000,1994000,1
329362725,328365000,998000,1
69803768,67885000,1967000,1
125874279,124907000,1007000,1
39043360,38035000,1027000,1
509768418,507784000,1999000,1
60928412,59941000,999000,1
136624316,135569000,1004000,1
87701692,87693000,0,1
497377894,495281000,2001000,1
64467736,64483000,0,1
30847833,29824000,1028000,1
63725255,63730000,0,1
64321316,64314000,0,1
45093268,33986000,10995000,1
215629145,215443000,0,1
62334358,60308000,2010000,1
36071819,34162000,1952000,1
83639783,81269000,2006000,2
91372282,90357000,1003000,2
112535116,108537000,4019000,2
42731760,41787000,994000,2
53182854,49188000,4015000,2
