file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time
1009412.exe ,  0.59,  0.45,  0.00,  0.01,  0.00,   36371725,   31089000,    5014000
1054386.exe ,  0.59,  0.45,  0.00,  0.01,  0.00,   34138308,   30156000,    4020000
1055671.exe ,  1.90,  1.60,  0.00,  0.02,  0.00,   71170111,   63115000,    8014000
1064013.exe ,  1.13,  0.89,  0.00,  0.02,  0.00,   58416788,   50472000,    7917000
1163493.exe ,  1.11,  0.86,  0.00,  0.02,  0.00,   60952720,   55915000,    4904000
1449114.exe ,  1.96,  1.64,  0.00,  0.03,  0.00,   72627271,   64590000,    8073000
1488692.exe ,  0.59,  0.45,  0.00,  0.01,  0.00,   33665525,   27709000,    5937000
1523561.exe ,  0.61,  0.48,  0.00,  0.01,  0.00,   33045636,   29983000,    2998000
1581847.exe ,  0.65,  0.51,  0.00,  0.01,  0.00,   35669104,   29741000,    5948000
1890375.exe ,  1.58,  1.26,  0.00,  0.03,  0.00,   77403975,   56571000,   20842000
1930790.exe ,  1.10,  0.87,  0.00,  0.02,  0.00,   56700317,   48601000,    8100000
2014155.exe ,  0.98,  0.79,  0.00,  0.02,  0.00,   47147849,   38301000,    8838000
2082270.exe ,  1.07,  0.85,  0.00,  0.02,  0.00,   55506282,   50536000,    4954000
212989.exe  ,  0.59,  0.44,  0.00,  0.01,  0.00,   36250540,   32198000,    4024000
2136822.exe ,  0.85,  0.66,  0.00,  0.02,  0.00,   45126832,   38953000,    6150000
2209249.exe ,  0.65,  0.51,  0.00,  0.01,  0.00,   34207980,   31125000,    3012000
2218845.exe ,  1.10,  0.87,  0.00,  0.02,  0.00,   56630795,   55659000,    1011000
2288631.exe ,  0.87,  0.67,  0.00,  0.02,  0.00,   46461109,   40376000,    6056000
2311858.exe ,  0.59,  0.45,  0.00,  0.01,  0.00,   33259581,   30199000,    3019000
2427666.exe ,  0.94,  0.75,  0.00,  0.02,  0.00,   45054166,   38992000,    5998000
2552501.exe ,  1.14,  0.90,  0.00,  0.02,  0.00,   58122598,   52084000,    6009000
2653264.exe ,  0.65,  0.50,  0.00,  0.01,  0.00,   35203203,   30166000,    5027000
2666073.exe ,  1.09,  0.87,  0.00,  0.02,  0.00,   52824229,   39485000,   12832000
2787179.exe ,  0.60,  0.45,  0.00,  0.01,  0.00,   34771071,   27649000,    7168000
301119.exe  ,  0.57,  0.44,  0.00,  0.01,  0.00,   33560381,   29475000,    4065000
301392.exe  ,  0.44,  0.34,  0.00,  0.01,  0.00,   24266619,   19413000,    4853000
306775.exe  ,  1.05,  0.83,  0.00,  0.02,  0.00,   54342838,   49324000,    5033000
3068084.exe ,  0.82,  0.68,  0.00,  0.01,  0.00,   35777937,   32646000,    2967000
3075283.exe ,  0.74,  0.57,  0.00,  0.01,  0.00,   41775778,   33824000,    7958000
3088906.exe ,  0.91,  0.70,  0.00,  0.02,  0.00,   48327904,   44291000,    4026000
3356312.exe ,  0.94,  0.74,  0.00,  0.02,  0.00,   48064402,   41022000,    7003000
3403339.exe ,  0.59,  0.45,  0.00,  0.01,  0.00,   35588805,   27677000,    7907000
3562054.exe ,  0.86,  0.67,  0.00,  0.02,  0.00,   46318384,   40313000,    6046000
3717985.exe ,  1.70,  1.36,  0.00,  0.03,  0.00,   82549393,   60414000,   22151000
3737250.exe ,  1.07,  0.85,  0.00,  0.02,  0.00,   54600842,   50614000,    3969000
4033327.exe ,  1.19,  0.95,  0.00,  0.02,  0.00,   59741867,   57713000,    2025000
4045462.exe ,  0.83,  0.69,  0.00,  0.01,  0.00,   33449649,   28434000,    4902000
4240010.exe ,  0.94,  0.74,  0.00,  0.02,  0.00,   47493335,   37509000,    9870000
4254596.exe ,  1.37,  1.09,  0.00,  0.02,  0.00,   68148652,   61125000,    7014000
441794.exe  ,  0.88,  0.69,  0.00,  0.02,  0.00,   46692123,   39733000,    6953000
4443808.exe ,  1.41,  1.13,  0.00,  0.02,  0.00,   69723809,   60713000,    8957000
4469483.exe ,  0.63,  0.49,  0.00,  0.01,  0.00,   35671750,   27728000,    7922000
4484848.exe ,  1.10,  0.87,  0.00,  0.02,  0.00,   56218825,   50216000,    6026000
4513979.exe ,  1.16,  0.92,  0.00,  0.02,  0.00,   59285751,   53256000,    6029000
472510.exe  ,  0.63,  0.48,  0.00,  0.01,  0.00,   34445056,   29410000,    5070000
5060739.exe ,  1.09,  0.85,  0.00,  0.02,  0.00,   59491764,   55249000,    4018000
5110838.exe ,  1.52,  1.22,  0.00,  0.02,  0.00,   72322362,   63254000,    9036000
5237654.exe ,  2.62,  2.07,  0.00,  0.05,  0.00,  132039429,  123033000,    9002000
5247219.exe ,  0.54,  0.40,  0.00,  0.01,  0.00,   34917431,   31912000,    2991000
5454536.exe ,  1.06,  0.83,  0.00,  0.02,  0.00,   54101919,   39088000,   15034000
5678075.exe ,  0.63,  0.49,  0.00,  0.01,  0.00,   34444190,   27568000,    6892000
5762976.exe ,  1.10,  0.87,  0.00,  0.02,  0.00,   56344090,   53353000,    3019000
5962406.exe ,  0.92,  0.72,  0.00,  0.02,  0.00,   46123068,   42105000,    4010000
5973235.exe ,  2.06,  1.64,  0.00,  0.04,  0.00,  102993987,   95870000,    6990000
6021928.exe ,  1.12,  0.88,  0.00,  0.02,  0.00,   56320361,   52365000,    3952000
6076028.exe ,  0.62,  0.48,  0.00,  0.01,  0.00,   33155988,   29040000,    4005000
6276355.exe ,  0.97,  0.77,  0.00,  0.02,  0.00,   48437835,   43384000,    5044000
6280386.exe ,  0.90,  0.70,  0.00,  0.02,  0.00,   47409906,   40344000,    7060000
6416193.exe ,  0.65,  0.50,  0.00,  0.01,  0.00,   35738247,   27795000,    7941000
6435957.exe ,  0.59,  0.45,  0.00,  0.01,  0.00,   33578209,   28623000,    4935000
6510576.exe ,  1.16,  0.93,  0.00,  0.02,  0.00,   55783155,   50698000,    4970000
6635269.exe ,  1.18,  0.97,  0.00,  0.02,  0.00,   52150737,   49997000,    1999000
670905.exe  ,  0.62,  0.47,  0.00,  0.01,  0.00,   35072968,   29082000,    6017000
6763878.exe ,  0.69,  0.54,  0.00,  0.01,  0.00,   36332590,   27235000,    9078000
6811483.exe ,  0.89,  0.69,  0.00,  0.02,  0.00,   46175358,   30114000,   16060000
6887307.exe ,  0.61,  0.48,  0.00,  0.01,  0.00,   33190063,   28064000,    5011000
6912142.exe ,  1.08,  0.84,  0.00,  0.02,  0.00,   58671144,   53638000,    5060000
704949.exe  ,  0.59,  0.44,  0.00,  0.01,  0.00,   34916085,   28935000,    5986000
718631.exe  ,  1.14,  0.90,  0.00,  0.02,  0.00,   59295471,   50370000,    8888000
7209909.exe ,  1.09,  0.86,  0.00,  0.02,  0.00,   56260195,   50215000,    6025000
7517992.exe ,  0.61,  0.47,  0.00,  0.01,  0.00,   35098726,   26056000,    9019000
7697958.exe ,  1.10,  0.85,  0.00,  0.02,  0.00,   60426538,   53252000,    7033000
7753882.exe ,  1.18,  0.97,  0.00,  0.02,  0.00,   50902926,   48755000,    2031000
7824869.exe ,  1.44,  1.14,  0.00,  0.02,  0.00,   72133134,   62246000,    9880000
7960822.exe ,  0.64,  0.48,  0.00,  0.01,  0.00,   36397842,   29501000,    6883000
815487.exe  ,  0.86,  0.67,  0.00,  0.02,  0.00,   45896625,   38941000,    6989000
820436.exe  ,  0.92,  0.72,  0.00,  0.02,  0.00,   48163171,   38120000,   10031000
8437313.exe ,  0.60,  0.46,  0.00,  0.01,  0.00,   33374050,   28299000,    5053000
8493082.exe ,  0.58,  0.45,  0.00,  0.01,  0.00,   31914116,   27912000,    3987000
943738.exe  ,  0.89,  0.69,  0.00,  0.02,  0.00,   46052565,   39999000,    5999000
