@relation 'problema-weka.filters.unsupervised.attribute.Remove-R3,5'

@attribute pkg numeric
@attribute cores numeric
@attribute gpu numeric
@attribute duration_time numeric
@attribute user_time numeric
@attribute system_time numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}

@data
2.96,2.37,0.05,149592031,115514000,33857000,0
2.91,2.32,0.05,148742491,124573000,24110000,0
3.13,2.56,0.05,142212320,110320000,31804000,0
3.21,2.62,0.05,149168885,118134000,31035000,0
3.09,2.5,0.05,148188909,115413000,32833000,0
3.13,2.52,0.05,153680159,119711000,33918000,0
0.62,0.48,0.01,36036302,35081000,1002000,0
1.78,1.42,0.03,89456757,62322000,27140000,0
3.18,2.58,0.05,151501025,126411000,25081000,0
0.59,0.46,0.01,34581844,32529000,2033000,0
0.65,0.51,0.01,35555387,33539000,2032000,0
0.71,0.59,0.01,30837836,28660000,2047000,0
0.59,0.44,0.01,38088853,37050000,1001000,0
3.08,2.48,0.05,150272408,126227000,24043000,0
0.74,0.59,0.01,38388745,36295000,2016000,0
3.19,2.57,0.05,153664160,121432000,32114000,0
3.11,2.51,0.05,150431940,126532000,23911000,0
3.11,2.5,0.05,150605676,126676000,23938000,0
3.24,2.61,0.05,156056063,129235000,26841000,0
3.18,2.56,0.05,154012863,134184000,19879000,0
3.16,2.56,0.05,151098409,113081000,38027000,0
3.15,2.55,0.05,150779984,117809000,32946000,0
3.24,2.63,0.05,150991506,123969000,26993000,0
1.93,1.53,0.03,98674230,60825000,37891000,0
3.12,2.51,0.05,151323510,114491000,36836000,0
3.1,2.5,0.05,149614359,127739000,21955000,0
1.91,1.53,0.03,94420097,54270000,40200000,0
3.17,2.57,0.05,150413817,118593000,31890000,0
3.2,2.6,0.05,150295756,123321000,26852000,0
3.21,2.6,0.05,149955246,124960000,24992000,0
3.07,2.48,0.05,147072822,118250000,28817000,0
0.64,0.49,0.01,36246515,36256000,0,0
3.21,2.61,0.05,149200331,125225000,23852000,0
0.65,0.51,0.01,35289574,32386000,2944000,0
3.2,2.58,0.05,154690298,118705000,35910000,0
3.08,2.47,0.05,152118883,119049000,33013000,0
0.63,0.49,0.01,35768941,33797000,1988000,0
3.22,2.61,0.05,150967797,126987000,23997000,0
3.18,2.57,0.05,149867069,126893000,22980000,0
0.64,0.5,0.01,34038069,32040000,1941000,0
3.29,2.67,0.05,154346540,132756000,20961000,0
3.2,2.59,0.05,151110272,124042000,27009000,0
0.67,0.54,0.01,33257164,30248000,3024000,0
0.66,0.52,0.01,35652519,31741000,3967000,0
3.12,2.52,0.05,149632745,130605000,19088000,0
3.12,2.52,0.05,146657010,121444000,25091000,0
3.09,2.49,0.05,149282912,126260000,23047000,0
3.11,2.5,0.05,150037975,117269000,32795000,0
3.18,2.59,0.05,146190384,123101000,23018000,0
3.09,2.5,0.05,147358420,120289000,27065000,0
0.63,0.49,0.01,33510345,30549000,2956000,0
3.15,2.55,0.05,149539581,119476000,30120000,0
0.61,0.47,0.01,35753248,33858000,1934000,0
2.01,1.62,0.03,96497380,94535000,1990000,0
3.24,2.61,0.05,151229829,120394000,30844000,0
3.23,2.61,0.05,153617960,125511000,28114000,0
1.98,1.6,0.03,94937845,92828000,2018000,0
0.62,0.47,0.01,37127172,36159000,1004000,0
0.7,0.57,0.01,30415710,30359000,0,0
3.17,2.56,0.05,150494312,114375000,36118000,0
3.15,2.53,0.05,151211792,118176000,33049000,0
3.17,2.56,0.05,152619848,129436000,22900000,0
0.75,0.58,0.01,40156764,37133000,3010000,0
0.66,0.51,0.01,36866837,35845000,1024000,0
3.17,2.56,0.05,150822326,120851000,29963000,0
1.77,1.4,0.03,91914189,68904000,22968000,0
3.14,2.54,0.05,146468010,120566000,25906000,0
3.24,2.62,0.05,153598981,129667000,23938000,0
3.26,2.63,0.05,155025085,126843000,28187000,0
3.26,2.64,0.05,153055090,119050000,34014000,0
3.16,2.55,0.05,149327051,123266000,26056000,0
1.82,1.45,0.03,91233731,68421000,22807000,0
3.14,2.55,0.05,146421201,118392000,27857000,0
3.13,2.53,0.05,149486027,120384000,29093000,0
0.63,0.48,0.01,35914370,32929000,2993000,0
3.3,2.7,0.05,147619970,126493000,21082000,0
3.18,2.58,0.05,149542983,117422000,32115000,0
0.62,0.47,0.01,35631180,34643000,989000,0
3.17,2.56,0.05,151692156,124751000,26946000,0
3.23,2.62,0.05,151628738,122643000,28915000,0
6.72,5.49,0.11,309837478,307586000,1997000,1
1.21,0.95,0.02,64747362,62828000,1994000,1
1.02,0.8,0.02,53616879,52647000,993000,1
0.69,0.53,0.01,39364902,38380000,1010000,1
2.4,2.03,0.03,90549183,89464000,994000,1
3.69,3,0.06,172006600,171065000,1000000,1
3.45,2.71,0.06,183592541,181663000,1996000,1
0.88,0.68,0.02,49353669,47180000,2173000,1
9.69,7.67,0.17,504052563,503063000,1000000,1
3.52,2.86,0.06,164160872,161240000,2985000,1
1.35,1.08,0.02,65314510,63317000,2010000,1
3.42,2.7,0.06,179490174,178503000,1002000,1
