file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-ram/,duration_time,user_time,system_time,perf_time
1091584.exe,308501463,496837,207566658,1157990,206832881,1147027,411310,3048688,534644740,20806,303368269,16038,6031,1556290074,2089,1.48,0.09,168100943,161597000,5985000,212942283
1680187.exe,305171707,452996,204558931,1155757,205886503,1167269,319685,2554890,551332776,21287,306598638,7945,7196,1437222260,2082,1.84,0.08,148552330,146060000,2000000,162729937
1723554.exe,207433939,454248,304709146,1642445,306365041,1637493,271604,2374298,497523417,24773,207871089,33081,8136,1041037247,4050,1.63,0.07,134669997,130398000,4012000,148850968
1727828.exe,409317635,20790320,353799974,546184,351174888,543213,27480971,40604794,1181534091,763975,412290387,484053,105447,2065215729,98768,3.84,0.34,318617710,130143000,188207000,332638762
176146.exe,308793418,316809,205682953,1132925,204073745,1122859,272029,2538723,557020054,17225,305335692,4945,4333,1347783473,1108,1.83,0.08,150658529,148287000,2003000,164783658
1910626.exe,310609404,424922,210020009,1148294,208737908,1124951,574646,3081577,552185310,36493,304447641,8847,4972,1460540366,2081,1.66,0.08,148723252,142370000,6015000,163003229
1953417.exe,211565587,391245,207695597,1094829,203100694,1077061,508055,2279806,368657779,13036,207092897,6432,2537,1499348391,2084,1.15,0.06,99605078,94293000,5015000,113885100
2004438.exe,310311875,436836,206647398,1144389,204520914,1127180,475025,2843572,603464725,24937,305310822,10156,5055,1351121237,2086,1.77,0.09,162879870,157612000,4987000,177182399
202443.exe,307430978,319243,204520016,1126856,202775496,1129343,313114,2563142,562322450,18630,306089139,2778,3961,1341419788,1111,1.64,0.08,151513469,148219000,3004000,165608204
2046266.exe,312861774,386880,209347429,1128095,205735813,1115151,522946,2787650,529584776,19869,304634251,10862,3814,1467550882,2083,1.57,0.08,143699599,139390000,4011000,157712846
2084242.exe,311662875,445376,208912708,1138150,206508778,1124784,565946,3085073,546864733,33199,306437799,6422,6209,1459655995,2085,1.65,0.08,147626343,141272000,6011000,161747648
2337463.exe,309341251,789987,211796655,1122178,214221726,1130107,706806,2400065,399121993,20570,306073157,33044,10713,1455402909,5995,1.3,0.06,107351978,99098000,8007000,121382040
2534515.exe,325366765,375000,420782423,1342470,404719892,1296190,699106,2678189,379373240,22712,308748885,13879,5461,1491202817,2521,1.27,0.06,102364902,98072000,4002000,116304017
2970400.exe,1017189320,565944,607239890,1400492,603284456,1400090,457511,4261099,1009074253,36770,1011616960,22813,7563,3577647449,2805,3.7,0.14,272363714,267082000,5001000,286682943
2992391.exe,305524773,339781,204988156,1143154,204156354,1134391,214804,2330389,527086256,16748,304669255,5789,4672,1538893223,1109,1.56,0.07,144053662,140786000,2995000,158209047
3079464.exe,306800769,328002,205578574,1123927,204973806,1122357,306469,2574075,541127615,17212,305905783,2247,3793,1548232959,1110,1.58,0.07,145924434,142664000,2992000,160209942
3229339.exe,212661406,415203,314689253,1122588,306508522,1090022,523160,2691418,366679539,33835,205422512,22521,3961,1589172963,2081,1.18,0.06,99254978,93989000,4999000,113474131
3370629.exe,312538492,406451,208362819,1141133,205909633,1122645,503933,3026901,590102038,37327,306192253,7393,5256,1253166375,2087,1.72,0.09,159094883,152815000,5992000,173381492
3372074.exe,320120434,376643,209092727,1097046,204330827,1076981,524280,2297832,369641832,15652,311891671,7788,3422,1507523921,2089,1.17,0.05,100022334,94749000,4986000,114322438
3375350.exe,920101794,934661,610448551,1459244,608086946,1455955,635001,5003465,1123744860,53773,911668812,56113,11014,3278128704,6426,3.97,0.16,302192429,288715000,13032000,316307806
3385679.exe,461254453,51238280,414251147,192518,415675726,192609,41907253,112151125,857981126,435573,460385369,31100,12367,1928230083,5997,3.04,0.48,231346901,224057000,7001000,245602216
3422843.exe,1621358065,803302,612604648,1439755,611847104,1431436,724673,5459172,1280102017,41387,1602690761,30672,11117,4577864623,2956,4.33,0.18,345111279,338730000,5995000,359475757
3424191.exe,305405488,349899,204301627,1137930,203804216,1134639,221413,2308685,529854090,16748,306499368,5844,5293,1543395841,1110,1.61,0.07,142743544,139255000,2984000,156902694
3428138.exe,305378563,318715,204364908,1136211,203643663,1136388,264778,2379916,530936101,16962,305896681,5701,4604,1542637689,1111,1.61,0.07,142846467,141465000,1003000,157062319
3523688.exe,412254511,476559,206875333,1153149,205423746,1144819,528807,3354068,677369027,21669,407621988,9062,4981,1353998417,2084,1.96,0.1,183024790,177664000,4990000,197119323
3529361.exe,318220382,354984,209571977,1104833,203833092,1076959,508201,2366544,374561704,16618,308043124,9341,4618,1490142018,2119,1.2,0.06,101028211,94650000,5977000,115341370
3661212.exe,310429481,396192,207762664,1144725,206133024,1130531,479881,3022530,588853052,22830,304599975,9047,5745,1247150502,2084,1.67,0.09,160981745,156767000,3994000,175036913
3663182.exe,312878776,365611,209111918,1150752,206555848,1126672,585016,2938498,534629320,21093,304250906,6080,5187,1453982982,2090,1.58,0.08,145462946,142176000,3003000,159738630
3883785.exe,209763288,385668,311613656,1523374,303073152,1492860,501747,2622363,480875602,19913,204700117,7819,3603,1477709294,2084,1.61,0.07,130386633,126216000,4006000,144621267
3994586.exe,209493064,13364210,209315882,94711,203633005,99506,7159899,27096424,331285438,173886,203882598,16006,4764,1141454278,2086,1.11,0.13,89903911,84628000,4978000,104050672
4184640.exe,315198263,302191,417380166,1157558,408553193,1128500,650233,2913770,428017102,17937,302067305,8742,4814,1770402113,2084,1.38,0.07,116570381,113376000,3009000,130858151
4212368.exe,308340596,322072,305818607,1123328,302498820,1123356,311350,2524418,529175694,16706,305508190,1618,3485,1761501243,1111,1.63,0.08,143297664,141046000,2000000,157480973
424396.exe,310705510,413944,310811111,1143056,306378169,1127913,647279,3335423,566535272,38464,306676992,7591,4969,1458442030,2079,1.72,0.08,152734485,148601000,3989000,166789959
4448337.exe,311489329,332359,207963806,1139223,205395620,1129602,367124,2950063,528793291,25397,304382500,2847,3676,1569469387,1110,1.53,0.07,143727905,140485000,3010000,157937263
4492853.exe,307922995,361172,203904948,1126465,203424891,1124813,255115,2481838,549419302,18500,306727880,2240,4077,1344449847,1108,1.64,0.08,148528970,146359000,2004000,162584056
4504170.exe,1116123400,951003,612739129,1431753,615115771,1430235,753203,4720735,1018057415,40375,1097271798,36912,13875,3557948980,4619,3.47,0.15,274449219,268252000,6005000,288622869
4549023.exe,576134050,27951784,300710097,464339,299687457,474683,27289163,53578669,1262218116,306875,568358127,469058,110318,2269321837,98811,4.12,0.39,339811649,251567000,88198000,354077739
4742667.exe,306693612,434114,205771716,1160660,205908080,1160313,335750,2584441,537350732,19577,306333216,9180,6358,1537468029,2089,1.64,0.08,145424603,143252000,2003000,159569376
4828917.exe,412460150,21097787,355288557,546118,355503322,546308,27082102,42901431,1530149422,722433,413792499,528103,110201,2273161110,98766,4.91,0.43,415956156,253934000,161958000,430018589
483031.exe,209813250,13133930,208101870,104533,205402499,99065,7171315,27449277,345104338,169232,200689555,11014,4117,1239562398,2089,1.16,0.13,93682179,91397000,2008000,108021970
5192715.exe,219816539,326930,514570950,1314700,500445805,1290152,509772,2730788,478072312,20196,214960433,9448,3534,1697558343,1829,1.5,0.07,129406295,128198000,1001000,143728804
526197.exe,411022016,486569,206734444,1152349,205090733,1144135,488024,3162162,666726679,21739,408516406,7877,4993,1454204688,2088,1.91,0.1,180502694,176356000,3985000,194604465
5388267.exe,311359943,400055,207647220,1144263,205431787,1131335,521333,3049917,588386004,21846,305429354,9091,4747,1253564455,2094,1.67,0.08,158757851,154546000,3988000,172777280
5391029.exe,307418216,6555413,606037916,214544,595731506,250388,504662,14599689,391026495,15009,299957170,2076,2948,1956801279,1107,1.29,0.06,105782435,104510000,1004000,120049105
5402227.exe,306363750,370614,305498806,1151274,303512462,1152506,329914,3034127,647466912,22775,304843079,2511,4801,2049610418,1105,1.87,0.09,174783658,171592000,2992000,188784214
5610753.exe,306431303,373200,205049415,1132233,205327105,1131893,267332,2689595,599175883,19169,305516272,2591,4908,1339151001,1111,1.7,0.08,162606957,160340000,2004000,176868176
5748910.exe,306049673,417160,205466771,1150498,205144030,1148046,306816,2551758,538422212,20066,306520765,8182,5834,1440854478,2082,1.6,0.08,144921804,140716000,3991000,159235603
5947083.exe,308169820,308405,205055215,1125519,203374455,1125910,269160,2414946,559660273,24952,306488993,5060,3780,1345687819,1105,1.62,0.08,151239406,148946000,1999000,165491917
5949274.exe,310375210,428004,206906629,1136210,204858436,1122295,536609,2948065,567522257,19311,306665100,9169,3939,1253869154,2087,1.79,0.08,153964838,148749000,4991000,167885533
5953163.exe,445894320,15020664,299186604,422498,297178196,406015,13318390,28012384,1129781489,215777,444645395,336135,106022,2307893270,98766,3.57,0.26,304424851,170117000,134092000,318692665
5955123.exe,307675299,344740,203705937,1123387,203441973,1124425,265126,2414625,548933459,18419,306710720,2068,4146,1343701397,1111,1.66,0.08,148154610,144924000,2998000,162329407
6043669.exe,307257407,337846,305382079,1138801,303215327,1135328,290577,2793316,664215631,18978,305356094,4135,5219,1543769438,1110,2.14,0.09,179396649,177181000,2002000,193644589
6062852.exe,312236395,368174,208197861,1144699,205188982,1124893,499516,2960374,585852015,23425,303768610,11860,5078,1246899410,2087,1.71,0.08,158308528,154060000,4001000,172494336
6083074.exe,310368190,385764,209522937,1149479,207456694,1133413,603619,3410188,592545459,39359,304614094,18161,5551,1250008130,2080,1.74,0.09,160439328,156080000,4002000,174620241
6085360.exe,308206023,331768,205228235,1121903,204206158,1122421,298274,2514015,526147502,23071,308064585,1686,3094,1560046679,1104,1.54,0.07,142540467,140219000,2003000,156709259
6099013.exe,204569296,291174,204132331,1088899,204550070,1089563,198249,1529651,304391711,13156,208553492,16844,5726,1038839984,2089,0.94,0.04,81858192,78541000,2982000,96187219
6110657.exe,318857162,361080,208646403,1104526,204142199,1077727,504176,2288704,367825927,15351,308434042,7685,3041,1385788286,2087,1.2,0.05,99517184,95272000,4011000,113782366
6113121.exe,1024895016,413975,607952173,1390787,603406447,1385196,479377,4370474,990806038,30608,1009373921,9881,6366,3166776029,1542,3.54,0.14,267874134,264703000,2996000,282095736
6114549.exe,1119991023,451934,507780206,1217044,505407698,1218273,426183,4450930,1079556665,30454,1110430959,5857,7790,3878322246,1304,3.54,0.15,294944027,291789000,2997000,308921597
6134791.exe,408457053,345659,203133387,1121120,201739309,1121625,296211,2537567,567219344,17411,408034405,1322,3369,1337165673,1111,1.88,0.08,153245470,149987000,2999000,167286099
6170599.exe,303980411,364942,203766214,1146625,204636600,1143370,182692,2330852,550805703,18345,304839228,7495,5546,1330162022,1112,1.66,0.08,149305038,146129000,3002000,163387265
6237236.exe,317714441,482467,514744739,2482358,506130671,2438969,675997,3335506,615503091,27392,312720759,13205,11287,1767964744,2519,1.9,0.09,165953733,157733000,7986000,180062377
6306884.exe,310663202,281322,406396485,1431950,399430422,1433361,301443,2155255,424063193,15023,305602141,1420,2972,1570426936,1107,1.36,0.06,114821159,110576000,3984000,128736619
6422109.exe,1217635816,776813,711207180,1472911,706854928,1472214,816599,6175399,1350890438,48425,1208576270,18025,11079,3867248124,2807,4.63,0.19,364035394,359853000,3998000,378301241
6426234.exe,310645136,413108,208452809,1149910,206464962,1133027,512877,3055943,593100582,21759,303707954,10314,5485,1447391088,2087,1.87,0.08,160776424,157588000,2992000,174702038
6801212.exe,1019515840,414975,604654343,1193772,600081190,1193302,355131,3984777,992832777,31589,1011159899,5521,6570,3571787910,1265,3.43,0.14,267776760,265508000,2003000,282020864
6866729.exe,2238660730,3374992,1325889567,2483620,1325541010,2479735,3230993,12363483,2437789071,96910,2240341201,133383,33649,8960819966,16733,8.1,0.37,658700217,623522000,34973000,672896190
6952877.exe,305728289,363058,202536191,1125376,203086038,1122438,259598,2445661,552498940,16754,306461373,2363,4505,1337440907,1105,1.61,0.08,149109510,145856000,2997000,163376908
7096116.exe,1217679760,646556,907953004,1456973,902273257,1453547,575091,5741124,1402396746,41244,1212136110,18177,9339,4480303462,1831,4.73,0.2,378241334,376052000,2000000,392578365
7111492.exe,305921935,377017,303596389,1127118,302667470,1127287,344988,2713637,567398335,16042,307943862,1713,3619,1544395216,1113,1.87,0.08,153411101,150117000,3002000,167442053
7114591.exe,311266576,409929,208017749,1142621,205745985,1128761,530851,3012427,588264457,21050,305124645,7286,4585,1250731233,2088,1.73,0.09,159131450,155756000,2995000,173406461
722901.exe,210281779,385360,310866078,1111983,303724913,1089319,526109,2460905,404506137,32037,206926284,13521,5304,1572150206,2086,1.25,0.06,109192730,102846000,5991000,123508624
7350815.exe,312241566,412174,309650727,1140483,305408826,1121801,500193,2908239,570562964,19783,305352379,10273,4703,1460328047,2086,1.87,0.08,154701629,148393000,5975000,168762332
7356693.exe,412378696,342845,205847527,1137607,205411653,1140910,326208,3016373,638340151,20488,406592985,4167,5034,1543082377,1107,1.86,0.09,172476585,168272000,3982000,186728570
7512000.exe,1119734721,693828,718322518,1412171,712980247,1400406,745573,5036341,1063550547,37191,1101781030,24587,9632,3663133272,2810,3.69,0.15,287013942,282662000,4009000,301139389
7779130.exe,1122928816,538213,610483785,1405267,605242291,1400619,475715,4530423,1102787044,34329,1104650535,14460,8134,3573074347,2169,3.74,0.16,298021183,293734000,4010000,312083776
8247616.exe,312778773,439085,208151302,1141900,205008363,1126111,525160,2980988,592883396,23289,304789475,9228,5198,1250920002,2089,1.73,0.09,158984644,152786000,5991000,173242261
907797.exe,218722522,590795,412596522,1962832,407383893,1939263,423005,3231547,719791572,40590,216847725,42343,7596,1479579878,4612,2.24,0.1,193787471,185496000,8021000,207863233
911603.exe,313626703,370527,210347640,1134571,206588147,1118263,526546,2847345,531355169,36401,304981612,21790,6205,1466282573,2088,1.54,0.08,143374387,137973000,4999000,157479423
993680.exe,310515081,603035,211728440,1167389,212356145,1150904,631074,2977567,604237229,25791,303782414,22668,9016,1254311650,4040,1.73,0.09,162789037,154541000,7976000,176909302
