@relation problema
@attribute 'L1-dcache-loads' real
@attribute 'L1-dcache-load-misses' real
@attribute 'branch-instructions' real
@attribute 'branch-load-misses' real
@attribute 'branch-loads' real
@attribute 'branch-misses' real
@attribute 'cache-misses' real
@attribute 'cache-references' real
@attribute 'cpu-cycles' real
@attribute 'dTLB-load-misses' real
@attribute 'dTLB-loads' real
@attribute 'iTLB-loads' real
@attribute 'iTLB-load-misses' real
@attribute 'instructions' real
@attribute 'page-faults' real
@attribute 'power/energy-pkg/' real
@attribute 'power/energy-ram/' real
@attribute 'duration_time' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'perf_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
1258421,201173,53824453,107171,53792071,106522,118007,1691455,369988164,10310,849068,1276,3265,591587330,131,0.98,0.05,99521881,98313000,1003000,113527183,1
5669868,339129,112388837,217398,112380389,216448,176076,3831732,986908090,25280,5371824,4354,6403,1303007174,133,2.53,0.14,266692687,266604000,0,281338208,1
582541,104386,7509942,144373,7497639,134340,101655,708552,92060771,2891,227064,319,1132,122288578,128,0.24,0.01,25852023,24585000,983000,39829601,1
718932,101832,3504964,75654,3298105,70659,97160,990661,186478980,6778,785808,1070,1679,130705872,132,0.52,0.03,50686854,49473000,1009000,64725012,1
933190,164485,3324652,69767,3300078,65870,88368,1026083,181552577,5875,814463,865,1787,143556122,134,0.51,0.03,48861310,47699000,993000,62927348,1
35185251,204353,55597134,106463,55579638,106167,111867,1697126,368226148,10020,34876828,1070,2458,312299545,134,1.06,0.05,99752099,98512000,1005000,113724528,1
542841,121018,3333339,60611,3345988,60248,101632,741399,93726391,2844,182559,283,884,92925261,130,0.24,0.01,26174135,25961000,0,40122854,1
3146450,440797,210575113,283575,210499997,281788,162949,5056143,1433773427,35767,2621221,4727,11737,1976139161,134,3.64,0.2,389837068,389767000,0,403853239,1
1256541,146791,3990830,79098,3861968,75981,246126,1236806,184781899,6446,640572,778,1758,138077833,130,0.49,0.03,48273524,46519000,989000,62315282,1
1410291,197640,4042902,124066,4072742,118932,121251,1897362,428781769,12267,1522818,2224,3706,61860148,132,1.18,0.06,116268319,114008000,1982000,130407165,1
2886207,163959,5965779,134561,6082570,142881,104634,1354922,273697794,8097,2582662,1378,1678,49734101,128,0.75,0.04,74029377,72711000,996000,88117703,1
34407100,525345,124155383,346581,124427889,348070,306093,5777070,1571057015,39694,33207727,5081,10426,1217448449,133,3.98,0.22,424994251,424748000,0,439336396,1
802669,130753,3449831,72535,3285667,68528,93812,1053248,178246365,6864,828686,1259,2285,110625789,133,0.49,0.03,48738459,48493000,0,62758266,1
1162228,143244,4956190,530964,4758993,525083,83251,643606,71710235,2769,539575,835,1168,84057859,134,0.2,0.01,19938262,18694000,983000,33793718,1
730136,137368,3376229,69322,3285686,66295,95146,1024867,179212251,5707,669380,852,1608,118107069,134,0.48,0.02,48395585,47022000,1000000,62545591,1
852142,145832,3327040,67191,3242948,70587,95886,1019947,171652063,5508,635986,837,1631,102704015,129,0.45,0.02,46858671,45621000,991000,61121112,1
8937847,100567,2018761,52554,2017762,53448,104870,656340,48552802,1697,9150831,146,317,53244125,133,0.13,0.01,13227012,11984000,998000,27537010,1
8702377,700967,7169463,70956,8559232,71986,566214,2057105,112301837,14422,10843968,13784,9697,115725105,3860,0.33,0.02,30740615,22317000,8115000,44779043,1
2019562,274902,4020577,164797,4215692,159947,124421,2765492,735506051,18867,1753939,1833,5169,99174986,132,2.01,0.1,198886626,196604000,1995000,212859536,1
709832,146379,3393399,71683,3293539,68401,89112,1026112,179831960,5934,653269,1145,1701,110553776,129,0.45,0.03,49058437,48900000,0,63016407,1
3858096,495094,210836326,293061,210805646,290369,187207,5370797,1536497978,39213,3158034,5180,10469,2223239020,325,3.82,0.21,414675679,413450000,1001000,428773679,1
1519901,263352,4105744,161715,4174863,164239,159508,2844512,666892323,17458,1275596,2253,4105,97582535,132,1.82,0.09,181212318,180959000,0,195248971,1
369091,103862,3514418,59537,3515589,60587,95868,833473,107330472,4323,311512,345,740,76484495,134,0.28,0.02,29698643,29420000,0,43618641,1
183393405,940450,123984287,1559370,127692982,996395,232562,2562875,242901547,17965,182712403,10752,7901,551122410,908,0.73,0.05,98100864,89761000,7978000,170072980,2
193392701,514572,121009744,1471212,120856896,1468190,194720,2030484,254728392,9381,193046430,13381,5045,592368761,1002,0.88,0.04,69246872,67962000,999000,83498757,2
128819854,6762221,89858140,1767168,92272987,1401657,1254577,7670782,337161813,100130,143480530,9460,9287,436597247,2869,1.05,0.06,91076217,85765000,4986000,105430662,2
197197472,709297,122485684,1495566,119475137,1479627,273901,2421848,253274819,15797,195018076,7033,2140,591524385,909,0.89,0.04,68741998,67449000,1006000,82828078,2
79154999,464973,67991812,1450178,68676690,1420002,166073,1464644,158809893,5336,81027109,2804,2937,329535066,523,0.54,0.02,43046522,41766000,994000,57288173,2
193885618,450151,118636930,1421308,118386138,1604461,162857,1524126,245189164,8039,195516324,11563,2719,588149644,521,0.85,0.03,66111799,63878000,1996000,80391478,2
187000645,976835,117758097,1545931,120794308,1487234,233554,2521073,269043009,11801,194165814,22867,9835,577242296,1907,0.84,0.04,76538007,75283000,1003000,90626302,2
193738903,506164,121761399,1464984,121192831,1441030,265473,1991954,257123024,9671,194125999,11338,5506,596253642,1001,0.89,0.04,68431819,64037000,4002000,82333050,2
66493532,873713,43466329,1549133,45893628,1417223,220129,1824771,134763940,7554,72651411,1671,1966,249200621,916,0.43,0.02,36180546,33893000,1993000,49961185,2
66095237,870090,46107531,1662728,46703013,1609516,187817,1713891,135844502,8149,75692402,5259,5517,248693600,1432,0.43,0.02,36388376,33085000,3007000,50478516,2
91584872,1207330,88703203,2282925,91394357,2430216,421474,3123208,256218237,10979,95284290,7841,7678,429167704,2333,0.82,0.04,69182705,62897000,5990000,83515879,2
192775227,483117,122624288,1276195,122729880,1242724,159243,1713414,253394002,8024,187896850,10443,3351,585621718,520,0.86,0.03,68562233,66156000,2004000,82597450,2
194087643,791719,121326832,1493686,119583271,1469398,288343,2223068,256464072,15416,198398935,6040,2312,591010090,959,0.9,0.04,68972747,64697000,3981000,83109666,2
